project_id,name,start_date,end_date,status,manager_id
P5945,Project 5945,2022-07-31,2024-12-26,Active,E09236
P5946,Project 5946,2022-03-08,2025-08-07,Completed,E00108
P5947,Project 5947,2023-04-04,2025-02-08,On Hold,E09382
P5948,Project 5948,2023-09-03,2025-06-23,Planning,E05714
P5949,Project 5949,2022-06-01,2025-07-05,Planning,E07368
P5950,Project 5950,2022-11-14,2025-02-01,Active,E08594
P5951,Project 5951,2023-04-09,2025-09-08,On Hold,E00167
P5952,Project 5952,2024-01-26,2025-03-17,Completed,E06238
P5953,Project 5953,2023-01-16,2025-03-05,On Hold,E01635
P5954,Project 5954,2025-08-04,2025-06-18,Completed,E01799
P5955,Project 5955,2025-06-01,2025-06-01,Active,E08040
P5956,Project 5956,2021-05-08,2025-08-06,Active,E04134
P5957,Project 5957,2022-06-11,2025-06-06,On Hold,E01019
P5958,Project 5958,2020-11-25,2024-09-26,Completed,E08117
P5959,Project 5959,2022-09-03,2025-08-23,Active,E05123
P5960,Project 5960,2021-10-19,2025-01-02,On Hold,E02134
P5961,Project 5961,2022-04-08,2024-10-15,Planning,E03098
P5962,Project 5962,2022-11-03,2025-04-27,On Hold,E06463
P5963,Project 5963,2021-05-20,2025-08-07,Active,E03075
P5964,Project 5964,2023-04-01,2024-10-18,Planning,E00746
P5965,Project 5965,2020-12-06,2025-01-26,Completed,E07430
P5966,Project 5966,2024-09-17,2025-03-05,Completed,E02484
P5967,Project 5967,2022-06-11,2025-07-10,Planning,E04188
P5968,Project 5968,2025-09-13,2025-01-11,On Hold,E02388
P5969,Project 5969,2023-04-26,2024-11-25,On Hold,E05527
P5970,Project 5970,2024-03-17,2025-02-10,Completed,E07164
P5971,Project 5971,2025-07-07,2025-08-29,On Hold,E08610
P5972,Project 5972,2024-12-21,2024-10-18,Completed,E00037
P5973,Project 5973,2023-05-04,2025-02-11,Completed,E06032
P5974,Project 5974,2022-02-04,2025-06-17,Active,E09039
P5975,Project 5975,2024-02-01,2025-04-22,On Hold,E02914
P5976,Project 5976,2022-01-06,2025-05-20,Planning,E05804
P5977,Project 5977,2021-07-31,2025-07-21,Completed,E07428
P5978,Project 5978,2021-07-13,2024-10-29,Active,E03291
P5979,Project 5979,2021-07-11,2025-04-17,Active,E01412
P5980,Project 5980,2022-06-13,2025-01-19,Planning,E08093
P5981,Project 5981,2020-10-25,2024-11-21,Active,E03634
P5982,Project 5982,2023-01-20,2024-11-04,Completed,E09217
P5983,Project 5983,2023-01-29,2025-03-06,Planning,E01665
P5984,Project 5984,2021-10-20,2025-03-13,Planning,E03829
P5985,Project 5985,2023-12-05,2025-04-10,Active,E05928
P5986,Project 5986,2023-01-13,2025-09-14,On Hold,E03197
P5987,Project 5987,2024-06-03,2025-05-13,On Hold,E09242
P5988,Project 5988,2023-06-07,2024-11-06,Planning,E05685
P5989,Project 5989,2023-11-14,2024-11-26,Completed,E08199
P5990,Project 5990,2024-02-01,2024-12-12,On Hold,E05768
P5991,Project 5991,2020-10-01,2025-05-13,Completed,E09945
P5992,Project 5992,2025-07-16,2025-06-21,On Hold,E09169
P5993,Project 5993,2022-09-20,2025-07-29,Active,E02820
P5994,Project 5994,2023-10-14,2025-04-13,Active,E02479
P5995,Project 5995,2022-03-27,2024-10-02,Completed,E09794
P5996,Project 5996,2024-12-09,2025-05-26,Active,E00321
P5997,Project 5997,2024-12-14,2025-08-13,On Hold,E09265
P5998,Project 5998,2021-12-21,2025-05-26,Planning,E00861
P5999,Project 5999,2025-02-18,2024-10-29,Completed,E06824
P6000,Project 6000,2023-12-14,2024-12-28,On Hold,E01308
P6001,Project 6001,2024-03-27,2024-11-27,Active,E06953
P6002,Project 6002,2023-02-12,2025-09-24,Planning,E09275
P6003,Project 6003,2022-01-31,2025-05-17,Completed,E08180
P6004,Project 6004,2021-06-30,2025-04-10,On Hold,E00595
P6005,Project 6005,2023-10-14,2025-06-01,Active,E06546
P6006,Project 6006,2022-02-18,2025-04-15,Planning,E07487
P6007,Project 6007,2021-05-11,2025-01-11,Active,E02992
P6008,Project 6008,2024-11-04,2024-10-31,On Hold,E09017
P6009,Project 6009,2023-04-01,2025-06-24,Active,E05303
P6010,Project 6010,2022-10-25,2025-01-04,Active,E09525
P6011,Project 6011,2024-08-07,2024-09-24,On Hold,E07289
P6012,Project 6012,2021-03-22,2025-07-02,Completed,E07231
P6013,Project 6013,2022-01-31,2024-10-01,Completed,E05853
P6014,Project 6014,2024-06-22,2025-06-04,Active,E04626
P6015,Project 6015,2022-10-02,2025-07-16,On Hold,E02437
P6016,Project 6016,2021-10-17,2024-12-04,Planning,E06832
P6017,Project 6017,2025-09-11,2025-08-08,On Hold,E05953
P6018,Project 6018,2022-01-03,2025-05-15,Completed,E05263
P6019,Project 6019,2021-05-31,2025-09-09,Completed,E00888
P6020,Project 6020,2021-01-29,2025-09-15,Completed,E05480
P6021,Project 6021,2022-11-11,2025-04-15,On Hold,E07820
P6022,Project 6022,2024-07-22,2025-04-30,Planning,E00697
P6023,Project 6023,2025-09-21,2024-11-15,Planning,E06324
P6024,Project 6024,2023-04-10,2025-01-17,Active,E03849
P6025,Project 6025,2024-09-13,2025-01-22,Completed,E05317
P6026,Project 6026,2022-09-04,2025-01-29,Planning,E04460
P6027,Project 6027,2025-03-29,2025-01-28,Active,E02780
P6028,Project 6028,2022-10-11,2024-12-11,Planning,E03422
P6029,Project 6029,2024-12-21,2025-06-06,Completed,E01990
P6030,Project 6030,2022-02-14,2025-05-12,On Hold,E00693
P6031,Project 6031,2023-02-06,2025-01-03,Planning,E00975
P6032,Project 6032,2023-09-23,2025-08-27,Planning,E08378
P6033,Project 6033,2024-08-12,2025-06-13,Active,E06943
P6034,Project 6034,2021-12-07,2025-07-04,Completed,E06478
P6035,Project 6035,2023-12-28,2024-09-26,Active,E04897
P6036,Project 6036,2023-06-22,2025-07-07,Completed,E07635
P6037,Project 6037,2022-10-03,2025-05-15,Active,E08692
P6038,Project 6038,2022-08-23,2025-04-30,Planning,E01671
P6039,Project 6039,2024-11-11,2025-07-12,On Hold,E01193
P6040,Project 6040,2021-02-14,2024-11-11,Planning,E03113
P6041,Project 6041,2021-08-09,2024-12-05,Planning,E08669
P6042,Project 6042,2025-09-07,2025-04-28,On Hold,E09610
P6043,Project 6043,2023-06-11,2025-02-08,On Hold,E03608
P6044,Project 6044,2022-08-05,2025-09-11,On Hold,E08235
P6045,Project 6045,2024-04-29,2024-10-21,Planning,E02528
P6046,Project 6046,2025-04-01,2025-03-28,Active,E01974
P6047,Project 6047,2022-07-12,2025-08-11,Active,E06093
P6048,Project 6048,2024-08-24,2025-02-21,Planning,E06433
P6049,Project 6049,2021-11-26,2024-10-18,Planning,E02282
P6050,Project 6050,2023-01-13,2025-04-30,Completed,E04468
P6051,Project 6051,2022-04-14,2025-08-09,Planning,E04212
P6052,Project 6052,2021-05-23,2025-01-15,Active,E09108
P6053,Project 6053,2024-04-07,2025-03-12,Planning,E01833
P6054,Project 6054,2023-06-21,2025-01-28,On Hold,E05208
P6055,Project 6055,2023-05-23,2024-09-27,Planning,E09485
P6056,Project 6056,2024-12-07,2025-05-07,Active,E00694
P6057,Project 6057,2020-12-29,2024-09-24,Completed,E02927
P6058,Project 6058,2025-04-16,2024-10-26,Active,E09656
P6059,Project 6059,2021-05-13,2025-01-22,Planning,E00848
P6060,Project 6060,2024-12-23,2025-07-25,On Hold,E01200
P6061,Project 6061,2024-09-05,2025-09-21,On Hold,E06544
P6062,Project 6062,2024-06-09,2024-10-29,Completed,E02561
P6063,Project 6063,2023-09-14,2025-05-03,Planning,E00715
P6064,Project 6064,2025-02-10,2025-05-24,On Hold,E08551
P6065,Project 6065,2021-11-17,2025-05-04,Planning,E05173
P6066,Project 6066,2021-06-26,2025-08-15,On Hold,E02672
P6067,Project 6067,2021-01-29,2025-07-02,On Hold,E06297
P6068,Project 6068,2022-06-20,2025-09-10,Active,E04738
P6069,Project 6069,2025-08-04,2025-03-31,Active,E01225
P6070,Project 6070,2023-11-06,2024-11-12,Completed,E01230
P6071,Project 6071,2022-02-27,2025-07-21,Planning,E08519
P6072,Project 6072,2022-10-11,2025-06-01,Active,E05668
P6073,Project 6073,2025-04-26,2025-06-18,On Hold,E07923
P6074,Project 6074,2022-04-16,2025-05-09,Completed,E09544
P6075,Project 6075,2023-02-15,2025-08-05,Active,E06092
P6076,Project 6076,2023-09-19,2025-05-26,Active,E02809
P6077,Project 6077,2024-04-04,2025-02-15,Active,E09634
P6078,Project 6078,2021-03-20,2025-06-25,Active,E06564
P6079,Project 6079,2022-03-20,2024-11-26,On Hold,E00675
P6080,Project 6080,2022-07-09,2025-05-22,Completed,E03855
P6081,Project 6081,2025-01-13,2024-11-19,Planning,E02050
P6082,Project 6082,2023-10-25,2024-09-28,Planning,E08618
P6083,Project 6083,2024-12-14,2024-12-25,On Hold,E02627
P6084,Project 6084,2022-09-20,2025-05-14,Active,E04280
P6085,Project 6085,2023-06-22,2025-02-19,Active,E07257
P6086,Project 6086,2021-02-02,2025-06-28,On Hold,E04415
P6087,Project 6087,2025-09-07,2024-12-17,On Hold,E03970
P6088,Project 6088,2022-07-26,2025-03-22,Active,E03958
P6089,Project 6089,2022-07-08,2025-07-22,Planning,E04318
P6090,Project 6090,2024-12-04,2024-11-30,On Hold,E06676
P6091,Project 6091,2024-10-08,2024-10-31,Planning,E09327
P6092,Project 6092,2025-03-28,2025-09-24,On Hold,E02534
P6093,Project 6093,2025-05-13,2024-12-30,Completed,E03890
P6094,Project 6094,2024-09-01,2025-06-28,Planning,E00750
P6095,Project 6095,2021-10-10,2024-10-16,Active,E00573
P6096,Project 6096,2024-07-29,2024-10-10,Planning,E08618
P6097,Project 6097,2022-09-28,2024-11-17,Completed,E06820
P6098,Project 6098,2024-05-19,2024-10-06,Active,E06614
P6099,Project 6099,2025-02-10,2025-01-12,Active,E00204
P6100,Project 6100,2023-12-06,2025-08-13,Completed,E07665
P6101,Project 6101,2021-08-16,2025-04-26,Completed,E07807
P6102,Project 6102,2024-11-06,2025-03-02,Completed,E04804
P6103,Project 6103,2024-09-09,2025-03-12,Planning,E08645
P6104,Project 6104,2021-09-06,2025-01-01,Active,E08896
P6105,Project 6105,2021-02-24,2025-03-13,Completed,E05103
P6106,Project 6106,2024-10-07,2024-11-02,Planning,E09810
P6107,Project 6107,2024-11-08,2025-09-15,Active,E05640
P6108,Project 6108,2021-05-18,2025-01-23,On Hold,E08274
P6109,Project 6109,2024-10-01,2025-01-31,Planning,E01908
P6110,Project 6110,2024-09-05,2025-06-05,Active,E02249
P6111,Project 6111,2022-04-07,2024-10-03,Completed,E05318
P6112,Project 6112,2022-08-20,2025-08-14,Completed,E06725
P6113,Project 6113,2021-07-17,2025-09-16,Planning,E04872
P6114,Project 6114,2024-07-05,2025-05-01,Completed,E02603
P6115,Project 6115,2020-11-07,2024-12-30,Active,E04601
P6116,Project 6116,2022-04-27,2025-05-07,Planning,E03814
P6117,Project 6117,2022-11-07,2025-03-26,Active,E05937
P6118,Project 6118,2022-12-05,2025-05-14,Planning,E04962
P6119,Project 6119,2023-03-25,2025-02-05,Active,E06507
P6120,Project 6120,2021-01-29,2025-09-16,On Hold,E05034
P6121,Project 6121,2025-06-13,2025-01-25,Planning,E03048
P6122,Project 6122,2021-11-14,2025-07-21,Completed,E04086
P6123,Project 6123,2021-09-17,2024-12-06,Active,E09727
P6124,Project 6124,2024-08-22,2025-03-06,Planning,E09349
P6125,Project 6125,2024-06-01,2025-08-31,On Hold,E03690
P6126,Project 6126,2023-10-17,2024-09-28,On Hold,E00660
P6127,Project 6127,2020-11-14,2025-08-28,Planning,E00879
P6128,Project 6128,2021-08-03,2025-03-18,Active,E06754
P6129,Project 6129,2023-11-01,2024-11-25,Planning,E08063
P6130,Project 6130,2025-04-14,2025-02-05,Planning,E04964
P6131,Project 6131,2021-12-23,2024-10-29,On Hold,E07771
P6132,Project 6132,2023-07-10,2025-07-24,On Hold,E01601
P6133,Project 6133,2024-05-20,2025-03-07,On Hold,E00072
P6134,Project 6134,2022-10-01,2025-07-31,Planning,E09318
P6135,Project 6135,2023-08-04,2025-04-16,On Hold,E06407
P6136,Project 6136,2022-01-24,2025-04-09,Active,E03705
P6137,Project 6137,2022-10-29,2025-06-08,Planning,E05836
P6138,Project 6138,2022-12-22,2025-04-02,Planning,E09284
P6139,Project 6139,2022-03-09,2025-01-07,Planning,E04159
P6140,Project 6140,2023-03-03,2025-05-09,Planning,E00246
P6141,Project 6141,2025-09-08,2025-09-17,Planning,E09566
P6142,Project 6142,2022-06-20,2025-04-18,Completed,E04284
P6143,Project 6143,2020-11-22,2025-09-19,Completed,E08895
P6144,Project 6144,2023-01-22,2024-10-04,Completed,E01915
P6145,Project 6145,2025-04-30,2025-08-10,On Hold,E02680
P6146,Project 6146,2023-10-21,2025-05-21,Active,E09180
P6147,Project 6147,2022-02-06,2025-08-07,Planning,E04382
P6148,Project 6148,2023-04-10,2025-09-24,Active,E07011
P6149,Project 6149,2023-03-22,2025-05-26,Planning,E06547
P6150,Project 6150,2024-05-05,2024-11-17,Completed,E05714
P6151,Project 6151,2022-06-10,2025-08-12,On Hold,E05546
P6152,Project 6152,2022-01-17,2025-04-21,On Hold,E09517
P6153,Project 6153,2024-10-06,2024-10-08,Completed,E03406
P6154,Project 6154,2024-12-07,2024-10-28,On Hold,E02550
P6155,Project 6155,2023-10-08,2025-04-11,Completed,E08354
P6156,Project 6156,2023-02-11,2025-07-28,On Hold,E03549
P6157,Project 6157,2022-01-22,2025-03-29,Planning,E00931
P6158,Project 6158,2025-06-13,2024-12-24,Completed,E00252
P6159,Project 6159,2021-10-16,2024-11-17,Planning,E06263
P6160,Project 6160,2022-03-16,2024-09-26,On Hold,E01259
P6161,Project 6161,2020-11-29,2025-04-03,On Hold,E09907
P6162,Project 6162,2022-09-22,2025-07-18,On Hold,E02492
P6163,Project 6163,2024-07-01,2024-12-23,Active,E08238
P6164,Project 6164,2022-08-13,2025-05-14,On Hold,E06617
P6165,Project 6165,2025-09-02,2025-02-12,Active,E05922
P6166,Project 6166,2021-01-09,2025-02-08,Completed,E05932
P6167,Project 6167,2022-12-25,2024-10-24,On Hold,E09515
P6168,Project 6168,2021-01-24,2025-02-09,On Hold,E05248
P6169,Project 6169,2024-07-07,2025-04-19,Active,E01615
P6170,Project 6170,2020-12-10,2025-03-26,Active,E00760
P6171,Project 6171,2022-01-04,2024-12-23,Planning,E08222
P6172,Project 6172,2022-06-16,2025-07-25,Active,E08646
P6173,Project 6173,2023-03-08,2024-12-23,Active,E06529
P6174,Project 6174,2020-12-13,2025-04-01,Active,E06295
P6175,Project 6175,2021-03-05,2024-10-18,Active,E03040
P6176,Project 6176,2022-01-09,2025-01-28,On Hold,E02902
P6177,Project 6177,2022-09-05,2025-07-22,Completed,E06674
P6178,Project 6178,2022-09-26,2025-02-13,Active,E09305
P6179,Project 6179,2023-11-09,2025-05-02,Planning,E09096
P6180,Project 6180,2025-04-06,2025-05-12,Planning,E06211
P6181,Project 6181,2022-02-18,2025-08-25,Completed,E04231
P6182,Project 6182,2024-01-09,2025-05-20,Planning,E02669
P6183,Project 6183,2021-11-29,2025-03-20,Completed,E08171
P6184,Project 6184,2022-06-24,2025-07-01,Active,E06909
P6185,Project 6185,2023-02-15,2025-05-09,On Hold,E07391
P6186,Project 6186,2023-01-02,2025-07-10,Active,E05429
P6187,Project 6187,2022-07-30,2025-01-15,Active,E01451
P6188,Project 6188,2022-08-18,2025-06-26,On Hold,E03078
P6189,Project 6189,2021-09-05,2025-07-11,Completed,E05300
P6190,Project 6190,2024-07-21,2024-09-24,Completed,E09179
P6191,Project 6191,2025-04-23,2025-08-12,Planning,E05086
P6192,Project 6192,2022-03-06,2025-06-28,On Hold,E04645
P6193,Project 6193,2021-10-06,2025-06-23,On Hold,E09955
P6194,Project 6194,2021-01-27,2024-11-12,Completed,E08850
P6195,Project 6195,2024-07-06,2025-08-01,On Hold,E08892
P6196,Project 6196,2023-12-17,2025-08-30,Completed,E00721
P6197,Project 6197,2022-05-07,2025-06-11,Planning,E02167
P6198,Project 6198,2024-06-14,2025-01-18,Active,E00787
P6199,Project 6199,2023-11-05,2025-01-09,Completed,E03706
P6200,Project 6200,2022-02-20,2025-01-08,Completed,E02854
P6201,Project 6201,2025-03-18,2025-01-11,Planning,E07563
P6202,Project 6202,2021-12-26,2025-05-21,Active,E05087
P6203,Project 6203,2024-06-19,2025-09-15,On Hold,E09180
P6204,Project 6204,2024-02-10,2024-11-11,Completed,E08856
P6205,Project 6205,2024-05-11,2025-04-30,Completed,E04238
P6206,Project 6206,2022-11-28,2025-08-07,Active,E01322
P6207,Project 6207,2023-07-21,2024-11-15,Planning,E09504
P6208,Project 6208,2022-11-17,2025-09-17,Planning,E04641
P6209,Project 6209,2024-09-15,2025-01-05,Completed,E04729
P6210,Project 6210,2023-07-27,2025-07-04,Active,E06306
P6211,Project 6211,2023-05-21,2025-03-03,On Hold,E08682
P6212,Project 6212,2022-07-28,2024-12-25,Active,E05936
P6213,Project 6213,2023-07-06,2025-04-21,On Hold,E02954
P6214,Project 6214,2023-08-08,2024-09-29,Active,E08291
P6215,Project 6215,2021-02-22,2025-04-21,Planning,E01708
P6216,Project 6216,2024-11-02,2025-07-03,Completed,E08207
P6217,Project 6217,2025-02-09,2025-02-01,Active,E01385
P6218,Project 6218,2023-12-11,2025-01-28,Active,E09727
P6219,Project 6219,2021-01-15,2024-10-28,Completed,E02987
P6220,Project 6220,2020-10-10,2024-11-17,Active,E02187
P6221,Project 6221,2024-02-29,2025-08-27,Completed,E07724
P6222,Project 6222,2021-02-12,2025-03-29,On Hold,E06304
P6223,Project 6223,2021-01-05,2025-08-10,Completed,E04866
P6224,Project 6224,2023-10-19,2025-01-13,Active,E09788
P6225,Project 6225,2024-02-12,2025-03-05,Planning,E00291
P6226,Project 6226,2023-04-06,2024-12-11,On Hold,E02449
P6227,Project 6227,2024-12-29,2025-01-20,Planning,E03481
P6228,Project 6228,2020-12-13,2025-02-21,Planning,E07699
P6229,Project 6229,2023-01-26,2025-09-21,On Hold,E04188
P6230,Project 6230,2023-09-01,2025-07-18,Planning,E06534
P6231,Project 6231,2025-04-28,2024-10-05,Active,E06641
P6232,Project 6232,2022-01-10,2025-03-13,Planning,E06860
P6233,Project 6233,2024-07-20,2025-09-20,Completed,E01472
P6234,Project 6234,2022-04-15,2025-07-01,Active,E01994
P6235,Project 6235,2023-12-27,2025-01-29,Active,E07143
P6236,Project 6236,2024-02-12,2025-09-18,On Hold,E03990
P6237,Project 6237,2024-11-10,2024-12-26,Active,E00753
P6238,Project 6238,2023-06-17,2025-06-08,Active,E05439
P6239,Project 6239,2025-07-20,2025-08-27,Active,E09035
P6240,Project 6240,2024-11-01,2025-08-14,Completed,E01677
P6241,Project 6241,2025-06-27,2025-07-07,Active,E08366
P6242,Project 6242,2024-02-19,2024-11-10,On Hold,E06713
P6243,Project 6243,2022-03-12,2025-08-18,Planning,E01208
P6244,Project 6244,2025-07-27,2025-08-31,Active,E01733
P6245,Project 6245,2024-04-25,2025-04-29,Completed,E01356
P6246,Project 6246,2020-10-10,2025-04-19,Completed,E05413
P6247,Project 6247,2020-12-15,2025-04-03,Completed,E00043
P6248,Project 6248,2023-03-12,2024-11-02,Active,E01877
P6249,Project 6249,2025-03-22,2025-01-07,Active,E03180
P6250,Project 6250,2020-12-11,2025-06-20,Completed,E05014
P6251,Project 6251,2021-08-17,2025-06-07,On Hold,E02713
P6252,Project 6252,2023-11-26,2024-11-30,Planning,E08656
P6253,Project 6253,2021-07-19,2025-01-15,On Hold,E09031
P6254,Project 6254,2025-07-18,2024-09-26,Planning,E01278
P6255,Project 6255,2021-03-13,2025-08-30,On Hold,E06079
P6256,Project 6256,2025-03-31,2025-04-23,Active,E09427
P6257,Project 6257,2025-01-17,2025-07-08,Completed,E08312
P6258,Project 6258,2025-03-16,2024-11-30,Active,E08799
P6259,Project 6259,2025-08-11,2024-10-25,Completed,E02185
P6260,Project 6260,2022-02-13,2025-03-06,Completed,E05020
P6261,Project 6261,2024-01-09,2025-08-06,Planning,E05794
P6262,Project 6262,2023-11-24,2025-06-26,Active,E06283
P6263,Project 6263,2021-06-22,2025-01-23,On Hold,E07303
P6264,Project 6264,2024-01-21,2025-04-28,Active,E05502
P6265,Project 6265,2024-08-06,2025-06-15,Active,E08565
P6266,Project 6266,2025-04-18,2025-05-26,Completed,E09175
P6267,Project 6267,2021-01-03,2025-06-22,On Hold,E07052
P6268,Project 6268,2025-03-26,2025-07-13,On Hold,E00463
P6269,Project 6269,2021-10-25,2025-08-24,Planning,E00715
P6270,Project 6270,2021-04-28,2024-10-07,On Hold,E07586
P6271,Project 6271,2023-11-26,2025-07-13,Active,E08151
P6272,Project 6272,2023-08-17,2025-06-05,Planning,E00585
P6273,Project 6273,2021-03-07,2025-07-10,On Hold,E08723
P6274,Project 6274,2022-11-26,2025-01-01,Planning,E02365
P6275,Project 6275,2020-10-31,2025-08-30,Planning,E07491
P6276,Project 6276,2021-04-19,2025-02-25,Completed,E06130
P6277,Project 6277,2021-02-18,2025-02-27,On Hold,E05458
P6278,Project 6278,2021-01-12,2024-10-30,Completed,E01747
P6279,Project 6279,2021-12-11,2025-03-02,Active,E06417
P6280,Project 6280,2025-06-30,2024-10-19,On Hold,E04301
P6281,Project 6281,2021-04-11,2025-01-13,Active,E03298
P6282,Project 6282,2021-01-08,2025-03-28,Planning,E02349
P6283,Project 6283,2023-03-22,2025-09-12,Planning,E02696
P6284,Project 6284,2021-07-29,2025-05-19,Active,E04866
P6285,Project 6285,2022-03-31,2025-01-12,Planning,E04668
P6286,Project 6286,2021-05-13,2025-09-09,Completed,E07123
P6287,Project 6287,2020-11-05,2025-03-28,Active,E04291
P6288,Project 6288,2025-05-02,2024-12-06,Completed,E04460
P6289,Project 6289,2024-12-06,2024-10-10,On Hold,E09881
P6290,Project 6290,2024-01-30,2025-08-16,On Hold,E02526
P6291,Project 6291,2025-08-16,2025-01-15,Planning,E07343
P6292,Project 6292,2025-03-24,2025-04-21,On Hold,E04913
P6293,Project 6293,2022-03-13,2025-03-12,Completed,E01952
P6294,Project 6294,2024-01-14,2024-12-13,Planning,E06985
P6295,Project 6295,2022-09-09,2025-02-10,Active,E06735
P6296,Project 6296,2024-07-06,2025-03-25,On Hold,E04600
P6297,Project 6297,2022-06-10,2025-07-28,Completed,E07611
P6298,Project 6298,2023-04-14,2025-02-12,Completed,E05883
P6299,Project 6299,2022-11-30,2024-12-18,Planning,E03091
P6300,Project 6300,2024-01-14,2025-08-10,On Hold,E00339
P6301,Project 6301,2021-12-26,2025-02-06,On Hold,E08720
P6302,Project 6302,2022-07-01,2024-12-16,Planning,E05945
P6303,Project 6303,2023-08-02,2025-06-23,On Hold,E02234
P6304,Project 6304,2023-07-09,2025-05-24,Completed,E08407
P6305,Project 6305,2020-10-28,2024-11-14,Planning,E06423
P6306,Project 6306,2022-05-11,2024-10-06,Completed,E00030
P6307,Project 6307,2023-08-01,2024-10-06,Planning,E04453
P6308,Project 6308,2021-02-26,2024-11-08,Active,E00540
P6309,Project 6309,2022-04-18,2025-07-27,Active,E02211
P6310,Project 6310,2023-06-27,2025-07-21,Active,E04436
P6311,Project 6311,2023-12-26,2024-10-04,Planning,E09919
P6312,Project 6312,2025-02-25,2025-07-17,Active,E02402
P6313,Project 6313,2021-08-11,2025-08-16,Planning,E07164
P6314,Project 6314,2022-10-17,2025-03-31,On Hold,E07033
P6315,Project 6315,2024-01-07,2024-10-05,Active,E04087
P6316,Project 6316,2023-09-16,2024-12-18,On Hold,E08045
P6317,Project 6317,2024-01-30,2025-04-02,On Hold,E07882
P6318,Project 6318,2025-09-23,2024-12-05,Active,E09297
P6319,Project 6319,2022-09-05,2025-08-26,Planning,E05572
P6320,Project 6320,2021-04-16,2025-03-11,Completed,E03905
P6321,Project 6321,2024-04-10,2025-07-31,Completed,E03788
P6322,Project 6322,2022-02-09,2025-05-23,Planning,E02187
P6323,Project 6323,2024-05-18,2024-11-07,Planning,E03907
P6324,Project 6324,2023-12-07,2025-02-12,On Hold,E09849
P6325,Project 6325,2022-08-03,2025-01-16,Active,E08694
P6326,Project 6326,2025-06-06,2024-10-28,On Hold,E07264
P6327,Project 6327,2024-12-22,2025-02-07,Planning,E00742
P6328,Project 6328,2024-11-10,2025-02-21,Active,E02142
P6329,Project 6329,2020-11-20,2024-09-26,Completed,E08654
P6330,Project 6330,2021-05-17,2025-03-28,Completed,E04999
P6331,Project 6331,2024-09-24,2025-04-27,Completed,E01461
P6332,Project 6332,2023-09-25,2024-11-18,Active,E09214
P6333,Project 6333,2025-01-15,2024-10-27,Planning,E08999
P6334,Project 6334,2022-06-06,2025-04-11,Planning,E06208
P6335,Project 6335,2022-11-04,2024-10-06,On Hold,E01440
P6336,Project 6336,2025-03-27,2025-03-16,Completed,E02605
P6337,Project 6337,2022-08-10,2025-04-09,Completed,E07643
P6338,Project 6338,2022-03-20,2024-11-25,Completed,E07105
P6339,Project 6339,2022-04-02,2025-02-11,On Hold,E06782
P6340,Project 6340,2023-10-12,2025-03-09,On Hold,E00893
P6341,Project 6341,2025-09-02,2025-05-08,On Hold,E05797
P6342,Project 6342,2022-07-20,2025-05-19,On Hold,E05375
P6343,Project 6343,2024-07-27,2025-07-28,Active,E03631
P6344,Project 6344,2023-06-25,2025-09-01,Active,E09111
P6345,Project 6345,2021-07-05,2024-10-05,Planning,E07080
P6346,Project 6346,2024-05-16,2024-12-29,Active,E07967
P6347,Project 6347,2024-03-02,2024-10-08,Planning,E07140
P6348,Project 6348,2024-06-30,2025-01-31,Active,E04937
P6349,Project 6349,2023-10-14,2024-11-17,Completed,E01759
P6350,Project 6350,2023-10-15,2024-12-25,Active,E03163
P6351,Project 6351,2021-01-14,2025-01-17,On Hold,E05079
P6352,Project 6352,2025-06-23,2025-02-20,On Hold,E06204
P6353,Project 6353,2023-05-24,2025-06-09,Completed,E09200
P6354,Project 6354,2022-09-22,2025-08-08,On Hold,E05071
P6355,Project 6355,2023-08-20,2025-09-01,Completed,E08601
P6356,Project 6356,2022-09-12,2025-07-24,Planning,E04409
P6357,Project 6357,2024-05-07,2025-05-27,Completed,E04286
P6358,Project 6358,2020-10-05,2024-12-24,Active,E04197
P6359,Project 6359,2023-05-24,2025-07-26,Active,E08092
P6360,Project 6360,2023-01-14,2024-11-27,On Hold,E00799
P6361,Project 6361,2021-05-18,2025-01-24,On Hold,E02138
P6362,Project 6362,2024-11-26,2025-02-10,On Hold,E09796
P6363,Project 6363,2021-07-29,2025-07-07,On Hold,E04083
P6364,Project 6364,2023-02-06,2025-03-11,Completed,E09798
P6365,Project 6365,2023-12-15,2024-10-22,On Hold,E05961
P6366,Project 6366,2024-05-24,2025-05-14,On Hold,E04435
P6367,Project 6367,2024-07-28,2025-05-13,Completed,E07331
P6368,Project 6368,2021-04-26,2025-03-06,Completed,E00257
P6369,Project 6369,2021-09-11,2025-05-06,Completed,E05535
P6370,Project 6370,2023-03-14,2025-02-03,Completed,E04889
P6371,Project 6371,2020-11-27,2025-05-26,Active,E02016
P6372,Project 6372,2024-01-24,2025-02-20,Completed,E07424
P6373,Project 6373,2022-03-20,2025-03-15,Active,E02862
P6374,Project 6374,2023-08-09,2025-01-23,Active,E04769
P6375,Project 6375,2022-03-19,2025-02-15,Active,E03472
P6376,Project 6376,2021-01-21,2024-10-05,On Hold,E08239
P6377,Project 6377,2025-09-16,2024-10-29,On Hold,E06407
P6378,Project 6378,2021-04-16,2025-05-12,Planning,E03328
P6379,Project 6379,2024-10-18,2025-07-04,On Hold,E09988
P6380,Project 6380,2023-12-10,2024-11-18,On Hold,E05740
P6381,Project 6381,2022-01-31,2025-02-11,Active,E02432
