survey_id,subject_id,category,topic,rating,date
S05496,E00445,Employee,Experience,3,2024-05-23
S05497,C00279,Employee,Net Promoter Score,2,2025-08-06
S05498,E00301,Employee,Experience,4,2024-10-23
S05499,C02329,Employee,Support,2,2024-03-28
S05500,E00099,Customer,Experience,4,2023-10-06
S05501,E00089,Customer,Support,5,2025-02-26
S05502,C02398,Employee,Experience,2,2025-09-01
S05503,C02587,Employee,Satisfaction,4,2025-03-27
S05504,E00215,Customer,Net Promoter Score,1,2024-01-28
S05505,E00368,Customer,Experience,2,2023-10-09
S05506,C00140,Employee,Net Promoter Score,2,2025-08-06
S05507,C00889,Employee,Support,4,2024-04-07
S05508,C03733,Employee,Support,2,2023-12-14
S05509,E00257,Customer,Satisfaction,5,2025-03-18
S05510,E00460,Employee,Satisfaction,1,2024-07-04
S05511,C02214,Employee,Experience,1,2024-12-06
S05512,C04980,Customer,Experience,4,2024-06-30
S05513,C03162,Customer,Support,5,2024-06-26
S05514,C02737,Customer,Net Promoter Score,3,2025-03-14
S05515,E00423,Employee,Satisfaction,3,2023-11-21
S05516,E00344,Customer,Satisfaction,5,2025-09-03
S05517,E00058,Employee,Satisfaction,3,2025-02-07
S05518,E00362,Customer,Support,4,2025-04-05
S05519,E00212,Customer,Satisfaction,4,2024-06-05
S05520,E00498,Customer,Satisfaction,4,2025-03-06
S05521,E00354,Customer,Satisfaction,5,2024-01-20
S05522,C02335,Employee,Net Promoter Score,3,2023-11-04
S05523,E00358,Employee,Net Promoter Score,4,2025-05-17
S05524,C01682,Customer,Experience,5,2025-07-01
S05525,E00195,Employee,Net Promoter Score,2,2024-11-07
S05526,C03412,Employee,Satisfaction,2,2025-02-11
S05527,E00338,Customer,Experience,1,2025-02-05
S05528,E00179,Customer,Support,3,2025-07-09
S05529,C03141,Customer,Net Promoter Score,5,2024-10-20
S05530,E00497,Customer,Satisfaction,3,2025-05-13
S05531,E00256,Employee,Experience,3,2025-02-14
S05532,C02634,Employee,Experience,4,2024-06-09
S05533,E00416,Employee,Net Promoter Score,3,2024-09-23
S05534,C04669,Customer,Support,2,2025-05-06
S05535,E00298,Employee,Experience,1,2024-07-26
S05536,E00056,Customer,Support,4,2025-03-04
S05537,E00458,Customer,Experience,1,2023-12-05
S05538,E00374,Customer,Satisfaction,5,2024-09-17
S05539,E00136,Customer,Support,5,2024-10-28
S05540,E00129,Employee,Net Promoter Score,5,2025-06-11
S05541,C02093,Customer,Satisfaction,3,2024-08-07
S05542,C02701,Employee,Satisfaction,3,2023-10-16
S05543,E00416,Customer,Satisfaction,3,2025-03-28
S05544,C00985,Customer,Support,4,2024-08-16
S05545,E00281,Customer,Satisfaction,3,2024-05-23
S05546,E00110,Customer,Support,5,2025-03-11
S05547,C04058,Employee,Support,1,2025-02-17
S05548,E00082,Customer,Net Promoter Score,2,2024-10-31
S05549,E00139,Customer,Net Promoter Score,3,2025-01-10
S05550,E00393,Employee,Net Promoter Score,1,2024-07-13
S05551,E00198,Customer,Experience,5,2024-12-05
S05552,C01403,Employee,Support,2,2024-04-08
S05553,E00114,Customer,Experience,3,2024-01-13
S05554,C03080,Customer,Satisfaction,2,2025-04-01
S05555,C01085,Customer,Experience,4,2024-07-27
S05556,E00220,Customer,Support,1,2025-09-20
S05557,C00510,Employee,Net Promoter Score,4,2023-12-25
S05558,C04265,Customer,Satisfaction,5,2024-05-12
S05559,C00795,Employee,Experience,3,2025-08-13
S05560,C04519,Customer,Support,4,2024-06-22
S05561,C03137,Customer,Satisfaction,4,2024-09-18
S05562,C00428,Customer,Satisfaction,5,2023-10-24
S05563,C00479,Employee,Experience,2,2024-10-27
S05564,E00266,Customer,Experience,1,2024-03-16
S05565,C00685,Employee,Support,5,2025-03-11
S05566,E00417,Customer,Satisfaction,3,2023-12-05
S05567,E00006,Employee,Satisfaction,4,2023-12-25
S05568,E00450,Employee,Net Promoter Score,3,2023-12-19
S05569,C00349,Customer,Satisfaction,2,2023-11-23
S05570,E00429,Customer,Experience,3,2024-12-01
S05571,E00451,Customer,Net Promoter Score,5,2023-12-02
S05572,C03524,Employee,Support,3,2023-10-31
S05573,C03911,Employee,Net Promoter Score,1,2023-12-04
S05574,E00247,Employee,Support,3,2025-06-29
S05575,E00279,Customer,Support,2,2025-04-07
S05576,E00004,Customer,Support,2,2025-08-06
S05577,E00306,Customer,Experience,4,2024-01-21
S05578,C03625,Customer,Net Promoter Score,5,2023-11-30
S05579,C04965,Employee,Support,4,2025-02-21
S05580,C02734,Employee,Satisfaction,4,2024-02-21
S05581,C01673,Employee,Satisfaction,4,2023-12-27
S05582,C01763,Customer,Satisfaction,2,2025-06-02
S05583,C02261,Employee,Experience,4,2023-11-12
S05584,E00144,Customer,Net Promoter Score,5,2024-04-09
S05585,C02231,Employee,Net Promoter Score,3,2025-05-28
S05586,C04036,Employee,Support,4,2025-03-21
S05587,C02362,Employee,Experience,1,2025-01-01
S05588,E00230,Employee,Support,3,2025-07-27
S05589,C04577,Customer,Net Promoter Score,2,2023-12-01
S05590,E00232,Employee,Net Promoter Score,2,2025-02-20
S05591,C04001,Customer,Net Promoter Score,4,2025-03-17
S05592,C00338,Employee,Net Promoter Score,2,2025-01-20
S05593,E00003,Customer,Experience,2,2024-03-02
S05594,C01028,Customer,Net Promoter Score,1,2025-09-12
S05595,E00231,Employee,Support,3,2024-03-31
S05596,E00078,Employee,Satisfaction,2,2024-11-06
S05597,E00024,Customer,Experience,2,2025-06-28
S05598,C03250,Customer,Satisfaction,3,2024-11-02
S05599,E00336,Customer,Net Promoter Score,2,2024-05-28
S05600,C03790,Employee,Net Promoter Score,1,2025-07-23
S05601,E00089,Customer,Support,3,2024-12-06
S05602,C02258,Customer,Satisfaction,4,2025-08-15
S05603,C02209,Customer,Net Promoter Score,2,2025-06-05
S05604,C01696,Employee,Satisfaction,2,2025-04-09
S05605,E00483,Employee,Support,4,2024-12-26
S05606,C00233,Employee,Net Promoter Score,2,2024-07-01
S05607,C04541,Employee,Net Promoter Score,3,2025-02-22
S05608,E00244,Customer,Net Promoter Score,2,2024-04-24
S05609,E00302,Employee,Net Promoter Score,5,2025-04-17
S05610,E00003,Customer,Satisfaction,4,2025-06-07
S05611,E00311,Employee,Net Promoter Score,5,2024-10-23
S05612,E00217,Customer,Satisfaction,1,2023-12-29
S05613,C01093,Customer,Net Promoter Score,2,2025-07-26
S05614,E00071,Customer,Experience,5,2024-05-08
S05615,E00316,Customer,Satisfaction,1,2024-04-21
S05616,C02169,Employee,Support,1,2025-03-30
S05617,C02433,Customer,Experience,1,2025-01-24
S05618,E00204,Customer,Net Promoter Score,4,2023-12-12
S05619,E00439,Employee,Net Promoter Score,5,2025-01-19
S05620,E00082,Customer,Satisfaction,1,2024-10-17
S05621,C03135,Customer,Experience,4,2024-01-18
S05622,E00196,Employee,Experience,2,2025-04-08
S05623,E00391,Customer,Net Promoter Score,3,2025-04-29
S05624,C03162,Customer,Experience,1,2024-08-15
S05625,C03355,Employee,Satisfaction,3,2025-10-03
S05626,E00395,Employee,Net Promoter Score,4,2025-07-05
S05627,E00476,Customer,Satisfaction,4,2025-06-13
S05628,E00073,Employee,Net Promoter Score,4,2024-01-23
S05629,E00112,Employee,Support,2,2025-07-21
S05630,C02072,Customer,Satisfaction,4,2024-03-03
S05631,E00243,Employee,Support,5,2025-02-05
S05632,C03852,Customer,Support,1,2024-06-13
S05633,E00437,Employee,Satisfaction,1,2025-07-18
S05634,C02672,Employee,Net Promoter Score,4,2024-08-15
S05635,E00310,Customer,Experience,2,2023-10-20
S05636,C01317,Employee,Net Promoter Score,2,2023-10-11
S05637,E00242,Customer,Support,4,2024-11-04
S05638,C03398,Customer,Net Promoter Score,3,2024-10-04
S05639,E00270,Employee,Experience,3,2024-12-29
S05640,C04096,Employee,Satisfaction,5,2024-07-24
S05641,E00250,Customer,Experience,1,2025-09-23
S05642,E00256,Employee,Satisfaction,2,2024-05-14
S05643,C03567,Customer,Satisfaction,3,2024-11-24
S05644,C04282,Customer,Net Promoter Score,2,2025-08-12
S05645,C00791,Customer,Net Promoter Score,3,2025-04-07
S05646,E00363,Customer,Satisfaction,2,2024-04-08
S05647,C04360,Customer,Support,5,2025-08-22
S05648,E00334,Customer,Net Promoter Score,3,2024-11-05
S05649,E00200,Customer,Experience,5,2024-05-29
S05650,C01720,Customer,Support,5,2024-09-03
S05651,E00161,Customer,Net Promoter Score,2,2024-05-09
S05652,C01279,Customer,Satisfaction,1,2024-05-16
S05653,E00167,Employee,Experience,4,2025-04-04
S05654,E00434,Customer,Support,5,2025-09-28
S05655,C00393,Employee,Satisfaction,1,2025-01-03
S05656,C03629,Employee,Net Promoter Score,1,2025-03-31
S05657,C00915,Customer,Satisfaction,1,2024-02-18
S05658,E00083,Customer,Support,2,2023-12-08
S05659,E00372,Employee,Satisfaction,4,2024-02-23
S05660,C03486,Customer,Net Promoter Score,2,2025-03-18
S05661,C02413,Customer,Support,4,2024-10-04
S05662,C02272,Customer,Net Promoter Score,5,2025-01-09
S05663,E00243,Employee,Experience,3,2025-05-12
S05664,C03160,Employee,Satisfaction,1,2024-11-16
S05665,C02020,Customer,Experience,4,2025-07-17
S05666,E00279,Customer,Support,2,2025-03-17
S05667,E00425,Employee,Experience,1,2025-09-22
S05668,C00418,Customer,Satisfaction,2,2024-08-15
S05669,C04843,Employee,Experience,5,2024-01-06
S05670,C03747,Customer,Experience,5,2024-01-27
S05671,C01735,Employee,Experience,5,2024-04-06
S05672,E00171,Employee,Experience,2,2024-08-28
S05673,C04984,Employee,Support,4,2025-04-12
S05674,C00277,Customer,Experience,2,2023-12-03
S05675,E00312,Employee,Satisfaction,1,2024-03-11
S05676,E00291,Customer,Satisfaction,5,2024-05-13
S05677,E00112,Employee,Net Promoter Score,4,2025-03-20
S05678,E00167,Customer,Support,3,2025-08-30
S05679,E00490,Employee,Net Promoter Score,5,2024-02-27
S05680,C04933,Customer,Experience,2,2024-02-28
S05681,C03910,Customer,Experience,3,2023-11-15
S05682,E00070,Employee,Experience,3,2025-03-29
S05683,E00227,Customer,Support,3,2024-05-02
S05684,C01193,Employee,Support,2,2024-09-27
S05685,E00031,Employee,Experience,3,2024-12-19
S05686,C00945,Customer,Satisfaction,1,2024-07-22
S05687,C03677,Customer,Support,5,2024-06-25
S05688,C00962,Customer,Support,3,2024-05-21
S05689,E00268,Customer,Net Promoter Score,2,2025-01-18
S05690,E00498,Customer,Support,2,2025-03-20
S05691,C00069,Employee,Satisfaction,4,2024-01-14
S05692,C03177,Employee,Support,2,2024-01-10
S05693,C01633,Employee,Satisfaction,4,2024-10-12
S05694,C03392,Employee,Experience,2,2024-01-11
S05695,E00113,Employee,Experience,1,2024-02-13
S05696,E00405,Employee,Satisfaction,4,2024-12-07
S05697,E00316,Employee,Net Promoter Score,5,2024-01-12
S05698,C01177,Customer,Support,1,2025-02-02
S05699,E00368,Customer,Net Promoter Score,1,2024-05-10
S05700,E00167,Employee,Net Promoter Score,4,2025-01-26
S05701,E00068,Customer,Experience,2,2024-01-20
S05702,C03957,Employee,Experience,2,2025-03-17
S05703,C04821,Employee,Satisfaction,5,2025-07-25
S05704,C02401,Employee,Experience,1,2025-05-13
S05705,C02055,Customer,Net Promoter Score,1,2025-05-28
S05706,E00238,Customer,Support,4,2024-05-27
S05707,C00358,Employee,Support,1,2025-02-15
S05708,C00367,Employee,Satisfaction,5,2025-08-02
S05709,C03853,Employee,Experience,3,2025-05-02
S05710,C03171,Customer,Experience,4,2024-02-29
S05711,E00224,Customer,Satisfaction,4,2024-12-05
S05712,E00489,Customer,Support,4,2025-07-04
S05713,C04612,Customer,Experience,3,2024-01-17
S05714,E00213,Customer,Support,5,2025-04-23
S05715,C02523,Employee,Satisfaction,4,2024-04-15
S05716,E00385,Customer,Experience,1,2025-04-11
S05717,E00207,Customer,Support,4,2024-12-24
S05718,C03984,Customer,Support,2,2025-08-17
S05719,C04346,Customer,Net Promoter Score,2,2023-12-20
S05720,E00194,Employee,Experience,3,2024-03-30
S05721,C03983,Employee,Net Promoter Score,5,2024-01-26
S05722,E00043,Customer,Net Promoter Score,5,2024-11-08
S05723,E00457,Employee,Support,3,2024-07-29
S05724,E00138,Employee,Satisfaction,3,2023-12-18
S05725,E00061,Employee,Support,3,2023-11-15
S05726,E00460,Customer,Support,3,2025-06-05
S05727,C00525,Employee,Experience,1,2025-09-23
S05728,E00277,Employee,Net Promoter Score,3,2024-08-02
S05729,C04459,Employee,Net Promoter Score,2,2024-12-07
S05730,C01356,Customer,Net Promoter Score,3,2023-10-10
S05731,C03585,Employee,Experience,4,2025-02-17
S05732,C03210,Customer,Net Promoter Score,2,2025-04-12
S05733,C02659,Employee,Net Promoter Score,2,2023-12-03
S05734,C04881,Customer,Experience,4,2025-08-01
S05735,C04094,Customer,Experience,4,2024-10-17
S05736,E00426,Customer,Net Promoter Score,1,2024-08-06
S05737,E00072,Employee,Satisfaction,5,2025-04-27
S05738,C02801,Customer,Experience,5,2025-01-23
S05739,C00636,Employee,Net Promoter Score,2,2024-12-09
S05740,E00487,Customer,Support,2,2024-07-01
S05741,C03821,Customer,Satisfaction,2,2025-03-01
S05742,C04306,Employee,Satisfaction,3,2024-04-25
S05743,C00909,Employee,Satisfaction,5,2025-07-27
S05744,E00175,Employee,Support,1,2025-07-30
S05745,E00336,Employee,Support,5,2025-07-04
S05746,E00060,Customer,Experience,1,2025-05-28
S05747,E00309,Customer,Net Promoter Score,1,2025-08-12
S05748,E00121,Employee,Net Promoter Score,2,2025-05-27
S05749,C02767,Customer,Experience,2,2024-11-11
S05750,C00981,Employee,Support,3,2023-12-22
S05751,C04752,Customer,Net Promoter Score,5,2025-08-27
S05752,E00421,Customer,Support,2,2024-03-21
S05753,C03825,Customer,Support,2,2025-01-24
S05754,E00376,Customer,Satisfaction,1,2025-08-27
S05755,C02434,Employee,Experience,1,2024-07-06
S05756,C04322,Employee,Satisfaction,5,2025-06-19
S05757,C04505,Customer,Support,3,2025-08-05
S05758,E00264,Employee,Satisfaction,1,2024-03-01
S05759,C03338,Employee,Support,4,2025-08-31
S05760,C04698,Customer,Experience,2,2023-11-22
S05761,E00214,Customer,Satisfaction,4,2024-10-19
S05762,E00235,Customer,Satisfaction,5,2024-12-04
S05763,E00157,Employee,Support,2,2023-11-17
S05764,C01931,Customer,Satisfaction,4,2024-06-27
S05765,C03401,Customer,Net Promoter Score,3,2025-03-26
S05766,E00484,Customer,Support,3,2025-09-28
S05767,C03909,Customer,Net Promoter Score,1,2024-11-14
S05768,E00480,Customer,Experience,5,2025-01-19
S05769,C03168,Employee,Satisfaction,5,2025-05-14
S05770,C00263,Customer,Experience,2,2024-05-29
S05771,C02490,Customer,Satisfaction,4,2024-12-13
S05772,C03926,Employee,Experience,3,2024-03-12
S05773,E00295,Employee,Net Promoter Score,1,2024-07-20
S05774,E00190,Customer,Experience,4,2025-06-24
S05775,E00493,Employee,Satisfaction,2,2025-02-19
S05776,C01689,Employee,Support,2,2025-01-12
S05777,E00285,Customer,Net Promoter Score,5,2024-10-12
S05778,C03008,Employee,Net Promoter Score,3,2024-03-22
S05779,C03814,Employee,Experience,2,2024-10-12
S05780,E00246,Customer,Net Promoter Score,5,2025-05-08
S05781,C00570,Employee,Support,1,2025-07-15
S05782,E00062,Employee,Experience,1,2025-08-18
S05783,E00110,Customer,Experience,2,2024-06-01
S05784,E00002,Employee,Net Promoter Score,5,2023-12-13
S05785,C01018,Employee,Net Promoter Score,3,2025-04-07
S05786,E00487,Employee,Support,4,2025-05-19
S05787,E00101,Employee,Net Promoter Score,3,2025-03-22
S05788,C04444,Employee,Experience,4,2024-08-21
S05789,E00260,Employee,Net Promoter Score,4,2025-04-03
S05790,C01636,Employee,Experience,1,2025-05-04
S05791,C01149,Employee,Net Promoter Score,3,2025-09-24
S05792,C02006,Employee,Support,5,2024-10-01
S05793,C03315,Customer,Experience,4,2024-10-03
S05794,C00575,Employee,Experience,3,2025-05-17
S05795,C01415,Customer,Support,4,2024-12-26
S05796,E00332,Customer,Support,1,2025-06-09
S05797,C00875,Employee,Experience,1,2024-04-12
S05798,C03348,Customer,Satisfaction,4,2025-03-07
S05799,E00110,Customer,Support,3,2024-04-03
S05800,C00356,Customer,Support,3,2025-02-18
S05801,C04374,Employee,Satisfaction,3,2025-04-04
S05802,C00248,Customer,Satisfaction,2,2024-04-30
S05803,C01929,Customer,Net Promoter Score,5,2025-02-27
S05804,C01840,Employee,Satisfaction,4,2023-10-22
S05805,E00237,Customer,Experience,5,2023-12-06
S05806,E00379,Customer,Net Promoter Score,2,2024-03-29
S05807,E00427,Employee,Support,3,2025-06-03
S05808,C04630,Customer,Experience,4,2024-07-08
S05809,C01424,Customer,Experience,2,2025-06-11
S05810,E00027,Customer,Satisfaction,2,2024-07-13
S05811,C02210,Customer,Satisfaction,5,2025-05-23
S05812,E00318,Employee,Support,5,2024-09-10
S05813,C02905,Employee,Satisfaction,3,2024-03-21
S05814,C02922,Employee,Experience,1,2025-01-23
S05815,C00904,Customer,Support,3,2024-02-20
S05816,C04650,Employee,Experience,1,2024-10-13
S05817,C00024,Customer,Net Promoter Score,1,2025-03-21
S05818,E00359,Customer,Support,2,2024-07-21
S05819,C02708,Employee,Support,2,2023-11-22
S05820,C02503,Customer,Net Promoter Score,3,2024-06-20
S05821,E00073,Customer,Experience,4,2025-10-03
S05822,C01850,Employee,Experience,4,2024-12-02
S05823,C04974,Customer,Satisfaction,2,2024-06-10
S05824,E00274,Customer,Net Promoter Score,2,2024-09-27
S05825,E00321,Employee,Net Promoter Score,4,2023-11-27
S05826,C01888,Customer,Satisfaction,1,2024-01-28
S05827,C03555,Employee,Net Promoter Score,2,2025-09-01
S05828,E00014,Customer,Experience,4,2025-06-03
S05829,E00409,Customer,Net Promoter Score,4,2025-09-01
S05830,C03825,Customer,Net Promoter Score,2,2025-04-07
S05831,E00221,Employee,Net Promoter Score,5,2023-11-13
S05832,C01814,Employee,Experience,5,2024-10-05
S05833,E00034,Employee,Support,2,2024-01-16
S05834,C04972,Customer,Support,2,2023-12-14
S05835,E00335,Employee,Experience,3,2024-06-23
S05836,C00347,Employee,Net Promoter Score,3,2024-12-04
S05837,E00074,Employee,Support,4,2024-11-29
S05838,C04536,Employee,Satisfaction,3,2024-08-18
S05839,C03214,Employee,Satisfaction,3,2025-04-08
S05840,E00370,Employee,Experience,2,2025-08-21
S05841,E00017,Customer,Satisfaction,4,2023-12-06
S05842,C02503,Employee,Support,1,2025-06-08
S05843,E00261,Customer,Satisfaction,2,2025-08-07
S05844,E00323,Customer,Net Promoter Score,1,2024-06-19
S05845,C04441,Customer,Satisfaction,4,2024-07-05
S05846,C01853,Customer,Experience,2,2025-05-25
S05847,E00114,Customer,Support,1,2025-05-05
S05848,E00317,Employee,Net Promoter Score,5,2025-05-03
S05849,E00417,Employee,Satisfaction,1,2024-01-02
S05850,C03970,Employee,Net Promoter Score,2,2024-05-19
S05851,E00482,Customer,Satisfaction,2,2024-03-01
S05852,E00200,Employee,Support,4,2024-05-07
S05853,C01909,Employee,Satisfaction,5,2025-09-01
S05854,C03623,Employee,Net Promoter Score,5,2024-07-26
S05855,C02089,Customer,Experience,1,2025-06-08
S05856,C03187,Customer,Net Promoter Score,5,2025-08-31
S05857,E00490,Employee,Support,5,2024-04-09
S05858,E00366,Employee,Experience,1,2025-04-13
S05859,E00331,Employee,Net Promoter Score,4,2025-05-18
S05860,C00505,Employee,Net Promoter Score,5,2024-09-11
S05861,E00122,Customer,Experience,2,2023-11-22
S05862,C03905,Customer,Experience,1,2024-01-05
S05863,C04363,Customer,Net Promoter Score,2,2024-03-29
S05864,C01341,Employee,Net Promoter Score,2,2024-03-05
S05865,E00312,Customer,Satisfaction,3,2025-05-18
S05866,C03351,Customer,Satisfaction,3,2025-09-23
S05867,E00493,Employee,Satisfaction,1,2024-11-20
S05868,E00294,Customer,Experience,1,2024-01-23
S05869,E00066,Customer,Net Promoter Score,2,2025-03-14
S05870,C03883,Customer,Satisfaction,5,2024-05-15
S05871,C00093,Customer,Satisfaction,3,2025-09-26
S05872,E00261,Customer,Net Promoter Score,4,2024-05-04
S05873,C03367,Employee,Support,4,2023-11-30
S05874,C01447,Employee,Support,5,2024-01-12
S05875,E00069,Customer,Satisfaction,1,2024-01-18
S05876,C04082,Customer,Experience,3,2025-06-16
S05877,E00255,Employee,Experience,5,2024-03-16
S05878,E00378,Employee,Net Promoter Score,3,2023-11-08
S05879,E00271,Customer,Experience,3,2024-05-04
S05880,E00415,Employee,Support,3,2025-01-25
S05881,C00627,Employee,Satisfaction,3,2024-08-28
S05882,C02946,Employee,Net Promoter Score,5,2024-04-21
S05883,C04714,Employee,Experience,5,2024-07-27
S05884,E00207,Customer,Experience,5,2024-08-04
S05885,E00277,Employee,Experience,5,2024-07-05
S05886,E00130,Customer,Support,3,2025-05-27
S05887,C04359,Customer,Satisfaction,1,2025-05-29
S05888,C03239,Employee,Satisfaction,3,2023-12-07
S05889,E00236,Customer,Support,5,2024-07-02
S05890,C03845,Customer,Satisfaction,1,2025-03-10
S05891,E00319,Customer,Net Promoter Score,5,2024-03-19
S05892,E00305,Customer,Satisfaction,1,2024-03-31
S05893,C04868,Customer,Satisfaction,3,2024-12-24
S05894,E00375,Customer,Satisfaction,3,2025-04-10
S05895,C02494,Employee,Net Promoter Score,1,2024-06-17
S05896,E00006,Customer,Net Promoter Score,5,2024-01-30
S05897,E00119,Employee,Satisfaction,2,2024-06-07
S05898,E00313,Employee,Net Promoter Score,5,2025-07-16
S05899,E00348,Employee,Experience,4,2025-04-14
S05900,C02019,Employee,Experience,2,2025-07-19
S05901,E00173,Employee,Satisfaction,3,2025-04-11
S05902,E00004,Employee,Net Promoter Score,1,2023-11-18
S05903,C04427,Employee,Support,3,2025-09-23
S05904,C02170,Customer,Satisfaction,3,2024-01-19
S05905,C04540,Customer,Net Promoter Score,2,2024-01-11
S05906,E00339,Customer,Net Promoter Score,4,2023-12-19
S05907,E00006,Customer,Satisfaction,2,2025-07-25
S05908,C00251,Customer,Net Promoter Score,1,2024-03-15
S05909,E00293,Employee,Support,2,2024-08-15
S05910,C00989,Employee,Satisfaction,2,2025-04-22
S05911,E00084,Employee,Satisfaction,1,2025-06-04
S05912,E00031,Customer,Satisfaction,3,2024-05-23
S05913,C02879,Employee,Experience,3,2025-09-07
S05914,C04022,Customer,Experience,4,2024-05-15
S05915,C02517,Customer,Support,2,2024-05-23
S05916,E00072,Customer,Satisfaction,2,2025-01-11
S05917,C03281,Customer,Experience,4,2025-02-07
S05918,C03414,Customer,Support,4,2024-01-22
S05919,E00454,Employee,Experience,1,2024-07-13
S05920,C04624,Employee,Satisfaction,1,2025-03-19
S05921,C02201,Employee,Net Promoter Score,1,2025-08-26
S05922,E00454,Customer,Experience,5,2024-05-09
S05923,C03635,Customer,Net Promoter Score,2,2025-02-24
S05924,E00495,Employee,Support,2,2024-06-14
S05925,E00183,Customer,Experience,5,2024-02-17
S05926,C02623,Employee,Satisfaction,2,2025-08-14
S05927,C04832,Employee,Satisfaction,3,2024-11-02
S05928,E00018,Employee,Experience,4,2023-10-29
S05929,E00373,Customer,Support,1,2024-05-28
S05930,C01895,Customer,Satisfaction,5,2025-06-21
S05931,E00228,Employee,Net Promoter Score,3,2025-08-16
S05932,C04820,Customer,Satisfaction,1,2024-06-30
S05933,C03588,Customer,Support,3,2025-08-03
S05934,E00156,Employee,Net Promoter Score,5,2023-11-19
S05935,E00485,Customer,Net Promoter Score,2,2025-02-26
S05936,C02878,Customer,Satisfaction,1,2025-02-12
S05937,C03957,Employee,Support,5,2025-08-26
S05938,E00291,Customer,Satisfaction,3,2025-03-01
S05939,E00251,Customer,Satisfaction,5,2025-03-11
S05940,C02736,Customer,Net Promoter Score,4,2025-06-12
S05941,E00445,Customer,Satisfaction,2,2024-10-12
S05942,C04709,Customer,Experience,3,2023-10-24
S05943,C00548,Employee,Satisfaction,3,2025-03-04
S05944,E00455,Employee,Satisfaction,4,2024-05-29
S05945,E00430,Employee,Net Promoter Score,4,2025-04-21
S05946,E00271,Employee,Support,5,2024-08-10
S05947,C00894,Customer,Support,2,2025-01-28
S05948,C00870,Employee,Experience,1,2025-03-14
S05949,C03019,Customer,Net Promoter Score,1,2024-07-10
S05950,C04989,Customer,Experience,2,2024-12-26
S05951,E00450,Employee,Net Promoter Score,2,2025-04-16
S05952,C02138,Customer,Experience,2,2025-02-04
S05953,E00341,Customer,Satisfaction,4,2024-09-12
S05954,E00202,Customer,Net Promoter Score,4,2024-04-26
S05955,E00120,Customer,Support,2,2025-08-27
S05956,C04267,Customer,Support,1,2025-03-22
S05957,C02801,Employee,Satisfaction,2,2025-05-08
S05958,C00996,Employee,Satisfaction,2,2023-10-20
S05959,E00425,Customer,Satisfaction,2,2024-04-07
S05960,E00400,Customer,Satisfaction,5,2024-09-04
S05961,C00900,Customer,Satisfaction,5,2024-03-21
S05962,C03258,Customer,Net Promoter Score,5,2025-09-15
S05963,E00087,Employee,Experience,1,2025-08-27
S05964,E00469,Employee,Support,5,2025-08-14
S05965,C01664,Customer,Support,3,2024-02-28
S05966,C04549,Employee,Satisfaction,1,2023-10-29
S05967,E00087,Customer,Support,1,2024-06-09
S05968,E00319,Customer,Net Promoter Score,3,2025-04-09
S05969,E00150,Customer,Net Promoter Score,1,2025-01-21
S05970,C02448,Customer,Satisfaction,5,2024-03-22
S05971,E00230,Employee,Satisfaction,4,2025-05-09
S05972,E00294,Employee,Experience,1,2024-12-26
S05973,E00116,Customer,Satisfaction,2,2024-12-20
S05974,E00003,Employee,Support,4,2024-05-17
S05975,E00105,Customer,Net Promoter Score,2,2024-12-12
S05976,E00068,Employee,Support,5,2024-04-14
S05977,C01209,Employee,Net Promoter Score,5,2025-09-24
S05978,C04122,Employee,Experience,3,2024-01-24
S05979,C01193,Employee,Experience,5,2023-12-05
S05980,C02186,Employee,Satisfaction,1,2024-07-31
S05981,E00074,Customer,Net Promoter Score,2,2024-02-25
S05982,C04581,Employee,Net Promoter Score,4,2025-02-19
S05983,C00242,Customer,Support,1,2025-01-14
S05984,C04367,Employee,Net Promoter Score,4,2023-12-21
S05985,E00248,Employee,Satisfaction,3,2024-06-22
S05986,C01721,Customer,Satisfaction,5,2024-02-18
S05987,E00271,Employee,Net Promoter Score,3,2024-08-02
S05988,C02852,Employee,Satisfaction,1,2024-08-27
S05989,C03526,Customer,Support,5,2025-09-09
S05990,E00366,Employee,Experience,1,2024-10-17
S05991,C03503,Customer,Experience,4,2024-07-01
S05992,E00240,Employee,Support,2,2024-11-23
S05993,E00093,Employee,Satisfaction,1,2024-06-05
S05994,E00013,Customer,Experience,2,2024-11-15
S05995,E00254,Employee,Satisfaction,5,2024-10-02
S05996,C00567,Employee,Support,4,2025-03-23
S05997,E00465,Customer,Experience,1,2023-10-21
S05998,E00292,Customer,Support,5,2024-09-14
S05999,C04878,Customer,Net Promoter Score,5,2024-12-03
S06000,C00662,Customer,Satisfaction,2,2024-01-06
S06001,E00338,Employee,Net Promoter Score,5,2025-09-26
S06002,C01345,Employee,Net Promoter Score,4,2024-11-26
S06003,E00095,Customer,Experience,5,2025-06-01
S06004,E00254,Customer,Support,1,2023-12-25
S06005,E00189,Employee,Satisfaction,4,2023-12-01
S06006,C03673,Customer,Experience,2,2024-07-16
S06007,E00225,Customer,Satisfaction,2,2025-02-12
S06008,E00237,Customer,Satisfaction,1,2025-08-15
S06009,E00062,Employee,Experience,2,2023-12-27
S06010,C00552,Employee,Support,1,2024-11-25
S06011,E00354,Employee,Net Promoter Score,3,2024-05-25
S06012,C03178,Customer,Net Promoter Score,1,2024-08-25
S06013,E00110,Employee,Satisfaction,5,2024-04-06
S06014,C00544,Customer,Satisfaction,5,2024-09-06
