redemption_id,customer_id,reward_type,date
RW4537,C00167,Event Ticket,2021-05-26
RW4538,C00107,Discount Coupon,2024-12-08
RW4539,C00271,Event Ticket,2020-08-15
RW4540,C00429,Data Voucher,2021-12-09
RW4541,C00457,Event Ticket,2023-05-05
RW4542,C00409,Discount Coupon,2022-01-17
RW4543,C00040,Discount Coupon,2023-09-13
RW4544,C00263,Event Ticket,2020-01-28
RW4545,C00340,Discount Coupon,2022-01-25
RW4546,C00280,Data Voucher,2025-02-21
RW4547,C00388,Data Voucher,2024-05-19
RW4548,C00096,Data Voucher,2024-10-28
RW4549,C00278,Data Voucher,2022-12-30
RW4550,C00300,Data Voucher,2025-05-07
RW4551,C00464,Discount Coupon,2021-05-26
RW4552,C00116,Discount Coupon,2024-07-08
RW4553,C00101,Event Ticket,2022-07-30
RW4554,C00187,Data Voucher,2024-05-08
RW4555,C00440,Data Voucher,2025-08-04
RW4556,C00151,Discount Coupon,2021-01-18
RW4557,C00380,Event Ticket,2024-12-16
RW4558,C00466,Event Ticket,2025-06-01
RW4559,C00188,Data Voucher,2023-04-23
RW4560,C00022,Event Ticket,2020-02-24
RW4561,C00155,Discount Coupon,2024-01-29
RW4562,C00178,Discount Coupon,2020-05-08
RW4563,C00224,Event Ticket,2023-10-31
RW4564,C00214,Data Voucher,2022-06-09
RW4565,C00441,Event Ticket,2025-03-01
RW4566,C00443,Discount Coupon,2020-02-05
RW4567,C00461,Discount Coupon,2024-05-04
RW4568,C00147,Data Voucher,2025-04-29
RW4569,C00051,Event Ticket,2023-04-21
RW4570,C00165,Discount Coupon,2022-06-01
RW4571,C00170,Discount Coupon,2022-03-16
RW4572,C00170,Discount Coupon,2022-12-02
RW4573,C00208,Event Ticket,2024-09-12
RW4574,C00020,Discount Coupon,2021-08-23
RW4575,C00401,Event Ticket,2022-08-27
RW4576,C00475,Data Voucher,2023-07-18
RW4577,C00104,Discount Coupon,2023-07-26
RW4578,C00258,Discount Coupon,2025-06-30
RW4579,C00237,Discount Coupon,2021-06-05
RW4580,C00145,Data Voucher,2020-12-12
RW4581,C00111,Discount Coupon,2020-03-14
RW4582,C00392,Data Voucher,2022-07-05
RW4583,C00162,Event Ticket,2020-09-18
RW4584,C00050,Event Ticket,2021-12-05
RW4585,C00121,Discount Coupon,2022-11-11
RW4586,C00367,Data Voucher,2022-07-11
RW4587,C00062,Event Ticket,2022-07-27
RW4588,C00300,Data Voucher,2022-01-10
RW4589,C00074,Discount Coupon,2024-03-04
RW4590,C00216,Discount Coupon,2021-02-23
RW4591,C00292,Data Voucher,2020-12-27
RW4592,C00392,Data Voucher,2024-05-11
RW4593,C00126,Event Ticket,2024-09-05
RW4594,C00148,Event Ticket,2023-08-29
RW4595,C00081,Discount Coupon,2025-05-17
RW4596,C00129,Event Ticket,2021-07-20
RW4597,C00067,Data Voucher,2021-03-30
RW4598,C00034,Discount Coupon,2020-12-21
RW4599,C00299,Event Ticket,2022-02-12
RW4600,C00137,Data Voucher,2022-07-25
RW4601,C00489,Discount Coupon,2020-02-01
RW4602,C00412,Data Voucher,2022-02-01
RW4603,C00090,Event Ticket,2024-03-23
RW4604,C00409,Discount Coupon,2023-08-24
RW4605,C00089,Data Voucher,2020-08-22
RW4606,C00300,Event Ticket,2022-08-22
RW4607,C00016,Discount Coupon,2020-07-08
RW4608,C00331,Discount Coupon,2021-06-22
RW4609,C00097,Discount Coupon,2023-03-20
RW4610,C00265,Event Ticket,2023-05-14
RW4611,C00481,Discount Coupon,2025-06-26
RW4612,C00427,Discount Coupon,2023-07-04
RW4613,C00053,Discount Coupon,2022-06-21
RW4614,C00018,Data Voucher,2021-04-02
RW4615,C00455,Discount Coupon,2021-05-22
RW4616,C00409,Event Ticket,2023-12-14
RW4617,C00089,Event Ticket,2020-09-29
RW4618,C00127,Data Voucher,2020-03-11
RW4619,C00120,Discount Coupon,2022-03-11
RW4620,C00177,Discount Coupon,2023-11-18
RW4621,C00062,Event Ticket,2021-07-20
RW4622,C00158,Event Ticket,2022-08-02
RW4623,C00066,Event Ticket,2020-03-14
RW4624,C00108,Data Voucher,2025-01-05
RW4625,C00121,Discount Coupon,2022-11-23
RW4626,C00483,Data Voucher,2022-02-04
RW4627,C00489,Discount Coupon,2024-04-27
RW4628,C00364,Event Ticket,2025-07-18
RW4629,C00482,Discount Coupon,2022-05-28
RW4630,C00469,Event Ticket,2020-09-09
RW4631,C00356,Data Voucher,2021-02-14
RW4632,C00125,Discount Coupon,2023-04-08
RW4633,C00321,Data Voucher,2022-06-16
RW4634,C00293,Data Voucher,2023-02-26
RW4635,C00312,Discount Coupon,2023-04-25
RW4636,C00469,Data Voucher,2024-07-12
RW4637,C00051,Event Ticket,2024-04-05
RW4638,C00421,Discount Coupon,2024-08-17
RW4639,C00305,Discount Coupon,2025-01-14
RW4640,C00244,Discount Coupon,2020-04-02
RW4641,C00163,Data Voucher,2020-07-31
RW4642,C00316,Discount Coupon,2023-05-28
RW4643,C00255,Discount Coupon,2024-11-01
RW4644,C00130,Data Voucher,2022-09-28
RW4645,C00368,Discount Coupon,2020-01-25
RW4646,C00214,Event Ticket,2021-07-13
RW4647,C00014,Data Voucher,2025-07-07
RW4648,C00257,Discount Coupon,2021-07-29
RW4649,C00314,Data Voucher,2025-04-26
RW4650,C00232,Event Ticket,2024-01-31
RW4651,C00456,Discount Coupon,2025-04-11
RW4652,C00192,Event Ticket,2024-10-03
RW4653,C00305,Data Voucher,2024-03-14
RW4654,C00436,Discount Coupon,2022-11-17
RW4655,C00080,Event Ticket,2021-07-04
RW4656,C00054,Discount Coupon,2024-04-02
RW4657,C00222,Discount Coupon,2020-03-01
RW4658,C00222,Event Ticket,2021-11-04
RW4659,C00143,Data Voucher,2020-08-25
RW4660,C00003,Data Voucher,2024-08-23
RW4661,C00026,Data Voucher,2023-02-27
RW4662,C00470,Event Ticket,2020-02-09
RW4663,C00187,Data Voucher,2022-09-25
RW4664,C00399,Data Voucher,2025-09-02
RW4665,C00101,Data Voucher,2020-04-17
RW4666,C00328,Data Voucher,2023-12-28
RW4667,C00085,Data Voucher,2025-07-04
RW4668,C00033,Data Voucher,2024-06-28
RW4669,C00421,Discount Coupon,2020-07-19
RW4670,C00008,Data Voucher,2020-06-13
RW4671,C00259,Discount Coupon,2021-06-17
RW4672,C00003,Event Ticket,2020-12-01
RW4673,C00094,Discount Coupon,2024-03-21
RW4674,C00035,Discount Coupon,2023-04-12
RW4675,C00047,Event Ticket,2024-02-22
RW4676,C00187,Event Ticket,2024-09-28
RW4677,C00005,Discount Coupon,2025-04-27
RW4678,C00005,Event Ticket,2021-10-26
RW4679,C00341,Discount Coupon,2023-02-20
RW4680,C00494,Event Ticket,2023-01-26
RW4681,C00103,Event Ticket,2023-12-28
RW4682,C00413,Discount Coupon,2022-09-24
RW4683,C00474,Event Ticket,2021-03-23
RW4684,C00476,Event Ticket,2020-08-16
RW4685,C00465,Discount Coupon,2021-05-27
RW4686,C00405,Event Ticket,2022-01-18
RW4687,C00454,Discount Coupon,2021-07-06
RW4688,C00057,Data Voucher,2024-09-17
RW4689,C00186,Discount Coupon,2023-08-06
RW4690,C00354,Data Voucher,2022-08-24
RW4691,C00331,Event Ticket,2020-08-31
RW4692,C00069,Event Ticket,2024-09-26
RW4693,C00092,Data Voucher,2025-06-03
RW4694,C00014,Discount Coupon,2023-09-04
RW4695,C00256,Discount Coupon,2020-12-17
RW4696,C00040,Event Ticket,2020-09-09
RW4697,C00460,Event Ticket,2020-12-31
RW4698,C00375,Discount Coupon,2024-12-19
RW4699,C00362,Event Ticket,2023-03-10
RW4700,C00480,Discount Coupon,2020-09-19
RW4701,C00272,Data Voucher,2020-06-10
RW4702,C00375,Data Voucher,2024-03-31
RW4703,C00397,Data Voucher,2025-03-07
RW4704,C00203,Discount Coupon,2025-06-03
RW4705,C00106,Discount Coupon,2024-10-12
RW4706,C00167,Discount Coupon,2024-07-31
RW4707,C00052,Discount Coupon,2021-01-02
RW4708,C00002,Event Ticket,2024-10-30
RW4709,C00145,Discount Coupon,2022-02-06
RW4710,C00355,Discount Coupon,2023-04-30
RW4711,C00442,Event Ticket,2021-01-23
RW4712,C00366,Discount Coupon,2021-07-22
RW4713,C00229,Discount Coupon,2022-03-23
RW4714,C00365,Event Ticket,2021-11-13
RW4715,C00281,Event Ticket,2021-06-17
RW4716,C00286,Data Voucher,2024-08-14
RW4717,C00048,Data Voucher,2024-08-25
RW4718,C00481,Discount Coupon,2020-05-16
RW4719,C00072,Event Ticket,2024-11-07
RW4720,C00240,Event Ticket,2023-10-29
RW4721,C00396,Event Ticket,2022-06-10
RW4722,C00312,Data Voucher,2024-06-23
RW4723,C00252,Event Ticket,2023-11-04
RW4724,C00319,Discount Coupon,2021-11-16
RW4725,C00430,Event Ticket,2022-07-14
RW4726,C00068,Discount Coupon,2020-08-01
RW4727,C00306,Discount Coupon,2024-09-12
RW4728,C00102,Event Ticket,2025-04-27
RW4729,C00061,Data Voucher,2022-08-23
RW4730,C00141,Event Ticket,2021-11-28
RW4731,C00337,Event Ticket,2023-07-10
RW4732,C00471,Event Ticket,2024-08-28
RW4733,C00302,Event Ticket,2020-04-23
RW4734,C00233,Discount Coupon,2022-03-06
RW4735,C00195,Data Voucher,2020-11-25
RW4736,C00134,Discount Coupon,2024-12-31
RW4737,C00142,Event Ticket,2020-03-18
RW4738,C00206,Discount Coupon,2022-03-20
RW4739,C00183,Event Ticket,2020-07-03
RW4740,C00118,Event Ticket,2020-12-29
RW4741,C00429,Discount Coupon,2024-12-13
RW4742,C00296,Event Ticket,2024-06-01
RW4743,C00251,Data Voucher,2025-03-07
RW4744,C00191,Data Voucher,2025-09-12
RW4745,C00376,Discount Coupon,2023-05-24
RW4746,C00226,Data Voucher,2025-07-28
RW4747,C00069,Data Voucher,2024-04-15
RW4748,C00173,Data Voucher,2024-11-09
RW4749,C00282,Event Ticket,2021-07-26
RW4750,C00304,Data Voucher,2021-12-15
RW4751,C00347,Discount Coupon,2021-05-27
RW4752,C00327,Data Voucher,2022-12-14
RW4753,C00397,Data Voucher,2021-10-09
RW4754,C00456,Event Ticket,2024-06-02
RW4755,C00467,Data Voucher,2024-11-12
RW4756,C00388,Data Voucher,2023-07-12
RW4757,C00204,Data Voucher,2022-10-23
RW4758,C00052,Discount Coupon,2021-07-20
RW4759,C00062,Data Voucher,2022-09-15
RW4760,C00140,Event Ticket,2020-04-07
RW4761,C00458,Event Ticket,2022-12-25
RW4762,C00384,Discount Coupon,2021-12-17
RW4763,C00311,Event Ticket,2023-01-08
RW4764,C00220,Discount Coupon,2023-07-30
RW4765,C00369,Event Ticket,2022-02-03
RW4766,C00233,Discount Coupon,2023-08-09
RW4767,C00281,Data Voucher,2024-01-23
RW4768,C00470,Event Ticket,2024-11-12
RW4769,C00300,Event Ticket,2023-10-14
RW4770,C00176,Data Voucher,2025-03-05
RW4771,C00211,Event Ticket,2021-01-10
RW4772,C00436,Discount Coupon,2020-07-18
RW4773,C00296,Event Ticket,2025-07-13
RW4774,C00039,Discount Coupon,2024-12-20
RW4775,C00111,Discount Coupon,2020-05-08
RW4776,C00055,Discount Coupon,2022-12-08
RW4777,C00267,Discount Coupon,2022-04-13
RW4778,C00241,Data Voucher,2025-03-17
RW4779,C00360,Discount Coupon,2025-04-08
RW4780,C00207,Discount Coupon,2022-11-23
RW4781,C00395,Event Ticket,2020-12-19
RW4782,C00191,Event Ticket,2022-10-06
RW4783,C00082,Discount Coupon,2024-04-20
RW4784,C00465,Event Ticket,2024-06-02
RW4785,C00293,Event Ticket,2022-12-15
RW4786,C00350,Discount Coupon,2021-05-29
RW4787,C00149,Event Ticket,2022-05-07
RW4788,C00498,Event Ticket,2024-07-26
RW4789,C00163,Event Ticket,2020-04-01
RW4790,C00496,Discount Coupon,2024-01-25
RW4791,C00283,Data Voucher,2021-05-05
RW4792,C00132,Data Voucher,2022-07-13
RW4793,C00199,Event Ticket,2020-05-15
RW4794,C00089,Discount Coupon,2020-10-02
RW4795,C00053,Data Voucher,2025-05-03
RW4796,C00477,Data Voucher,2023-10-21
RW4797,C00282,Event Ticket,2022-09-05
RW4798,C00011,Event Ticket,2021-06-13
RW4799,C00162,Event Ticket,2023-10-21
RW4800,C00004,Data Voucher,2025-06-27
RW4801,C00131,Event Ticket,2022-05-11
RW4802,C00082,Discount Coupon,2021-05-22
RW4803,C00365,Discount Coupon,2021-01-29
RW4804,C00253,Event Ticket,2023-02-28
RW4805,C00340,Event Ticket,2024-04-11
RW4806,C00363,Event Ticket,2021-10-08
RW4807,C00100,Event Ticket,2022-06-05
RW4808,C00204,Data Voucher,2020-09-02
RW4809,C00343,Discount Coupon,2021-12-31
RW4810,C00458,Discount Coupon,2024-08-18
RW4811,C00191,Discount Coupon,2021-08-10
RW4812,C00341,Data Voucher,2023-03-10
RW4813,C00449,Event Ticket,2024-08-20
RW4814,C00063,Event Ticket,2020-10-11
RW4815,C00143,Discount Coupon,2021-12-14
RW4816,C00491,Discount Coupon,2022-06-05
RW4817,C00170,Discount Coupon,2020-02-18
RW4818,C00336,Event Ticket,2025-08-17
RW4819,C00016,Discount Coupon,2024-02-21
RW4820,C00150,Data Voucher,2023-08-09
RW4821,C00493,Discount Coupon,2024-07-13
RW4822,C00073,Data Voucher,2021-05-27
RW4823,C00272,Data Voucher,2020-10-10
RW4824,C00497,Discount Coupon,2022-12-16
RW4825,C00030,Event Ticket,2021-12-27
RW4826,C00469,Event Ticket,2023-01-13
RW4827,C00410,Data Voucher,2021-07-28
RW4828,C00005,Event Ticket,2025-04-30
RW4829,C00347,Event Ticket,2020-08-21
RW4830,C00179,Discount Coupon,2020-04-22
RW4831,C00041,Event Ticket,2020-04-21
RW4832,C00046,Event Ticket,2021-01-22
RW4833,C00419,Event Ticket,2024-06-27
RW4834,C00159,Discount Coupon,2022-09-05
RW4835,C00181,Event Ticket,2023-04-02
RW4836,C00365,Data Voucher,2022-05-09
RW4837,C00196,Data Voucher,2020-12-07
RW4838,C00423,Discount Coupon,2024-02-10
RW4839,C00424,Event Ticket,2023-07-05
RW4840,C00245,Discount Coupon,2021-09-13
RW4841,C00354,Event Ticket,2025-06-01
RW4842,C00201,Event Ticket,2024-12-09
RW4843,C00373,Discount Coupon,2021-01-08
RW4844,C00361,Discount Coupon,2020-02-04
RW4845,C00331,Data Voucher,2023-04-21
RW4846,C00162,Data Voucher,2022-02-11
RW4847,C00354,Data Voucher,2024-11-02
RW4848,C00205,Discount Coupon,2025-04-17
RW4849,C00173,Data Voucher,2023-02-22
RW4850,C00312,Discount Coupon,2023-11-20
RW4851,C00158,Data Voucher,2023-07-19
RW4852,C00350,Event Ticket,2024-11-28
RW4853,C00076,Data Voucher,2023-04-21
RW4854,C00358,Event Ticket,2025-02-14
RW4855,C00244,Data Voucher,2022-12-16
RW4856,C00409,Data Voucher,2024-11-16
RW4857,C00036,Discount Coupon,2022-04-22
RW4858,C00228,Discount Coupon,2024-03-07
RW4859,C00149,Event Ticket,2023-09-04
RW4860,C00292,Discount Coupon,2023-12-09
RW4861,C00439,Discount Coupon,2021-06-08
RW4862,C00011,Data Voucher,2020-05-13
RW4863,C00449,Discount Coupon,2020-02-16
RW4864,C00307,Event Ticket,2025-02-18
RW4865,C00257,Data Voucher,2025-06-28
RW4866,C00114,Discount Coupon,2022-01-21
RW4867,C00470,Discount Coupon,2025-06-18
RW4868,C00122,Discount Coupon,2025-07-03
RW4869,C00416,Discount Coupon,2025-01-13
RW4870,C00227,Event Ticket,2020-06-29
RW4871,C00224,Data Voucher,2022-01-22
RW4872,C00367,Event Ticket,2021-10-30
RW4873,C00479,Event Ticket,2021-06-17
RW4874,C00370,Event Ticket,2022-07-02
RW4875,C00245,Discount Coupon,2021-05-03
RW4876,C00009,Data Voucher,2022-01-19
RW4877,C00385,Event Ticket,2025-06-01
RW4878,C00168,Data Voucher,2021-07-23
RW4879,C00463,Event Ticket,2022-09-25
RW4880,C00054,Data Voucher,2021-05-07
RW4881,C00061,Event Ticket,2022-04-02
RW4882,C00482,Event Ticket,2020-08-09
RW4883,C00107,Event Ticket,2022-08-05
RW4884,C00338,Event Ticket,2020-11-27
RW4885,C00350,Discount Coupon,2022-10-25
RW4886,C00200,Event Ticket,2024-04-19
RW4887,C00097,Data Voucher,2025-02-03
RW4888,C00139,Event Ticket,2025-01-10
RW4889,C00330,Data Voucher,2023-01-08
RW4890,C00135,Event Ticket,2022-06-13
RW4891,C00328,Data Voucher,2020-02-05
RW4892,C00111,Data Voucher,2025-08-05
RW4893,C00047,Data Voucher,2025-08-25
RW4894,C00108,Event Ticket,2023-07-21
RW4895,C00259,Data Voucher,2020-02-06
RW4896,C00132,Event Ticket,2020-03-16
RW4897,C00274,Data Voucher,2023-10-11
RW4898,C00494,Discount Coupon,2020-10-29
RW4899,C00215,Data Voucher,2020-03-18
RW4900,C00063,Data Voucher,2022-04-28
RW4901,C00169,Event Ticket,2021-04-24
RW4902,C00101,Event Ticket,2023-02-16
RW4903,C00186,Data Voucher,2020-10-04
RW4904,C00464,Event Ticket,2025-08-08
RW4905,C00007,Event Ticket,2025-01-01
RW4906,C00023,Event Ticket,2025-07-13
RW4907,C00207,Data Voucher,2021-03-25
RW4908,C00436,Discount Coupon,2024-10-11
RW4909,C00385,Event Ticket,2024-12-18
RW4910,C00234,Discount Coupon,2025-01-03
RW4911,C00088,Event Ticket,2025-03-14
RW4912,C00390,Discount Coupon,2024-02-08
RW4913,C00179,Event Ticket,2020-08-11
RW4914,C00418,Discount Coupon,2024-08-22
RW4915,C00440,Event Ticket,2025-02-06
RW4916,C00203,Event Ticket,2020-09-10
RW4917,C00279,Event Ticket,2023-10-28
RW4918,C00361,Discount Coupon,2023-06-22
RW4919,C00384,Discount Coupon,2023-09-03
RW4920,C00291,Data Voucher,2024-04-08
RW4921,C00127,Data Voucher,2025-08-15
RW4922,C00304,Event Ticket,2020-04-23
RW4923,C00023,Discount Coupon,2021-07-14
RW4924,C00096,Data Voucher,2021-11-07
RW4925,C00465,Data Voucher,2025-02-25
RW4926,C00395,Event Ticket,2021-10-30
RW4927,C00210,Discount Coupon,2020-09-21
RW4928,C00133,Event Ticket,2020-02-21
RW4929,C00495,Event Ticket,2022-11-13
RW4930,C00473,Event Ticket,2024-04-24
RW4931,C00309,Event Ticket,2021-05-30
RW4932,C00345,Event Ticket,2024-12-01
RW4933,C00238,Event Ticket,2024-03-06
RW4934,C00013,Event Ticket,2024-03-15
RW4935,C00174,Data Voucher,2020-07-21
RW4936,C00074,Data Voucher,2020-03-05
RW4937,C00231,Event Ticket,2022-01-17
RW4938,C00025,Data Voucher,2020-06-26
RW4939,C00337,Discount Coupon,2023-01-18
RW4940,C00374,Data Voucher,2022-11-09
RW4941,C00319,Discount Coupon,2024-12-29
RW4942,C00248,Event Ticket,2025-02-11
RW4943,C00411,Discount Coupon,2025-04-06
RW4944,C00273,Data Voucher,2020-10-02
RW4945,C00405,Data Voucher,2024-11-27
RW4946,C00235,Event Ticket,2024-05-23
RW4947,C00268,Event Ticket,2020-01-18
RW4948,C00249,Event Ticket,2020-09-27
RW4949,C00152,Discount Coupon,2024-08-29
RW4950,C00443,Event Ticket,2020-03-20
RW4951,C00069,Data Voucher,2020-04-18
RW4952,C00005,Event Ticket,2023-04-02
RW4953,C00084,Event Ticket,2024-04-24
RW4954,C00126,Discount Coupon,2025-09-10
RW4955,C00441,Data Voucher,2025-08-23
RW4956,C00003,Discount Coupon,2024-01-10
RW4957,C00081,Event Ticket,2022-12-06
RW4958,C00093,Data Voucher,2021-06-21
RW4959,C00058,Event Ticket,2021-08-10
RW4960,C00221,Event Ticket,2024-10-05
RW4961,C00186,Discount Coupon,2022-04-07
RW4962,C00284,Data Voucher,2024-04-18
RW4963,C00480,Data Voucher,2021-09-04
RW4964,C00293,Event Ticket,2025-04-28
RW4965,C00122,Data Voucher,2024-11-30
RW4966,C00296,Event Ticket,2022-11-28
RW4967,C00423,Event Ticket,2024-01-19
RW4968,C00495,Data Voucher,2020-10-20
RW4969,C00223,Event Ticket,2022-12-31
RW4970,C00122,Discount Coupon,2020-12-17
RW4971,C00267,Data Voucher,2022-11-17
RW4972,C00422,Discount Coupon,2021-11-14
RW4973,C00109,Event Ticket,2020-08-25
RW4974,C00009,Discount Coupon,2025-06-27
RW4975,C00246,Event Ticket,2023-10-23
RW4976,C00364,Event Ticket,2020-01-19
RW4977,C00391,Data Voucher,2024-10-18
RW4978,C00104,Data Voucher,2021-10-20
RW4979,C00461,Event Ticket,2024-11-13
RW4980,C00098,Event Ticket,2022-04-03
RW4981,C00255,Discount Coupon,2022-10-23
RW4982,C00117,Event Ticket,2024-06-22
RW4983,C00140,Data Voucher,2021-09-29
RW4984,C00435,Data Voucher,2022-01-21
RW4985,C00101,Event Ticket,2024-10-26
RW4986,C00243,Data Voucher,2025-07-11
RW4987,C00401,Event Ticket,2022-11-17
RW4988,C00487,Discount Coupon,2020-12-09
RW4989,C00097,Event Ticket,2023-07-02
RW4990,C00464,Discount Coupon,2024-12-04
RW4991,C00114,Discount Coupon,2025-08-04
RW4992,C00123,Data Voucher,2024-03-26
RW4993,C00435,Discount Coupon,2023-07-06
RW4994,C00086,Discount Coupon,2025-01-21
RW4995,C00120,Event Ticket,2022-04-13
RW4996,C00013,Data Voucher,2025-08-13
RW4997,C00069,Discount Coupon,2025-04-17
RW4998,C00336,Event Ticket,2021-05-24
RW4999,C00450,Discount Coupon,2025-06-09
RW5000,C00167,Event Ticket,2022-08-22
RW5001,C00010,Event Ticket,2021-09-09
RW5002,C00035,Event Ticket,2020-12-30
RW5003,C00163,Event Ticket,2022-10-10
RW5004,C00449,Discount Coupon,2024-01-11
RW5005,C00493,Discount Coupon,2022-04-08
RW5006,C00488,Data Voucher,2022-10-09
RW5007,C00236,Data Voucher,2025-07-13
RW5008,C00474,Discount Coupon,2022-02-02
RW5009,C00106,Discount Coupon,2025-03-17
RW5010,C00042,Discount Coupon,2020-07-25
RW5011,C00444,Data Voucher,2020-09-04
RW5012,C00237,Event Ticket,2023-11-23
RW5013,C00122,Event Ticket,2025-07-19
RW5014,C00438,Data Voucher,2021-03-31
RW5015,C00236,Event Ticket,2020-07-09
RW5016,C00195,Data Voucher,2024-03-24
RW5017,C00364,Data Voucher,2023-07-19
RW5018,C00266,Data Voucher,2021-11-13
RW5019,C00315,Event Ticket,2022-06-25
RW5020,C00441,Data Voucher,2024-10-08
RW5021,C00008,Event Ticket,2024-07-06
RW5022,C00282,Data Voucher,2024-09-27
RW5023,C00134,Data Voucher,2020-03-25
RW5024,C00168,Data Voucher,2023-03-22
RW5025,C00382,Data Voucher,2023-04-22
RW5026,C00496,Discount Coupon,2023-07-06
RW5027,C00292,Discount Coupon,2021-12-24
RW5028,C00341,Data Voucher,2023-06-02
RW5029,C00235,Data Voucher,2020-04-22
RW5030,C00497,Event Ticket,2021-07-15
RW5031,C00241,Event Ticket,2022-04-07
RW5032,C00221,Discount Coupon,2022-07-10
RW5033,C00311,Discount Coupon,2020-08-07
RW5034,C00351,Event Ticket,2025-04-24
RW5035,C00160,Data Voucher,2024-05-10
RW5036,C00254,Data Voucher,2025-05-21
RW5037,C00186,Discount Coupon,2020-01-04
RW5038,C00146,Data Voucher,2023-02-02
RW5039,C00423,Discount Coupon,2020-09-28
RW5040,C00177,Event Ticket,2022-06-20
RW5041,C00173,Event Ticket,2022-05-27
RW5042,C00374,Data Voucher,2024-10-08
RW5043,C00367,Data Voucher,2022-04-18
RW5044,C00207,Event Ticket,2024-08-06
RW5045,C00130,Discount Coupon,2025-01-02
RW5046,C00363,Data Voucher,2020-09-11
RW5047,C00071,Data Voucher,2024-11-15
RW5048,C00185,Discount Coupon,2025-04-22
RW5049,C00068,Data Voucher,2024-05-05
RW5050,C00281,Event Ticket,2025-01-30
RW5051,C00342,Data Voucher,2025-08-14
RW5052,C00389,Discount Coupon,2023-06-11
RW5053,C00494,Discount Coupon,2020-09-05
RW5054,C00121,Event Ticket,2020-11-18
RW5055,C00161,Data Voucher,2025-08-01
RW5056,C00368,Data Voucher,2022-10-18
RW5057,C00206,Event Ticket,2023-08-18
RW5058,C00270,Data Voucher,2022-10-05
RW5059,C00056,Discount Coupon,2021-06-13
RW5060,C00017,Discount Coupon,2023-05-26
RW5061,C00220,Data Voucher,2020-12-17
RW5062,C00120,Data Voucher,2020-07-24
RW5063,C00028,Data Voucher,2020-10-10
RW5064,C00355,Data Voucher,2023-01-19
RW5065,C00336,Event Ticket,2023-06-26
RW5066,C00424,Event Ticket,2022-08-04
RW5067,C00401,Data Voucher,2022-02-02
RW5068,C00452,Data Voucher,2020-09-17
RW5069,C00423,Data Voucher,2023-08-03
RW5070,C00015,Data Voucher,2020-12-31
RW5071,C00154,Event Ticket,2024-01-24
RW5072,C00074,Discount Coupon,2024-02-13
RW5073,C00490,Event Ticket,2023-09-08
RW5074,C00474,Data Voucher,2025-02-24
RW5075,C00487,Discount Coupon,2020-01-14
RW5076,C00212,Event Ticket,2024-10-07
RW5077,C00469,Discount Coupon,2020-12-29
RW5078,C00362,Event Ticket,2025-09-13
RW5079,C00152,Data Voucher,2023-01-07
RW5080,C00204,Data Voucher,2021-12-30
RW5081,C00156,Data Voucher,2020-06-17
RW5082,C00485,Data Voucher,2021-06-09
RW5083,C00456,Data Voucher,2020-05-26
RW5084,C00114,Event Ticket,2020-11-21
RW5085,C00364,Event Ticket,2020-01-02
RW5086,C00098,Event Ticket,2021-03-20
RW5087,C00049,Discount Coupon,2020-09-27
RW5088,C00295,Event Ticket,2023-01-13
RW5089,C00047,Data Voucher,2024-10-06
RW5090,C00110,Discount Coupon,2024-05-29
RW5091,C00346,Discount Coupon,2023-07-31
RW5092,C00125,Event Ticket,2024-07-09
RW5093,C00262,Event Ticket,2023-10-06
RW5094,C00153,Data Voucher,2023-02-02
RW5095,C00306,Event Ticket,2022-01-08
RW5096,C00334,Event Ticket,2020-07-14
RW5097,C00283,Data Voucher,2021-10-22
RW5098,C00358,Event Ticket,2023-07-10
RW5099,C00074,Event Ticket,2020-12-13
RW5100,C00487,Event Ticket,2022-08-12
RW5101,C00325,Discount Coupon,2022-01-31
RW5102,C00179,Data Voucher,2025-06-16
RW5103,C00310,Discount Coupon,2020-08-27
RW5104,C00087,Event Ticket,2020-05-27
RW5105,C00441,Discount Coupon,2020-08-22
RW5106,C00290,Event Ticket,2025-01-03
RW5107,C00033,Discount Coupon,2022-11-08
RW5108,C00359,Discount Coupon,2021-08-18
RW5109,C00037,Event Ticket,2020-11-26
RW5110,C00339,Data Voucher,2025-02-16
RW5111,C00319,Event Ticket,2021-11-22
RW5112,C00016,Event Ticket,2020-11-23
RW5113,C00193,Discount Coupon,2022-03-03
RW5114,C00449,Data Voucher,2024-09-06
RW5115,C00234,Data Voucher,2023-03-09
RW5116,C00003,Data Voucher,2022-08-01
RW5117,C00221,Event Ticket,2020-06-24
RW5118,C00101,Data Voucher,2024-08-06
RW5119,C00121,Discount Coupon,2024-12-06
RW5120,C00226,Event Ticket,2021-01-14
RW5121,C00328,Event Ticket,2025-02-05
RW5122,C00124,Discount Coupon,2025-03-16
RW5123,C00099,Discount Coupon,2024-05-23
RW5124,C00407,Discount Coupon,2020-05-28
RW5125,C00275,Event Ticket,2023-03-13
RW5126,C00128,Data Voucher,2025-02-17
RW5127,C00116,Discount Coupon,2023-03-19
RW5128,C00226,Event Ticket,2020-07-25
RW5129,C00102,Data Voucher,2021-10-15
RW5130,C00241,Event Ticket,2025-08-09
RW5131,C00482,Event Ticket,2024-10-28
RW5132,C00026,Data Voucher,2020-01-23
RW5133,C00357,Data Voucher,2021-03-05
RW5134,C00232,Data Voucher,2023-06-06
RW5135,C00291,Event Ticket,2020-05-23
