campaign_id,type,target_audience,engagement_rate,date_sent
CM5206,Email,"C039, C082, C087, C015, C094",0.59,2025-09-12
CM5207,SMS,"C066, C069, C035, C014, C053",0.37,2025-09-12
CM5208,SMS,"C089, C080, C013, C032, C071",0.19,2025-09-12
CM5209,SMS,"C008, C090, C023, C053, C043",0.6,2025-09-12
CM5210,Push Notification,"C034, C017, C008, C019, C043",0.27,2025-09-12
CM5211,SMS,"C063, C058, C065, C021, C037",0.47,2025-09-12
CM5212,SMS,"C096, C020, C059, C011, C026",0.39,2025-09-12
CM5213,SMS,"C023, C050, C100, C058, C019",0.22,2025-09-12
CM5214,Email,"C074, C038, C039, C035, C062",0.68,2025-09-12
CM5215,SMS,"C096, C067, C043, C066, C098",0.15,2025-09-12
CM5216,Push Notification,"C038, C078, C005, C002, C047",0.31,2025-09-12
CM5217,SMS,"C062, C022, C025, C040, C018",0.61,2025-09-12
CM5218,SMS,"C046, C080, C073, C054, C063",0.05,2025-09-12
CM5219,Email,"C032, C093, C066, C068, C041",0.08,2025-09-12
CM5220,Email,"C007, C047, C048, C030, C057",0.39,2025-09-12
CM5221,Email,"C004, C079, C071, C018, C070",0.49,2025-09-12
CM5222,Push Notification,"C031, C020, C038, C028, C087",0.09,2025-09-12
CM5223,SMS,"C084, C042, C094, C090, C100",0.56,2025-09-12
CM5224,Push Notification,"C045, C014, C052, C097, C020",0.35,2025-09-12
CM5225,SMS,"C059, C011, C099, C027, C075",0.43,2025-09-12
CM5226,SMS,"C039, C059, C090, C067, C057",0.36,2025-09-12
CM5227,Email,"C032, C020, C076, C068, C070",0.56,2025-09-12
CM5228,Email,"C022, C091, C057, C094, C018",0.45,2025-09-12
CM5229,SMS,"C059, C018, C030, C045, C075",0.31,2025-09-12
CM5230,Push Notification,"C004, C003, C038, C096, C070",0.35,2025-09-12
CM5231,SMS,"C097, C073, C071, C066, C041",0.11,2025-09-12
CM5232,Email,"C060, C029, C096, C011, C002",0.14,2025-09-12
CM5233,SMS,"C052, C081, C035, C002, C076",0.23,2025-09-12
CM5234,Push Notification,"C003, C051, C026, C002, C021",0.1,2025-09-12
CM5235,SMS,"C041, C029, C086, C041, C097",0.38,2025-09-12
CM5236,Push Notification,"C020, C041, C080, C028, C011",0.28,2025-09-12
CM5237,Push Notification,"C052, C012, C049, C086, C037",0.22,2025-09-12
CM5238,SMS,"C045, C087, C049, C094, C092",0.21,2025-09-12
CM5239,Push Notification,"C080, C088, C073, C009, C057",0.48,2025-09-12
CM5240,Push Notification,"C034, C010, C091, C085, C062",0.56,2025-09-12
CM5241,Email,"C074, C061, C082, C042, C045",0.46,2025-09-12
CM5242,Push Notification,"C090, C028, C019, C100, C091",0.51,2025-09-12
CM5243,SMS,"C038, C056, C009, C012, C028",0.59,2025-09-12
CM5244,SMS,"C062, C080, C003, C062, C058",0.45,2025-09-12
CM5245,Email,"C098, C085, C052, C055, C091",0.6,2025-09-12
CM5246,Push Notification,"C009, C057, C031, C086, C046",0.39,2025-09-12
CM5247,Push Notification,"C090, C066, C018, C082, C020",0.11,2025-09-12
CM5248,Push Notification,"C082, C050, C062, C086, C038",0.3,2025-09-12
CM5249,Email,"C093, C042, C081, C005, C100",0.07,2025-09-12
CM5250,Push Notification,"C100, C059, C019, C007, C061",0.54,2025-09-12
CM5251,Email,"C075, C046, C010, C051, C083",0.46,2025-09-12
CM5252,Push Notification,"C040, C092, C033, C083, C053",0.13,2025-09-12
CM5253,Email,"C015, C097, C055, C065, C098",0.17,2025-09-12
CM5254,Email,"C074, C009, C076, C100, C084",0.49,2025-09-12
CM5255,SMS,"C093, C003, C025, C092, C059",0.4,2025-09-12
CM5256,Push Notification,"C053, C072, C068, C047, C004",0.19,2025-09-12
CM5257,Push Notification,"C075, C036, C006, C024, C019",0.32,2025-09-12
CM5258,SMS,"C049, C006, C065, C080, C071",0.57,2025-09-12
CM5259,SMS,"C046, C100, C032, C020, C001",0.52,2025-09-12
CM5260,SMS,"C024, C027, C073, C090, C093",0.53,2025-09-12
CM5261,Email,"C019, C030, C064, C063, C025",0.46,2025-09-12
CM5262,Email,"C060, C035, C067, C100, C023",0.27,2025-09-12
CM5263,Push Notification,"C072, C062, C030, C023, C091",0.33,2025-09-12
CM5264,SMS,"C058, C018, C012, C019, C011",0.51,2025-09-12
CM5265,SMS,"C091, C030, C077, C088, C060",0.53,2025-09-12
CM5266,SMS,"C097, C083, C044, C043, C092",0.3,2025-09-12
CM5267,Push Notification,"C006, C089, C042, C042, C011",0.7,2025-09-12
CM5268,Push Notification,"C046, C003, C057, C079, C041",0.4,2025-09-12
CM5269,Push Notification,"C037, C008, C098, C022, C016",0.55,2025-09-12
CM5270,Push Notification,"C040, C024, C053, C100, C032",0.17,2025-09-12
CM5271,Email,"C089, C093, C011, C010, C086",0.21,2025-09-12
CM5272,Email,"C006, C014, C005, C087, C095",0.38,2025-09-12
CM5273,Push Notification,"C055, C100, C055, C003, C004",0.28,2025-09-12
CM5274,Push Notification,"C068, C050, C043, C081, C034",0.53,2025-09-12
CM5275,SMS,"C025, C063, C019, C068, C050",0.19,2025-09-12
CM5276,SMS,"C011, C066, C094, C027, C012",0.52,2025-09-12
CM5277,SMS,"C088, C025, C054, C017, C037",0.34,2025-09-12
CM5278,SMS,"C097, C082, C059, C099, C014",0.4,2025-09-12
CM5279,SMS,"C014, C023, C091, C068, C018",0.56,2025-09-12
CM5280,SMS,"C072, C045, C083, C004, C029",0.25,2025-09-12
CM5281,Email,"C013, C084, C079, C020, C021",0.67,2025-09-12
CM5282,Push Notification,"C064, C018, C049, C063, C058",0.67,2025-09-12
CM5283,Email,"C001, C012, C053, C007, C024",0.6,2025-09-12
CM5284,Email,"C016, C022, C056, C088, C060",0.63,2025-09-12
CM5285,Email,"C042, C032, C008, C061, C098",0.1,2025-09-12
CM5286,Email,"C081, C058, C079, C084, C082",0.11,2025-09-12
CM5287,Push Notification,"C003, C039, C092, C067, C035",0.54,2025-09-12
CM5288,Email,"C031, C078, C026, C089, C050",0.07,2025-09-12
CM5289,SMS,"C034, C066, C012, C001, C096",0.27,2025-09-12
CM5290,SMS,"C073, C004, C095, C029, C031",0.25,2025-09-12
CM5291,Email,"C057, C091, C065, C069, C041",0.23,2025-09-12
CM5292,Email,"C033, C024, C042, C073, C050",0.41,2025-09-12
CM5293,Email,"C045, C078, C080, C015, C044",0.42,2025-09-12
CM5294,SMS,"C062, C081, C062, C099, C007",0.31,2025-09-12
CM5295,Email,"C063, C066, C001, C085, C060",0.59,2025-09-12
CM5296,SMS,"C075, C076, C003, C058, C089",0.19,2025-09-12
CM5297,Email,"C003, C045, C096, C034, C024",0.23,2025-09-12
CM5298,Push Notification,"C085, C062, C071, C061, C021",0.09,2025-09-12
CM5299,Email,"C002, C036, C087, C026, C023",0.55,2025-09-12
CM5300,SMS,"C019, C033, C088, C040, C010",0.19,2025-09-12
CM5301,Push Notification,"C028, C053, C042, C059, C090",0.44,2025-09-12
CM5302,SMS,"C061, C076, C091, C093, C003",0.34,2025-09-12
CM5303,SMS,"C088, C047, C067, C033, C091",0.13,2025-09-12
CM5304,SMS,"C077, C014, C056, C044, C003",0.18,2025-09-12
CM5305,Email,"C056, C034, C086, C100, C021",0.53,2025-09-12
CM5306,SMS,"C009, C003, C095, C079, C032",0.34,2025-09-12
CM5307,SMS,"C057, C031, C018, C030, C035",0.22,2025-09-12
CM5308,SMS,"C097, C079, C069, C061, C044",0.06,2025-09-12
CM5309,SMS,"C006, C095, C095, C049, C026",0.66,2025-09-12
CM5310,Email,"C051, C037, C007, C001, C002",0.58,2025-09-12
CM5311,SMS,"C026, C080, C074, C067, C031",0.67,2025-09-12
CM5312,Push Notification,"C085, C079, C004, C074, C005",0.59,2025-09-12
CM5313,Email,"C080, C034, C048, C042, C001",0.31,2025-09-12
CM5314,Push Notification,"C023, C070, C093, C004, C042",0.14,2025-09-12
CM5315,SMS,"C079, C054, C028, C028, C024",0.66,2025-09-12
CM5316,Push Notification,"C072, C100, C018, C020, C009",0.12,2025-09-12
CM5317,Push Notification,"C009, C011, C099, C011, C030",0.14,2025-09-12
CM5318,SMS,"C009, C076, C096, C060, C033",0.1,2025-09-12
CM5319,SMS,"C092, C076, C060, C072, C068",0.14,2025-09-12
CM5320,Email,"C020, C016, C083, C030, C085",0.3,2025-09-12
CM5321,Email,"C013, C093, C022, C052, C090",0.36,2025-09-12
CM5322,Email,"C100, C007, C083, C009, C081",0.05,2025-09-12
CM5323,Email,"C082, C099, C092, C008, C044",0.38,2025-09-12
CM5324,SMS,"C082, C081, C020, C007, C057",0.61,2025-09-12
CM5325,SMS,"C085, C088, C025, C030, C062",0.62,2025-09-12
CM5326,Email,"C087, C074, C072, C090, C082",0.66,2025-09-12
CM5327,Email,"C008, C080, C060, C057, C026",0.54,2025-09-12
CM5328,SMS,"C069, C063, C093, C065, C036",0.66,2025-09-12
CM5329,SMS,"C039, C042, C006, C084, C024",0.65,2025-09-12
CM5330,Push Notification,"C055, C030, C079, C068, C086",0.22,2025-09-12
CM5331,SMS,"C058, C075, C077, C098, C087",0.07,2025-09-12
CM5332,Push Notification,"C062, C097, C001, C074, C021",0.3,2025-09-12
CM5333,Push Notification,"C009, C058, C082, C012, C070",0.22,2025-09-12
CM5334,Push Notification,"C025, C070, C045, C081, C089",0.29,2025-09-12
CM5335,Email,"C061, C032, C038, C054, C071",0.62,2025-09-12
CM5336,Email,"C039, C059, C023, C071, C060",0.22,2025-09-12
CM5337,SMS,"C023, C015, C090, C042, C020",0.21,2025-09-12
CM5338,SMS,"C042, C043, C068, C013, C058",0.69,2025-09-12
CM5339,Email,"C078, C087, C024, C099, C025",0.56,2025-09-12
CM5340,SMS,"C013, C067, C090, C087, C067",0.3,2025-09-12
CM5341,SMS,"C100, C067, C038, C018, C081",0.15,2025-09-12
CM5342,SMS,"C068, C099, C046, C039, C034",0.43,2025-09-12
CM5343,SMS,"C058, C009, C038, C033, C080",0.61,2025-09-12
CM5344,SMS,"C035, C035, C030, C025, C035",0.56,2025-09-12
CM5345,Push Notification,"C024, C041, C037, C063, C084",0.69,2025-09-12
CM5346,Push Notification,"C064, C089, C006, C077, C068",0.56,2025-09-12
CM5347,Email,"C069, C067, C088, C039, C025",0.16,2025-09-12
CM5348,Push Notification,"C041, C032, C093, C047, C099",0.69,2025-09-12
CM5349,Email,"C055, C086, C076, C094, C085",0.67,2025-09-12
CM5350,Push Notification,"C024, C073, C039, C008, C032",0.53,2025-09-12
CM5351,Email,"C079, C048, C077, C010, C062",0.11,2025-09-12
CM5352,SMS,"C005, C055, C080, C092, C081",0.09,2025-09-12
CM5353,Push Notification,"C065, C038, C059, C016, C036",0.06,2025-09-12
CM5354,Email,"C024, C077, C002, C044, C007",0.25,2025-09-12
CM5355,SMS,"C063, C010, C088, C086, C096",0.62,2025-09-12
CM5356,Push Notification,"C005, C081, C099, C051, C090",0.55,2025-09-12
CM5357,Push Notification,"C038, C027, C045, C065, C091",0.49,2025-09-12
CM5358,SMS,"C018, C084, C081, C009, C078",0.32,2025-09-12
CM5359,Push Notification,"C013, C070, C097, C067, C097",0.09,2025-09-12
CM5360,Email,"C062, C035, C087, C051, C043",0.66,2025-09-12
CM5361,Push Notification,"C012, C011, C096, C027, C027",0.69,2025-09-12
CM5362,Email,"C005, C071, C093, C045, C052",0.55,2025-09-12
CM5363,Email,"C064, C094, C082, C095, C065",0.38,2025-09-12
CM5364,Email,"C030, C055, C044, C097, C059",0.36,2025-09-12
CM5365,Push Notification,"C042, C088, C085, C088, C052",0.44,2025-09-12
CM5366,SMS,"C005, C096, C012, C082, C002",0.52,2025-09-12
CM5367,Push Notification,"C094, C007, C032, C086, C077",0.57,2025-09-12
CM5368,Push Notification,"C034, C060, C032, C080, C074",0.37,2025-09-12
CM5369,Push Notification,"C052, C022, C057, C008, C015",0.28,2025-09-12
CM5370,Email,"C094, C044, C093, C058, C049",0.57,2025-09-12
CM5371,Email,"C064, C043, C009, C051, C067",0.61,2025-09-12
CM5372,Push Notification,"C074, C062, C053, C050, C096",0.44,2025-09-12
CM5373,Push Notification,"C031, C079, C100, C046, C036",0.43,2025-09-12
CM5374,Email,"C082, C029, C035, C073, C037",0.08,2025-09-12
CM5375,SMS,"C021, C064, C082, C093, C053",0.44,2025-09-12
CM5376,Email,"C076, C006, C092, C074, C074",0.11,2025-09-12
CM5377,Email,"C063, C004, C016, C035, C047",0.48,2025-09-12
CM5378,SMS,"C071, C060, C033, C041, C084",0.59,2025-09-12
CM5379,Email,"C006, C089, C100, C067, C033",0.56,2025-09-12
CM5380,Email,"C073, C060, C034, C004, C001",0.23,2025-09-12
CM5381,Push Notification,"C025, C020, C050, C004, C018",0.44,2025-09-12
CM5382,Email,"C022, C095, C004, C083, C007",0.38,2025-09-12
CM5383,SMS,"C040, C032, C024, C028, C076",0.24,2025-09-12
CM5384,Push Notification,"C016, C087, C030, C030, C027",0.15,2025-09-12
CM5385,Push Notification,"C044, C038, C052, C017, C036",0.54,2025-09-12
CM5386,Email,"C031, C049, C067, C046, C045",0.56,2025-09-12
CM5387,Email,"C017, C006, C031, C035, C035",0.31,2025-09-12
CM5388,Email,"C041, C049, C031, C099, C056",0.15,2025-09-12
CM5389,Email,"C043, C071, C048, C003, C047",0.29,2025-09-12
CM5390,SMS,"C086, C075, C053, C068, C009",0.52,2025-09-12
CM5391,Push Notification,"C026, C018, C019, C078, C006",0.38,2025-09-12
CM5392,SMS,"C082, C019, C024, C084, C094",0.4,2025-09-12
CM5393,SMS,"C092, C080, C068, C002, C032",0.39,2025-09-12
CM5394,SMS,"C067, C019, C006, C084, C045",0.13,2025-09-12
CM5395,Push Notification,"C080, C024, C019, C019, C004",0.18,2025-09-12
CM5396,Email,"C002, C077, C009, C023, C040",0.12,2025-09-12
CM5397,SMS,"C030, C015, C071, C088, C097",0.29,2025-09-12
CM5398,Push Notification,"C011, C020, C066, C015, C001",0.65,2025-09-12
CM5399,Email,"C045, C050, C080, C067, C030",0.61,2025-09-12
CM5400,Push Notification,"C086, C068, C063, C006, C046",0.43,2025-09-12
CM5401,Push Notification,"C007, C047, C086, C098, C001",0.65,2025-09-12
CM5402,Email,"C094, C076, C083, C039, C022",0.11,2025-09-12
CM5403,Email,"C013, C049, C007, C094, C090",0.46,2025-09-12
CM5404,Push Notification,"C077, C097, C046, C074, C040",0.39,2025-09-12
CM5405,Email,"C010, C033, C064, C053, C015",0.63,2025-09-12
CM5406,SMS,"C051, C080, C021, C082, C045",0.1,2025-09-12
CM5407,Push Notification,"C083, C008, C047, C084, C095",0.66,2025-09-12
CM5408,Email,"C001, C098, C046, C040, C007",0.33,2025-09-12
CM5409,SMS,"C088, C088, C090, C035, C022",0.44,2025-09-12
CM5410,SMS,"C058, C076, C028, C094, C032",0.65,2025-09-12
CM5411,Email,"C031, C072, C069, C085, C025",0.25,2025-09-12
CM5412,Push Notification,"C078, C061, C005, C054, C046",0.65,2025-09-12
CM5413,Push Notification,"C085, C069, C069, C012, C033",0.29,2025-09-12
CM5414,Push Notification,"C085, C087, C066, C017, C030",0.15,2025-09-12
CM5415,SMS,"C066, C072, C083, C018, C062",0.47,2025-09-12
CM5416,SMS,"C051, C052, C058, C012, C009",0.11,2025-09-12
CM5417,Email,"C059, C082, C016, C053, C019",0.19,2025-09-12
CM5418,Email,"C095, C004, C095, C088, C090",0.09,2025-09-12
CM5419,SMS,"C097, C083, C096, C098, C044",0.3,2025-09-12
CM5420,Push Notification,"C091, C053, C027, C087, C066",0.46,2025-09-12
CM5421,Push Notification,"C020, C017, C010, C035, C012",0.26,2025-09-12
CM5422,SMS,"C011, C054, C025, C021, C013",0.17,2025-09-12
CM5423,Push Notification,"C085, C046, C091, C011, C002",0.29,2025-09-12
CM5424,SMS,"C018, C021, C045, C098, C094",0.26,2025-09-12
CM5425,SMS,"C072, C059, C092, C005, C065",0.45,2025-09-12
CM5426,SMS,"C066, C070, C047, C079, C095",0.09,2025-09-12
CM5427,Push Notification,"C087, C002, C083, C068, C096",0.56,2025-09-12
CM5428,SMS,"C075, C054, C071, C042, C092",0.14,2025-09-12
CM5429,SMS,"C007, C047, C003, C061, C087",0.08,2025-09-12
CM5430,Email,"C078, C085, C094, C007, C002",0.22,2025-09-12
CM5431,Push Notification,"C087, C023, C097, C034, C007",0.54,2025-09-12
CM5432,Push Notification,"C070, C003, C051, C058, C031",0.21,2025-09-12
CM5433,SMS,"C014, C057, C098, C023, C074",0.49,2025-09-12
CM5434,SMS,"C055, C070, C070, C069, C001",0.05,2025-09-12
CM5435,Email,"C038, C032, C094, C009, C089",0.29,2025-09-12
CM5436,Push Notification,"C065, C032, C073, C049, C019",0.35,2025-09-12
CM5437,SMS,"C013, C025, C038, C038, C053",0.13,2025-09-12
CM5438,Email,"C042, C046, C048, C081, C089",0.07,2025-09-12
CM5439,SMS,"C080, C068, C009, C099, C066",0.53,2025-09-12
CM5440,SMS,"C033, C087, C058, C078, C087",0.6,2025-09-12
CM5441,SMS,"C084, C036, C052, C001, C059",0.1,2025-09-12
CM5442,Push Notification,"C032, C100, C028, C016, C067",0.18,2025-09-12
CM5443,SMS,"C029, C031, C022, C075, C060",0.39,2025-09-12
CM5444,Push Notification,"C034, C082, C036, C096, C063",0.14,2025-09-12
CM5445,SMS,"C003, C061, C076, C033, C051",0.67,2025-09-12
CM5446,Push Notification,"C042, C066, C071, C067, C059",0.55,2025-09-12
CM5447,SMS,"C087, C050, C045, C088, C050",0.09,2025-09-12
CM5448,Push Notification,"C094, C029, C094, C058, C084",0.25,2025-09-12
CM5449,SMS,"C045, C064, C069, C014, C019",0.33,2025-09-12
CM5450,SMS,"C092, C089, C065, C054, C082",0.28,2025-09-12
CM5451,Email,"C075, C004, C074, C085, C069",0.45,2025-09-12
CM5452,SMS,"C026, C082, C097, C082, C041",0.12,2025-09-12
CM5453,Email,"C055, C035, C075, C009, C093",0.16,2025-09-12
CM5454,Push Notification,"C002, C058, C088, C059, C019",0.37,2025-09-12
CM5455,Push Notification,"C066, C093, C011, C045, C092",0.3,2025-09-12
CM5456,Email,"C088, C094, C057, C040, C035",0.46,2025-09-12
CM5457,SMS,"C083, C013, C047, C028, C028",0.66,2025-09-12
CM5458,Push Notification,"C084, C074, C096, C071, C087",0.32,2025-09-12
CM5459,Push Notification,"C033, C041, C045, C044, C086",0.46,2025-09-12
CM5460,SMS,"C033, C093, C096, C009, C043",0.43,2025-09-12
CM5461,Push Notification,"C066, C079, C004, C042, C040",0.47,2025-09-12
CM5462,SMS,"C037, C082, C033, C091, C058",0.13,2025-09-12
CM5463,Push Notification,"C060, C075, C091, C081, C011",0.66,2025-09-12
CM5464,SMS,"C011, C069, C064, C018, C053",0.17,2025-09-12
CM5465,Push Notification,"C060, C054, C026, C029, C071",0.41,2025-09-12
CM5466,SMS,"C088, C097, C002, C054, C088",0.42,2025-09-12
CM5467,Email,"C013, C090, C072, C100, C098",0.55,2025-09-12
CM5468,Push Notification,"C039, C065, C032, C078, C062",0.06,2025-09-12
CM5469,SMS,"C059, C054, C067, C050, C047",0.43,2025-09-12
CM5470,SMS,"C028, C010, C046, C019, C009",0.54,2025-09-12
CM5471,Push Notification,"C038, C021, C064, C039, C006",0.61,2025-09-12
CM5472,SMS,"C025, C040, C034, C053, C043",0.37,2025-09-12
CM5473,Email,"C022, C047, C021, C082, C072",0.62,2025-09-12
CM5474,Push Notification,"C088, C033, C093, C079, C068",0.3,2025-09-12
CM5475,Push Notification,"C088, C061, C005, C048, C064",0.65,2025-09-12
CM5476,Push Notification,"C089, C053, C030, C031, C037",0.12,2025-09-12
CM5477,Email,"C029, C079, C056, C099, C050",0.68,2025-09-12
CM5478,Email,"C052, C061, C054, C081, C025",0.1,2025-09-12
CM5479,Email,"C017, C002, C058, C012, C026",0.32,2025-09-12
CM5480,Email,"C008, C038, C032, C062, C012",0.3,2025-09-12
CM5481,Email,"C088, C063, C049, C032, C008",0.44,2025-09-12
CM5482,Push Notification,"C043, C063, C075, C030, C069",0.36,2025-09-12
CM5483,Email,"C080, C019, C001, C088, C068",0.54,2025-09-12
CM5484,Push Notification,"C022, C056, C064, C005, C054",0.47,2025-09-12
CM5485,Email,"C044, C002, C023, C084, C068",0.38,2025-09-12
CM5486,Push Notification,"C072, C011, C003, C010, C001",0.49,2025-09-12
CM5487,Push Notification,"C084, C017, C037, C062, C044",0.11,2025-09-12
CM5488,Email,"C017, C016, C091, C006, C048",0.61,2025-09-12
CM5489,Push Notification,"C079, C063, C018, C092, C045",0.53,2025-09-12
CM5490,Email,"C031, C095, C007, C076, C092",0.6,2025-09-12
CM5491,SMS,"C076, C045, C097, C068, C054",0.64,2025-09-12
CM5492,Email,"C048, C030, C085, C079, C083",0.16,2025-09-12
CM5493,Push Notification,"C084, C080, C009, C091, C004",0.66,2025-09-12
CM5494,SMS,"C026, C092, C083, C035, C058",0.12,2025-09-12
CM5495,Email,"C092, C064, C067, C087, C077",0.19,2025-09-12
CM5496,Email,"C043, C091, C014, C086, C084",0.65,2025-09-12
CM5497,SMS,"C035, C093, C021, C020, C011",0.13,2025-09-12
CM5498,Push Notification,"C054, C020, C073, C033, C096",0.52,2025-09-12
CM5499,Push Notification,"C050, C034, C089, C066, C088",0.27,2025-09-12
CM5500,Push Notification,"C079, C035, C067, C021, C048",0.29,2025-09-12
CM5501,Email,"C032, C039, C096, C067, C024",0.36,2025-09-12
CM5502,Email,"C050, C096, C068, C049, C033",0.17,2025-09-12
CM5503,Push Notification,"C065, C003, C087, C017, C059",0.12,2025-09-12
CM5504,Email,"C051, C013, C022, C061, C098",0.41,2025-09-12
CM5505,Push Notification,"C063, C034, C094, C074, C079",0.63,2025-09-12
CM5506,Push Notification,"C092, C017, C056, C086, C098",0.45,2025-09-12
CM5507,Push Notification,"C088, C065, C048, C014, C067",0.25,2025-09-12
CM5508,Push Notification,"C046, C097, C076, C044, C077",0.57,2025-09-12
CM5509,Email,"C025, C004, C007, C080, C015",0.37,2025-09-12
CM5510,Email,"C080, C013, C064, C014, C047",0.37,2025-09-12
CM5511,SMS,"C034, C003, C063, C031, C042",0.2,2025-09-12
CM5512,SMS,"C053, C033, C052, C024, C068",0.25,2025-09-12
CM5513,Push Notification,"C050, C061, C036, C016, C023",0.62,2025-09-12
CM5514,SMS,"C089, C051, C057, C001, C048",0.26,2025-09-12
CM5515,Push Notification,"C034, C054, C014, C081, C080",0.27,2025-09-12
CM5516,Push Notification,"C019, C025, C038, C025, C062",0.54,2025-09-12
CM5517,Push Notification,"C087, C095, C076, C038, C007",0.48,2025-09-12
CM5518,Email,"C074, C023, C011, C054, C027",0.26,2025-09-12
CM5519,SMS,"C088, C056, C006, C015, C021",0.44,2025-09-12
CM5520,Push Notification,"C082, C095, C093, C032, C073",0.69,2025-09-12
CM5521,Push Notification,"C005, C047, C099, C056, C059",0.68,2025-09-12
CM5522,Push Notification,"C085, C016, C064, C069, C042",0.6,2025-09-12
CM5523,Email,"C078, C071, C094, C006, C037",0.7,2025-09-12
CM5524,Push Notification,"C033, C075, C061, C022, C008",0.54,2025-09-12
CM5525,Email,"C058, C068, C099, C083, C012",0.3,2025-09-12
CM5526,Email,"C050, C087, C046, C059, C001",0.43,2025-09-12
CM5527,Push Notification,"C085, C089, C018, C063, C074",0.07,2025-09-12
CM5528,SMS,"C051, C035, C083, C078, C058",0.51,2025-09-12
CM5529,Email,"C055, C010, C074, C003, C021",0.3,2025-09-12
CM5530,Push Notification,"C024, C058, C027, C030, C008",0.54,2025-09-12
CM5531,SMS,"C057, C100, C087, C009, C002",0.25,2025-09-12
CM5532,Push Notification,"C054, C068, C088, C088, C024",0.22,2025-09-12
CM5533,Email,"C062, C072, C026, C023, C083",0.18,2025-09-12
CM5534,Email,"C008, C059, C093, C088, C087",0.48,2025-09-12
CM5535,Email,"C025, C057, C021, C046, C006",0.62,2025-09-12
CM5536,Push Notification,"C053, C074, C029, C066, C001",0.42,2025-09-12
CM5537,Push Notification,"C034, C029, C030, C027, C033",0.61,2025-09-12
CM5538,Email,"C021, C046, C037, C083, C091",0.66,2025-09-12
CM5539,Email,"C045, C018, C092, C097, C019",0.16,2025-09-12
CM5540,SMS,"C063, C047, C077, C098, C075",0.35,2025-09-12
CM5541,Push Notification,"C030, C040, C017, C041, C040",0.29,2025-09-12
CM5542,Email,"C006, C088, C063, C027, C071",0.66,2025-09-12
CM5543,SMS,"C014, C077, C070, C028, C069",0.57,2025-09-12
CM5544,Push Notification,"C090, C031, C024, C058, C035",0.28,2025-09-12
CM5545,Email,"C093, C084, C082, C051, C031",0.17,2025-09-12
CM5546,Push Notification,"C018, C023, C067, C072, C042",0.13,2025-09-12
CM5547,Email,"C016, C010, C076, C016, C083",0.05,2025-09-12
CM5548,Email,"C043, C035, C011, C052, C084",0.33,2025-09-12
CM5549,Push Notification,"C052, C019, C065, C084, C082",0.51,2025-09-12
CM5550,Email,"C031, C092, C027, C084, C062",0.1,2025-09-12
CM5551,Push Notification,"C077, C100, C068, C095, C024",0.58,2025-09-12
CM5552,Push Notification,"C002, C087, C029, C058, C070",0.58,2025-09-12
CM5553,Email,"C092, C019, C058, C076, C019",0.21,2025-09-12
CM5554,Push Notification,"C096, C071, C041, C028, C010",0.29,2025-09-12
CM5555,Email,"C025, C079, C073, C053, C004",0.25,2025-09-12
CM5556,Push Notification,"C099, C043, C095, C094, C052",0.17,2025-09-12
CM5557,Push Notification,"C015, C003, C062, C063, C059",0.43,2025-09-12
CM5558,Email,"C077, C025, C051, C037, C044",0.3,2025-09-12
CM5559,Push Notification,"C073, C065, C023, C082, C068",0.07,2025-09-12
CM5560,Push Notification,"C073, C037, C042, C090, C074",0.42,2025-09-12
CM5561,SMS,"C032, C054, C020, C026, C017",0.57,2025-09-12
CM5562,Email,"C072, C016, C007, C057, C021",0.34,2025-09-12
CM5563,SMS,"C088, C048, C030, C022, C001",0.12,2025-09-12
CM5564,Email,"C059, C016, C097, C068, C081",0.43,2025-09-12
CM5565,SMS,"C033, C066, C009, C004, C006",0.5,2025-09-12
CM5566,SMS,"C095, C075, C060, C017, C044",0.7,2025-09-12
CM5567,SMS,"C075, C095, C002, C076, C054",0.22,2025-09-12
CM5568,Push Notification,"C071, C081, C047, C016, C013",0.24,2025-09-12
CM5569,Push Notification,"C062, C045, C091, C059, C072",0.34,2025-09-12
CM5570,Email,"C007, C011, C003, C026, C087",0.56,2025-09-12
CM5571,SMS,"C024, C044, C039, C055, C036",0.68,2025-09-12
CM5572,SMS,"C033, C057, C055, C065, C023",0.3,2025-09-12
CM5573,Push Notification,"C011, C067, C085, C048, C063",0.69,2025-09-12
CM5574,Email,"C021, C028, C079, C011, C047",0.63,2025-09-12
CM5575,Email,"C014, C076, C095, C085, C003",0.54,2025-09-12
CM5576,Email,"C035, C002, C073, C058, C016",0.36,2025-09-12
CM5577,Push Notification,"C066, C072, C069, C050, C061",0.65,2025-09-12
CM5578,SMS,"C025, C089, C096, C054, C056",0.21,2025-09-12
CM5579,Email,"C037, C049, C029, C081, C007",0.6,2025-09-12
CM5580,SMS,"C002, C083, C065, C083, C097",0.65,2025-09-12
CM5581,SMS,"C024, C030, C100, C077, C086",0.62,2025-09-12
CM5582,Push Notification,"C052, C071, C080, C091, C035",0.05,2025-09-12
CM5583,Push Notification,"C028, C058, C041, C030, C085",0.28,2025-09-12
CM5584,Email,"C051, C077, C068, C029, C082",0.57,2025-09-12
CM5585,Push Notification,"C016, C071, C053, C086, C088",0.54,2025-09-12
CM5586,Email,"C034, C017, C027, C062, C049",0.48,2025-09-12
CM5587,Push Notification,"C100, C028, C005, C087, C028",0.54,2025-09-12
CM5588,SMS,"C035, C036, C093, C012, C034",0.2,2025-09-12
CM5589,SMS,"C016, C027, C007, C038, C079",0.53,2025-09-12
