event_id,customer_id,event_name,attended,date
EV5645,C00319,Hackathon,0,2023-03-01
EV5646,C00285,Football Tournament,1,2020-07-14
EV5647,C00484,Hackathon,1,2023-08-23
EV5648,C00243,Football Tournament,0,2023-02-25
EV5649,C00300,Hackathon,1,2025-06-07
EV5650,C00485,Music Festival,1,2024-12-02
EV5651,C00409,Hackathon,1,2021-11-15
EV5652,C00015,Football Tournament,0,2022-12-13
EV5653,C00356,Football Tournament,0,2025-09-17
EV5654,C00128,Football Tournament,1,2024-10-22
EV5655,C00097,Music Festival,0,2022-03-30
EV5656,C00005,Music Festival,1,2021-02-03
EV5657,C00407,Hackathon,0,2021-01-25
EV5658,C00435,Hackathon,0,2024-04-19
EV5659,C00103,Music Festival,1,2024-09-19
EV5660,C00346,Music Festival,1,2024-11-10
EV5661,C00013,Music Festival,1,2023-09-10
EV5662,C00131,Hackathon,0,2021-03-18
EV5663,C00085,Workshop,0,2020-02-03
EV5664,C00311,Music Festival,1,2023-12-17
EV5665,C00214,Workshop,1,2020-11-26
EV5666,C00132,Music Festival,1,2024-06-28
EV5667,C00008,Hackathon,1,2020-01-11
EV5668,C00045,Workshop,0,2023-12-26
EV5669,C00050,Music Festival,1,2021-05-24
EV5670,C00086,Hackathon,1,2020-12-07
EV5671,C00021,Music Festival,0,2024-10-03
EV5672,C00433,Workshop,1,2023-03-05
EV5673,C00398,Workshop,0,2025-08-13
EV5674,C00244,Workshop,1,2024-05-06
EV5675,C00313,Music Festival,0,2023-11-25
EV5676,C00177,Workshop,1,2020-06-14
EV5677,C00154,Football Tournament,1,2021-11-10
EV5678,C00090,Music Festival,1,2020-05-29
EV5679,C00253,Football Tournament,0,2022-05-14
EV5680,C00473,Football Tournament,1,2020-10-19
EV5681,C00318,Hackathon,1,2023-03-17
EV5682,C00403,Workshop,0,2020-08-21
EV5683,C00460,Hackathon,1,2025-03-30
EV5684,C00146,Football Tournament,1,2023-06-30
EV5685,C00321,Football Tournament,1,2020-04-11
EV5686,C00094,Football Tournament,1,2022-12-12
EV5687,C00492,Football Tournament,1,2022-03-11
EV5688,C00010,Football Tournament,0,2021-05-03
EV5689,C00335,Football Tournament,1,2020-06-25
EV5690,C00327,Workshop,1,2020-04-26
EV5691,C00495,Hackathon,1,2025-02-01
EV5692,C00066,Music Festival,1,2020-08-09
EV5693,C00123,Football Tournament,1,2023-10-18
EV5694,C00270,Workshop,0,2023-08-14
EV5695,C00317,Hackathon,1,2021-05-29
EV5696,C00278,Workshop,1,2021-04-12
EV5697,C00419,Hackathon,0,2022-11-12
EV5698,C00142,Music Festival,0,2024-11-12
EV5699,C00360,Workshop,0,2023-06-03
EV5700,C00395,Workshop,1,2022-03-21
EV5701,C00429,Music Festival,1,2020-09-18
EV5702,C00239,Football Tournament,0,2024-06-20
EV5703,C00191,Hackathon,0,2022-10-29
EV5704,C00287,Football Tournament,1,2024-05-06
EV5705,C00233,Hackathon,1,2022-02-24
EV5706,C00229,Football Tournament,0,2025-07-05
EV5707,C00243,Football Tournament,0,2021-09-27
EV5708,C00374,Workshop,0,2022-11-11
EV5709,C00429,Music Festival,1,2020-09-10
EV5710,C00153,Hackathon,0,2025-03-30
EV5711,C00005,Music Festival,0,2022-09-24
EV5712,C00155,Football Tournament,1,2023-11-18
EV5713,C00266,Football Tournament,0,2024-10-15
EV5714,C00474,Workshop,0,2021-03-17
EV5715,C00305,Workshop,0,2020-11-17
EV5716,C00075,Football Tournament,1,2020-06-03
EV5717,C00247,Hackathon,0,2021-02-26
EV5718,C00122,Workshop,0,2021-09-14
EV5719,C00253,Workshop,0,2023-04-12
EV5720,C00159,Music Festival,1,2023-02-02
EV5721,C00203,Music Festival,0,2020-04-18
EV5722,C00341,Music Festival,1,2022-07-23
EV5723,C00406,Music Festival,1,2023-08-06
EV5724,C00282,Workshop,1,2020-06-20
EV5725,C00141,Music Festival,0,2025-01-19
EV5726,C00379,Music Festival,0,2020-08-27
EV5727,C00227,Hackathon,1,2025-02-22
EV5728,C00028,Hackathon,1,2025-06-30
EV5729,C00201,Workshop,0,2024-06-29
EV5730,C00001,Football Tournament,0,2025-04-17
EV5731,C00494,Workshop,1,2020-06-26
EV5732,C00404,Music Festival,1,2023-09-24
EV5733,C00144,Workshop,1,2023-11-15
EV5734,C00483,Workshop,1,2024-05-04
EV5735,C00093,Music Festival,1,2024-10-30
EV5736,C00063,Football Tournament,1,2021-04-08
EV5737,C00135,Workshop,1,2021-08-14
EV5738,C00448,Hackathon,1,2025-09-22
EV5739,C00315,Workshop,0,2024-10-02
EV5740,C00102,Music Festival,0,2021-06-24
EV5741,C00460,Hackathon,1,2024-01-22
EV5742,C00298,Football Tournament,1,2020-04-15
EV5743,C00226,Workshop,0,2024-12-11
EV5744,C00479,Football Tournament,0,2024-10-06
EV5745,C00191,Football Tournament,1,2022-09-01
EV5746,C00223,Hackathon,0,2025-01-05
EV5747,C00428,Hackathon,1,2023-07-03
EV5748,C00158,Music Festival,1,2024-12-19
EV5749,C00368,Football Tournament,0,2020-08-21
EV5750,C00448,Hackathon,0,2023-04-14
EV5751,C00247,Music Festival,1,2021-06-26
EV5752,C00008,Workshop,1,2024-12-12
EV5753,C00249,Music Festival,1,2023-03-04
EV5754,C00179,Football Tournament,0,2022-10-11
EV5755,C00189,Hackathon,0,2024-07-13
EV5756,C00269,Music Festival,0,2024-11-25
EV5757,C00248,Music Festival,1,2023-01-18
EV5758,C00183,Hackathon,0,2023-01-02
EV5759,C00102,Hackathon,1,2022-09-03
EV5760,C00096,Music Festival,0,2021-09-20
EV5761,C00251,Football Tournament,1,2023-09-26
EV5762,C00120,Hackathon,1,2021-11-13
EV5763,C00228,Music Festival,1,2023-04-21
EV5764,C00498,Music Festival,0,2025-03-19
EV5765,C00186,Hackathon,0,2022-11-15
EV5766,C00103,Music Festival,1,2025-07-10
EV5767,C00230,Music Festival,0,2023-10-09
EV5768,C00294,Football Tournament,0,2024-05-13
EV5769,C00383,Music Festival,1,2025-07-23
EV5770,C00470,Music Festival,0,2021-08-18
EV5771,C00369,Workshop,1,2021-12-04
EV5772,C00249,Hackathon,1,2025-07-09
EV5773,C00315,Music Festival,1,2020-08-02
EV5774,C00242,Football Tournament,1,2021-01-04
EV5775,C00167,Hackathon,0,2023-05-18
EV5776,C00259,Workshop,1,2020-06-23
EV5777,C00089,Music Festival,0,2020-01-18
EV5778,C00067,Music Festival,1,2021-04-05
EV5779,C00168,Football Tournament,1,2024-02-10
EV5780,C00036,Hackathon,0,2020-12-08
EV5781,C00150,Football Tournament,0,2021-05-23
EV5782,C00196,Music Festival,1,2025-01-17
EV5783,C00217,Football Tournament,1,2025-09-15
EV5784,C00273,Music Festival,0,2022-06-12
EV5785,C00315,Football Tournament,0,2022-04-22
EV5786,C00079,Workshop,1,2022-11-16
EV5787,C00135,Hackathon,0,2021-08-15
EV5788,C00186,Workshop,0,2023-03-14
EV5789,C00128,Workshop,1,2022-08-14
EV5790,C00077,Music Festival,1,2024-09-01
EV5791,C00141,Workshop,0,2022-06-21
EV5792,C00355,Hackathon,1,2020-08-29
EV5793,C00166,Workshop,0,2024-04-27
EV5794,C00025,Football Tournament,1,2025-07-13
EV5795,C00420,Workshop,0,2022-11-30
EV5796,C00409,Football Tournament,1,2021-03-02
EV5797,C00369,Music Festival,1,2023-08-18
EV5798,C00485,Hackathon,1,2025-09-07
EV5799,C00396,Football Tournament,1,2024-01-02
EV5800,C00428,Hackathon,1,2023-06-02
EV5801,C00394,Music Festival,1,2022-08-10
EV5802,C00487,Football Tournament,0,2023-05-04
EV5803,C00482,Hackathon,1,2024-04-25
EV5804,C00121,Music Festival,1,2024-03-10
EV5805,C00296,Music Festival,0,2025-03-02
EV5806,C00171,Workshop,1,2022-06-27
EV5807,C00152,Hackathon,0,2021-12-11
EV5808,C00191,Hackathon,1,2024-10-12
EV5809,C00028,Workshop,0,2022-07-17
EV5810,C00330,Workshop,0,2020-04-07
EV5811,C00212,Hackathon,0,2022-06-04
EV5812,C00081,Workshop,0,2024-02-26
EV5813,C00474,Football Tournament,1,2023-06-11
EV5814,C00303,Music Festival,1,2024-06-10
EV5815,C00425,Football Tournament,1,2020-06-28
EV5816,C00106,Football Tournament,0,2020-10-30
EV5817,C00087,Music Festival,0,2024-04-08
EV5818,C00124,Hackathon,0,2024-07-22
EV5819,C00318,Workshop,1,2021-01-22
EV5820,C00441,Hackathon,0,2021-04-07
EV5821,C00046,Workshop,0,2024-08-03
EV5822,C00345,Hackathon,1,2021-12-30
EV5823,C00154,Football Tournament,0,2025-06-04
EV5824,C00489,Music Festival,1,2024-06-11
EV5825,C00480,Hackathon,0,2022-07-28
EV5826,C00438,Hackathon,1,2021-03-05
EV5827,C00362,Football Tournament,1,2025-07-03
EV5828,C00405,Hackathon,0,2022-06-15
EV5829,C00125,Workshop,1,2024-11-09
EV5830,C00152,Music Festival,0,2020-09-11
EV5831,C00306,Music Festival,0,2022-02-20
EV5832,C00303,Football Tournament,1,2023-09-28
EV5833,C00400,Music Festival,0,2023-07-28
EV5834,C00201,Hackathon,1,2021-09-16
EV5835,C00412,Music Festival,0,2025-09-11
EV5836,C00389,Football Tournament,1,2023-08-31
EV5837,C00071,Music Festival,1,2025-09-29
EV5838,C00437,Hackathon,0,2025-07-31
EV5839,C00426,Workshop,1,2022-09-30
EV5840,C00106,Football Tournament,1,2022-06-16
EV5841,C00289,Football Tournament,1,2020-12-18
EV5842,C00235,Hackathon,0,2022-10-19
EV5843,C00088,Football Tournament,0,2020-06-10
EV5844,C00468,Football Tournament,0,2023-11-11
EV5845,C00088,Music Festival,1,2022-04-30
EV5846,C00038,Hackathon,0,2022-07-28
EV5847,C00113,Hackathon,1,2024-05-14
EV5848,C00177,Workshop,1,2021-01-27
EV5849,C00264,Music Festival,1,2021-11-19
EV5850,C00316,Hackathon,0,2024-03-18
EV5851,C00199,Workshop,0,2021-04-26
EV5852,C00119,Football Tournament,1,2021-12-12
EV5853,C00415,Hackathon,0,2022-12-19
EV5854,C00168,Music Festival,1,2020-01-30
EV5855,C00185,Hackathon,1,2020-04-06
EV5856,C00382,Music Festival,0,2021-07-19
EV5857,C00495,Hackathon,0,2022-09-19
EV5858,C00189,Hackathon,1,2024-05-16
EV5859,C00155,Music Festival,1,2025-09-19
EV5860,C00020,Music Festival,0,2020-10-18
EV5861,C00077,Hackathon,0,2020-06-04
EV5862,C00399,Music Festival,0,2024-02-10
EV5863,C00079,Hackathon,1,2022-12-25
EV5864,C00100,Hackathon,0,2022-07-23
EV5865,C00468,Hackathon,0,2025-01-27
EV5866,C00456,Workshop,0,2020-08-15
EV5867,C00211,Hackathon,1,2024-05-09
EV5868,C00304,Football Tournament,1,2024-07-17
EV5869,C00444,Music Festival,0,2024-09-22
EV5870,C00183,Hackathon,1,2022-06-05
EV5871,C00099,Workshop,0,2024-03-29
EV5872,C00326,Music Festival,0,2022-10-22
EV5873,C00005,Football Tournament,1,2021-11-01
EV5874,C00284,Hackathon,0,2023-03-31
EV5875,C00149,Music Festival,0,2022-11-24
EV5876,C00336,Music Festival,1,2024-06-28
EV5877,C00019,Workshop,0,2021-04-16
EV5878,C00392,Hackathon,1,2025-04-27
EV5879,C00085,Music Festival,0,2023-02-16
EV5880,C00315,Music Festival,0,2022-02-10
EV5881,C00328,Workshop,1,2022-08-30
EV5882,C00114,Workshop,1,2020-01-07
EV5883,C00365,Hackathon,0,2023-02-04
EV5884,C00061,Hackathon,1,2021-07-07
EV5885,C00238,Workshop,1,2020-06-23
EV5886,C00415,Hackathon,0,2023-11-24
EV5887,C00076,Music Festival,0,2022-05-30
EV5888,C00487,Workshop,0,2024-03-07
EV5889,C00232,Football Tournament,0,2023-10-08
EV5890,C00297,Football Tournament,0,2020-02-05
EV5891,C00295,Hackathon,0,2023-10-01
EV5892,C00190,Football Tournament,0,2021-10-28
EV5893,C00093,Football Tournament,1,2022-08-20
EV5894,C00484,Workshop,1,2022-03-17
EV5895,C00282,Hackathon,0,2021-11-01
EV5896,C00077,Music Festival,0,2021-07-09
EV5897,C00246,Hackathon,0,2024-12-05
EV5898,C00473,Hackathon,1,2022-06-25
EV5899,C00182,Hackathon,0,2024-02-09
EV5900,C00229,Hackathon,1,2020-06-02
EV5901,C00382,Football Tournament,0,2020-01-02
EV5902,C00377,Hackathon,0,2022-02-17
EV5903,C00418,Music Festival,0,2023-12-05
EV5904,C00135,Football Tournament,0,2021-03-27
EV5905,C00123,Hackathon,1,2025-05-10
EV5906,C00373,Football Tournament,1,2021-12-22
EV5907,C00444,Hackathon,0,2025-07-30
EV5908,C00152,Workshop,1,2020-03-30
EV5909,C00437,Music Festival,0,2022-10-05
EV5910,C00036,Workshop,1,2024-08-29
EV5911,C00104,Workshop,1,2020-12-22
EV5912,C00187,Football Tournament,0,2024-01-29
EV5913,C00236,Music Festival,0,2020-11-06
EV5914,C00041,Football Tournament,1,2024-09-08
EV5915,C00260,Hackathon,1,2022-11-28
EV5916,C00129,Music Festival,0,2025-03-26
EV5917,C00230,Hackathon,1,2020-03-19
EV5918,C00058,Hackathon,1,2025-04-10
EV5919,C00090,Workshop,0,2023-12-11
EV5920,C00105,Workshop,0,2023-06-25
EV5921,C00438,Music Festival,1,2023-08-21
EV5922,C00335,Football Tournament,0,2023-12-29
EV5923,C00480,Hackathon,1,2025-05-02
EV5924,C00285,Hackathon,0,2025-04-03
EV5925,C00450,Music Festival,1,2020-04-04
EV5926,C00130,Football Tournament,1,2024-03-08
EV5927,C00059,Music Festival,0,2024-07-13
EV5928,C00475,Hackathon,1,2020-09-06
EV5929,C00229,Football Tournament,1,2020-10-12
EV5930,C00185,Hackathon,1,2021-10-28
EV5931,C00263,Football Tournament,0,2021-07-08
EV5932,C00261,Hackathon,1,2022-09-19
EV5933,C00040,Hackathon,0,2020-06-09
EV5934,C00060,Music Festival,0,2020-06-17
EV5935,C00481,Football Tournament,0,2020-06-17
EV5936,C00270,Hackathon,1,2024-02-24
EV5937,C00426,Hackathon,1,2020-09-01
EV5938,C00374,Football Tournament,1,2023-12-26
EV5939,C00083,Music Festival,0,2022-07-09
EV5940,C00019,Music Festival,0,2025-03-13
EV5941,C00252,Music Festival,1,2024-09-04
EV5942,C00404,Hackathon,1,2022-01-12
EV5943,C00114,Football Tournament,1,2020-10-24
EV5944,C00106,Music Festival,0,2023-05-25
EV5945,C00347,Football Tournament,0,2023-04-02
EV5946,C00198,Football Tournament,1,2024-09-29
EV5947,C00019,Workshop,0,2021-01-12
EV5948,C00180,Workshop,0,2025-08-04
EV5949,C00428,Football Tournament,1,2020-03-27
EV5950,C00002,Music Festival,1,2022-03-06
EV5951,C00016,Football Tournament,1,2025-02-05
EV5952,C00133,Football Tournament,1,2021-04-18
EV5953,C00313,Workshop,1,2024-01-09
EV5954,C00460,Workshop,1,2020-08-10
EV5955,C00251,Music Festival,1,2023-09-02
EV5956,C00108,Hackathon,1,2023-05-08
EV5957,C00102,Football Tournament,0,2024-06-22
EV5958,C00492,Music Festival,0,2025-03-07
EV5959,C00106,Workshop,1,2021-03-24
EV5960,C00104,Football Tournament,0,2024-01-04
EV5961,C00477,Music Festival,1,2022-06-01
EV5962,C00488,Workshop,1,2020-09-19
EV5963,C00411,Football Tournament,1,2020-09-03
EV5964,C00110,Football Tournament,0,2023-01-12
EV5965,C00316,Workshop,0,2024-05-25
EV5966,C00306,Workshop,0,2021-01-10
EV5967,C00134,Football Tournament,1,2021-04-26
EV5968,C00349,Workshop,0,2020-12-30
EV5969,C00426,Hackathon,1,2020-09-15
EV5970,C00250,Hackathon,0,2024-11-06
EV5971,C00492,Hackathon,1,2025-09-22
EV5972,C00359,Workshop,1,2024-02-05
EV5973,C00461,Football Tournament,1,2022-11-11
EV5974,C00375,Workshop,1,2025-09-22
EV5975,C00392,Music Festival,1,2025-02-06
EV5976,C00409,Football Tournament,1,2025-01-09
EV5977,C00382,Workshop,0,2025-08-09
EV5978,C00297,Football Tournament,1,2021-07-21
EV5979,C00157,Music Festival,1,2024-05-10
EV5980,C00396,Hackathon,1,2024-10-29
EV5981,C00184,Football Tournament,1,2020-12-06
EV5982,C00253,Workshop,1,2020-06-04
EV5983,C00480,Football Tournament,1,2020-06-01
EV5984,C00339,Football Tournament,0,2024-01-01
EV5985,C00060,Hackathon,1,2020-08-12
EV5986,C00159,Music Festival,0,2020-08-03
EV5987,C00050,Music Festival,1,2021-08-03
EV5988,C00022,Music Festival,1,2021-08-12
EV5989,C00224,Football Tournament,0,2021-11-24
EV5990,C00286,Workshop,1,2025-01-23
EV5991,C00427,Hackathon,0,2022-12-07
EV5992,C00344,Football Tournament,1,2025-03-31
EV5993,C00343,Hackathon,0,2024-11-25
EV5994,C00469,Workshop,1,2020-12-31
EV5995,C00350,Football Tournament,0,2022-07-29
EV5996,C00454,Football Tournament,1,2023-10-25
EV5997,C00241,Football Tournament,0,2023-04-02
EV5998,C00211,Workshop,0,2022-08-20
EV5999,C00096,Football Tournament,0,2021-01-19
EV6000,C00324,Football Tournament,1,2021-05-17
EV6001,C00094,Workshop,1,2020-11-03
EV6002,C00040,Hackathon,1,2025-06-07
EV6003,C00106,Football Tournament,0,2022-09-29
EV6004,C00415,Workshop,0,2020-05-23
EV6005,C00233,Music Festival,0,2024-01-03
EV6006,C00347,Hackathon,0,2020-10-19
EV6007,C00268,Football Tournament,0,2024-07-24
EV6008,C00366,Football Tournament,0,2024-04-13
EV6009,C00178,Music Festival,1,2025-06-05
EV6010,C00242,Music Festival,1,2024-09-06
EV6011,C00284,Music Festival,0,2021-03-20
EV6012,C00258,Workshop,1,2025-03-17
EV6013,C00253,Hackathon,0,2021-10-19
EV6014,C00145,Hackathon,1,2025-01-20
EV6015,C00402,Football Tournament,1,2023-03-28
EV6016,C00484,Music Festival,1,2024-10-18
EV6017,C00126,Hackathon,1,2020-05-11
EV6018,C00460,Hackathon,1,2021-05-23
EV6019,C00455,Hackathon,1,2024-06-20
EV6020,C00115,Music Festival,1,2020-10-22
EV6021,C00225,Football Tournament,0,2022-03-16
EV6022,C00021,Football Tournament,0,2024-11-17
EV6023,C00372,Hackathon,0,2020-04-29
EV6024,C00384,Workshop,1,2023-04-26
EV6025,C00194,Music Festival,1,2021-08-05
EV6026,C00235,Music Festival,0,2025-01-17
EV6027,C00047,Football Tournament,0,2022-06-22
EV6028,C00229,Hackathon,1,2024-06-06
EV6029,C00494,Workshop,1,2024-11-25
EV6030,C00238,Football Tournament,0,2023-05-01
EV6031,C00374,Football Tournament,1,2025-04-24
EV6032,C00428,Hackathon,1,2025-01-25
EV6033,C00275,Football Tournament,1,2021-10-18
EV6034,C00038,Football Tournament,0,2025-04-22
EV6035,C00388,Workshop,0,2020-05-20
EV6036,C00049,Workshop,0,2021-11-27
EV6037,C00116,Football Tournament,1,2025-06-10
EV6038,C00299,Workshop,0,2020-02-05
EV6039,C00492,Music Festival,0,2023-12-18
EV6040,C00342,Football Tournament,1,2023-08-13
EV6041,C00422,Workshop,0,2024-06-01
EV6042,C00433,Hackathon,0,2024-05-21
EV6043,C00452,Workshop,1,2020-03-24
EV6044,C00216,Music Festival,1,2023-01-24
EV6045,C00471,Hackathon,1,2022-01-18
EV6046,C00500,Music Festival,0,2025-08-26
EV6047,C00406,Hackathon,1,2022-06-04
EV6048,C00009,Workshop,0,2024-10-10
EV6049,C00217,Music Festival,0,2021-04-24
EV6050,C00377,Music Festival,0,2023-01-26
EV6051,C00130,Workshop,0,2025-06-18
EV6052,C00060,Workshop,0,2020-10-02
EV6053,C00122,Music Festival,1,2022-08-29
EV6054,C00480,Workshop,1,2021-02-15
EV6055,C00500,Football Tournament,1,2020-09-25
EV6056,C00178,Workshop,0,2024-06-28
EV6057,C00412,Hackathon,1,2021-08-05
EV6058,C00383,Hackathon,0,2021-06-02
EV6059,C00041,Workshop,0,2024-10-13
EV6060,C00495,Music Festival,1,2024-04-06
EV6061,C00312,Hackathon,1,2023-11-30
EV6062,C00410,Football Tournament,1,2022-08-11
EV6063,C00361,Music Festival,1,2021-08-10
EV6064,C00144,Hackathon,1,2024-11-22
EV6065,C00160,Workshop,0,2025-02-09
EV6066,C00407,Hackathon,0,2025-06-10
EV6067,C00247,Football Tournament,1,2023-08-27
EV6068,C00448,Music Festival,0,2025-09-17
EV6069,C00271,Football Tournament,0,2025-01-07
EV6070,C00385,Music Festival,1,2023-03-24
EV6071,C00206,Football Tournament,0,2022-05-29
EV6072,C00389,Music Festival,1,2024-07-09
EV6073,C00215,Hackathon,0,2020-05-08
EV6074,C00044,Hackathon,1,2021-09-26
EV6075,C00461,Football Tournament,0,2021-11-22
EV6076,C00011,Music Festival,1,2024-07-08
EV6077,C00261,Hackathon,0,2021-02-23
EV6078,C00488,Music Festival,0,2023-01-12
EV6079,C00106,Workshop,1,2021-11-25
EV6080,C00090,Football Tournament,0,2020-06-26
EV6081,C00210,Workshop,0,2024-10-14
EV6082,C00213,Music Festival,1,2023-09-08
EV6083,C00073,Workshop,1,2020-09-22
EV6084,C00318,Music Festival,0,2024-11-07
EV6085,C00331,Football Tournament,0,2020-06-01
EV6086,C00179,Football Tournament,0,2024-01-01
EV6087,C00234,Workshop,1,2025-04-23
EV6088,C00011,Football Tournament,1,2023-04-21
EV6089,C00465,Workshop,0,2021-07-20
EV6090,C00192,Hackathon,0,2021-09-09
EV6091,C00333,Workshop,0,2022-07-08
EV6092,C00052,Music Festival,0,2021-08-10
EV6093,C00474,Hackathon,0,2021-12-21
EV6094,C00333,Workshop,1,2021-10-20
EV6095,C00050,Music Festival,1,2022-03-01
EV6096,C00077,Hackathon,1,2023-11-06
EV6097,C00401,Hackathon,0,2023-05-11
EV6098,C00229,Hackathon,1,2020-05-19
EV6099,C00443,Workshop,0,2020-12-14
EV6100,C00224,Football Tournament,0,2023-12-22
EV6101,C00037,Music Festival,0,2023-09-15
EV6102,C00267,Workshop,0,2024-03-02
EV6103,C00382,Music Festival,1,2020-07-31
EV6104,C00218,Workshop,1,2020-11-16
EV6105,C00188,Hackathon,1,2020-02-17
EV6106,C00145,Music Festival,0,2021-08-08
EV6107,C00339,Hackathon,1,2022-09-27
EV6108,C00381,Music Festival,0,2020-08-15
EV6109,C00258,Music Festival,0,2024-05-08
EV6110,C00045,Workshop,0,2023-12-04
EV6111,C00488,Music Festival,1,2020-02-28
EV6112,C00175,Music Festival,0,2024-11-17
EV6113,C00480,Football Tournament,1,2024-12-22
EV6114,C00235,Workshop,1,2020-05-08
EV6115,C00376,Football Tournament,1,2024-03-12
EV6116,C00079,Football Tournament,0,2022-05-09
EV6117,C00242,Hackathon,1,2020-06-16
EV6118,C00242,Music Festival,0,2021-05-14
EV6119,C00418,Football Tournament,0,2021-08-03
EV6120,C00087,Football Tournament,1,2022-05-16
EV6121,C00162,Hackathon,1,2023-09-18
EV6122,C00148,Workshop,0,2020-06-01
EV6123,C00396,Hackathon,0,2022-02-05
EV6124,C00367,Workshop,0,2023-07-23
EV6125,C00175,Workshop,1,2020-08-16
EV6126,C00363,Music Festival,0,2020-09-26
EV6127,C00468,Workshop,1,2021-11-29
EV6128,C00127,Workshop,1,2021-10-19
EV6129,C00389,Hackathon,1,2021-10-14
EV6130,C00330,Football Tournament,1,2020-03-15
EV6131,C00266,Football Tournament,1,2023-08-06
EV6132,C00064,Music Festival,1,2024-08-09
EV6133,C00280,Hackathon,0,2025-07-02
EV6134,C00116,Football Tournament,0,2022-01-23
EV6135,C00291,Hackathon,1,2022-07-01
EV6136,C00238,Workshop,1,2020-03-24
EV6137,C00027,Hackathon,0,2022-11-02
EV6138,C00238,Music Festival,1,2025-03-22
EV6139,C00383,Football Tournament,0,2022-02-23
EV6140,C00369,Workshop,0,2022-01-12
EV6141,C00340,Hackathon,1,2021-04-05
EV6142,C00032,Music Festival,1,2022-10-11
EV6143,C00034,Music Festival,1,2020-08-17
EV6144,C00043,Hackathon,0,2023-11-24
EV6145,C00020,Workshop,1,2022-04-17
EV6146,C00128,Football Tournament,1,2021-11-25
EV6147,C00292,Music Festival,1,2021-11-17
EV6148,C00467,Workshop,0,2020-01-21
EV6149,C00306,Music Festival,1,2021-04-08
EV6150,C00436,Workshop,1,2020-02-17
EV6151,C00052,Music Festival,0,2021-03-13
EV6152,C00175,Football Tournament,0,2024-05-07
EV6153,C00186,Football Tournament,0,2022-03-22
EV6154,C00291,Workshop,0,2021-08-22
EV6155,C00146,Workshop,0,2025-09-20
EV6156,C00006,Football Tournament,1,2022-06-22
EV6157,C00011,Hackathon,0,2025-07-29
EV6158,C00116,Football Tournament,1,2021-11-16
EV6159,C00227,Hackathon,0,2020-03-30
EV6160,C00049,Hackathon,1,2021-06-14
EV6161,C00015,Music Festival,1,2020-11-28
EV6162,C00419,Music Festival,0,2023-09-30
EV6163,C00072,Hackathon,1,2025-05-25
EV6164,C00375,Hackathon,1,2021-02-26
EV6165,C00249,Music Festival,1,2024-03-01
EV6166,C00324,Football Tournament,0,2020-03-23
EV6167,C00383,Music Festival,0,2023-04-10
EV6168,C00086,Football Tournament,0,2021-10-29
EV6169,C00192,Workshop,1,2022-05-27
EV6170,C00233,Music Festival,0,2022-07-01
EV6171,C00202,Workshop,0,2023-12-03
EV6172,C00030,Workshop,0,2023-10-21
EV6173,C00206,Hackathon,1,2022-05-30
EV6174,C00434,Workshop,1,2023-07-13
EV6175,C00310,Music Festival,0,2020-07-22
EV6176,C00056,Music Festival,1,2022-02-14
EV6177,C00062,Hackathon,0,2022-08-12
EV6178,C00255,Football Tournament,1,2025-08-19
EV6179,C00201,Workshop,0,2024-11-16
EV6180,C00484,Hackathon,1,2021-12-23
EV6181,C00269,Hackathon,1,2020-11-21
EV6182,C00340,Music Festival,0,2021-09-17
EV6183,C00457,Workshop,1,2025-04-29
EV6184,C00090,Workshop,0,2022-08-26
EV6185,C00176,Music Festival,1,2024-06-14
EV6186,C00490,Workshop,1,2022-08-23
EV6187,C00119,Football Tournament,1,2020-12-18
EV6188,C00257,Football Tournament,0,2024-10-21
EV6189,C00229,Football Tournament,1,2020-04-14
EV6190,C00291,Workshop,1,2024-08-01
EV6191,C00443,Hackathon,1,2021-03-14
EV6192,C00386,Music Festival,1,2021-01-29
EV6193,C00028,Football Tournament,1,2022-06-17
EV6194,C00266,Workshop,0,2022-08-07
EV6195,C00359,Hackathon,1,2022-09-05
EV6196,C00245,Workshop,1,2022-02-22
EV6197,C00111,Music Festival,0,2020-03-12
EV6198,C00035,Football Tournament,1,2020-04-26
EV6199,C00256,Workshop,1,2022-06-03
EV6200,C00144,Hackathon,1,2022-05-27
EV6201,C00107,Hackathon,0,2025-03-07
EV6202,C00059,Hackathon,1,2025-01-21
EV6203,C00024,Football Tournament,0,2020-06-07
EV6204,C00204,Music Festival,1,2025-07-14
EV6205,C00280,Football Tournament,0,2021-04-20
EV6206,C00367,Music Festival,0,2024-06-10
EV6207,C00054,Hackathon,1,2020-05-23
EV6208,C00274,Hackathon,0,2021-03-20
EV6209,C00054,Music Festival,0,2021-02-13
EV6210,C00343,Football Tournament,1,2023-06-03
EV6211,C00299,Hackathon,0,2023-06-11
EV6212,C00361,Music Festival,1,2024-07-01
EV6213,C00418,Football Tournament,1,2020-12-26
EV6214,C00347,Workshop,1,2024-03-17
EV6215,C00145,Football Tournament,1,2022-11-10
EV6216,C00151,Football Tournament,0,2020-11-17
EV6217,C00385,Football Tournament,0,2020-07-07
EV6218,C00451,Workshop,1,2025-09-29
EV6219,C00401,Workshop,0,2020-11-19
EV6220,C00401,Workshop,0,2024-04-03
EV6221,C00158,Hackathon,0,2023-11-11
EV6222,C00367,Workshop,1,2020-11-24
EV6223,C00080,Football Tournament,1,2020-11-03
EV6224,C00467,Football Tournament,0,2021-09-11
EV6225,C00150,Hackathon,0,2021-08-12
