employee_id,department,role,completed_trainings,preferred_learning_mode
E4335,HR,Analyst,6,Interactive
E4336,Finance,Manager,2,Video
E4337,IT,Executive,8,Interactive
E4338,Marketing,Analyst,8,Video
E4339,IT,Executive,8,Video
E4340,Finance,Executive,1,Video
E4341,Finance,Executive,3,Interactive
E4342,HR,Analyst,1,Text
E4343,IT,Analyst,10,Interactive
E4344,Operations,Analyst,1,Text
E4345,HR,Analyst,2,Interactive
E4346,Marketing,Manager,2,Text
E4347,HR,Manager,5,Interactive
E4348,Finance,Manager,4,Video
E4349,IT,Manager,3,Interactive
E4350,Operations,Intern,1,Text
E4351,HR,Executive,5,Video
E4352,HR,Executive,5,Interactive
E4353,IT,Manager,2,Video
E4354,IT,Executive,2,Interactive
E4355,Finance,Executive,3,Text
E4356,IT,Manager,7,Video
E4357,Finance,Executive,2,Interactive
E4358,IT,Analyst,8,Text
E4359,Operations,Analyst,10,Video
E4360,HR,Analyst,7,Interactive
E4361,HR,Manager,10,Text
E4362,IT,Manager,9,Video
E4363,Marketing,Intern,10,Text
E4364,Finance,Intern,4,Text
E4365,Finance,Executive,10,Text
E4366,Operations,Analyst,10,Interactive
E4367,HR,Manager,5,Interactive
E4368,Finance,Intern,3,Text
E4369,HR,Executive,7,Interactive
E4370,IT,Analyst,10,Text
E4371,IT,Intern,5,Text
E4372,Operations,Analyst,8,Interactive
E4373,HR,Executive,4,Video
E4374,IT,Intern,4,Interactive
E4375,Finance,Executive,0,Video
E4376,HR,Manager,3,Video
E4377,Operations,Manager,2,Text
E4378,IT,Analyst,3,Video
E4379,Finance,Analyst,4,Video
E4380,Finance,Analyst,9,Text
E4381,IT,Manager,9,Interactive
E4382,HR,Intern,10,Text
E4383,Finance,Manager,6,Interactive
E4384,HR,Executive,3,Video
E4385,Operations,Intern,2,Text
E4386,IT,Manager,7,Text
E4387,Marketing,Manager,1,Text
E4388,Finance,Analyst,6,Interactive
E4389,HR,Analyst,2,Video
E4390,HR,Manager,6,Text
E4391,IT,Intern,6,Interactive
E4392,Operations,Manager,9,Interactive
E4393,Finance,Analyst,8,Text
E4394,IT,Manager,6,Text
E4395,IT,Executive,4,Text
E4396,Operations,Analyst,7,Text
E4397,IT,Executive,6,Video
E4398,Finance,Analyst,6,Text
E4399,IT,Intern,0,Video
E4400,Operations,Analyst,8,Text
E4401,Marketing,Intern,6,Text
E4402,Marketing,Manager,4,Text
E4403,Marketing,Analyst,0,Text
E4404,Finance,Intern,3,Video
E4405,Finance,Intern,3,Text
E4406,Operations,Manager,1,Text
E4407,Finance,Analyst,9,Text
E4408,HR,Analyst,2,Video
E4409,Finance,Intern,0,Text
E4410,Finance,Analyst,7,Text
E4411,Marketing,Analyst,3,Text
E4412,IT,Manager,8,Video
E4413,Operations,Executive,10,Interactive
E4414,Finance,Analyst,4,Text
E4415,HR,Manager,3,Interactive
E4416,IT,Intern,4,Interactive
E4417,Operations,Manager,6,Video
E4418,Finance,Executive,2,Video
E4419,Operations,Analyst,9,Interactive
E4420,HR,Intern,6,Interactive
E4421,Marketing,Executive,1,Interactive
E4422,Marketing,Executive,0,Video
E4423,Finance,Analyst,10,Interactive
E4424,Marketing,Manager,5,Interactive
E4425,Marketing,Analyst,0,Interactive
E4426,Finance,Manager,9,Video
E4427,Operations,Manager,9,Interactive
E4428,IT,Analyst,5,Interactive
E4429,Marketing,Executive,7,Interactive
E4430,Finance,Intern,5,Interactive
E4431,Operations,Executive,5,Interactive
E4432,Marketing,Analyst,10,Text
E4433,IT,Executive,1,Video
E4434,IT,Intern,10,Interactive
E4435,Finance,Analyst,6,Video
E4436,Marketing,Analyst,8,Video
E4437,HR,Analyst,0,Video
E4438,Finance,Intern,6,Text
E4439,Marketing,Analyst,6,Video
E4440,Operations,Analyst,5,Text
E4441,HR,Manager,6,Text
E4442,Marketing,Manager,6,Interactive
E4443,Operations,Analyst,4,Video
E4444,HR,Manager,4,Text
E4445,Operations,Analyst,4,Video
E4446,IT,Executive,4,Text
E4447,Finance,Analyst,9,Video
E4448,Operations,Analyst,5,Interactive
E4449,IT,Analyst,1,Interactive
E4450,Finance,Manager,2,Text
E4451,HR,Intern,6,Video
E4452,IT,Analyst,10,Video
E4453,IT,Analyst,6,Video
E4454,Operations,Executive,0,Interactive
E4455,Operations,Executive,7,Text
E4456,Finance,Executive,4,Text
E4457,Operations,Intern,6,Video
E4458,Operations,Intern,0,Video
E4459,Finance,Analyst,3,Video
E4460,Finance,Manager,2,Video
E4461,Marketing,Intern,0,Video
E4462,Finance,Intern,9,Interactive
E4463,Finance,Intern,6,Interactive
E4464,Finance,Analyst,2,Interactive
E4465,Marketing,Executive,10,Video
E4466,IT,Executive,7,Video
E4467,Marketing,Manager,1,Video
E4468,Operations,Intern,4,Interactive
E4469,Marketing,Executive,7,Interactive
E4470,IT,Intern,6,Interactive
E4471,HR,Manager,5,Video
E4472,Finance,Executive,8,Text
E4473,Marketing,Executive,9,Video
E4474,Operations,Executive,7,Text
E4475,Marketing,Executive,8,Text
E4476,IT,Analyst,10,Interactive
E4477,HR,Executive,9,Text
E4478,Marketing,Executive,1,Interactive
E4479,Marketing,Manager,2,Video
E4480,Finance,Executive,1,Interactive
E4481,HR,Manager,7,Interactive
E4482,HR,Intern,9,Interactive
E4483,Marketing,Manager,3,Video
E4484,Finance,Executive,4,Interactive
E4485,IT,Intern,7,Video
E4486,IT,Manager,3,Text
E4487,IT,Executive,1,Text
E4488,IT,Manager,8,Interactive
E4489,Finance,Analyst,10,Text
E4490,Finance,Executive,7,Text
E4491,Operations,Analyst,10,Text
E4492,Finance,Analyst,2,Text
E4493,Marketing,Manager,10,Text
E4494,IT,Intern,2,Interactive
E4495,IT,Manager,7,Video
E4496,Operations,Intern,6,Video
E4497,HR,Executive,2,Text
E4498,HR,Executive,4,Video
E4499,Operations,Analyst,4,Interactive
E4500,Operations,Executive,8,Text
E4501,HR,Analyst,3,Text
E4502,HR,Manager,2,Interactive
E4503,HR,Analyst,9,Interactive
E4504,IT,Intern,3,Text
E4505,Marketing,Intern,4,Interactive
E4506,IT,Executive,1,Text
E4507,Finance,Manager,9,Interactive
E4508,Finance,Intern,6,Video
E4509,IT,Analyst,9,Video
E4510,HR,Executive,7,Interactive
E4511,Marketing,Manager,10,Interactive
E4512,IT,Manager,10,Interactive
E4513,Marketing,Analyst,6,Interactive
E4514,Marketing,Manager,5,Interactive
E4515,IT,Intern,0,Video
E4516,HR,Manager,2,Video
E4517,IT,Intern,10,Video
E4518,HR,Intern,0,Interactive
E4519,HR,Executive,7,Interactive
E4520,Marketing,Intern,7,Text
E4521,IT,Executive,3,Text
E4522,Finance,Executive,0,Video
E4523,IT,Manager,4,Video
E4524,HR,Analyst,7,Video
E4525,Finance,Analyst,3,Text
E4526,Finance,Analyst,5,Interactive
E4527,IT,Executive,6,Interactive
E4528,Operations,Analyst,8,Video
E4529,IT,Intern,4,Video
E4530,HR,Intern,0,Text
E4531,HR,Manager,2,Text
E4532,Operations,Analyst,3,Interactive
E4533,Finance,Executive,6,Video
E4534,IT,Intern,8,Interactive
E4535,IT,Executive,7,Video
E4536,Operations,Intern,2,Text
E4537,HR,Manager,4,Interactive
E4538,Finance,Intern,0,Interactive
E4539,Operations,Manager,0,Interactive
E4540,Finance,Analyst,9,Text
E4541,Finance,Intern,8,Text
E4542,Marketing,Executive,4,Video
E4543,HR,Analyst,8,Interactive
E4544,Marketing,Analyst,9,Video
E4545,HR,Intern,5,Interactive
E4546,HR,Executive,5,Interactive
E4547,Marketing,Executive,8,Interactive
E4548,Finance,Manager,8,Video
E4549,Marketing,Manager,0,Text
E4550,IT,Manager,8,Text
E4551,Finance,Manager,6,Video
E4552,Marketing,Analyst,0,Video
E4553,Marketing,Intern,5,Text
E4554,Operations,Executive,5,Interactive
E4555,HR,Intern,0,Video
E4556,Operations,Intern,3,Text
E4557,Operations,Manager,0,Text
E4558,Operations,Manager,4,Text
E4559,IT,Manager,5,Interactive
E4560,Marketing,Executive,4,Interactive
E4561,Finance,Manager,1,Text
E4562,Finance,Analyst,7,Video
E4563,IT,Manager,4,Text
E4564,HR,Intern,5,Video
E4565,IT,Executive,8,Video
E4566,HR,Analyst,6,Text
E4567,Operations,Analyst,5,Text
E4568,Marketing,Analyst,7,Video
E4569,HR,Executive,6,Video
E4570,Finance,Analyst,7,Interactive
E4571,Finance,Manager,0,Video
E4572,Marketing,Manager,10,Interactive
E4573,IT,Analyst,3,Video
E4574,Finance,Executive,8,Text
E4575,HR,Analyst,4,Video
E4576,Finance,Intern,5,Text
E4577,Marketing,Analyst,2,Video
E4578,Marketing,Manager,10,Video
E4579,Marketing,Intern,0,Text
E4580,HR,Manager,7,Interactive
E4581,Finance,Intern,9,Interactive
E4582,Operations,Analyst,3,Text
E4583,HR,Executive,8,Interactive
E4584,HR,Executive,0,Video
E4585,Marketing,Executive,6,Video
E4586,IT,Executive,10,Interactive
E4587,Marketing,Intern,1,Text
E4588,IT,Executive,5,Video
E4589,Finance,Executive,2,Interactive
E4590,Finance,Executive,0,Text
E4591,HR,Executive,4,Interactive
E4592,Operations,Executive,7,Video
E4593,Marketing,Intern,3,Text
E4594,HR,Analyst,0,Video
E4595,IT,Manager,3,Interactive
E4596,Marketing,Executive,9,Text
E4597,Operations,Executive,9,Text
E4598,Operations,Analyst,7,Interactive
E4599,Marketing,Manager,4,Interactive
E4600,Finance,Intern,1,Text
E4601,Operations,Executive,6,Interactive
E4602,IT,Executive,1,Text
E4603,IT,Manager,8,Interactive
E4604,Operations,Analyst,0,Video
E4605,IT,Executive,3,Interactive
E4606,IT,Executive,2,Video
E4607,Operations,Analyst,7,Video
E4608,Finance,Executive,1,Interactive
E4609,HR,Analyst,0,Video
E4610,Operations,Executive,7,Video
E4611,Operations,Intern,10,Text
E4612,Operations,Analyst,3,Text
E4613,HR,Executive,1,Interactive
E4614,Marketing,Analyst,3,Interactive
E4615,IT,Intern,7,Text
E4616,IT,Analyst,2,Text
E4617,IT,Intern,8,Video
E4618,Marketing,Intern,5,Text
E4619,Finance,Analyst,5,Interactive
E4620,Finance,Manager,7,Video
E4621,Marketing,Intern,4,Video
E4622,IT,Analyst,6,Video
E4623,Operations,Manager,3,Interactive
E4624,IT,Analyst,0,Text
E4625,IT,Analyst,9,Video
E4626,IT,Intern,10,Interactive
E4627,IT,Manager,0,Video
E4628,Marketing,Analyst,4,Video
E4629,Marketing,Analyst,5,Interactive
E4630,Operations,Executive,2,Interactive
E4631,Marketing,Manager,4,Video
E4632,Operations,Intern,6,Text
E4633,Marketing,Manager,5,Text
E4634,HR,Analyst,3,Text
E4635,HR,Intern,6,Text
E4636,Finance,Intern,1,Video
E4637,IT,Executive,7,Video
E4638,Marketing,Manager,0,Video
E4639,HR,Executive,0,Text
E4640,IT,Executive,10,Text
E4641,Marketing,Intern,0,Video
E4642,HR,Executive,8,Text
E4643,Marketing,Intern,9,Video
E4644,Operations,Analyst,5,Text
E4645,Marketing,Executive,6,Video
E4646,IT,Manager,8,Video
E4647,Marketing,Manager,8,Text
E4648,Operations,Manager,6,Text
E4649,IT,Executive,9,Text
E4650,Operations,Manager,2,Interactive
E4651,Operations,Analyst,9,Video
E4652,Finance,Intern,0,Interactive
E4653,HR,Analyst,9,Video
E4654,HR,Manager,1,Video
E4655,Marketing,Intern,1,Video
E4656,IT,Analyst,2,Text
E4657,Marketing,Intern,7,Interactive
E4658,HR,Manager,1,Video
E4659,Finance,Executive,2,Interactive
E4660,IT,Intern,8,Video
E4661,Marketing,Executive,8,Text
E4662,Marketing,Analyst,9,Interactive
E4663,IT,Manager,3,Video
E4664,Marketing,Executive,8,Interactive
E4665,Finance,Intern,7,Interactive
E4666,HR,Intern,3,Video
E4667,Marketing,Executive,8,Text
E4668,HR,Analyst,2,Interactive
E4669,IT,Intern,3,Video
E4670,IT,Executive,2,Interactive
E4671,HR,Analyst,8,Interactive
E4672,Marketing,Intern,5,Interactive
E4673,HR,Executive,9,Video
E4674,IT,Manager,4,Video
E4675,IT,Analyst,0,Text
E4676,Finance,Manager,7,Interactive
E4677,Marketing,Analyst,6,Text
E4678,Operations,Manager,1,Interactive
E4679,HR,Analyst,3,Text
E4680,Finance,Manager,2,Text
E4681,HR,Analyst,4,Text
E4682,IT,Intern,2,Video
E4683,Operations,Manager,5,Text
E4684,IT,Intern,5,Interactive
E4685,Operations,Intern,1,Interactive
E4686,Operations,Executive,7,Video
E4687,Marketing,Manager,5,Video
E4688,Marketing,Manager,8,Video
E4689,Finance,Executive,2,Interactive
E4690,IT,Manager,9,Video
E4691,HR,Executive,5,Interactive
E4692,IT,Executive,3,Video
E4693,HR,Executive,2,Text
E4694,Operations,Intern,1,Interactive
E4695,Finance,Executive,0,Text
E4696,Operations,Executive,9,Interactive
E4697,Operations,Analyst,10,Video
E4698,Finance,Analyst,0,Text
E4699,Operations,Analyst,8,Video
E4700,IT,Manager,7,Interactive
E4701,Operations,Executive,0,Text
E4702,Marketing,Executive,4,Interactive
E4703,IT,Manager,4,Interactive
E4704,Marketing,Intern,0,Interactive
E4705,HR,Analyst,6,Text
E4706,Finance,Executive,8,Interactive
E4707,IT,Manager,8,Video
E4708,Marketing,Executive,10,Text
E4709,Marketing,Analyst,9,Interactive
E4710,HR,Analyst,3,Text
E4711,HR,Manager,6,Video
E4712,Operations,Manager,4,Interactive
E4713,Operations,Analyst,2,Text
E4714,Marketing,Executive,5,Interactive
E4715,IT,Analyst,0,Text
E4716,IT,Executive,0,Interactive
E4717,HR,Intern,10,Text
E4718,IT,Manager,3,Video
E4719,HR,Intern,0,Interactive
E4720,HR,Manager,3,Video
E4721,Marketing,Intern,7,Interactive
E4722,IT,Analyst,9,Interactive
E4723,Marketing,Manager,1,Video
E4724,Finance,Analyst,0,Video
E4725,Finance,Executive,7,Interactive
E4726,Operations,Analyst,4,Interactive
E4727,Finance,Executive,3,Interactive
E4728,IT,Intern,4,Video
E4729,IT,Executive,3,Text
E4730,Marketing,Analyst,4,Video
E4731,HR,Manager,10,Video
E4732,HR,Intern,2,Text
E4733,Operations,Executive,3,Text
E4734,IT,Manager,7,Text
E4735,Finance,Executive,0,Interactive
E4736,Marketing,Manager,8,Video
E4737,Operations,Analyst,3,Interactive
E4738,HR,Analyst,2,Interactive
E4739,Finance,Intern,5,Interactive
E4740,IT,Executive,4,Interactive
E4741,Marketing,Manager,5,Text
E4742,IT,Executive,8,Video
E4743,Operations,Intern,7,Text
E4744,Finance,Intern,0,Text
E4745,Marketing,Analyst,9,Interactive
E4746,Finance,Manager,4,Video
E4747,Finance,Executive,4,Text
E4748,HR,Executive,3,Video
E4749,Operations,Manager,8,Video
E4750,Operations,Executive,8,Text
E4751,Marketing,Manager,1,Interactive
E4752,HR,Analyst,4,Interactive
E4753,Marketing,Analyst,8,Video
E4754,IT,Intern,3,Video
E4755,Operations,Analyst,1,Video
E4756,Finance,Analyst,8,Interactive
E4757,IT,Intern,4,Interactive
E4758,Operations,Analyst,6,Video
E4759,HR,Executive,1,Video
E4760,HR,Manager,4,Text
E4761,HR,Manager,1,Text
E4762,Marketing,Intern,8,Interactive
E4763,HR,Manager,6,Text
E4764,Finance,Intern,3,Interactive
E4765,HR,Manager,8,Text
E4766,HR,Analyst,0,Interactive
E4767,Finance,Analyst,3,Video
E4768,Operations,Executive,4,Interactive
E4769,Operations,Manager,8,Text
E4770,IT,Intern,9,Text
E4771,Marketing,Analyst,6,Video
E4772,Marketing,Manager,7,Interactive
E4773,Marketing,Manager,2,Interactive
E4774,Operations,Intern,5,Video
E4775,Operations,Analyst,7,Text
E4776,HR,Analyst,7,Interactive
E4777,IT,Executive,4,Interactive
E4778,IT,Intern,2,Text
E4779,Operations,Intern,9,Text
E4780,HR,Analyst,0,Text
E4781,Finance,Executive,6,Video
E4782,Marketing,Analyst,5,Video
E4783,HR,Executive,0,Video
E4784,HR,Executive,1,Interactive
E4785,HR,Executive,6,Interactive
E4786,Marketing,Executive,0,Text
E4787,HR,Executive,8,Text
E4788,Finance,Intern,1,Text
E4789,HR,Intern,9,Interactive
E4790,Finance,Intern,6,Text
E4791,IT,Manager,0,Interactive
E4792,Operations,Intern,10,Text
E4793,Marketing,Intern,5,Text
E4794,Operations,Analyst,2,Video
E4795,Operations,Intern,5,Text
E4796,Finance,Analyst,0,Text
E4797,HR,Executive,4,Video
E4798,Operations,Intern,5,Text
E4799,IT,Analyst,3,Interactive
E4800,Marketing,Executive,6,Interactive
E4801,HR,Analyst,5,Interactive
E4802,Finance,Manager,3,Text
E4803,HR,Manager,1,Video
E4804,IT,Manager,7,Interactive
E4805,Marketing,Analyst,6,Video
E4806,Operations,Executive,8,Text
E4807,Operations,Analyst,1,Video
E4808,Marketing,Analyst,10,Video
E4809,Finance,Analyst,9,Text
E4810,Marketing,Executive,6,Interactive
E4811,Marketing,Manager,2,Interactive
E4812,Operations,Analyst,2,Video
E4813,Operations,Manager,3,Text
E4814,Marketing,Manager,5,Video
E4815,Marketing,Analyst,5,Video
E4816,Finance,Intern,9,Text
E4817,Marketing,Executive,6,Text
E4818,Operations,Manager,7,Text
E4819,IT,Analyst,1,Text
E4820,IT,Intern,7,Interactive
E4821,Marketing,Manager,2,Text
E4822,IT,Manager,4,Interactive
E4823,Finance,Intern,8,Interactive
E4824,IT,Executive,1,Text
E4825,Operations,Analyst,5,Video
E4826,Operations,Manager,9,Interactive
E4827,HR,Intern,3,Video
E4828,Operations,Analyst,7,Interactive
E4829,Finance,Intern,1,Interactive
E4830,IT,Manager,5,Text
E4831,Marketing,Executive,6,Interactive
E4832,Finance,Executive,2,Interactive
E4833,Finance,Analyst,9,Video
E4834,Finance,Analyst,7,Interactive
E4835,HR,Intern,7,Text
E4836,IT,Executive,8,Interactive
E4837,Operations,Executive,4,Text
E4838,IT,Analyst,1,Video
E4839,Finance,Manager,4,Interactive
E4840,Finance,Executive,1,Text
E4841,IT,Intern,7,Text
E4842,HR,Manager,0,Video
E4843,IT,Manager,6,Video
E4844,Marketing,Manager,5,Interactive
E4845,HR,Manager,1,Text
E4846,Finance,Executive,5,Video
E4847,IT,Executive,5,Interactive
E4848,IT,Executive,0,Text
E4849,Marketing,Analyst,9,Text
E4850,HR,Intern,2,Interactive
E4851,Operations,Manager,1,Text
E4852,IT,Intern,0,Text
E4853,IT,Manager,6,Interactive
E4854,Operations,Intern,10,Video
E4855,HR,Manager,3,Video
E4856,HR,Manager,1,Text
E4857,Marketing,Analyst,4,Video
E4858,HR,Intern,8,Video
E4859,IT,Analyst,4,Video
E4860,IT,Analyst,0,Video
E4861,Finance,Manager,3,Video
E4862,IT,Executive,1,Text
E4863,Operations,Analyst,7,Video
E4864,HR,Manager,10,Interactive
E4865,IT,Analyst,8,Text
E4866,Marketing,Executive,4,Text
E4867,Marketing,Executive,5,Interactive
E4868,Marketing,Executive,9,Video
E4869,Operations,Manager,10,Interactive
E4870,IT,Intern,9,Interactive
E4871,Marketing,Intern,5,Text
E4872,HR,Analyst,3,Video
E4873,IT,Analyst,9,Text
E4874,Operations,Analyst,0,Video
E4875,Finance,Executive,2,Interactive
E4876,HR,Manager,1,Interactive
E4877,Operations,Executive,4,Video
E4878,HR,Manager,1,Text
E4879,IT,Executive,5,Interactive
E4880,Finance,Intern,0,Video
E4881,IT,Manager,4,Text
E4882,Operations,Executive,1,Interactive
E4883,IT,Analyst,9,Interactive
E4884,Operations,Manager,9,Video
E4885,Finance,Manager,2,Text
E4886,Operations,Intern,2,Interactive
E4887,HR,Intern,2,Video
E4888,Finance,Intern,1,Interactive
E4889,IT,Intern,1,Text
E4890,HR,Manager,9,Interactive
E4891,HR,Analyst,3,Interactive
E4892,Marketing,Intern,6,Video
E4893,IT,Executive,1,Interactive
E4894,Marketing,Manager,3,Interactive
E4895,Operations,Intern,9,Text
E4896,Finance,Manager,7,Interactive
E4897,IT,Intern,8,Text
E4898,Finance,Executive,4,Interactive
E4899,Marketing,Intern,9,Video
E4900,Finance,Analyst,1,Interactive
E4901,Finance,Manager,9,Text
E4902,Operations,Intern,0,Video
E4903,Finance,Manager,8,Video
E4904,Operations,Manager,0,Text
E4905,Operations,Executive,5,Interactive
E4906,Marketing,Executive,10,Video
E4907,Finance,Intern,8,Interactive
E4908,HR,Executive,2,Text
E4909,Marketing,Analyst,1,Text
E4910,IT,Executive,7,Video
E4911,Operations,Analyst,7,Text
E4912,Marketing,Executive,3,Interactive
E4913,HR,Analyst,5,Interactive
E4914,Marketing,Manager,8,Video
E4915,IT,Executive,2,Interactive
E4916,Operations,Intern,5,Interactive
E4917,HR,Intern,6,Video
E4918,HR,Manager,4,Video
E4919,Marketing,Analyst,1,Video
E4920,Marketing,Analyst,3,Interactive
E4921,HR,Analyst,2,Interactive
E4922,HR,Intern,0,Video
E4923,HR,Manager,3,Interactive
E4924,Finance,Executive,4,Text
E4925,HR,Intern,2,Interactive
E4926,Finance,Manager,6,Video
E4927,Operations,Analyst,10,Video
E4928,HR,Intern,1,Interactive
E4929,Finance,Manager,6,Interactive
E4930,Finance,Analyst,5,Video
E4931,IT,Executive,3,Video
E4932,Marketing,Manager,9,Interactive
E4933,Marketing,Intern,4,Video
E4934,Finance,Intern,6,Interactive
E4935,IT,Intern,8,Video
E4936,HR,Executive,3,Text
E4937,IT,Manager,4,Video
E4938,Operations,Intern,9,Video
E4939,Operations,Analyst,4,Video
E4940,Marketing,Intern,2,Text
E4941,Finance,Intern,6,Video
E4942,HR,Executive,9,Interactive
E4943,IT,Intern,1,Text
E4944,Finance,Manager,5,Video
E4945,Marketing,Analyst,2,Interactive
E4946,Finance,Executive,4,Video
E4947,Finance,Manager,10,Interactive
E4948,Finance,Analyst,10,Video
E4949,Operations,Analyst,9,Text
E4950,Finance,Executive,10,Text
E4951,Finance,Analyst,8,Video
E4952,HR,Manager,0,Interactive
E4953,Operations,Analyst,2,Text
E4954,IT,Manager,3,Video
E4955,Finance,Analyst,5,Video
E4956,Operations,Intern,9,Video
E4957,Finance,Executive,3,Text
E4958,IT,Analyst,6,Video
E4959,Operations,Intern,1,Text
E4960,IT,Executive,9,Video
E4961,HR,Manager,5,Interactive
E4962,Marketing,Executive,8,Text
E4963,Operations,Intern,0,Text
E4964,IT,Executive,2,Text
E4965,Operations,Intern,5,Video
E4966,Finance,Executive,9,Text
E4967,HR,Executive,6,Video
E4968,IT,Analyst,0,Text
E4969,Marketing,Analyst,5,Video
E4970,IT,Executive,9,Video
E4971,Marketing,Executive,5,Video
E4972,HR,Manager,4,Interactive
E4973,Marketing,Executive,5,Video
E4974,IT,Executive,9,Interactive
E4975,IT,Manager,1,Interactive
E4976,Marketing,Analyst,9,Text
E4977,IT,Intern,6,Text
E4978,Operations,Analyst,9,Text
E4979,HR,Analyst,5,Text
E4980,Marketing,Executive,5,Text
E4981,Finance,Manager,6,Video
E4982,Marketing,Executive,7,Text
E4983,Finance,Intern,8,Text
E4984,Finance,Analyst,0,Interactive
E4985,Finance,Intern,9,Text
E4986,Operations,Intern,6,Text
E4987,Finance,Executive,9,Video
E4988,Finance,Intern,9,Interactive
E4989,Finance,Analyst,7,Text
E4990,HR,Intern,7,Interactive
E4991,Marketing,Manager,5,Video
E4992,Operations,Intern,4,Interactive
E4993,IT,Analyst,6,Interactive
E4994,Marketing,Analyst,7,Interactive
E4995,IT,Analyst,4,Text
E4996,HR,Manager,1,Video
E4997,Finance,Analyst,1,Video
E4998,IT,Analyst,6,Video
E4999,IT,Executive,3,Video
E5000,Marketing,Analyst,4,Video
E5001,HR,Intern,3,Interactive
E5002,HR,Intern,8,Interactive
E5003,Marketing,Analyst,5,Video
E5004,IT,Analyst,3,Video
E5005,Marketing,Intern,8,Text
E5006,Finance,Intern,8,Interactive
E5007,Operations,Manager,10,Video
E5008,IT,Manager,5,Video
E5009,Marketing,Analyst,2,Video
E5010,HR,Intern,10,Interactive
E5011,IT,Intern,10,Interactive
E5012,Marketing,Executive,7,Interactive
E5013,HR,Manager,1,Text
E5014,Operations,Manager,5,Video
E5015,Marketing,Manager,3,Video
E5016,Finance,Analyst,5,Interactive
E5017,IT,Analyst,9,Video
E5018,IT,Manager,7,Text
E5019,IT,Intern,4,Video
E5020,Finance,Manager,1,Text
E5021,Marketing,Analyst,5,Video
E5022,IT,Intern,7,Interactive
E5023,Operations,Manager,9,Video
E5024,HR,Executive,3,Interactive
E5025,Operations,Manager,7,Text
E5026,IT,Intern,2,Text
E5027,IT,Manager,1,Text
E5028,Marketing,Analyst,2,Text
E5029,HR,Executive,9,Text
E5030,IT,Analyst,8,Interactive
E5031,HR,Analyst,4,Text
E5032,Marketing,Intern,6,Interactive
E5033,Operations,Executive,10,Interactive
E5034,Finance,Manager,7,Video
E5035,Finance,Executive,9,Video
E5036,HR,Analyst,9,Interactive
E5037,IT,Intern,5,Video
E5038,Finance,Analyst,5,Video
E5039,HR,Analyst,4,Interactive
E5040,Operations,Intern,1,Video
E5041,IT,Analyst,9,Interactive
E5042,Finance,Executive,10,Interactive
E5043,IT,Manager,2,Text
E5044,Operations,Analyst,3,Video
E5045,Operations,Executive,6,Interactive
E5046,HR,Analyst,3,Interactive
E5047,Finance,Intern,3,Video
E5048,Marketing,Intern,1,Text
E5049,Operations,Analyst,3,Video
E5050,HR,Analyst,1,Video
E5051,Finance,Intern,8,Interactive
E5052,IT,Executive,1,Video
E5053,IT,Manager,5,Text
E5054,Operations,Intern,9,Text
E5055,Finance,Intern,8,Interactive
E5056,Marketing,Analyst,0,Text
E5057,Operations,Intern,1,Text
E5058,Finance,Executive,5,Text
E5059,IT,Intern,2,Interactive
E5060,Operations,Manager,4,Video
E5061,Marketing,Manager,9,Text
E5062,HR,Manager,10,Interactive
E5063,Operations,Executive,10,Text
E5064,IT,Intern,2,Video
E5065,Operations,Analyst,10,Text
E5066,IT,Intern,5,Interactive
E5067,Marketing,Analyst,1,Interactive
E5068,Finance,Manager,6,Interactive
E5069,Operations,Manager,6,Text
E5070,HR,Intern,4,Text
E5071,Finance,Intern,5,Interactive
E5072,IT,Intern,7,Text
E5073,Operations,Manager,9,Video
E5074,IT,Intern,7,Video
E5075,Operations,Intern,7,Text
E5076,HR,Executive,5,Interactive
E5077,IT,Executive,7,Video
E5078,Operations,Intern,10,Text
E5079,IT,Manager,6,Text
E5080,Finance,Analyst,5,Video
E5081,HR,Intern,7,Video
E5082,Operations,Manager,5,Interactive
E5083,Operations,Intern,5,Interactive
E5084,Finance,Executive,5,Text
E5085,Operations,Manager,10,Video
E5086,Operations,Analyst,10,Video
E5087,Marketing,Executive,8,Video
E5088,HR,Manager,6,Video
E5089,Marketing,Executive,0,Video
E5090,HR,Manager,8,Interactive
E5091,HR,Executive,5,Interactive
E5092,Marketing,Executive,2,Text
E5093,Finance,Intern,2,Interactive
E5094,HR,Intern,9,Interactive
E5095,IT,Executive,0,Text
E5096,Marketing,Manager,7,Video
E5097,Finance,Intern,4,Interactive
E5098,Finance,Analyst,7,Video
E5099,HR,Intern,8,Video
E5100,HR,Manager,1,Text
E5101,IT,Manager,5,Interactive
E5102,HR,Analyst,4,Text
E5103,Operations,Analyst,6,Text
E5104,HR,Intern,6,Text
E5105,Marketing,Executive,1,Video
E5106,IT,Intern,9,Video
E5107,Marketing,Intern,8,Text
E5108,Marketing,Analyst,2,Interactive
E5109,Operations,Executive,6,Video
E5110,Finance,Manager,6,Text
E5111,IT,Intern,0,Text
E5112,Finance,Intern,8,Video
E5113,Finance,Executive,8,Interactive
E5114,IT,Executive,2,Interactive
E5115,HR,Intern,4,Text
E5116,IT,Executive,1,Video
E5117,IT,Analyst,5,Interactive
E5118,HR,Intern,0,Video
E5119,Marketing,Executive,4,Video
E5120,Operations,Manager,4,Interactive
E5121,IT,Manager,2,Interactive
E5122,HR,Analyst,5,Interactive
