survey_id,customer_id,score,comment,date
SV4188,C00192,5,Great service,2021-05-20
SV4189,C00403,1,Great service,2025-01-31
SV4190,C00122,5,Network issue,2024-01-15
SV4191,C00424,4,Too expensive,2021-11-14
SV4192,C00296,1,Happy with Zain,2024-01-09
SV4193,C00482,1,Great service,2025-03-20
SV4194,C00006,2,Too expensive,2023-10-10
SV4195,C00050,1,Too expensive,2023-12-13
SV4196,C00464,1,Happy with Zain,2025-01-16
SV4197,C00284,5,Network issue,2020-08-11
SV4198,C00042,2,Too expensive,2021-04-13
SV4199,C00418,3,Too expensive,2023-12-09
SV4200,C00494,3,Great service,2020-08-20
SV4201,C00037,3,Great service,2022-12-30
SV4202,C00316,1,Network issue,2025-02-09
SV4203,C00342,3,Happy with Zain,2020-05-02
SV4204,C00307,3,Network issue,2021-03-04
SV4205,C00496,5,Happy with Zain,2024-01-21
SV4206,C00443,2,Too expensive,2023-06-17
SV4207,C00306,3,Too expensive,2024-12-27
SV4208,C00215,2,Great service,2025-06-28
SV4209,C00311,1,Network issue,2022-12-30
SV4210,C00211,3,Too expensive,2020-02-21
SV4211,C00464,3,Too expensive,2023-11-02
SV4212,C00220,5,Happy with Zain,2020-10-19
SV4213,C00490,5,Too expensive,2024-01-18
SV4214,C00316,3,Great service,2022-11-29
SV4215,C00397,5,Network issue,2022-07-03
SV4216,C00119,1,Network issue,2021-08-28
SV4217,C00012,1,Great service,2025-06-02
SV4218,C00229,3,Great service,2021-06-13
SV4219,C00408,2,Great service,2024-08-21
SV4220,C00040,1,Happy with Zain,2022-06-01
SV4221,C00121,3,Network issue,2025-05-04
SV4222,C00377,4,Network issue,2021-01-08
SV4223,C00146,5,Happy with Zain,2022-11-08
SV4224,C00142,2,Too expensive,2022-10-05
SV4225,C00219,3,Happy with Zain,2021-04-16
SV4226,C00294,3,Network issue,2022-08-29
SV4227,C00418,5,Happy with Zain,2024-09-16
SV4228,C00196,2,Too expensive,2020-03-25
SV4229,C00449,5,Network issue,2021-06-03
SV4230,C00294,4,Great service,2022-01-02
SV4231,C00165,1,Network issue,2020-03-30
SV4232,C00137,2,Network issue,2023-07-24
SV4233,C00466,1,Too expensive,2023-07-01
SV4234,C00409,3,Happy with Zain,2020-02-21
SV4235,C00363,4,Too expensive,2024-06-20
SV4236,C00099,1,Happy with Zain,2021-12-17
SV4237,C00255,3,Great service,2023-03-03
SV4238,C00156,5,Too expensive,2023-10-09
SV4239,C00309,3,Too expensive,2022-09-07
SV4240,C00385,2,Great service,2024-10-20
SV4241,C00170,5,Too expensive,2025-03-18
SV4242,C00276,2,Too expensive,2023-06-28
SV4243,C00056,1,Too expensive,2022-04-03
SV4244,C00472,3,Great service,2020-01-24
SV4245,C00492,2,Happy with Zain,2020-04-11
SV4246,C00291,4,Great service,2024-06-25
SV4247,C00323,1,Happy with Zain,2020-07-10
SV4248,C00474,4,Network issue,2023-06-14
SV4249,C00047,5,Too expensive,2020-03-25
SV4250,C00050,5,Too expensive,2022-08-30
SV4251,C00412,2,Happy with Zain,2023-12-16
SV4252,C00169,5,Too expensive,2020-10-28
SV4253,C00391,2,Network issue,2020-04-05
SV4254,C00068,1,Too expensive,2020-12-07
SV4255,C00015,1,Great service,2021-02-19
SV4256,C00120,3,Network issue,2022-11-07
SV4257,C00336,2,Happy with Zain,2020-11-06
SV4258,C00266,5,Great service,2022-06-24
SV4259,C00142,3,Happy with Zain,2024-07-22
SV4260,C00467,4,Too expensive,2021-07-02
SV4261,C00209,1,Happy with Zain,2023-11-08
SV4262,C00202,2,Happy with Zain,2024-09-10
SV4263,C00489,1,Happy with Zain,2020-10-30
SV4264,C00332,1,Too expensive,2024-05-06
SV4265,C00447,1,Network issue,2023-11-05
SV4266,C00174,3,Great service,2022-03-06
SV4267,C00190,4,Great service,2023-03-27
SV4268,C00412,4,Too expensive,2023-03-24
SV4269,C00227,2,Too expensive,2021-08-26
SV4270,C00345,5,Too expensive,2024-08-17
SV4271,C00341,4,Network issue,2021-12-09
SV4272,C00451,4,Network issue,2020-01-29
SV4273,C00134,5,Great service,2025-03-02
SV4274,C00121,1,Too expensive,2020-07-26
SV4275,C00261,5,Network issue,2023-04-05
SV4276,C00049,3,Network issue,2022-01-28
SV4277,C00107,4,Happy with Zain,2023-03-15
SV4278,C00348,4,Happy with Zain,2020-11-09
SV4279,C00032,4,Great service,2021-05-08
SV4280,C00332,2,Too expensive,2022-07-17
SV4281,C00255,1,Network issue,2025-09-15
SV4282,C00312,2,Too expensive,2021-02-20
SV4283,C00397,4,Network issue,2020-07-26
SV4284,C00064,4,Happy with Zain,2024-04-15
SV4285,C00175,4,Great service,2025-09-10
SV4286,C00110,5,Network issue,2024-10-19
SV4287,C00224,5,Happy with Zain,2020-06-12
SV4288,C00243,1,Happy with Zain,2025-03-15
SV4289,C00352,1,Too expensive,2020-12-23
SV4290,C00073,1,Happy with Zain,2023-03-01
SV4291,C00293,1,Great service,2022-08-30
SV4292,C00477,3,Too expensive,2023-10-04
SV4293,C00015,4,Network issue,2023-05-07
SV4294,C00043,4,Too expensive,2022-11-28
SV4295,C00002,2,Too expensive,2022-10-16
SV4296,C00229,2,Network issue,2020-06-07
SV4297,C00412,1,Great service,2025-07-28
SV4298,C00321,1,Happy with Zain,2022-05-16
SV4299,C00095,5,Too expensive,2025-06-11
SV4300,C00364,2,Happy with Zain,2025-01-26
SV4301,C00451,5,Too expensive,2024-11-28
SV4302,C00128,5,Great service,2025-09-21
SV4303,C00306,4,Happy with Zain,2024-02-17
SV4304,C00304,4,Too expensive,2025-01-22
SV4305,C00338,2,Happy with Zain,2025-01-29
SV4306,C00389,4,Happy with Zain,2023-09-05
SV4307,C00076,2,Network issue,2024-01-24
SV4308,C00150,3,Great service,2020-08-31
SV4309,C00376,3,Great service,2022-02-19
SV4310,C00491,2,Happy with Zain,2023-06-27
SV4311,C00280,4,Network issue,2023-09-27
SV4312,C00119,2,Network issue,2024-10-30
SV4313,C00019,1,Great service,2020-12-17
SV4314,C00075,5,Happy with Zain,2024-06-15
SV4315,C00427,2,Too expensive,2020-02-29
SV4316,C00079,1,Network issue,2021-01-24
SV4317,C00275,5,Great service,2024-08-08
SV4318,C00075,5,Great service,2021-02-04
SV4319,C00208,3,Too expensive,2021-09-02
SV4320,C00407,4,Too expensive,2020-12-22
SV4321,C00171,2,Network issue,2022-02-05
SV4322,C00406,3,Great service,2021-08-03
SV4323,C00436,4,Happy with Zain,2023-04-18
SV4324,C00039,1,Great service,2025-01-27
SV4325,C00257,5,Great service,2021-07-21
SV4326,C00430,2,Network issue,2022-05-17
SV4327,C00416,4,Happy with Zain,2022-03-18
SV4328,C00041,2,Great service,2022-05-10
SV4329,C00048,4,Happy with Zain,2025-01-21
SV4330,C00107,5,Great service,2022-05-30
SV4331,C00211,4,Network issue,2021-07-11
SV4332,C00257,5,Great service,2020-04-03
SV4333,C00175,1,Happy with Zain,2020-04-09
SV4334,C00478,1,Network issue,2023-09-19
SV4335,C00476,3,Great service,2025-02-16
SV4336,C00387,2,Too expensive,2023-05-19
SV4337,C00453,2,Great service,2022-05-24
SV4338,C00289,3,Network issue,2020-01-16
SV4339,C00268,4,Too expensive,2021-07-03
SV4340,C00444,2,Great service,2023-03-07
SV4341,C00217,4,Happy with Zain,2022-01-13
SV4342,C00281,3,Great service,2024-07-06
SV4343,C00472,5,Happy with Zain,2025-01-05
SV4344,C00225,3,Network issue,2023-01-13
SV4345,C00309,3,Too expensive,2022-01-26
SV4346,C00348,4,Happy with Zain,2022-03-19
SV4347,C00068,3,Great service,2024-08-06
SV4348,C00174,2,Too expensive,2023-12-01
SV4349,C00011,4,Great service,2022-06-07
SV4350,C00465,1,Great service,2021-03-07
SV4351,C00451,1,Great service,2023-11-07
SV4352,C00491,2,Too expensive,2024-04-26
SV4353,C00437,5,Happy with Zain,2024-11-06
SV4354,C00456,1,Great service,2024-03-07
SV4355,C00207,4,Too expensive,2022-07-02
SV4356,C00361,3,Happy with Zain,2021-04-26
SV4357,C00031,3,Happy with Zain,2023-03-13
SV4358,C00447,4,Happy with Zain,2023-04-26
SV4359,C00151,5,Great service,2020-04-07
SV4360,C00409,4,Network issue,2022-08-09
SV4361,C00368,5,Too expensive,2023-06-27
SV4362,C00276,3,Happy with Zain,2023-04-06
SV4363,C00027,2,Too expensive,2020-02-28
SV4364,C00387,2,Happy with Zain,2022-03-01
SV4365,C00254,2,Too expensive,2022-05-24
SV4366,C00499,4,Great service,2025-04-19
SV4367,C00052,1,Network issue,2024-10-11
SV4368,C00201,5,Great service,2023-07-30
SV4369,C00326,1,Great service,2024-11-09
SV4370,C00224,2,Network issue,2021-07-09
SV4371,C00396,4,Happy with Zain,2021-05-25
SV4372,C00432,4,Great service,2023-03-02
SV4373,C00154,2,Network issue,2022-03-10
SV4374,C00124,5,Network issue,2020-02-11
SV4375,C00084,4,Happy with Zain,2023-11-24
SV4376,C00372,5,Happy with Zain,2022-11-06
SV4377,C00352,2,Great service,2023-05-06
SV4378,C00062,2,Great service,2021-07-20
SV4379,C00366,2,Network issue,2020-11-23
SV4380,C00395,3,Network issue,2024-12-31
SV4381,C00269,1,Too expensive,2020-11-27
SV4382,C00019,4,Happy with Zain,2020-09-25
SV4383,C00335,3,Network issue,2020-05-30
SV4384,C00471,4,Happy with Zain,2020-12-01
SV4385,C00425,4,Great service,2022-10-27
SV4386,C00166,5,Great service,2023-08-29
SV4387,C00327,2,Too expensive,2021-12-18
SV4388,C00475,3,Too expensive,2021-11-26
SV4389,C00488,4,Network issue,2023-06-13
SV4390,C00011,2,Happy with Zain,2023-12-28
SV4391,C00146,4,Happy with Zain,2022-02-01
SV4392,C00106,2,Happy with Zain,2021-05-22
SV4393,C00484,4,Network issue,2025-01-13
SV4394,C00441,1,Too expensive,2024-01-28
SV4395,C00410,3,Network issue,2025-09-11
SV4396,C00229,3,Network issue,2020-06-05
SV4397,C00234,3,Too expensive,2025-07-12
SV4398,C00419,4,Happy with Zain,2023-11-11
SV4399,C00015,5,Great service,2025-01-16
SV4400,C00015,1,Happy with Zain,2023-01-22
SV4401,C00063,3,Happy with Zain,2022-12-26
SV4402,C00499,1,Too expensive,2025-09-11
SV4403,C00420,4,Happy with Zain,2023-12-25
SV4404,C00350,4,Happy with Zain,2020-05-26
SV4405,C00166,3,Too expensive,2024-08-30
SV4406,C00403,3,Great service,2020-09-22
SV4407,C00142,1,Network issue,2025-04-19
SV4408,C00231,5,Network issue,2023-03-30
SV4409,C00302,3,Too expensive,2024-05-22
SV4410,C00469,5,Great service,2021-05-11
SV4411,C00086,5,Network issue,2020-08-06
SV4412,C00476,2,Great service,2022-05-17
SV4413,C00377,4,Network issue,2023-06-18
SV4414,C00024,4,Network issue,2021-01-08
SV4415,C00240,3,Network issue,2022-12-09
SV4416,C00013,1,Great service,2021-09-28
SV4417,C00249,5,Too expensive,2024-05-12
SV4418,C00133,3,Too expensive,2024-05-31
SV4419,C00421,4,Network issue,2024-03-10
SV4420,C00034,4,Network issue,2020-09-03
SV4421,C00064,4,Happy with Zain,2023-08-27
SV4422,C00408,5,Great service,2021-07-11
SV4423,C00102,5,Great service,2020-11-06
SV4424,C00373,5,Happy with Zain,2023-11-06
SV4425,C00337,4,Network issue,2022-10-25
SV4426,C00346,3,Too expensive,2020-11-25
SV4427,C00384,4,Happy with Zain,2025-04-25
SV4428,C00478,3,Network issue,2020-11-30
SV4429,C00049,1,Great service,2021-11-29
SV4430,C00235,2,Network issue,2021-11-19
SV4431,C00194,5,Network issue,2025-06-21
SV4432,C00308,2,Happy with Zain,2022-12-17
SV4433,C00282,5,Happy with Zain,2021-09-23
SV4434,C00234,4,Great service,2024-11-11
SV4435,C00359,1,Happy with Zain,2025-01-22
SV4436,C00256,1,Happy with Zain,2020-11-25
SV4437,C00134,4,Great service,2023-01-02
SV4438,C00110,3,Too expensive,2020-08-18
SV4439,C00463,1,Happy with Zain,2020-01-19
SV4440,C00092,3,Great service,2025-03-17
SV4441,C00102,2,Network issue,2025-09-29
SV4442,C00462,3,Great service,2020-10-14
SV4443,C00301,4,Great service,2020-10-04
SV4444,C00296,4,Great service,2022-04-05
SV4445,C00411,3,Network issue,2023-12-19
SV4446,C00488,4,Too expensive,2021-11-08
SV4447,C00228,2,Happy with Zain,2022-07-31
SV4448,C00366,3,Happy with Zain,2024-07-24
SV4449,C00327,3,Network issue,2024-10-15
SV4450,C00103,2,Happy with Zain,2021-07-20
SV4451,C00365,5,Network issue,2022-06-05
SV4452,C00260,2,Too expensive,2025-04-30
SV4453,C00284,5,Network issue,2022-04-30
SV4454,C00316,4,Happy with Zain,2021-11-21
SV4455,C00329,5,Network issue,2024-10-01
SV4456,C00469,1,Too expensive,2020-11-10
SV4457,C00472,2,Too expensive,2020-03-30
SV4458,C00227,3,Happy with Zain,2024-10-06
SV4459,C00391,3,Too expensive,2023-12-25
SV4460,C00032,4,Too expensive,2020-12-23
SV4461,C00100,5,Network issue,2022-12-13
SV4462,C00335,5,Network issue,2024-11-17
SV4463,C00364,2,Too expensive,2020-11-26
SV4464,C00487,5,Great service,2025-03-12
SV4465,C00058,3,Happy with Zain,2023-10-29
SV4466,C00197,5,Happy with Zain,2024-01-10
SV4467,C00031,2,Too expensive,2021-10-01
SV4468,C00276,3,Great service,2023-11-04
SV4469,C00439,3,Too expensive,2023-03-01
SV4470,C00303,1,Too expensive,2024-04-13
SV4471,C00066,4,Great service,2021-11-10
SV4472,C00487,2,Network issue,2022-12-19
SV4473,C00014,5,Happy with Zain,2024-04-17
SV4474,C00395,1,Great service,2021-11-25
SV4475,C00106,2,Great service,2022-04-02
SV4476,C00478,4,Too expensive,2023-07-16
SV4477,C00018,5,Happy with Zain,2021-04-04
SV4478,C00010,5,Great service,2023-07-01
SV4479,C00130,5,Too expensive,2023-04-30
SV4480,C00424,3,Too expensive,2023-08-23
SV4481,C00165,1,Happy with Zain,2024-12-05
SV4482,C00377,2,Too expensive,2020-02-13
SV4483,C00168,1,Great service,2021-10-12
SV4484,C00499,2,Network issue,2020-07-16
SV4485,C00173,2,Great service,2021-09-17
SV4486,C00471,5,Too expensive,2025-06-20
SV4487,C00267,3,Network issue,2024-07-11
SV4488,C00005,4,Network issue,2025-02-18
SV4489,C00383,5,Too expensive,2020-09-06
SV4490,C00138,4,Great service,2025-08-23
SV4491,C00205,2,Too expensive,2024-08-26
SV4492,C00123,1,Great service,2025-06-29
SV4493,C00118,4,Happy with Zain,2022-02-20
SV4494,C00165,5,Great service,2022-11-30
SV4495,C00270,3,Network issue,2024-12-12
SV4496,C00032,5,Too expensive,2021-05-24
SV4497,C00300,1,Great service,2024-08-18
SV4498,C00227,4,Too expensive,2022-08-13
SV4499,C00391,5,Happy with Zain,2024-03-28
SV4500,C00430,1,Network issue,2022-02-13
SV4501,C00182,5,Network issue,2020-03-01
SV4502,C00087,1,Happy with Zain,2023-06-15
SV4503,C00323,2,Great service,2024-03-13
SV4504,C00375,2,Great service,2023-04-05
SV4505,C00088,4,Network issue,2023-05-07
SV4506,C00342,2,Too expensive,2021-10-30
SV4507,C00239,1,Network issue,2020-02-20
SV4508,C00399,5,Network issue,2024-12-18
SV4509,C00308,4,Network issue,2023-09-11
SV4510,C00212,1,Happy with Zain,2023-06-15
SV4511,C00218,3,Network issue,2023-10-29
SV4512,C00438,1,Great service,2025-05-01
SV4513,C00054,3,Network issue,2020-12-24
SV4514,C00194,2,Happy with Zain,2023-05-07
SV4515,C00182,4,Network issue,2023-10-09
SV4516,C00320,4,Too expensive,2025-03-28
SV4517,C00354,1,Happy with Zain,2021-05-21
SV4518,C00105,1,Too expensive,2025-07-27
SV4519,C00486,1,Too expensive,2025-07-31
SV4520,C00172,4,Too expensive,2025-07-24
SV4521,C00387,1,Network issue,2021-12-04
SV4522,C00194,5,Network issue,2023-01-18
SV4523,C00045,2,Too expensive,2020-03-11
SV4524,C00063,3,Network issue,2025-05-07
SV4525,C00099,4,Great service,2024-04-21
SV4526,C00247,1,Network issue,2022-08-11
SV4527,C00036,1,Too expensive,2023-02-24
SV4528,C00199,2,Network issue,2020-10-22
SV4529,C00281,2,Too expensive,2025-06-07
SV4530,C00193,3,Too expensive,2020-11-21
SV4531,C00462,1,Network issue,2025-01-16
SV4532,C00391,3,Great service,2025-06-20
SV4533,C00487,3,Happy with Zain,2024-08-15
SV4534,C00060,2,Network issue,2025-01-27
SV4535,C00212,1,Happy with Zain,2022-06-19
SV4536,C00296,1,Great service,2022-08-19
SV4537,C00155,4,Happy with Zain,2020-04-17
SV4538,C00081,1,Great service,2020-02-08
SV4539,C00374,1,Happy with Zain,2022-02-26
SV4540,C00184,4,Network issue,2020-08-14
SV4541,C00322,2,Network issue,2024-08-16
SV4542,C00428,4,Network issue,2025-03-21
SV4543,C00432,3,Too expensive,2025-07-29
SV4544,C00025,2,Network issue,2024-05-15
SV4545,C00482,1,Great service,2023-03-25
SV4546,C00421,3,Network issue,2021-09-18
SV4547,C00383,2,Happy with Zain,2020-02-05
SV4548,C00442,3,Too expensive,2021-05-04
SV4549,C00319,2,Network issue,2020-07-05
SV4550,C00038,1,Great service,2025-05-18
SV4551,C00166,5,Too expensive,2023-08-10
SV4552,C00001,3,Too expensive,2023-05-30
SV4553,C00077,2,Network issue,2022-01-12
SV4554,C00112,1,Great service,2023-04-20
SV4555,C00372,3,Too expensive,2021-07-05
SV4556,C00351,3,Too expensive,2020-12-31
SV4557,C00368,4,Happy with Zain,2020-12-24
SV4558,C00260,2,Network issue,2025-03-12
SV4559,C00350,4,Happy with Zain,2021-09-15
SV4560,C00222,2,Network issue,2020-01-17
SV4561,C00164,5,Too expensive,2023-05-18
SV4562,C00262,5,Happy with Zain,2022-04-14
SV4563,C00073,4,Great service,2025-04-24
SV4564,C00017,2,Happy with Zain,2020-06-03
SV4565,C00452,4,Great service,2021-01-02
SV4566,C00387,2,Happy with Zain,2025-08-04
SV4567,C00236,5,Too expensive,2022-12-11
SV4568,C00089,3,Network issue,2022-05-01
SV4569,C00374,4,Happy with Zain,2023-11-29
SV4570,C00307,3,Too expensive,2022-11-28
SV4571,C00458,2,Network issue,2021-02-23
SV4572,C00312,1,Great service,2021-09-30
SV4573,C00113,4,Happy with Zain,2021-09-26
SV4574,C00143,1,Happy with Zain,2022-10-13
SV4575,C00472,1,Great service,2020-08-18
SV4576,C00478,3,Network issue,2021-01-19
SV4577,C00325,5,Network issue,2024-09-09
SV4578,C00479,5,Happy with Zain,2021-02-19
SV4579,C00326,1,Too expensive,2023-12-02
SV4580,C00417,2,Great service,2022-06-13
SV4581,C00477,2,Network issue,2020-03-06
SV4582,C00168,2,Network issue,2021-10-28
SV4583,C00352,2,Network issue,2020-12-24
SV4584,C00029,3,Happy with Zain,2024-06-11
SV4585,C00490,5,Too expensive,2020-04-03
SV4586,C00210,4,Network issue,2025-03-30
SV4587,C00275,3,Too expensive,2022-06-20
SV4588,C00246,5,Network issue,2024-05-01
SV4589,C00176,2,Happy with Zain,2023-03-14
SV4590,C00358,1,Too expensive,2025-05-08
SV4591,C00117,5,Network issue,2024-02-11
SV4592,C00172,2,Happy with Zain,2024-10-18
SV4593,C00288,1,Too expensive,2023-01-29
SV4594,C00389,4,Network issue,2025-05-18
SV4595,C00154,3,Happy with Zain,2023-09-30
SV4596,C00306,3,Great service,2020-08-25
SV4597,C00136,3,Network issue,2023-05-02
SV4598,C00295,2,Great service,2022-09-27
SV4599,C00009,5,Great service,2024-12-25
SV4600,C00278,5,Great service,2024-06-19
SV4601,C00031,5,Great service,2022-04-26
SV4602,C00467,2,Happy with Zain,2022-10-14
SV4603,C00027,4,Great service,2023-08-21
SV4604,C00273,3,Too expensive,2021-03-01
SV4605,C00420,1,Great service,2025-06-15
SV4606,C00309,2,Happy with Zain,2025-06-13
SV4607,C00379,1,Network issue,2025-07-03
SV4608,C00274,1,Network issue,2020-01-15
SV4609,C00043,5,Happy with Zain,2020-06-16
SV4610,C00401,3,Happy with Zain,2025-06-08
SV4611,C00036,3,Too expensive,2025-05-26
SV4612,C00381,5,Happy with Zain,2022-11-10
SV4613,C00133,3,Great service,2024-03-13
SV4614,C00141,5,Too expensive,2023-12-17
SV4615,C00017,2,Great service,2023-05-11
SV4616,C00075,3,Too expensive,2021-05-28
SV4617,C00352,4,Network issue,2025-09-29
SV4618,C00301,3,Network issue,2022-09-04
SV4619,C00480,3,Too expensive,2024-11-12
SV4620,C00425,3,Network issue,2022-07-24
SV4621,C00327,2,Happy with Zain,2022-07-18
SV4622,C00086,4,Happy with Zain,2022-12-19
SV4623,C00144,2,Network issue,2024-02-14
SV4624,C00469,2,Happy with Zain,2024-10-27
SV4625,C00296,3,Happy with Zain,2020-03-16
SV4626,C00312,3,Too expensive,2022-06-26
SV4627,C00049,1,Too expensive,2025-06-03
SV4628,C00326,2,Great service,2023-05-17
SV4629,C00027,5,Network issue,2022-05-22
SV4630,C00033,4,Happy with Zain,2020-10-22
SV4631,C00360,2,Network issue,2020-01-17
SV4632,C00368,3,Great service,2022-12-17
SV4633,C00354,1,Too expensive,2025-02-19
SV4634,C00247,4,Great service,2024-06-11
SV4635,C00462,1,Too expensive,2023-12-31
SV4636,C00287,5,Network issue,2022-09-30
SV4637,C00093,3,Great service,2021-07-28
SV4638,C00133,5,Great service,2025-02-21
SV4639,C00203,4,Happy with Zain,2021-09-11
SV4640,C00391,4,Happy with Zain,2022-11-03
SV4641,C00429,3,Great service,2023-09-15
SV4642,C00240,5,Great service,2021-11-13
SV4643,C00207,3,Great service,2022-09-03
SV4644,C00376,2,Great service,2020-03-27
SV4645,C00393,5,Network issue,2022-09-20
SV4646,C00292,2,Great service,2020-12-09
SV4647,C00192,2,Too expensive,2023-04-02
SV4648,C00371,2,Great service,2022-12-30
SV4649,C00211,1,Happy with Zain,2024-04-28
SV4650,C00476,2,Too expensive,2020-02-17
SV4651,C00450,2,Great service,2023-10-19
SV4652,C00345,4,Great service,2022-04-17
SV4653,C00443,3,Great service,2021-07-18
SV4654,C00483,3,Too expensive,2022-04-01
SV4655,C00035,3,Too expensive,2021-02-14
SV4656,C00428,1,Great service,2021-06-08
SV4657,C00047,3,Too expensive,2025-06-10
SV4658,C00101,4,Too expensive,2024-05-11
SV4659,C00040,1,Great service,2021-09-18
SV4660,C00385,3,Great service,2020-09-04
SV4661,C00419,5,Network issue,2021-10-14
SV4662,C00444,4,Happy with Zain,2022-11-09
SV4663,C00419,2,Happy with Zain,2025-06-14
SV4664,C00210,3,Happy with Zain,2021-04-19
SV4665,C00450,4,Great service,2022-06-30
SV4666,C00188,1,Too expensive,2020-12-10
SV4667,C00208,2,Great service,2024-06-08
SV4668,C00042,2,Great service,2020-05-30
SV4669,C00158,4,Great service,2023-01-23
SV4670,C00479,2,Network issue,2020-03-26
SV4671,C00106,1,Happy with Zain,2020-12-12
SV4672,C00218,3,Great service,2023-05-29
SV4673,C00070,5,Too expensive,2024-05-31
SV4674,C00145,4,Network issue,2020-10-07
SV4675,C00180,3,Too expensive,2022-12-06
SV4676,C00034,2,Happy with Zain,2025-08-18
SV4677,C00229,3,Network issue,2022-05-22
SV4678,C00120,1,Happy with Zain,2024-08-18
SV4679,C00320,1,Great service,2023-09-29
SV4680,C00261,3,Great service,2021-04-20
SV4681,C00087,2,Happy with Zain,2023-11-20
SV4682,C00496,1,Great service,2025-09-28
SV4683,C00037,1,Happy with Zain,2020-01-20
SV4684,C00379,4,Too expensive,2024-12-16
SV4685,C00232,4,Happy with Zain,2023-11-10
SV4686,C00460,3,Network issue,2023-01-27
SV4687,C00411,1,Great service,2024-01-25
SV4688,C00209,5,Too expensive,2020-02-28
SV4689,C00207,1,Great service,2023-07-22
SV4690,C00426,1,Happy with Zain,2022-03-22
SV4691,C00116,3,Happy with Zain,2021-06-12
SV4692,C00069,3,Happy with Zain,2020-03-28
SV4693,C00132,4,Network issue,2021-07-29
SV4694,C00186,5,Too expensive,2023-08-02
SV4695,C00061,2,Great service,2022-01-25
SV4696,C00203,1,Happy with Zain,2020-12-27
SV4697,C00453,2,Happy with Zain,2024-10-28
SV4698,C00155,5,Network issue,2023-08-18
SV4699,C00399,1,Too expensive,2024-10-08
SV4700,C00170,1,Too expensive,2024-03-19
SV4701,C00434,2,Too expensive,2025-01-26
SV4702,C00456,1,Too expensive,2023-08-16
SV4703,C00344,5,Too expensive,2022-04-02
SV4704,C00141,1,Happy with Zain,2024-12-01
SV4705,C00138,2,Happy with Zain,2020-12-03
SV4706,C00279,1,Great service,2020-11-30
SV4707,C00007,3,Network issue,2020-02-21
SV4708,C00008,5,Network issue,2021-08-23
SV4709,C00466,1,Network issue,2021-12-23
SV4710,C00331,2,Network issue,2024-06-14
SV4711,C00132,3,Network issue,2020-12-10
SV4712,C00210,1,Happy with Zain,2021-09-30
SV4713,C00313,4,Happy with Zain,2023-08-03
SV4714,C00376,3,Too expensive,2024-12-16
SV4715,C00442,5,Happy with Zain,2024-08-13
SV4716,C00328,1,Happy with Zain,2022-07-11
SV4717,C00114,3,Too expensive,2020-04-09
SV4718,C00305,5,Too expensive,2020-02-21
SV4719,C00344,2,Too expensive,2025-07-25
SV4720,C00235,4,Network issue,2021-07-11
SV4721,C00373,1,Too expensive,2024-12-03
SV4722,C00456,5,Great service,2023-02-02
SV4723,C00256,4,Great service,2024-05-21
SV4724,C00185,2,Happy with Zain,2021-02-26
SV4725,C00055,1,Too expensive,2024-12-12
SV4726,C00242,5,Too expensive,2024-09-04
SV4727,C00330,2,Too expensive,2022-07-17
SV4728,C00462,5,Great service,2024-07-30
SV4729,C00374,3,Network issue,2025-04-27
SV4730,C00236,1,Happy with Zain,2023-04-20
SV4731,C00153,4,Great service,2020-01-09
SV4732,C00146,5,Great service,2025-07-22
SV4733,C00288,3,Too expensive,2020-05-09
SV4734,C00238,3,Too expensive,2023-04-24
SV4735,C00113,4,Too expensive,2025-03-22
SV4736,C00373,3,Great service,2020-10-01
SV4737,C00426,2,Great service,2021-06-03
SV4738,C00267,5,Network issue,2022-05-15
SV4739,C00320,2,Network issue,2021-05-04
SV4740,C00288,2,Happy with Zain,2025-07-31
SV4741,C00237,2,Happy with Zain,2025-01-22
SV4742,C00129,2,Network issue,2023-10-10
SV4743,C00113,2,Too expensive,2020-08-09
SV4744,C00130,5,Happy with Zain,2025-02-14
SV4745,C00361,2,Great service,2024-06-03
SV4746,C00472,1,Great service,2023-09-23
SV4747,C00062,4,Too expensive,2022-07-21
SV4748,C00290,3,Network issue,2022-02-14
SV4749,C00392,5,Great service,2021-04-12
SV4750,C00439,3,Network issue,2020-07-20
SV4751,C00414,4,Network issue,2021-09-26
SV4752,C00010,3,Too expensive,2023-03-10
SV4753,C00376,4,Too expensive,2020-12-18
SV4754,C00453,2,Network issue,2021-11-04
SV4755,C00321,5,Happy with Zain,2024-06-10
SV4756,C00022,3,Great service,2023-02-01
SV4757,C00292,4,Happy with Zain,2020-11-30
SV4758,C00106,1,Too expensive,2021-08-03
SV4759,C00400,3,Great service,2023-04-26
SV4760,C00467,1,Network issue,2023-02-18
SV4761,C00198,1,Network issue,2021-09-09
SV4762,C00038,5,Too expensive,2021-02-23
SV4763,C00347,2,Happy with Zain,2022-08-10
SV4764,C00249,2,Happy with Zain,2023-03-04
SV4765,C00481,4,Network issue,2020-07-18
SV4766,C00051,5,Too expensive,2020-06-12
SV4767,C00414,5,Network issue,2024-12-24
SV4768,C00201,1,Great service,2024-05-29
SV4769,C00029,5,Great service,2020-10-29
SV4770,C00337,5,Great service,2021-09-23
SV4771,C00316,3,Network issue,2020-05-31
SV4772,C00497,5,Too expensive,2024-04-12
SV4773,C00491,3,Network issue,2022-12-24
SV4774,C00380,1,Network issue,2025-07-26
SV4775,C00177,4,Great service,2020-11-13
SV4776,C00051,2,Happy with Zain,2020-06-08
