record_id,region,signal_strength,latency_ms,downtime_minutes,date
NP05787,Isa Town,4,57,29,2020-08-17
NP05788,Isa Town,1,143,6,2020-05-20
NP05789,Muharraq,4,82,15,2021-08-30
NP05790,Muharraq,1,155,22,2025-08-04
NP05791,Isa Town,2,139,11,2021-08-11
NP05792,Manama,3,81,8,2020-05-19
NP05793,Riffa,2,107,13,2023-04-30
NP05794,Isa Town,5,78,48,2021-01-17
NP05795,Riffa,4,135,43,2020-01-27
NP05796,Isa Town,5,12,29,2022-10-09
NP05797,Riffa,5,83,28,2020-11-26
NP05798,Isa Town,5,156,51,2024-05-15
NP05799,Muharraq,2,185,18,2022-12-13
NP05800,Isa Town,2,105,34,2020-01-15
NP05801,Muharraq,1,145,27,2021-04-28
NP05802,Riffa,3,47,50,2022-03-05
NP05803,Manama,2,53,26,2021-03-16
NP05804,Riffa,4,139,48,2021-02-12
NP05805,Muharraq,5,166,9,2023-05-30
NP05806,Muharraq,5,135,53,2024-10-22
NP05807,Riffa,1,164,0,2025-08-15
NP05808,Muharraq,2,187,36,2021-06-07
NP05809,Isa Town,4,155,40,2021-11-11
NP05810,Isa Town,3,53,24,2025-07-05
NP05811,Manama,4,171,33,2020-04-27
NP05812,Muharraq,5,105,47,2023-11-17
NP05813,Muharraq,2,120,20,2023-07-28
NP05814,Riffa,5,34,13,2022-01-02
NP05815,Manama,2,37,10,2025-04-13
NP05816,Riffa,2,133,42,2020-03-08
NP05817,Manama,4,186,2,2025-08-03
NP05818,Riffa,5,13,25,2024-09-15
NP05819,Riffa,1,195,46,2022-10-17
NP05820,Muharraq,4,77,47,2020-11-13
NP05821,Muharraq,1,50,37,2021-03-07
NP05822,Riffa,1,65,7,2020-03-29
NP05823,Muharraq,4,155,27,2020-06-23
NP05824,Isa Town,1,131,38,2020-08-13
NP05825,Isa Town,2,149,46,2020-05-19
NP05826,Riffa,3,96,0,2025-04-11
NP05827,Manama,1,56,31,2025-05-15
NP05828,Isa Town,3,86,20,2025-05-25
NP05829,Manama,3,117,11,2021-09-26
NP05830,Manama,1,73,57,2024-01-07
NP05831,Riffa,4,84,59,2020-01-28
NP05832,Manama,4,160,15,2020-04-30
NP05833,Riffa,2,75,54,2024-01-29
NP05834,Riffa,3,106,5,2025-02-13
NP05835,Isa Town,5,51,57,2022-11-04
NP05836,Riffa,3,156,58,2022-03-14
NP05837,Isa Town,3,149,51,2024-03-29
NP05838,Manama,2,74,45,2022-07-18
NP05839,Isa Town,1,133,52,2023-12-08
NP05840,Manama,2,95,19,2020-12-16
NP05841,Muharraq,3,142,21,2022-03-28
NP05842,Riffa,3,99,48,2024-09-21
NP05843,Muharraq,1,91,42,2024-11-13
NP05844,Isa Town,1,77,52,2022-07-16
NP05845,Riffa,1,18,33,2021-05-21
NP05846,Manama,2,35,16,2024-07-10
NP05847,Riffa,1,92,18,2024-06-11
NP05848,Manama,2,161,21,2024-09-12
NP05849,Muharraq,5,103,14,2023-10-06
NP05850,Muharraq,2,72,14,2021-10-06
NP05851,Manama,1,89,30,2023-01-26
NP05852,Riffa,4,176,45,2022-04-28
NP05853,Manama,3,108,12,2022-12-22
NP05854,Riffa,1,102,23,2022-04-22
NP05855,Muharraq,1,21,16,2024-01-17
NP05856,Muharraq,3,187,9,2023-02-23
NP05857,Muharraq,3,80,2,2021-02-24
NP05858,Muharraq,4,180,13,2024-03-12
NP05859,Riffa,2,71,13,2024-07-09
NP05860,Isa Town,1,69,20,2022-06-25
NP05861,Manama,3,68,46,2023-04-16
NP05862,Manama,3,121,15,2023-06-19
NP05863,Isa Town,5,55,48,2024-12-15
NP05864,Muharraq,4,61,6,2021-05-16
NP05865,Riffa,4,109,17,2024-10-28
NP05866,Riffa,1,191,56,2023-07-22
NP05867,Muharraq,3,191,34,2025-03-27
NP05868,Riffa,5,20,23,2021-11-06
NP05869,Muharraq,1,93,43,2023-11-17
NP05870,Muharraq,4,86,45,2022-01-28
NP05871,Muharraq,1,165,2,2020-04-26
NP05872,Riffa,1,57,10,2021-08-21
NP05873,Manama,1,156,1,2024-04-23
NP05874,Isa Town,4,88,33,2023-05-25
NP05875,Riffa,3,176,22,2022-03-11
NP05876,Riffa,1,56,36,2020-01-28
NP05877,Riffa,4,90,45,2021-05-10
NP05878,Manama,3,126,34,2020-07-29
NP05879,Muharraq,4,31,58,2022-03-05
NP05880,Manama,1,82,23,2025-03-12
NP05881,Isa Town,5,38,12,2023-01-26
NP05882,Muharraq,2,40,39,2023-01-04
NP05883,Muharraq,4,147,13,2021-09-29
NP05884,Manama,2,83,43,2022-07-24
NP05885,Muharraq,2,151,13,2023-07-29
NP05886,Muharraq,2,86,1,2021-04-14
NP05887,Muharraq,4,97,34,2022-07-31
NP05888,Riffa,2,150,50,2025-04-11
NP05889,Riffa,2,55,7,2020-06-18
NP05890,Muharraq,5,71,28,2024-12-11
NP05891,Isa Town,3,27,7,2023-11-15
NP05892,Manama,3,144,7,2020-02-10
NP05893,Isa Town,5,85,23,2023-08-02
NP05894,Riffa,3,37,60,2022-01-26
NP05895,Riffa,4,73,17,2025-01-07
NP05896,Muharraq,1,60,58,2023-09-24
NP05897,Manama,4,136,53,2024-08-12
NP05898,Riffa,1,23,59,2020-05-28
NP05899,Manama,2,105,8,2022-07-15
NP05900,Riffa,4,26,50,2021-01-20
NP05901,Isa Town,2,69,21,2025-09-17
NP05902,Muharraq,4,143,46,2022-04-13
NP05903,Manama,4,102,27,2024-06-02
NP05904,Riffa,2,24,15,2020-03-04
NP05905,Isa Town,5,116,42,2025-01-16
NP05906,Riffa,1,177,36,2025-04-27
NP05907,Manama,4,29,44,2022-05-19
NP05908,Riffa,2,136,27,2021-10-16
NP05909,Manama,3,132,43,2025-06-13
NP05910,Isa Town,3,134,6,2023-07-29
NP05911,Manama,4,26,39,2024-10-13
NP05912,Manama,2,156,52,2024-04-19
NP05913,Muharraq,1,171,38,2020-05-14
NP05914,Manama,4,37,3,2022-09-06
NP05915,Isa Town,5,72,5,2025-07-19
NP05916,Muharraq,1,13,0,2022-07-01
NP05917,Isa Town,1,34,42,2021-09-20
NP05918,Isa Town,4,139,26,2022-04-24
NP05919,Riffa,2,156,60,2020-11-15
NP05920,Riffa,5,97,33,2024-05-02
NP05921,Muharraq,2,196,60,2024-12-12
NP05922,Riffa,5,79,52,2022-05-29
NP05923,Manama,3,123,16,2023-02-21
NP05924,Muharraq,1,72,5,2021-05-05
NP05925,Isa Town,3,13,25,2024-04-05
NP05926,Muharraq,2,102,38,2021-10-31
NP05927,Muharraq,4,165,6,2021-10-16
NP05928,Manama,3,95,2,2022-06-03
NP05929,Isa Town,2,182,32,2025-01-14
NP05930,Riffa,1,194,46,2022-06-07
NP05931,Muharraq,1,137,14,2025-08-04
NP05932,Isa Town,2,140,41,2023-07-16
NP05933,Manama,4,141,54,2024-12-17
NP05934,Riffa,4,83,42,2021-12-18
NP05935,Muharraq,4,16,8,2023-06-05
NP05936,Manama,4,33,2,2020-12-24
NP05937,Muharraq,4,86,15,2023-06-28
NP05938,Muharraq,5,76,34,2021-10-25
NP05939,Manama,5,22,25,2022-04-23
NP05940,Riffa,5,196,22,2021-07-05
NP05941,Manama,3,114,16,2022-08-28
NP05942,Muharraq,2,141,15,2020-02-25
NP05943,Riffa,2,16,31,2023-02-05
NP05944,Isa Town,5,165,38,2022-09-17
NP05945,Muharraq,4,63,2,2023-03-07
NP05946,Isa Town,4,111,58,2024-03-07
NP05947,Riffa,2,58,13,2023-12-05
NP05948,Manama,3,151,25,2023-11-20
NP05949,Riffa,2,47,59,2023-06-19
NP05950,Manama,4,35,3,2024-02-27
NP05951,Riffa,5,191,5,2020-10-23
NP05952,Muharraq,3,140,55,2020-05-09
NP05953,Isa Town,3,37,34,2024-10-22
NP05954,Riffa,4,142,54,2021-06-26
NP05955,Riffa,2,152,4,2024-08-24
NP05956,Riffa,5,70,22,2023-12-03
NP05957,Isa Town,1,57,54,2025-04-21
NP05958,Manama,1,185,31,2025-02-19
NP05959,Isa Town,5,149,42,2020-10-04
NP05960,Riffa,2,119,21,2021-11-14
NP05961,Manama,5,29,37,2020-12-14
NP05962,Muharraq,5,170,52,2020-07-04
NP05963,Manama,1,30,4,2024-08-26
NP05964,Isa Town,1,127,54,2025-06-04
NP05965,Isa Town,2,158,18,2025-09-03
NP05966,Riffa,4,160,54,2020-01-24
NP05967,Manama,2,68,32,2020-04-29
NP05968,Manama,4,67,40,2025-06-18
NP05969,Riffa,2,113,44,2021-11-01
NP05970,Manama,2,32,27,2022-04-09
NP05971,Manama,3,96,53,2022-04-12
NP05972,Manama,5,106,9,2023-08-08
NP05973,Isa Town,1,152,23,2024-01-21
NP05974,Muharraq,5,56,21,2023-01-18
NP05975,Manama,4,179,5,2021-11-26
NP05976,Isa Town,5,147,6,2020-04-03
NP05977,Isa Town,3,199,0,2021-10-02
NP05978,Manama,5,200,6,2024-10-01
NP05979,Manama,2,191,11,2020-02-21
NP05980,Manama,1,79,47,2023-08-09
NP05981,Isa Town,5,181,36,2021-10-21
NP05982,Isa Town,5,136,48,2024-03-26
NP05983,Muharraq,2,20,30,2025-03-06
NP05984,Isa Town,4,143,9,2021-09-01
NP05985,Isa Town,5,172,1,2020-05-26
NP05986,Manama,2,80,46,2024-02-09
NP05987,Manama,1,160,29,2023-01-15
NP05988,Riffa,4,161,46,2025-03-14
NP05989,Riffa,5,56,0,2021-07-26
NP05990,Isa Town,4,17,3,2024-01-19
NP05991,Manama,1,146,8,2023-08-04
NP05992,Manama,1,36,18,2020-07-23
NP05993,Isa Town,5,123,56,2020-12-18
NP05994,Riffa,4,41,6,2023-11-19
NP05995,Muharraq,3,74,60,2020-10-06
NP05996,Muharraq,2,110,19,2024-07-29
NP05997,Isa Town,4,11,11,2024-04-06
NP05998,Isa Town,1,51,5,2021-08-03
NP05999,Manama,3,67,21,2023-12-22
NP06000,Muharraq,4,67,26,2024-05-28
NP06001,Manama,5,117,37,2024-11-16
NP06002,Isa Town,4,58,7,2022-04-11
NP06003,Muharraq,4,147,10,2025-03-16
NP06004,Isa Town,5,174,17,2023-12-17
NP06005,Isa Town,5,29,28,2022-08-13
NP06006,Isa Town,5,97,51,2023-07-31
NP06007,Muharraq,1,164,29,2020-08-21
NP06008,Isa Town,2,158,1,2020-12-07
NP06009,Manama,3,103,47,2024-01-25
NP06010,Manama,2,169,5,2020-11-05
NP06011,Riffa,5,191,40,2023-02-20
NP06012,Manama,3,135,24,2020-11-03
NP06013,Muharraq,4,48,32,2022-05-10
NP06014,Manama,2,93,13,2021-03-12
NP06015,Riffa,1,122,57,2022-07-05
NP06016,Manama,1,99,55,2021-03-12
NP06017,Isa Town,1,87,5,2023-09-24
NP06018,Isa Town,5,196,25,2025-07-02
NP06019,Riffa,4,88,4,2024-11-09
NP06020,Manama,4,172,27,2021-01-25
NP06021,Isa Town,2,112,1,2021-06-06
NP06022,Manama,2,89,58,2023-03-02
NP06023,Isa Town,1,152,2,2023-07-28
NP06024,Riffa,3,192,13,2021-03-01
NP06025,Manama,3,178,9,2023-11-22
NP06026,Riffa,3,164,44,2022-12-12
NP06027,Manama,4,78,9,2022-03-06
NP06028,Riffa,1,155,6,2024-05-26
NP06029,Muharraq,4,156,58,2025-09-19
NP06030,Manama,3,182,4,2020-09-30
NP06031,Riffa,3,139,21,2022-12-28
NP06032,Riffa,3,147,6,2020-10-25
NP06033,Riffa,5,82,18,2024-10-29
NP06034,Muharraq,2,71,9,2022-07-26
NP06035,Manama,3,37,11,2024-05-27
NP06036,Riffa,5,149,9,2024-01-20
NP06037,Isa Town,4,197,0,2020-04-08
NP06038,Muharraq,1,166,30,2024-12-02
NP06039,Isa Town,5,61,57,2020-08-07
NP06040,Manama,3,38,1,2021-09-15
NP06041,Muharraq,4,24,57,2022-04-14
NP06042,Riffa,1,161,35,2023-11-03
NP06043,Isa Town,1,56,23,2025-01-18
NP06044,Manama,3,111,7,2025-08-30
NP06045,Isa Town,5,71,58,2020-10-22
NP06046,Manama,4,121,23,2024-06-08
NP06047,Manama,5,24,10,2025-04-20
NP06048,Manama,1,53,7,2024-03-19
NP06049,Muharraq,3,106,33,2025-05-28
NP06050,Isa Town,1,124,32,2023-09-22
NP06051,Isa Town,1,68,49,2023-08-28
NP06052,Riffa,3,31,46,2024-03-28
NP06053,Isa Town,4,63,12,2020-04-16
NP06054,Muharraq,2,72,10,2022-12-25
NP06055,Manama,5,137,30,2024-10-11
NP06056,Manama,5,198,60,2021-05-23
NP06057,Isa Town,3,47,12,2023-04-25
NP06058,Muharraq,3,45,3,2023-01-06
NP06059,Isa Town,5,145,42,2021-07-03
NP06060,Isa Town,4,181,48,2020-03-22
NP06061,Riffa,5,147,7,2023-02-18
NP06062,Riffa,3,149,11,2021-06-13
NP06063,Manama,3,67,13,2022-06-24
NP06064,Riffa,4,171,58,2021-02-03
NP06065,Isa Town,1,146,59,2025-01-19
NP06066,Riffa,4,143,19,2023-06-12
NP06067,Isa Town,4,151,0,2023-02-01
NP06068,Isa Town,1,196,54,2021-12-20
NP06069,Muharraq,5,15,30,2023-12-08
NP06070,Muharraq,1,69,60,2024-02-15
NP06071,Muharraq,2,115,11,2020-10-12
NP06072,Isa Town,2,61,32,2023-05-07
NP06073,Muharraq,4,193,35,2022-10-30
NP06074,Muharraq,5,124,19,2025-07-28
NP06075,Isa Town,3,192,46,2020-03-11
NP06076,Muharraq,2,29,42,2023-03-30
NP06077,Riffa,5,164,1,2021-11-11
NP06078,Isa Town,1,32,11,2022-08-21
NP06079,Manama,1,25,10,2025-07-02
NP06080,Isa Town,2,67,29,2024-12-09
NP06081,Manama,5,38,7,2020-10-26
NP06082,Muharraq,5,96,3,2022-02-26
NP06083,Manama,1,159,27,2023-12-11
NP06084,Muharraq,2,148,14,2020-04-02
NP06085,Isa Town,2,197,39,2020-01-21
NP06086,Riffa,4,117,9,2020-09-13
NP06087,Isa Town,1,72,30,2025-07-13
NP06088,Riffa,2,143,23,2022-10-11
NP06089,Riffa,5,83,26,2025-09-14
NP06090,Isa Town,4,198,14,2023-08-26
NP06091,Isa Town,1,31,32,2020-02-04
NP06092,Manama,1,125,58,2020-10-28
NP06093,Riffa,4,77,39,2020-02-16
NP06094,Isa Town,5,122,47,2025-02-09
NP06095,Isa Town,5,159,9,2020-09-24
NP06096,Riffa,5,188,34,2020-10-03
NP06097,Manama,1,17,12,2021-01-25
NP06098,Muharraq,1,161,31,2025-08-23
NP06099,Riffa,5,114,6,2021-05-21
NP06100,Manama,3,132,43,2024-12-03
NP06101,Isa Town,3,40,21,2020-06-10
NP06102,Riffa,4,43,29,2025-03-07
NP06103,Riffa,5,79,11,2023-03-14
NP06104,Muharraq,5,81,23,2024-10-20
NP06105,Manama,3,51,13,2020-12-05
NP06106,Manama,1,164,23,2020-01-24
NP06107,Isa Town,1,12,9,2024-06-16
NP06108,Manama,1,28,33,2023-06-25
NP06109,Isa Town,1,111,42,2023-06-30
NP06110,Muharraq,4,126,47,2020-01-20
NP06111,Riffa,5,56,9,2024-01-02
NP06112,Manama,1,129,49,2022-01-17
NP06113,Isa Town,5,155,8,2025-01-02
NP06114,Manama,5,12,0,2020-07-10
NP06115,Muharraq,2,179,25,2023-08-03
NP06116,Manama,5,174,33,2022-06-09
NP06117,Manama,1,103,42,2020-07-02
NP06118,Riffa,2,176,15,2021-11-11
NP06119,Muharraq,4,79,55,2021-04-06
NP06120,Riffa,1,193,25,2025-01-21
NP06121,Manama,5,177,5,2024-03-05
NP06122,Isa Town,1,39,55,2020-04-26
NP06123,Isa Town,4,138,60,2022-10-09
NP06124,Isa Town,5,149,26,2022-09-10
NP06125,Isa Town,3,68,11,2024-09-25
NP06126,Riffa,1,74,57,2025-02-20
NP06127,Riffa,1,72,34,2025-04-10
NP06128,Manama,4,57,4,2024-06-02
NP06129,Muharraq,3,37,4,2020-09-12
NP06130,Muharraq,4,115,58,2024-10-09
NP06131,Riffa,3,140,8,2020-10-16
NP06132,Riffa,3,170,60,2025-04-19
NP06133,Manama,5,88,28,2024-06-01
NP06134,Manama,5,25,43,2024-11-04
NP06135,Riffa,5,23,40,2022-08-01
NP06136,Muharraq,4,61,57,2025-08-28
NP06137,Isa Town,4,115,12,2021-10-04
NP06138,Manama,2,150,1,2023-08-04
NP06139,Muharraq,2,93,0,2020-05-11
NP06140,Manama,5,151,41,2025-06-13
NP06141,Riffa,1,58,58,2020-02-13
NP06142,Manama,3,61,23,2024-02-24
NP06143,Manama,3,68,30,2023-02-08
NP06144,Manama,2,73,48,2023-12-09
NP06145,Isa Town,2,90,12,2023-06-28
NP06146,Riffa,3,176,16,2022-05-13
NP06147,Isa Town,2,23,23,2022-09-16
NP06148,Manama,4,61,60,2024-12-28
NP06149,Isa Town,3,183,44,2021-03-31
NP06150,Manama,5,164,22,2021-08-06
NP06151,Isa Town,2,16,30,2020-11-25
NP06152,Isa Town,5,133,9,2023-11-15
NP06153,Manama,4,59,13,2022-11-10
NP06154,Riffa,3,178,31,2024-02-11
NP06155,Isa Town,5,83,32,2025-07-13
NP06156,Manama,3,39,41,2020-02-19
NP06157,Manama,5,46,58,2021-02-02
NP06158,Muharraq,3,28,48,2023-04-26
NP06159,Riffa,1,182,42,2023-09-12
NP06160,Riffa,3,74,32,2021-11-27
NP06161,Riffa,2,34,25,2022-12-03
NP06162,Isa Town,3,37,39,2022-10-26
NP06163,Muharraq,3,182,33,2020-10-31
NP06164,Isa Town,3,104,58,2025-07-04
NP06165,Manama,2,180,27,2023-08-31
NP06166,Muharraq,4,93,12,2025-08-11
NP06167,Muharraq,1,145,31,2024-06-04
NP06168,Riffa,1,168,24,2022-08-26
NP06169,Muharraq,5,25,50,2023-03-30
NP06170,Muharraq,3,28,8,2024-10-28
NP06171,Isa Town,2,48,44,2025-07-05
NP06172,Riffa,5,120,35,2025-06-27
NP06173,Muharraq,2,199,53,2020-05-02
NP06174,Isa Town,4,177,14,2024-05-23
NP06175,Isa Town,5,176,58,2022-10-15
NP06176,Riffa,4,160,60,2021-10-03
NP06177,Isa Town,3,170,46,2024-09-15
NP06178,Riffa,1,185,25,2024-07-23
NP06179,Riffa,2,156,29,2020-09-24
NP06180,Isa Town,2,69,29,2023-08-30
NP06181,Riffa,4,48,48,2023-06-11
NP06182,Riffa,4,14,6,2024-09-17
NP06183,Isa Town,1,159,5,2024-04-14
NP06184,Muharraq,4,172,44,2022-03-13
NP06185,Muharraq,1,55,34,2025-02-17
NP06186,Muharraq,3,34,7,2020-07-29
NP06187,Manama,5,179,14,2020-11-03
NP06188,Isa Town,3,172,5,2025-08-12
NP06189,Manama,2,174,20,2022-05-06
NP06190,Riffa,1,67,17,2021-04-13
NP06191,Manama,2,31,30,2023-04-17
NP06192,Isa Town,2,193,6,2023-09-04
NP06193,Riffa,1,69,15,2021-08-15
NP06194,Muharraq,2,173,17,2023-11-15
NP06195,Riffa,3,21,38,2021-02-11
NP06196,Manama,2,79,59,2022-11-11
NP06197,Isa Town,4,10,51,2022-08-25
NP06198,Manama,5,160,10,2020-03-06
NP06199,Isa Town,3,177,23,2024-04-29
NP06200,Muharraq,3,162,44,2024-05-17
NP06201,Muharraq,1,34,46,2022-10-04
NP06202,Muharraq,4,94,16,2024-08-21
NP06203,Riffa,2,134,9,2021-03-17
NP06204,Isa Town,5,25,38,2023-03-14
NP06205,Muharraq,5,13,54,2025-08-09
NP06206,Riffa,1,152,9,2020-04-24
NP06207,Isa Town,2,76,59,2020-05-08
NP06208,Riffa,2,142,36,2020-11-26
NP06209,Muharraq,2,17,5,2024-08-17
NP06210,Isa Town,5,152,20,2025-02-15
NP06211,Muharraq,2,137,5,2023-04-29
NP06212,Isa Town,4,24,51,2025-07-06
NP06213,Riffa,4,145,28,2024-10-09
NP06214,Isa Town,2,106,47,2025-09-13
NP06215,Manama,5,186,6,2023-08-21
NP06216,Isa Town,2,38,17,2025-07-15
NP06217,Riffa,2,150,54,2023-08-04
NP06218,Isa Town,1,168,13,2022-06-09
NP06219,Manama,2,71,55,2023-07-15
NP06220,Muharraq,4,135,20,2022-04-11
NP06221,Muharraq,4,68,8,2022-12-10
NP06222,Manama,2,54,23,2021-08-11
NP06223,Muharraq,3,131,22,2024-08-26
NP06224,Riffa,3,177,35,2025-08-23
NP06225,Isa Town,5,153,56,2020-02-24
NP06226,Riffa,4,151,18,2024-10-01
NP06227,Muharraq,2,96,8,2024-10-11
NP06228,Muharraq,5,151,2,2020-08-17
NP06229,Muharraq,1,175,55,2023-06-03
NP06230,Riffa,5,131,30,2024-12-11
NP06231,Muharraq,5,103,52,2024-04-10
NP06232,Riffa,5,129,22,2023-09-19
NP06233,Riffa,1,125,22,2022-03-12
NP06234,Manama,1,67,28,2022-07-27
NP06235,Isa Town,5,156,8,2020-07-08
NP06236,Muharraq,5,112,20,2025-02-11
NP06237,Isa Town,3,135,21,2022-03-28
NP06238,Manama,4,119,12,2023-05-27
NP06239,Manama,3,121,16,2023-10-19
NP06240,Manama,2,197,31,2022-04-24
NP06241,Manama,1,138,35,2021-12-24
NP06242,Manama,4,192,60,2022-09-02
NP06243,Manama,1,142,32,2021-02-14
NP06244,Riffa,4,179,17,2021-04-19
NP06245,Isa Town,3,162,11,2021-07-31
NP06246,Isa Town,4,35,23,2021-12-15
NP06247,Isa Town,4,66,42,2020-11-19
NP06248,Manama,1,114,29,2021-12-09
NP06249,Manama,1,47,25,2025-05-07
NP06250,Riffa,1,133,42,2024-09-28
NP06251,Riffa,3,113,23,2020-08-25
NP06252,Riffa,4,197,18,2021-11-18
NP06253,Manama,5,131,47,2022-10-13
NP06254,Riffa,4,156,24,2021-03-21
NP06255,Muharraq,5,157,52,2022-01-09
NP06256,Muharraq,4,95,35,2020-04-27
NP06257,Muharraq,4,161,48,2022-07-05
NP06258,Riffa,2,124,34,2023-07-28
NP06259,Isa Town,2,144,28,2025-08-19
NP06260,Manama,2,35,31,2024-03-30
NP06261,Riffa,5,140,48,2023-07-15
NP06262,Muharraq,5,118,12,2020-05-17
NP06263,Isa Town,2,77,32,2025-08-14
NP06264,Manama,1,62,52,2023-02-04
NP06265,Manama,2,35,14,2023-04-13
NP06266,Riffa,1,29,26,2021-06-15
NP06267,Manama,5,143,38,2020-11-23
NP06268,Isa Town,5,145,40,2024-07-11
NP06269,Isa Town,5,84,51,2022-02-15
NP06270,Muharraq,1,65,16,2020-06-16
NP06271,Riffa,1,199,18,2021-07-23
NP06272,Isa Town,5,93,37,2025-08-11
NP06273,Manama,3,193,30,2020-03-24
NP06274,Muharraq,5,38,17,2021-12-02
NP06275,Manama,2,66,17,2022-10-01
NP06276,Manama,4,190,11,2023-11-19
NP06277,Isa Town,1,142,24,2021-02-20
NP06278,Manama,5,158,25,2024-02-09
NP06279,Riffa,2,137,24,2020-05-29
NP06280,Muharraq,4,44,19,2024-08-11
NP06281,Manama,3,132,7,2020-11-27
NP06282,Isa Town,1,31,46,2021-10-24
NP06283,Muharraq,5,125,10,2023-02-18
NP06284,Riffa,2,104,40,2024-07-18
NP06285,Manama,5,88,27,2021-04-26
NP06286,Riffa,1,72,19,2025-03-16
NP06287,Riffa,4,178,35,2022-12-10
NP06288,Muharraq,1,84,60,2025-05-28
NP06289,Riffa,4,97,38,2021-08-11
NP06290,Isa Town,3,25,42,2021-05-24
NP06291,Isa Town,4,14,12,2024-01-31
NP06292,Manama,4,35,27,2021-09-25
NP06293,Muharraq,1,17,0,2022-11-09
NP06294,Isa Town,3,14,53,2023-04-27
NP06295,Muharraq,4,81,15,2021-01-03
NP06296,Isa Town,4,129,36,2023-05-10
NP06297,Isa Town,5,41,38,2021-06-16
NP06298,Riffa,3,193,52,2023-08-11
NP06299,Muharraq,1,32,38,2025-09-08
NP06300,Isa Town,1,24,4,2021-06-20
NP06301,Isa Town,3,34,56,2024-06-08
NP06302,Manama,5,27,38,2020-08-14
NP06303,Riffa,2,112,29,2024-02-24
NP06304,Muharraq,4,81,40,2024-12-24
NP06305,Riffa,5,45,25,2024-08-17
NP06306,Riffa,2,36,12,2021-04-15
NP06307,Muharraq,5,167,58,2022-04-16
NP06308,Isa Town,5,107,3,2022-10-02
NP06309,Manama,5,136,17,2024-08-09
NP06310,Muharraq,4,169,43,2021-10-07
NP06311,Manama,4,198,43,2025-05-06
NP06312,Riffa,4,79,6,2025-01-19
NP06313,Riffa,3,132,6,2022-06-21
NP06314,Manama,5,35,11,2024-12-16
NP06315,Isa Town,1,126,2,2025-03-28
NP06316,Manama,5,134,47,2023-02-04
NP06317,Muharraq,3,196,51,2023-11-25
NP06318,Muharraq,4,194,50,2025-08-07
NP06319,Isa Town,4,47,31,2021-10-28
NP06320,Riffa,4,112,3,2022-09-23
NP06321,Manama,5,171,19,2022-11-05
NP06322,Riffa,1,92,32,2021-06-09
NP06323,Muharraq,5,53,24,2022-08-01
NP06324,Isa Town,4,83,49,2023-04-21
NP06325,Isa Town,1,123,10,2024-02-17
NP06326,Muharraq,4,129,2,2022-12-25
NP06327,Isa Town,4,45,12,2025-01-21
NP06328,Manama,4,180,39,2021-10-28
NP06329,Isa Town,4,22,16,2025-02-26
NP06330,Riffa,5,198,52,2025-06-22
NP06331,Riffa,3,179,39,2021-01-28
NP06332,Manama,4,165,25,2021-02-25
NP06333,Riffa,5,109,46,2024-10-19
NP06334,Isa Town,4,50,37,2022-01-15
NP06335,Isa Town,4,200,25,2020-04-29
NP06336,Muharraq,2,165,54,2024-06-22
NP06337,Manama,2,161,34,2022-01-22
NP06338,Riffa,2,150,32,2020-09-10
NP06339,Riffa,2,197,27,2025-05-08
NP06340,Manama,1,24,21,2023-10-01
NP06341,Muharraq,5,193,38,2021-09-21
NP06342,Riffa,5,97,29,2025-01-27
NP06343,Riffa,4,20,8,2024-10-22
NP06344,Manama,1,194,42,2023-06-11
NP06345,Riffa,5,175,41,2021-05-24
NP06346,Muharraq,2,22,33,2024-03-24
NP06347,Muharraq,4,121,45,2021-04-06
NP06348,Riffa,3,185,24,2025-06-16
NP06349,Riffa,1,53,57,2022-05-20
NP06350,Muharraq,1,101,52,2020-08-07
NP06351,Riffa,1,23,20,2022-01-22
NP06352,Riffa,3,89,48,2020-11-10
NP06353,Riffa,3,63,38,2024-01-25
NP06354,Riffa,4,81,28,2021-08-20
NP06355,Muharraq,3,193,24,2024-05-01
NP06356,Isa Town,4,114,36,2021-06-27
NP06357,Manama,5,157,28,2020-03-14
NP06358,Manama,4,34,9,2020-02-16
NP06359,Manama,2,128,32,2025-09-13
NP06360,Riffa,4,136,57,2024-09-19
NP06361,Isa Town,5,54,9,2021-12-04
NP06362,Muharraq,4,197,4,2025-04-06
NP06363,Riffa,3,127,1,2024-06-20
NP06364,Riffa,5,63,35,2024-11-27
NP06365,Manama,3,148,23,2022-01-22
NP06366,Riffa,3,88,20,2022-03-15
NP06367,Isa Town,3,96,39,2021-12-24
NP06368,Muharraq,2,36,32,2025-08-03
NP06369,Muharraq,4,159,43,2022-11-06
NP06370,Muharraq,5,31,5,2023-04-08
NP06371,Muharraq,4,34,35,2020-02-05
NP06372,Muharraq,5,18,48,2024-01-19
NP06373,Manama,3,84,24,2021-01-21
NP06374,Isa Town,1,148,54,2025-09-05
NP06375,Manama,4,40,2,2020-11-16
NP06376,Isa Town,3,47,56,2025-06-23
NP06377,Muharraq,1,63,37,2021-08-28
NP06378,Muharraq,4,84,9,2024-03-05
NP06379,Manama,4,19,28,2020-03-11
NP06380,Riffa,5,117,58,2022-11-13
NP06381,Muharraq,2,141,9,2020-08-02
NP06382,Isa Town,4,187,44,2022-03-01
NP06383,Riffa,1,120,53,2021-06-26
NP06384,Manama,2,130,55,2023-03-11
NP06385,Muharraq,2,163,47,2021-02-24
NP06386,Muharraq,1,154,52,2024-07-10
NP06387,Riffa,4,186,53,2024-09-26
