usage_id,customer_id,date,data_used_gb,app_category
U4194,C024,2024-10-09,3.16,Education
U4195,C017,2025-01-07,0.41,Education
U4196,C042,2024-11-30,3.26,Gaming
U4197,C040,2025-02-27,3.59,Gaming
U4198,C002,2025-06-23,3.01,Education
U4199,C012,2024-10-23,0.54,Work
U4200,C048,2024-09-21,2.84,Streaming
U4201,C069,2024-11-01,6.51,Social Media
U4202,C075,2025-03-19,9.59,Education
U4203,C085,2025-02-24,2.05,Work
U4204,C071,2024-09-12,2.25,Social Media
U4205,C074,2025-05-05,9.38,Social Media
U4206,C003,2025-01-16,6.1,Work
U4207,C029,2025-04-17,5.13,Social Media
U4208,C031,2025-04-26,2.52,Education
U4209,C085,2025-06-05,2.41,Social Media
U4210,C026,2025-01-26,1.91,Education
U4211,C006,2024-11-22,9.25,Streaming
U4212,C022,2024-12-14,9.51,Gaming
U4213,C088,2025-01-06,9.58,Social Media
U4214,C039,2024-09-15,6.1,Social Media
U4215,C005,2025-09-08,0.31,Education
U4216,C015,2024-09-14,2.96,Gaming
U4217,C066,2025-06-23,9.28,Streaming
U4218,C026,2025-01-28,10.0,Education
U4219,C050,2025-07-04,8.36,Social Media
U4220,C050,2024-12-10,3.06,Streaming
U4221,C058,2025-03-11,4.84,Gaming
U4222,C074,2025-04-24,2.85,Streaming
U4223,C010,2025-08-02,2.97,Social Media
U4224,C024,2025-06-11,7.55,Social Media
U4225,C022,2025-01-03,8.13,Streaming
U4226,C073,2025-01-16,6.83,Work
U4227,C083,2024-10-02,8.35,Education
U4228,C049,2025-04-17,3.4,Education
U4229,C004,2025-03-15,1.78,Work
U4230,C091,2025-02-24,7.62,Work
U4231,C015,2025-02-04,8.92,Work
U4232,C065,2024-12-08,3.32,Social Media
U4233,C072,2025-06-24,2.96,Education
U4234,C078,2024-12-20,1.19,Streaming
U4235,C066,2025-04-21,4.03,Gaming
U4236,C048,2025-06-02,3.54,Education
U4237,C067,2024-11-26,9.37,Gaming
U4238,C087,2025-02-08,2.13,Social Media
U4239,C026,2025-05-22,2.47,Education
U4240,C020,2025-05-18,6.23,Social Media
U4241,C081,2024-12-29,4.75,Social Media
U4242,C058,2024-10-07,2.02,Gaming
U4243,C044,2025-05-30,6.63,Gaming
U4244,C014,2024-11-04,9.51,Streaming
U4245,C075,2025-06-27,5.66,Work
U4246,C013,2025-03-29,2.78,Work
U4247,C035,2024-10-17,1.76,Streaming
U4248,C078,2024-10-09,4.62,Gaming
U4249,C018,2024-12-10,8.61,Gaming
U4250,C065,2025-04-01,9.06,Education
U4251,C019,2024-10-30,1.37,Work
U4252,C096,2024-11-14,6.82,Work
U4253,C029,2024-09-29,2.66,Streaming
U4254,C023,2025-06-13,4.96,Streaming
U4255,C017,2024-10-18,1.35,Streaming
U4256,C079,2024-12-10,0.6,Education
U4257,C095,2025-01-27,4.68,Work
U4258,C021,2024-10-18,9.98,Gaming
U4259,C087,2025-01-03,7.47,Education
U4260,C014,2024-11-05,8.27,Education
U4261,C022,2024-10-18,1.45,Social Media
U4262,C028,2025-03-26,3.8,Social Media
U4263,C036,2025-03-31,3.62,Education
U4264,C051,2025-01-22,1.34,Work
U4265,C042,2024-12-07,7.5,Gaming
U4266,C004,2024-09-23,6.2,Work
U4267,C015,2025-04-01,4.23,Work
U4268,C024,2024-11-23,7.08,Work
U4269,C048,2025-06-06,6.3,Gaming
U4270,C031,2025-07-31,2.85,Education
U4271,C017,2025-05-15,0.4,Streaming
U4272,C047,2025-03-22,0.96,Gaming
U4273,C028,2025-06-03,2.59,Work
U4274,C069,2025-05-03,2.66,Work
U4275,C098,2024-12-02,5.61,Social Media
U4276,C085,2025-07-16,6.7,Gaming
U4277,C018,2024-12-07,4.58,Education
U4278,C073,2025-04-06,5.61,Social Media
U4279,C031,2025-05-14,6.41,Work
U4280,C004,2024-10-13,5.19,Social Media
U4281,C034,2025-08-21,7.97,Social Media
U4282,C035,2025-03-06,7.82,Gaming
U4283,C007,2024-12-10,4.11,Work
U4284,C030,2025-01-29,9.43,Streaming
U4285,C022,2024-09-16,8.56,Gaming
U4286,C092,2025-06-13,8.71,Streaming
U4287,C002,2025-04-16,2.17,Work
U4288,C058,2025-01-02,1.21,Education
U4289,C019,2025-03-08,0.42,Work
U4290,C083,2025-03-07,9.39,Work
U4291,C055,2024-09-28,1.87,Education
U4292,C090,2024-09-20,3.21,Work
U4293,C096,2024-10-29,5.01,Streaming
U4294,C072,2024-12-15,8.64,Social Media
U4295,C085,2025-06-01,2.28,Gaming
U4296,C016,2025-06-24,4.18,Streaming
U4297,C064,2025-08-31,1.3,Gaming
U4298,C083,2025-08-12,4.84,Social Media
U4299,C079,2025-02-26,2.02,Streaming
U4300,C069,2025-02-17,6.71,Gaming
U4301,C038,2024-12-19,2.08,Streaming
U4302,C058,2025-01-23,5.45,Education
U4303,C049,2025-06-29,5.2,Social Media
U4304,C061,2025-06-29,2.84,Streaming
U4305,C064,2025-05-15,3.84,Education
U4306,C099,2025-07-15,1.3,Social Media
U4307,C010,2025-01-07,3.03,Education
U4308,C097,2024-11-16,1.4,Social Media
U4309,C019,2025-02-26,1.9,Social Media
U4310,C057,2025-03-24,5.33,Education
U4311,C043,2024-10-11,4.13,Social Media
U4312,C069,2024-10-22,8.08,Gaming
U4313,C010,2025-06-24,4.22,Streaming
U4314,C033,2025-06-14,6.65,Gaming
U4315,C042,2025-04-27,2.66,Education
U4316,C087,2025-07-01,8.87,Social Media
U4317,C063,2025-01-01,7.57,Gaming
U4318,C024,2024-12-15,9.09,Work
U4319,C027,2025-01-22,7.73,Social Media
U4320,C035,2025-04-21,7.24,Education
U4321,C021,2024-11-02,0.76,Gaming
U4322,C082,2025-02-03,6.56,Streaming
U4323,C085,2025-01-13,7.47,Social Media
U4324,C076,2025-07-10,9.41,Social Media
U4325,C090,2025-04-19,9.57,Work
U4326,C028,2025-02-24,5.44,Education
U4327,C004,2025-03-13,1.44,Streaming
U4328,C019,2024-12-07,7.91,Education
U4329,C052,2025-02-22,5.69,Streaming
U4330,C078,2025-05-20,1.69,Social Media
U4331,C006,2024-10-24,2.56,Social Media
U4332,C078,2025-06-15,0.91,Streaming
U4333,C055,2025-03-14,9.85,Gaming
U4334,C037,2025-02-10,1.34,Gaming
U4335,C049,2024-11-02,5.01,Work
U4336,C014,2025-02-14,3.89,Gaming
U4337,C062,2025-04-13,1.57,Education
U4338,C044,2025-02-05,9.7,Education
U4339,C031,2024-10-31,5.63,Gaming
U4340,C023,2025-02-06,3.82,Gaming
U4341,C008,2025-07-12,0.48,Education
U4342,C100,2025-08-16,4.86,Education
U4343,C011,2025-02-20,4.51,Streaming
U4344,C001,2024-12-01,4.75,Streaming
U4345,C042,2024-09-21,3.81,Streaming
U4346,C051,2025-01-23,2.07,Education
U4347,C086,2024-11-26,0.21,Streaming
U4348,C009,2024-10-18,0.29,Streaming
U4349,C012,2025-03-30,2.27,Social Media
U4350,C073,2025-07-20,6.11,Work
U4351,C051,2025-03-05,1.72,Education
U4352,C001,2024-12-25,4.21,Gaming
U4353,C098,2025-09-10,4.87,Social Media
U4354,C016,2024-11-11,6.67,Streaming
U4355,C052,2024-11-02,2.42,Gaming
U4356,C021,2025-05-21,5.0,Work
U4357,C053,2025-08-17,2.84,Work
U4358,C036,2025-06-17,7.78,Streaming
U4359,C073,2024-12-26,0.68,Work
U4360,C009,2025-01-29,9.31,Streaming
U4361,C078,2024-10-07,7.22,Work
U4362,C044,2024-12-29,9.51,Streaming
U4363,C094,2025-02-02,7.48,Gaming
U4364,C063,2025-01-29,2.18,Work
U4365,C016,2025-03-11,0.57,Social Media
U4366,C069,2024-11-25,8.08,Gaming
U4367,C007,2024-11-30,3.85,Gaming
U4368,C040,2024-12-29,2.15,Social Media
U4369,C005,2025-05-18,5.61,Education
U4370,C032,2024-10-08,6.71,Gaming
U4371,C071,2025-02-26,7.91,Social Media
U4372,C021,2025-06-24,6.45,Education
U4373,C003,2025-05-20,4.2,Social Media
U4374,C006,2024-11-14,0.98,Education
U4375,C043,2025-05-15,5.61,Streaming
U4376,C081,2025-01-27,5.57,Work
U4377,C056,2024-12-29,6.95,Social Media
U4378,C077,2024-12-03,3.5,Work
U4379,C023,2025-04-19,3.58,Education
U4380,C028,2025-09-09,6.58,Education
U4381,C099,2025-06-08,6.21,Gaming
U4382,C052,2024-11-26,4.24,Work
U4383,C028,2025-08-15,4.86,Gaming
U4384,C030,2024-12-16,9.61,Social Media
U4385,C093,2024-09-21,3.28,Education
U4386,C005,2024-12-12,6.48,Streaming
U4387,C058,2025-01-04,4.19,Gaming
U4388,C082,2025-03-28,9.33,Work
U4389,C066,2025-04-06,2.41,Gaming
U4390,C032,2025-04-17,2.61,Streaming
U4391,C067,2025-08-08,7.5,Gaming
U4392,C096,2025-08-17,8.32,Education
U4393,C028,2024-11-30,0.11,Work
U4394,C014,2025-04-01,1.78,Education
U4395,C097,2025-06-24,7.45,Gaming
U4396,C095,2024-12-05,8.42,Streaming
U4397,C010,2024-09-22,7.77,Streaming
U4398,C063,2025-03-29,7.72,Gaming
U4399,C024,2025-03-09,9.3,Social Media
U4400,C017,2025-04-20,6.7,Education
U4401,C017,2025-05-04,5.17,Social Media
U4402,C066,2025-02-05,6.88,Gaming
U4403,C031,2024-12-04,8.63,Education
U4404,C032,2025-07-17,1.84,Social Media
U4405,C099,2025-06-19,9.34,Streaming
U4406,C019,2025-04-11,0.89,Streaming
U4407,C084,2024-11-17,1.02,Social Media
U4408,C003,2025-08-26,6.37,Work
U4409,C047,2025-06-24,1.95,Work
U4410,C072,2025-05-28,6.21,Work
U4411,C019,2025-08-24,5.34,Gaming
U4412,C062,2024-10-23,5.1,Social Media
U4413,C090,2025-05-05,8.48,Gaming
U4414,C068,2025-03-07,5.95,Work
U4415,C072,2024-10-03,3.57,Gaming
U4416,C020,2025-01-10,8.87,Work
U4417,C090,2024-12-02,9.96,Streaming
U4418,C054,2024-10-05,7.11,Social Media
U4419,C066,2025-08-10,1.65,Streaming
U4420,C081,2024-09-30,3.27,Social Media
U4421,C022,2025-06-10,8.7,Education
U4422,C094,2025-05-20,7.45,Streaming
U4423,C016,2025-04-11,8.5,Work
U4424,C065,2024-10-11,2.95,Work
U4425,C090,2025-02-24,6.08,Gaming
U4426,C049,2024-10-28,7.11,Work
U4427,C092,2024-11-08,0.98,Streaming
U4428,C028,2025-03-06,9.63,Work
U4429,C027,2025-03-20,5.52,Streaming
U4430,C084,2024-09-19,4.77,Education
U4431,C061,2025-03-27,9.15,Gaming
U4432,C011,2025-02-22,2.53,Work
U4433,C030,2025-04-13,8.28,Work
U4434,C064,2025-09-08,0.17,Work
U4435,C042,2025-02-05,4.35,Gaming
U4436,C074,2024-10-01,6.8,Gaming
U4437,C087,2025-07-11,5.15,Education
U4438,C038,2025-01-12,3.73,Streaming
U4439,C015,2025-02-23,0.79,Education
U4440,C040,2025-04-24,2.84,Gaming
U4441,C035,2025-06-28,0.36,Work
U4442,C021,2025-06-05,7.09,Work
U4443,C036,2025-05-10,7.62,Education
U4444,C012,2025-07-13,5.98,Education
U4445,C050,2025-03-05,0.37,Work
U4446,C099,2024-12-25,7.44,Gaming
U4447,C084,2025-04-24,3.61,Gaming
U4448,C008,2025-04-28,1.21,Streaming
U4449,C071,2024-10-02,9.09,Gaming
U4450,C095,2024-11-10,4.77,Social Media
U4451,C079,2025-07-26,6.32,Education
U4452,C098,2024-10-20,3.04,Social Media
U4453,C071,2024-10-27,1.12,Gaming
U4454,C005,2024-12-23,5.11,Streaming
U4455,C086,2025-07-21,2.26,Work
U4456,C092,2025-06-28,5.46,Streaming
U4457,C065,2025-09-08,3.69,Streaming
U4458,C049,2025-01-20,8.06,Gaming
U4459,C090,2025-06-09,2.06,Gaming
U4460,C056,2025-04-02,8.4,Gaming
U4461,C070,2025-03-26,7.81,Education
U4462,C074,2024-10-19,2.21,Social Media
U4463,C057,2025-08-22,9.43,Social Media
U4464,C076,2025-09-01,0.14,Education
U4465,C096,2025-02-17,0.83,Gaming
U4466,C056,2025-03-11,5.47,Social Media
U4467,C007,2025-05-01,6.83,Work
U4468,C080,2025-05-20,9.55,Gaming
U4469,C044,2025-08-28,2.82,Streaming
U4470,C100,2025-05-28,4.34,Streaming
U4471,C056,2025-02-07,4.96,Social Media
U4472,C044,2024-12-10,0.96,Social Media
U4473,C075,2025-09-10,2.51,Social Media
U4474,C086,2024-11-24,0.57,Streaming
U4475,C033,2024-10-16,4.64,Work
U4476,C042,2025-04-18,6.24,Streaming
U4477,C012,2025-09-06,4.24,Streaming
U4478,C066,2025-01-24,8.51,Streaming
U4479,C071,2025-01-18,6.64,Education
U4480,C053,2025-07-08,9.62,Gaming
U4481,C076,2025-06-11,5.4,Education
U4482,C020,2025-06-14,3.11,Education
U4483,C067,2024-10-19,3.43,Gaming
U4484,C046,2025-04-18,4.98,Gaming
U4485,C099,2025-04-22,5.77,Education
U4486,C080,2024-11-30,2.75,Streaming
U4487,C071,2025-08-12,7.94,Social Media
U4488,C085,2025-03-16,7.72,Gaming
U4489,C039,2024-10-14,2.68,Social Media
U4490,C070,2025-07-16,4.23,Education
U4491,C012,2024-11-28,9.0,Work
U4492,C057,2025-07-21,8.59,Gaming
U4493,C047,2025-05-30,8.0,Gaming
U4494,C049,2025-05-07,7.57,Work
U4495,C078,2025-08-02,2.6,Social Media
U4496,C035,2024-10-01,5.74,Social Media
U4497,C075,2025-03-25,0.2,Education
U4498,C048,2025-08-24,5.79,Gaming
U4499,C033,2025-05-25,3.12,Social Media
U4500,C047,2024-10-23,4.38,Gaming
U4501,C088,2024-11-26,3.54,Social Media
U4502,C079,2025-07-10,4.98,Social Media
U4503,C063,2025-03-13,1.03,Streaming
U4504,C030,2025-02-14,9.74,Social Media
U4505,C025,2025-03-11,6.73,Social Media
U4506,C063,2024-11-20,5.37,Social Media
U4507,C095,2025-05-20,8.97,Streaming
U4508,C063,2024-11-13,4.5,Education
U4509,C063,2025-02-01,7.82,Streaming
U4510,C017,2025-07-02,3.85,Education
U4511,C084,2025-05-22,3.6,Social Media
U4512,C017,2025-02-13,4.9,Streaming
U4513,C030,2024-10-26,8.72,Education
U4514,C090,2025-07-15,6.16,Social Media
U4515,C090,2024-10-10,1.5,Streaming
U4516,C014,2025-04-24,5.66,Education
U4517,C100,2025-03-23,5.63,Streaming
U4518,C039,2024-12-19,9.33,Work
U4519,C064,2024-09-25,5.44,Gaming
U4520,C087,2025-07-19,2.2,Work
U4521,C083,2025-01-03,2.43,Work
U4522,C040,2025-04-20,3.2,Education
U4523,C041,2024-10-02,9.36,Gaming
U4524,C080,2025-03-05,7.91,Work
U4525,C061,2024-11-10,1.21,Work
U4526,C003,2025-01-20,5.35,Social Media
U4527,C052,2024-12-29,7.98,Work
U4528,C097,2025-03-19,1.57,Gaming
U4529,C085,2025-01-11,9.08,Streaming
U4530,C089,2024-12-03,7.11,Streaming
U4531,C098,2025-05-24,1.34,Gaming
U4532,C043,2025-08-08,0.38,Education
U4533,C007,2025-07-09,1.72,Social Media
U4534,C058,2024-12-06,9.41,Gaming
U4535,C001,2025-04-18,8.02,Education
U4536,C015,2025-04-14,8.28,Education
U4537,C038,2025-06-16,1.57,Social Media
U4538,C033,2024-10-27,0.11,Education
U4539,C094,2025-03-07,6.19,Work
U4540,C046,2024-12-22,2.42,Work
U4541,C045,2025-06-07,5.71,Education
U4542,C094,2025-04-20,4.09,Streaming
U4543,C021,2024-11-07,1.73,Gaming
U4544,C073,2025-08-11,0.61,Social Media
U4545,C059,2025-06-23,8.25,Streaming
U4546,C049,2025-08-04,2.27,Gaming
U4547,C060,2024-10-20,0.53,Social Media
U4548,C067,2025-07-04,0.64,Streaming
U4549,C076,2024-10-07,8.21,Education
U4550,C022,2025-04-19,2.49,Streaming
U4551,C052,2025-06-09,4.39,Gaming
U4552,C052,2025-01-08,1.66,Streaming
U4553,C080,2025-07-31,7.88,Education
U4554,C040,2024-10-06,8.21,Gaming
U4555,C007,2025-06-09,4.8,Education
U4556,C034,2025-09-06,6.65,Education
U4557,C001,2025-08-25,1.43,Education
U4558,C052,2024-12-13,3.69,Social Media
U4559,C062,2025-03-11,9.1,Social Media
U4560,C098,2025-02-13,1.36,Social Media
U4561,C039,2024-11-16,2.2,Social Media
U4562,C021,2025-08-20,9.04,Streaming
U4563,C094,2025-07-08,0.55,Work
U4564,C082,2025-09-09,5.24,Streaming
U4565,C089,2025-05-28,8.9,Education
U4566,C014,2025-02-07,1.41,Work
U4567,C045,2024-09-25,5.41,Streaming
U4568,C004,2025-05-24,9.27,Education
U4569,C067,2025-02-03,1.8,Gaming
U4570,C015,2025-04-09,2.82,Social Media
U4571,C030,2024-12-16,4.32,Education
U4572,C074,2024-12-15,5.12,Work
U4573,C076,2025-07-10,0.38,Gaming
U4574,C047,2025-06-03,7.21,Work
U4575,C038,2025-04-03,8.17,Work
U4576,C096,2025-01-06,2.53,Social Media
U4577,C052,2024-10-16,4.95,Gaming
U4578,C064,2025-02-01,6.29,Gaming
U4579,C021,2025-06-23,5.02,Education
U4580,C048,2025-04-20,7.16,Social Media
U4581,C039,2024-09-15,7.93,Social Media
U4582,C020,2025-06-21,6.69,Gaming
U4583,C038,2025-03-03,8.1,Gaming
U4584,C065,2025-02-05,0.17,Work
U4585,C071,2025-05-12,1.63,Work
U4586,C081,2025-01-13,7.16,Streaming
U4587,C043,2025-08-28,9.34,Streaming
U4588,C087,2024-09-28,3.91,Gaming
U4589,C020,2025-04-14,8.92,Education
U4590,C014,2025-05-24,3.4,Gaming
U4591,C026,2025-01-01,2.04,Work
U4592,C034,2025-07-31,8.54,Social Media
U4593,C069,2025-04-12,7.07,Work
U4594,C057,2025-03-01,8.54,Social Media
U4595,C052,2025-04-30,6.17,Education
U4596,C035,2025-08-12,7.73,Streaming
U4597,C038,2024-09-23,8.2,Social Media
U4598,C063,2025-09-07,5.78,Streaming
U4599,C073,2025-04-23,4.17,Work
U4600,C057,2025-07-26,7.21,Education
U4601,C009,2025-05-27,5.53,Education
U4602,C038,2025-02-27,2.66,Work
U4603,C050,2025-05-02,3.86,Streaming
U4604,C060,2025-08-04,4.72,Education
U4605,C050,2025-01-10,2.97,Social Media
U4606,C082,2025-08-24,7.78,Streaming
U4607,C019,2025-08-16,1.7,Gaming
U4608,C080,2025-02-12,7.53,Work
U4609,C065,2025-03-17,9.88,Streaming
U4610,C019,2024-10-06,1.67,Social Media
U4611,C014,2024-11-26,9.58,Education
U4612,C088,2025-08-30,8.5,Streaming
U4613,C038,2025-03-03,3.47,Streaming
U4614,C082,2025-08-19,3.95,Work
U4615,C021,2025-02-24,5.32,Social Media
U4616,C068,2025-03-06,5.61,Work
U4617,C086,2024-10-31,2.9,Gaming
U4618,C078,2025-03-06,3.02,Gaming
U4619,C077,2024-12-03,9.5,Gaming
U4620,C074,2024-12-28,7.49,Social Media
U4621,C007,2024-09-16,4.41,Education
U4622,C068,2025-08-14,8.38,Gaming
U4623,C072,2025-01-01,7.43,Work
U4624,C016,2025-05-08,8.58,Streaming
U4625,C067,2025-05-06,1.24,Social Media
U4626,C068,2025-06-08,2.99,Education
U4627,C089,2025-08-23,6.33,Streaming
U4628,C030,2024-10-16,4.34,Gaming
U4629,C094,2025-04-25,0.45,Social Media
U4630,C048,2025-07-30,2.57,Social Media
U4631,C027,2025-07-16,0.41,Social Media
U4632,C051,2024-12-05,4.48,Gaming
U4633,C006,2025-07-05,9.16,Streaming
U4634,C082,2025-02-09,5.76,Social Media
U4635,C091,2025-08-11,5.28,Streaming
U4636,C056,2024-11-18,3.29,Social Media
U4637,C096,2024-12-06,9.51,Gaming
U4638,C094,2025-01-04,4.28,Streaming
U4639,C068,2025-08-08,5.04,Work
U4640,C086,2024-10-16,7.84,Streaming
U4641,C027,2025-03-30,4.4,Streaming
U4642,C021,2025-05-07,6.79,Gaming
U4643,C089,2025-01-03,8.84,Gaming
U4644,C058,2024-12-19,6.94,Education
U4645,C097,2024-12-29,6.71,Gaming
U4646,C097,2025-09-02,0.13,Education
U4647,C070,2025-07-28,3.49,Gaming
U4648,C032,2024-12-20,3.77,Gaming
U4649,C022,2025-05-15,3.68,Streaming
U4650,C052,2025-05-14,1.85,Streaming
U4651,C072,2024-11-08,0.38,Streaming
U4652,C059,2024-12-23,3.71,Social Media
U4653,C034,2025-07-04,1.06,Social Media
U4654,C041,2025-06-14,7.29,Work
U4655,C021,2024-09-14,3.72,Streaming
U4656,C075,2025-04-19,0.52,Work
U4657,C035,2025-02-19,2.46,Education
U4658,C094,2025-01-18,6.32,Education
U4659,C017,2025-08-05,7.97,Gaming
U4660,C083,2024-10-15,3.89,Streaming
U4661,C016,2025-05-14,5.87,Education
U4662,C079,2025-03-19,1.61,Social Media
U4663,C009,2025-05-10,3.37,Social Media
U4664,C082,2025-09-05,7.01,Social Media
U4665,C018,2025-02-11,6.91,Gaming
U4666,C003,2024-12-21,4.12,Education
U4667,C037,2025-04-24,7.46,Education
U4668,C021,2025-04-10,6.98,Social Media
U4669,C040,2024-10-19,5.86,Gaming
U4670,C016,2025-03-12,8.26,Education
U4671,C034,2024-11-21,8.65,Streaming
U4672,C020,2025-03-28,4.13,Education
U4673,C088,2025-05-28,6.53,Education
U4674,C065,2025-08-06,4.09,Work
U4675,C033,2025-03-02,0.2,Education
U4676,C018,2025-01-07,5.19,Work
U4677,C043,2025-07-13,3.2,Social Media
U4678,C085,2024-10-31,9.75,Education
U4679,C031,2025-07-15,9.85,Gaming
U4680,C067,2025-09-09,8.47,Streaming
U4681,C062,2025-05-20,9.85,Education
U4682,C040,2025-04-28,4.12,Work
U4683,C008,2025-03-17,8.89,Streaming
U4684,C058,2025-07-10,1.6,Education
U4685,C100,2025-01-31,7.27,Gaming
U4686,C084,2024-10-09,2.97,Social Media
U4687,C023,2025-08-08,6.74,Social Media
U4688,C056,2025-06-24,0.72,Work
U4689,C003,2024-09-21,6.82,Gaming
U4690,C044,2024-11-24,5.4,Education
U4691,C066,2025-01-30,7.33,Gaming
U4692,C001,2025-04-25,7.47,Work
U4693,C074,2024-11-17,8.38,Gaming
U4694,C020,2025-04-11,7.25,Social Media
U4695,C069,2025-09-09,8.89,Streaming
U4696,C033,2024-09-24,0.73,Social Media
U4697,C042,2025-08-28,9.11,Work
U4698,C004,2024-12-09,5.35,Social Media
U4699,C022,2025-01-29,2.26,Work
U4700,C024,2025-01-29,9.98,Gaming
U4701,C047,2025-04-13,1.38,Work
U4702,C096,2025-08-20,7.61,Social Media
U4703,C003,2025-02-13,4.01,Gaming
U4704,C004,2024-11-14,8.52,Education
U4705,C064,2024-11-12,1.42,Social Media
U4706,C001,2025-01-16,5.66,Streaming
U4707,C076,2024-12-05,8.35,Education
U4708,C025,2025-01-30,9.16,Gaming
U4709,C089,2025-04-08,4.83,Streaming
U4710,C077,2024-10-15,9.76,Education
U4711,C080,2024-10-05,1.59,Streaming
U4712,C100,2025-07-10,3.38,Work
U4713,C034,2025-06-25,2.43,Work
U4714,C012,2024-11-21,8.2,Streaming
U4715,C021,2025-05-17,9.79,Streaming
U4716,C042,2025-07-14,4.16,Gaming
U4717,C067,2025-06-29,9.18,Streaming
U4718,C052,2025-06-25,5.35,Streaming
U4719,C062,2025-01-01,9.34,Work
U4720,C037,2024-12-23,0.47,Social Media
U4721,C017,2025-04-30,5.79,Gaming
U4722,C015,2024-11-05,0.1,Gaming
U4723,C013,2024-09-12,4.73,Work
U4724,C083,2025-02-14,8.82,Gaming
U4725,C063,2024-11-16,3.4,Gaming
U4726,C015,2025-06-11,3.37,Gaming
U4727,C081,2024-12-19,4.32,Education
U4728,C020,2024-11-21,1.64,Education
U4729,C013,2025-07-03,0.18,Streaming
U4730,C025,2025-05-16,4.34,Streaming
U4731,C093,2025-03-28,2.36,Education
U4732,C010,2024-12-05,1.45,Streaming
U4733,C039,2024-12-08,3.88,Streaming
U4734,C061,2024-11-27,1.27,Education
U4735,C016,2025-01-25,8.22,Social Media
U4736,C008,2025-08-21,8.67,Work
U4737,C013,2025-06-08,6.91,Education
U4738,C012,2025-01-29,4.65,Work
U4739,C079,2025-08-08,3.78,Streaming
U4740,C091,2024-12-14,4.35,Work
U4741,C098,2024-09-25,9.81,Streaming
U4742,C093,2025-02-18,5.3,Education
U4743,C076,2025-07-04,4.91,Work
U4744,C078,2025-07-06,4.87,Work
U4745,C061,2024-11-15,3.69,Social Media
U4746,C092,2024-12-12,3.39,Work
U4747,C042,2025-04-05,7.01,Education
U4748,C048,2025-01-30,8.9,Work
U4749,C038,2025-04-27,3.46,Streaming
U4750,C050,2024-10-30,2.21,Gaming
U4751,C026,2025-01-10,8.96,Gaming
U4752,C026,2024-09-19,5.64,Gaming
U4753,C059,2024-12-19,1.26,Work
U4754,C025,2025-01-14,4.77,Social Media
U4755,C083,2025-07-13,8.39,Streaming
U4756,C074,2025-04-11,9.66,Gaming
U4757,C065,2025-01-17,2.06,Streaming
U4758,C082,2025-09-03,3.18,Streaming
U4759,C027,2025-07-21,8.12,Work
U4760,C074,2025-05-01,9.39,Education
U4761,C021,2025-08-20,1.09,Streaming
U4762,C057,2025-07-04,1.58,Streaming
U4763,C074,2025-09-08,2.59,Gaming
U4764,C049,2025-04-22,7.61,Work
U4765,C053,2025-07-30,0.54,Education
U4766,C001,2025-08-15,6.86,Streaming
U4767,C096,2025-07-17,0.3,Work
U4768,C095,2025-07-25,4.09,Streaming
U4769,C066,2024-12-12,8.99,Work
U4770,C059,2025-02-15,5.47,Work
U4771,C003,2025-08-08,7.99,Social Media
U4772,C033,2025-07-28,9.7,Social Media
U4773,C065,2025-02-13,6.43,Social Media
U4774,C055,2025-01-09,5.46,Work
U4775,C088,2025-01-08,6.17,Work
U4776,C012,2024-10-17,9.8,Streaming
U4777,C017,2025-07-24,8.75,Gaming
U4778,C052,2025-02-07,1.75,Education
U4779,C019,2024-09-28,6.97,Education
U4780,C018,2025-02-26,2.47,Work
U4781,C009,2025-07-02,6.56,Social Media
U4782,C051,2025-03-22,0.12,Education
U4783,C083,2024-09-13,8.48,Gaming
U4784,C077,2025-06-17,1.71,Gaming
U4785,C071,2025-07-01,2.24,Education
U4786,C016,2025-01-14,5.26,Work
U4787,C030,2024-10-31,8.84,Social Media
U4788,C077,2025-03-17,6.07,Social Media
U4789,C083,2025-02-25,6.6,Social Media
U4790,C033,2025-08-20,9.87,Education
U4791,C085,2025-09-07,3.14,Work
U4792,C055,2025-06-09,0.32,Social Media
U4793,C021,2025-04-23,2.79,Social Media
U4794,C044,2025-02-06,4.12,Work
U4795,C049,2025-01-28,0.36,Gaming
U4796,C061,2025-08-30,3.15,Streaming
U4797,C086,2025-02-16,0.15,Gaming
U4798,C033,2025-04-15,8.43,Work
U4799,C029,2025-04-23,9.16,Education
U4800,C049,2024-12-15,0.23,Education
U4801,C061,2024-09-18,5.82,Streaming
U4802,C100,2025-05-26,6.51,Gaming
U4803,C024,2025-02-26,0.84,Streaming
U4804,C096,2025-07-21,9.19,Education
U4805,C047,2025-05-05,1.31,Streaming
U4806,C041,2025-07-28,6.13,Social Media
U4807,C094,2025-07-26,4.85,Social Media
U4808,C006,2025-02-17,6.0,Work
U4809,C021,2024-09-30,5.15,Gaming
U4810,C011,2025-07-18,4.99,Work
U4811,C019,2025-04-27,8.74,Social Media
U4812,C044,2025-08-10,2.21,Streaming
U4813,C039,2024-10-11,2.01,Social Media
U4814,C007,2025-08-30,2.98,Social Media
U4815,C062,2024-11-29,3.52,Work
U4816,C013,2025-03-22,5.97,Education
U4817,C054,2025-06-30,1.19,Work
U4818,C091,2025-08-26,4.54,Gaming
U4819,C030,2025-08-19,6.15,Social Media
U4820,C028,2025-02-22,9.1,Gaming
U4821,C090,2025-01-13,7.19,Work
U4822,C064,2025-03-06,7.89,Gaming
