customer_id,income_bracket,household_size,nationality
C04948,Medium,7,Bahraini
C04949,Medium,5,Expats-Other
C04950,Low,1,Expats-Other
C04951,Medium,1,Expats-GCC
C04952,Medium,4,Expats-Other
C04953,Low,2,Expats-Asia
C04954,High,6,Expats-GCC
C04955,Medium,5,Expats-GCC
C04956,Medium,6,Expats-GCC
C04957,Medium,5,Expats-GCC
C04958,Low,6,Expats-Other
C04959,High,3,Expats-GCC
C04960,High,2,Expats-Other
C04961,High,3,Expats-GCC
C04962,Medium,6,Bahraini
C04963,Low,4,Expats-Asia
C04964,High,3,Expats-Other
C04965,Low,2,Expats-Other
C04966,High,2,Expats-Asia
C04967,Medium,6,Bahraini
C04968,Medium,5,Expats-Asia
C04969,Low,5,Bahraini
C04970,High,1,Bahraini
C04971,Medium,5,Bahraini
C04972,Low,3,Expats-GCC
C04973,High,7,Expats-GCC
C04974,High,1,Expats-Asia
C04975,Low,2,Expats-Asia
C04976,Medium,3,Expats-GCC
C04977,Low,5,Expats-Asia
C04978,High,3,Bahraini
C04979,Medium,1,Expats-Asia
C04980,Low,3,Expats-Other
C04981,High,7,Expats-Asia
C04982,Low,1,Bahraini
C04983,High,7,Bahraini
C04984,Low,1,Expats-Other
C04985,High,6,Expats-Other
C04986,Low,4,Expats-GCC
C04987,High,6,Expats-Asia
C04988,High,1,Expats-Asia
C04989,High,3,Expats-Asia
C04990,High,3,Expats-GCC
C04991,High,3,Bahraini
C04992,High,5,Expats-Asia
C04993,High,4,Expats-Other
C04994,High,5,Expats-Asia
C04995,Low,6,Expats-Asia
C04996,Low,2,Expats-Other
C04997,Low,4,Expats-GCC
C04998,High,2,Bahraini
C04999,High,3,Expats-Asia
C05000,Low,5,Bahraini
C05001,Low,4,Expats-GCC
C05002,High,7,Expats-GCC
C05003,High,4,Bahraini
C05004,High,3,Expats-GCC
C05005,Low,3,Expats-Other
C05006,Low,7,Expats-Asia
C05007,High,4,Expats-GCC
C05008,Low,7,Expats-GCC
C05009,High,1,Bahraini
C05010,Low,3,Expats-Asia
C05011,Medium,6,Bahraini
C05012,Low,1,Expats-GCC
C05013,Medium,2,Expats-Other
C05014,High,4,Expats-GCC
C05015,High,5,Expats-Asia
C05016,Low,7,Expats-Asia
C05017,Medium,6,Expats-GCC
C05018,Medium,7,Expats-Other
C05019,Low,7,Expats-GCC
C05020,Medium,2,Expats-Asia
C05021,Medium,4,Expats-Other
C05022,Medium,1,Expats-Asia
C05023,Medium,1,Expats-Asia
C05024,Low,5,Expats-Other
C05025,High,1,Expats-Other
C05026,High,4,Expats-Other
C05027,High,6,Bahraini
C05028,Low,5,Bahraini
C05029,Low,3,Bahraini
C05030,Low,7,Expats-Other
C05031,High,6,Expats-Other
C05032,Medium,4,Expats-GCC
C05033,Low,2,Expats-GCC
C05034,Low,7,Bahraini
C05035,High,6,Expats-GCC
C05036,High,6,Expats-GCC
C05037,Low,6,Bahraini
C05038,Medium,4,Expats-Other
C05039,High,6,Expats-Asia
C05040,Medium,3,Expats-GCC
C05041,Medium,2,Expats-Asia
C05042,Low,2,Expats-Asia
C05043,High,5,Expats-GCC
C05044,High,1,Expats-Other
C05045,Medium,6,Expats-GCC
C05046,Medium,1,Expats-Asia
C05047,High,6,Expats-Asia
C05048,Low,2,Expats-GCC
C05049,Low,5,Expats-Other
C05050,High,6,Expats-Asia
C05051,Medium,2,Expats-GCC
C05052,Low,3,Expats-Asia
C05053,High,1,Expats-Asia
C05054,Medium,6,Bahraini
C05055,Medium,6,Bahraini
C05056,High,7,Expats-Other
C05057,Medium,1,Bahraini
C05058,Medium,3,Expats-GCC
C05059,Medium,7,Expats-Asia
C05060,Medium,2,Expats-Other
C05061,Medium,3,Expats-Other
C05062,Low,4,Expats-Asia
C05063,Medium,7,Expats-Asia
C05064,Medium,1,Expats-Asia
C05065,Low,6,Expats-Other
C05066,Low,2,Expats-Asia
C05067,Medium,5,Expats-Asia
C05068,Low,4,Expats-Other
C05069,Low,7,Bahraini
C05070,High,1,Expats-GCC
C05071,Medium,7,Expats-GCC
C05072,High,1,Expats-GCC
C05073,Medium,4,Expats-GCC
C05074,Medium,4,Bahraini
C05075,Medium,1,Expats-Other
C05076,Medium,3,Bahraini
C05077,High,2,Bahraini
C05078,Medium,6,Expats-Other
C05079,Low,5,Bahraini
C05080,Medium,4,Expats-Other
C05081,High,3,Bahraini
C05082,High,3,Expats-GCC
C05083,High,7,Expats-Asia
C05084,High,1,Expats-Other
C05085,Low,4,Expats-GCC
C05086,Low,4,Bahraini
C05087,High,2,Expats-GCC
C05088,Low,7,Expats-Other
C05089,High,3,Expats-GCC
C05090,High,5,Expats-GCC
C05091,Low,7,Expats-Asia
C05092,Medium,6,Expats-Other
C05093,High,7,Expats-Asia
C05094,Medium,2,Expats-Other
C05095,Low,7,Expats-Other
C05096,Low,3,Expats-GCC
C05097,Low,5,Expats-Asia
C05098,Low,4,Bahraini
C05099,Low,2,Expats-GCC
C05100,High,1,Bahraini
C05101,High,3,Bahraini
C05102,Low,1,Expats-Other
C05103,High,5,Expats-Asia
C05104,Low,7,Expats-Asia
C05105,High,3,Bahraini
C05106,High,4,Expats-Other
C05107,Low,2,Expats-GCC
C05108,Low,6,Expats-GCC
C05109,High,1,Expats-Asia
C05110,High,1,Bahraini
C05111,High,5,Expats-GCC
C05112,Medium,3,Expats-Asia
C05113,Medium,4,Expats-GCC
C05114,High,1,Bahraini
C05115,Medium,7,Expats-GCC
C05116,Low,3,Bahraini
C05117,Medium,2,Expats-Asia
C05118,High,1,Expats-Asia
C05119,Low,6,Expats-Asia
C05120,Low,5,Expats-GCC
C05121,Low,2,Expats-GCC
C05122,Medium,6,Bahraini
C05123,Medium,6,Expats-Asia
C05124,Low,1,Expats-Asia
C05125,High,1,Bahraini
C05126,Medium,1,Expats-Other
C05127,Low,7,Bahraini
C05128,Low,1,Bahraini
C05129,Low,2,Bahraini
C05130,Medium,5,Expats-Asia
C05131,Low,3,Expats-GCC
C05132,Low,7,Expats-GCC
C05133,Medium,4,Expats-Asia
C05134,High,7,Expats-GCC
C05135,Low,1,Expats-GCC
C05136,High,6,Bahraini
C05137,Low,2,Expats-Asia
C05138,Medium,5,Expats-GCC
C05139,Low,4,Expats-GCC
C05140,Medium,3,Expats-GCC
C05141,Low,1,Expats-Other
C05142,Medium,1,Bahraini
C05143,Medium,1,Expats-Asia
C05144,Medium,5,Expats-GCC
C05145,Medium,6,Bahraini
C05146,Medium,7,Bahraini
C05147,High,7,Expats-Asia
C05148,High,6,Bahraini
C05149,Low,6,Expats-Other
C05150,Medium,3,Expats-Asia
C05151,Low,1,Expats-Other
C05152,High,3,Bahraini
C05153,High,4,Bahraini
C05154,Low,7,Expats-Asia
C05155,Low,2,Expats-Asia
C05156,Medium,4,Expats-Asia
C05157,Low,7,Expats-GCC
C05158,Medium,4,Expats-Other
C05159,Low,5,Expats-Asia
C05160,Medium,7,Expats-Asia
C05161,Medium,4,Bahraini
C05162,Medium,7,Expats-GCC
C05163,Low,1,Expats-Other
C05164,Low,7,Bahraini
C05165,Low,5,Expats-Other
C05166,High,7,Expats-Other
C05167,Medium,2,Bahraini
C05168,Low,5,Expats-Other
C05169,Low,6,Expats-Other
C05170,High,4,Expats-Asia
C05171,Medium,4,Bahraini
C05172,Low,5,Expats-Asia
C05173,High,4,Expats-Asia
C05174,Low,6,Expats-Other
C05175,High,6,Expats-GCC
C05176,Low,2,Bahraini
C05177,Low,2,Bahraini
C05178,Low,2,Bahraini
C05179,Medium,5,Bahraini
C05180,High,2,Bahraini
C05181,Medium,4,Expats-GCC
C05182,Low,3,Bahraini
C05183,Low,4,Expats-Asia
C05184,Low,4,Expats-Asia
C05185,Medium,3,Expats-GCC
C05186,Low,6,Expats-Other
C05187,High,6,Bahraini
C05188,Low,1,Expats-GCC
C05189,Low,3,Expats-GCC
C05190,Medium,3,Expats-Asia
C05191,Medium,6,Bahraini
C05192,Low,7,Expats-GCC
C05193,High,5,Expats-GCC
C05194,Low,4,Expats-GCC
C05195,High,4,Bahraini
C05196,High,2,Expats-GCC
C05197,Medium,4,Expats-Asia
C05198,Low,5,Expats-GCC
C05199,Low,3,Expats-Asia
C05200,Medium,5,Expats-Asia
C05201,Low,2,Expats-Asia
C05202,Medium,5,Bahraini
C05203,Medium,7,Bahraini
C05204,High,2,Expats-Asia
C05205,High,1,Expats-GCC
C05206,Medium,1,Expats-GCC
C05207,Medium,7,Bahraini
C05208,Low,4,Expats-Asia
C05209,Low,3,Expats-Other
C05210,Low,5,Expats-Asia
C05211,Medium,1,Expats-Other
C05212,Low,6,Expats-Asia
C05213,High,3,Expats-Asia
C05214,Low,5,Bahraini
C05215,Low,7,Expats-GCC
C05216,Medium,4,Bahraini
C05217,High,2,Bahraini
C05218,Low,4,Expats-Other
C05219,Low,5,Expats-GCC
C05220,High,4,Bahraini
C05221,Medium,4,Bahraini
C05222,High,6,Expats-Asia
C05223,Medium,6,Expats-Other
C05224,Medium,4,Expats-GCC
C05225,High,2,Expats-GCC
C05226,Low,4,Bahraini
C05227,Low,6,Expats-Other
C05228,Medium,4,Bahraini
C05229,Low,6,Expats-Other
C05230,Medium,6,Expats-GCC
C05231,Low,6,Expats-Asia
C05232,High,6,Expats-Other
C05233,Medium,6,Bahraini
C05234,Medium,7,Expats-Asia
C05235,Low,5,Expats-GCC
C05236,Low,3,Expats-Other
C05237,High,1,Expats-Other
C05238,High,5,Expats-Other
C05239,High,6,Expats-Asia
C05240,Low,2,Expats-Other
C05241,Medium,1,Expats-GCC
C05242,Low,7,Expats-Other
C05243,Medium,1,Expats-Asia
C05244,High,4,Expats-Asia
C05245,Low,4,Bahraini
C05246,Medium,5,Bahraini
C05247,Medium,4,Expats-Asia
C05248,Low,5,Expats-Other
C05249,High,1,Expats-Asia
C05250,Low,7,Expats-Asia
C05251,High,7,Bahraini
C05252,Medium,3,Expats-Asia
C05253,High,5,Bahraini
C05254,Medium,5,Expats-GCC
C05255,Medium,4,Expats-Other
C05256,Low,3,Expats-Other
C05257,Medium,3,Expats-Other
C05258,High,5,Expats-Asia
C05259,Medium,2,Bahraini
C05260,High,4,Expats-GCC
C05261,Medium,5,Bahraini
C05262,Low,2,Expats-GCC
C05263,High,2,Bahraini
C05264,High,2,Bahraini
C05265,Medium,1,Expats-GCC
C05266,Low,4,Expats-Other
C05267,Medium,1,Expats-Other
C05268,High,4,Expats-GCC
C05269,Medium,2,Expats-GCC
C05270,High,3,Expats-Asia
C05271,Low,2,Expats-GCC
C05272,High,1,Expats-GCC
C05273,High,2,Expats-GCC
C05274,Medium,5,Bahraini
C05275,High,7,Expats-GCC
C05276,Medium,6,Expats-Other
C05277,Medium,4,Expats-Other
C05278,Low,1,Expats-GCC
C05279,Low,4,Expats-GCC
C05280,Medium,4,Expats-Other
C05281,Low,7,Expats-Asia
C05282,Medium,4,Expats-Other
C05283,Low,5,Expats-Asia
C05284,High,5,Expats-GCC
C05285,Low,2,Expats-Other
C05286,Low,2,Expats-GCC
C05287,Low,5,Bahraini
C05288,Low,1,Expats-Asia
C05289,Low,2,Expats-Other
C05290,Low,2,Expats-Asia
C05291,Low,3,Expats-GCC
C05292,Low,4,Bahraini
C05293,High,6,Expats-Other
C05294,Medium,6,Expats-Asia
C05295,High,1,Expats-GCC
C05296,High,2,Bahraini
C05297,High,7,Expats-Asia
C05298,Medium,2,Expats-Other
C05299,Medium,3,Expats-Asia
C05300,Low,7,Expats-Asia
C05301,Low,3,Expats-Asia
C05302,Low,6,Bahraini
C05303,Medium,1,Expats-Asia
C05304,High,7,Expats-Asia
C05305,High,2,Expats-Other
C05306,Low,1,Expats-Asia
C05307,Medium,1,Expats-Asia
C05308,Medium,1,Expats-GCC
C05309,Medium,4,Expats-Asia
C05310,Medium,1,Expats-Other
C05311,Medium,3,Expats-Other
C05312,High,5,Expats-Other
C05313,Low,7,Expats-Asia
C05314,Low,4,Bahraini
C05315,Medium,7,Expats-GCC
C05316,Low,2,Expats-Other
C05317,Low,6,Bahraini
C05318,High,2,Expats-Other
C05319,Low,2,Expats-Asia
C05320,Low,3,Expats-Other
C05321,Low,6,Expats-Other
C05322,High,3,Expats-GCC
C05323,Medium,4,Bahraini
C05324,Low,2,Expats-GCC
C05325,Low,1,Bahraini
C05326,Medium,1,Expats-GCC
C05327,Low,2,Expats-GCC
C05328,High,3,Expats-Asia
C05329,High,6,Expats-Asia
C05330,High,6,Expats-Other
C05331,Medium,5,Expats-GCC
C05332,Medium,2,Expats-Asia
C05333,Medium,2,Expats-Other
C05334,Medium,1,Expats-Other
C05335,Medium,7,Expats-Asia
C05336,Medium,2,Expats-GCC
C05337,Medium,1,Expats-Other
C05338,Low,6,Bahraini
C05339,Low,7,Expats-Other
C05340,Low,1,Expats-Other
C05341,Low,2,Expats-GCC
C05342,Medium,4,Bahraini
C05343,High,3,Expats-GCC
C05344,High,6,Expats-Asia
C05345,Low,7,Expats-Asia
C05346,Low,3,Bahraini
C05347,Low,3,Expats-Other
C05348,Medium,7,Expats-Asia
C05349,High,4,Bahraini
C05350,Low,2,Expats-GCC
C05351,High,2,Expats-GCC
C05352,Medium,5,Expats-GCC
C05353,High,7,Expats-GCC
C05354,Medium,5,Expats-Asia
C05355,Low,7,Bahraini
C05356,Medium,3,Expats-GCC
C05357,Medium,2,Expats-Other
C05358,Low,6,Expats-Asia
C05359,Low,7,Expats-Other
C05360,Medium,6,Expats-Asia
C05361,High,4,Expats-GCC
C05362,Medium,2,Expats-Other
C05363,Low,5,Expats-GCC
C05364,Medium,6,Bahraini
C05365,Medium,1,Expats-GCC
C05366,Medium,5,Expats-GCC
C05367,Medium,6,Expats-GCC
C05368,High,3,Expats-GCC
C05369,Medium,4,Expats-Asia
C05370,Medium,3,Bahraini
C05371,Low,1,Expats-GCC
C05372,High,1,Expats-Asia
C05373,Medium,5,Bahraini
C05374,High,5,Expats-Asia
C05375,Low,1,Expats-Other
C05376,Medium,6,Bahraini
C05377,Low,1,Bahraini
C05378,High,5,Expats-GCC
C05379,Low,5,Expats-GCC
C05380,High,1,Expats-Asia
C05381,Medium,7,Expats-Asia
C05382,Low,4,Expats-GCC
C05383,Medium,3,Bahraini
C05384,High,1,Bahraini
C05385,Medium,5,Expats-Asia
C05386,High,3,Bahraini
C05387,Low,5,Expats-GCC
C05388,High,3,Expats-Asia
C05389,Low,1,Expats-Asia
C05390,High,7,Expats-GCC
C05391,Medium,5,Bahraini
C05392,High,1,Expats-GCC
C05393,Medium,1,Expats-GCC
C05394,Medium,1,Expats-Other
C05395,Low,3,Expats-Other
C05396,Low,1,Bahraini
C05397,High,3,Expats-Other
C05398,Medium,1,Expats-GCC
C05399,Medium,2,Expats-Asia
C05400,Medium,6,Bahraini
C05401,Medium,4,Expats-Asia
C05402,Medium,5,Expats-Other
C05403,High,1,Expats-Asia
C05404,Medium,7,Expats-Asia
C05405,Low,7,Bahraini
C05406,High,4,Expats-Asia
C05407,Medium,6,Expats-Asia
C05408,Medium,7,Expats-Other
C05409,High,2,Expats-Asia
C05410,Low,5,Expats-Other
C05411,High,4,Expats-GCC
C05412,High,7,Expats-GCC
C05413,High,6,Expats-Other
C05414,Medium,3,Expats-Other
C05415,Medium,7,Expats-Asia
C05416,Low,6,Expats-Other
C05417,Low,2,Expats-Asia
C05418,Medium,5,Expats-Other
C05419,Medium,6,Bahraini
C05420,High,3,Expats-GCC
C05421,High,5,Expats-GCC
C05422,Medium,1,Expats-Asia
C05423,Low,3,Expats-GCC
C05424,High,7,Expats-Asia
C05425,High,6,Bahraini
C05426,High,1,Expats-Other
C05427,Medium,6,Expats-GCC
C05428,High,4,Expats-GCC
C05429,Medium,4,Bahraini
C05430,Medium,5,Expats-Asia
C05431,Medium,2,Expats-GCC
C05432,Low,3,Expats-Other
C05433,Medium,7,Expats-GCC
C05434,High,2,Expats-Asia
C05435,Low,6,Expats-Other
C05436,Low,4,Expats-Other
C05437,High,6,Expats-Asia
C05438,Medium,5,Expats-GCC
C05439,Medium,1,Expats-GCC
C05440,Medium,6,Bahraini
C05441,Medium,3,Expats-GCC
C05442,Low,2,Expats-GCC
C05443,Low,6,Expats-Asia
C05444,Medium,5,Expats-Other
C05445,Medium,5,Expats-Other
C05446,Medium,5,Expats-Other
C05447,Medium,4,Expats-GCC
C05448,High,7,Expats-GCC
C05449,Medium,4,Expats-Asia
C05450,High,6,Expats-Other
C05451,High,2,Bahraini
C05452,Medium,1,Bahraini
C05453,Medium,7,Expats-GCC
C05454,High,2,Expats-Asia
C05455,High,4,Expats-Asia
C05456,Low,5,Expats-Asia
C05457,Low,7,Expats-GCC
C05458,Medium,4,Expats-Other
C05459,Medium,7,Expats-Asia
C05460,Medium,5,Expats-Asia
C05461,Medium,5,Expats-Other
C05462,Medium,2,Expats-Other
C05463,Medium,2,Bahraini
C05464,Medium,7,Expats-Other
C05465,Medium,4,Bahraini
C05466,High,1,Expats-Other
C05467,High,1,Expats-Asia
C05468,Medium,3,Expats-Asia
C05469,High,1,Expats-Asia
C05470,Low,6,Expats-Other
C05471,Medium,2,Expats-GCC
C05472,Medium,4,Expats-GCC
C05473,Low,3,Expats-Other
C05474,Medium,7,Bahraini
C05475,Low,1,Expats-Other
C05476,High,6,Expats-Other
C05477,Low,4,Expats-GCC
C05478,High,5,Expats-GCC
C05479,Medium,1,Bahraini
C05480,Low,1,Expats-GCC
C05481,Low,7,Expats-GCC
C05482,Medium,4,Expats-Other
C05483,High,3,Expats-Asia
C05484,Low,7,Expats-Asia
C05485,Medium,2,Expats-Other
C05486,Low,5,Bahraini
C05487,High,2,Expats-Asia
C05488,Low,6,Expats-GCC
C05489,Medium,5,Expats-Asia
C05490,Medium,3,Expats-GCC
C05491,Low,2,Expats-Other
C05492,High,5,Expats-Other
C05493,Medium,2,Bahraini
C05494,High,6,Expats-Asia
C05495,High,7,Expats-Asia
C05496,Low,6,Bahraini
C05497,High,3,Expats-GCC
C05498,Medium,3,Bahraini
C05499,High,4,Expats-Asia
C05500,High,4,Expats-Other
C05501,High,1,Expats-Asia
C05502,High,6,Bahraini
C05503,Low,1,Expats-Asia
C05504,Low,7,Expats-GCC
C05505,High,3,Bahraini
C05506,High,4,Expats-Asia
C05507,Low,5,Expats-Asia
C05508,Low,3,Expats-Asia
C05509,High,1,Expats-Asia
C05510,High,2,Expats-Other
C05511,High,7,Expats-GCC
C05512,Medium,5,Expats-Other
C05513,High,7,Expats-Other
C05514,High,5,Expats-Asia
C05515,Medium,3,Expats-Asia
C05516,Low,7,Bahraini
C05517,Medium,2,Expats-Asia
C05518,Low,1,Expats-GCC
C05519,High,7,Expats-GCC
C05520,Medium,5,Bahraini
C05521,Medium,1,Expats-Other
C05522,Low,6,Expats-Asia
C05523,Medium,2,Expats-Asia
C05524,Medium,1,Expats-Asia
C05525,Medium,2,Expats-Asia
C05526,High,4,Expats-Other
C05527,Low,5,Expats-Asia
C05528,High,6,Bahraini
C05529,Low,2,Expats-GCC
C05530,Medium,6,Bahraini
C05531,Medium,6,Expats-Asia
C05532,Medium,7,Expats-GCC
C05533,Medium,7,Bahraini
C05534,Low,7,Expats-GCC
C05535,Low,3,Expats-Other
C05536,Low,4,Expats-Other
C05537,High,4,Expats-Asia
C05538,Medium,3,Expats-GCC
C05539,High,1,Expats-Asia
C05540,Medium,7,Expats-GCC
C05541,High,5,Expats-GCC
C05542,Low,7,Bahraini
C05543,High,4,Bahraini
C05544,High,7,Expats-GCC
C05545,Medium,2,Expats-Asia
C05546,High,2,Bahraini
C05547,High,6,Bahraini
C05548,Low,1,Expats-Asia
C05549,Medium,6,Expats-GCC
C05550,High,1,Expats-GCC
C05551,High,4,Bahraini
C05552,Low,4,Expats-Other
C05553,High,2,Expats-Other
C05554,High,4,Expats-GCC
C05555,Medium,4,Expats-GCC
C05556,Low,2,Expats-Other
C05557,High,5,Bahraini
C05558,Medium,6,Bahraini
C05559,High,6,Expats-Asia
C05560,Medium,4,Expats-Asia
C05561,High,5,Expats-GCC
C05562,Medium,4,Expats-Asia
C05563,Medium,7,Expats-Asia
C05564,High,6,Bahraini
C05565,Low,7,Bahraini
C05566,Low,6,Expats-GCC
C05567,High,3,Expats-Asia
C05568,Low,1,Expats-GCC
C05569,High,3,Expats-Other
C05570,Medium,4,Expats-Other
C05571,Low,6,Expats-GCC
C05572,Medium,6,Expats-Other
C05573,Medium,2,Expats-Asia
C05574,High,3,Expats-Asia
C05575,Medium,4,Expats-Asia
C05576,High,6,Expats-Asia
C05577,Medium,1,Expats-GCC
C05578,Medium,5,Expats-Other
C05579,High,7,Expats-Asia
C05580,Medium,5,Expats-Other
C05581,Medium,2,Expats-Other
C05582,Medium,1,Bahraini
C05583,Low,1,Expats-Other
C05584,Medium,3,Expats-Other
C05585,Medium,7,Expats-GCC
C05586,Medium,1,Expats-GCC
C05587,High,6,Bahraini
C05588,Low,2,Bahraini
C05589,Low,2,Expats-Other
C05590,Low,7,Expats-GCC
C05591,Low,2,Expats-Asia
C05592,High,6,Expats-GCC
C05593,High,1,Expats-GCC
C05594,Medium,5,Expats-GCC
C05595,Low,3,Expats-Asia
C05596,High,5,Expats-GCC
C05597,High,1,Expats-Other
C05598,High,2,Expats-GCC
C05599,Low,5,Expats-GCC
C05600,High,4,Bahraini
C05601,Low,3,Expats-Asia
C05602,High,1,Bahraini
C05603,High,6,Expats-Asia
C05604,Medium,4,Expats-GCC
C05605,Low,7,Expats-Other
C05606,Low,2,Expats-Other
C05607,High,5,Expats-GCC
C05608,High,6,Expats-Asia
C05609,High,7,Expats-Asia
C05610,High,3,Expats-Asia
C05611,High,6,Expats-Asia
C05612,Medium,4,Expats-Other
C05613,High,6,Bahraini
C05614,High,4,Expats-Other
C05615,Low,4,Bahraini
C05616,High,3,Expats-Asia
C05617,Medium,3,Bahraini
C05618,Low,6,Expats-Asia
C05619,Medium,4,Bahraini
C05620,Low,6,Expats-Asia
C05621,Low,5,Expats-Asia
C05622,Low,6,Expats-Asia
C05623,Medium,1,Expats-Other
C05624,Medium,4,Expats-Asia
C05625,Medium,2,Expats-Asia
C05626,Medium,5,Expats-GCC
C05627,Medium,3,Expats-Other
C05628,Low,5,Expats-Asia
C05629,High,3,Expats-GCC
C05630,Low,2,Bahraini
C05631,Low,1,Expats-Asia
C05632,Low,5,Expats-Asia
C05633,Medium,3,Expats-Other
C05634,Medium,1,Expats-GCC
C05635,High,3,Bahraini
C05636,Low,6,Expats-GCC
C05637,Low,6,Expats-GCC
C05638,Medium,5,Bahraini
C05639,Medium,1,Expats-Other
C05640,Medium,4,Bahraini
C05641,High,2,Bahraini
C05642,High,7,Expats-GCC
C05643,Medium,5,Expats-Asia
C05644,Medium,2,Bahraini
C05645,Medium,6,Expats-Asia
C05646,Low,6,Bahraini
C05647,High,3,Bahraini
C05648,High,4,Expats-Other
C05649,Low,4,Expats-GCC
C05650,Low,6,Expats-GCC
C05651,High,1,Bahraini
C05652,Low,1,Expats-Asia
C05653,Medium,5,Bahraini
C05654,Low,5,Expats-Other
C05655,High,7,Expats-Asia
C05656,High,4,Expats-Other
C05657,Medium,3,Expats-Other
C05658,Medium,5,Expats-GCC
C05659,High,3,Expats-Asia
C05660,Medium,5,Expats-GCC
C05661,Medium,6,Expats-Other
C05662,Medium,6,Expats-GCC
C05663,Medium,3,Bahraini
C05664,High,3,Expats-Other
C05665,Medium,4,Bahraini
C05666,High,3,Expats-Other
C05667,High,4,Bahraini
C05668,Low,2,Expats-GCC
C05669,Low,3,Expats-Other
C05670,Medium,6,Expats-GCC
C05671,Low,1,Expats-Other
C05672,Low,3,Expats-Other
C05673,High,7,Bahraini
C05674,Low,2,Expats-GCC
C05675,Medium,5,Expats-GCC
C05676,Low,4,Expats-Other
C05677,Low,6,Expats-Asia
C05678,Medium,2,Expats-Asia
C05679,Medium,6,Expats-GCC
C05680,Low,4,Expats-GCC
C05681,High,1,Bahraini
C05682,Low,6,Bahraini
C05683,Low,6,Bahraini
C05684,High,5,Expats-Asia
C05685,Low,2,Expats-GCC
C05686,Low,6,Bahraini
C05687,Low,6,Expats-Asia
C05688,Medium,1,Bahraini
C05689,High,1,Expats-GCC
C05690,High,4,Expats-Other
C05691,High,1,Bahraini
C05692,Medium,7,Expats-GCC
C05693,Low,4,Expats-GCC
C05694,High,7,Expats-Asia
C05695,High,5,Expats-GCC
C05696,Medium,2,Expats-GCC
C05697,Medium,1,Expats-Asia
C05698,High,7,Expats-GCC
C05699,Medium,1,Expats-Asia
C05700,Medium,2,Expats-Asia
C05701,Low,5,Expats-Asia
C05702,Medium,5,Expats-Other
C05703,Low,7,Bahraini
C05704,Low,1,Expats-GCC
C05705,High,1,Expats-GCC
C05706,Low,7,Expats-Other
C05707,High,5,Expats-Other
C05708,High,7,Expats-Asia
C05709,Medium,5,Expats-Other
C05710,High,1,Expats-Other
C05711,Low,4,Expats-GCC
C05712,Medium,1,Expats-Asia
C05713,High,4,Expats-GCC
C05714,Low,3,Expats-Asia
C05715,Low,2,Bahraini
C05716,Low,3,Expats-GCC
C05717,Medium,4,Expats-Asia
C05718,Low,6,Bahraini
C05719,High,5,Expats-Other
C05720,High,4,Expats-GCC
C05721,Low,5,Expats-Asia
C05722,Low,3,Expats-Other
C05723,High,6,Expats-Asia
C05724,Low,3,Expats-Asia
C05725,Medium,2,Bahraini
C05726,High,6,Expats-Asia
C05727,Medium,7,Expats-Other
C05728,Medium,6,Expats-Asia
C05729,Low,5,Bahraini
C05730,Medium,3,Expats-Asia
C05731,Low,6,Expats-GCC
C05732,Low,5,Expats-Other
C05733,High,2,Expats-GCC
C05734,Medium,6,Expats-Other
C05735,Low,6,Expats-Other
C05736,High,5,Expats-Asia
C05737,Medium,4,Bahraini
C05738,Medium,6,Bahraini
C05739,Medium,6,Expats-Asia
C05740,Low,1,Expats-GCC
C05741,High,1,Expats-Other
C05742,Low,1,Expats-Asia
C05743,Medium,4,Bahraini
C05744,Low,6,Expats-GCC
C05745,High,3,Expats-GCC
C05746,High,2,Expats-GCC
C05747,Low,6,Bahraini
C05748,Medium,7,Expats-Asia
C05749,Medium,1,Expats-Other
C05750,Low,3,Expats-GCC
C05751,Low,4,Bahraini
C05752,High,2,Bahraini
C05753,Medium,2,Expats-Asia
C05754,High,3,Expats-Asia
C05755,High,4,Expats-Other
C05756,Low,4,Bahraini
C05757,High,4,Expats-Asia
C05758,High,2,Expats-Asia
C05759,High,5,Expats-Other
C05760,Medium,5,Bahraini
C05761,Low,5,Bahraini
C05762,High,7,Bahraini
C05763,Medium,7,Bahraini
C05764,Low,1,Expats-Other
C05765,High,3,Bahraini
C05766,Low,6,Expats-Other
C05767,High,7,Expats-GCC
C05768,High,6,Expats-Asia
C05769,Low,4,Expats-Asia
C05770,Low,4,Bahraini
C05771,Medium,7,Bahraini
C05772,Medium,1,Bahraini
C05773,Medium,7,Bahraini
C05774,Low,3,Bahraini
C05775,Medium,6,Expats-Other
C05776,Low,3,Expats-Other
C05777,Medium,4,Bahraini
C05778,High,1,Expats-Asia
C05779,High,7,Bahraini
C05780,High,6,Bahraini
C05781,High,4,Bahraini
C05782,Low,2,Expats-GCC
C05783,Medium,1,Expats-GCC
C05784,Medium,6,Bahraini
C05785,Low,7,Expats-Asia
C05786,Medium,3,Expats-Other
C05787,Low,4,Expats-GCC
C05788,High,2,Expats-GCC
C05789,High,2,Expats-Asia
C05790,Medium,2,Expats-Asia
C05791,Low,5,Expats-Asia
C05792,Medium,7,Bahraini
C05793,Low,7,Expats-Asia
C05794,Low,4,Bahraini
C05795,High,7,Expats-GCC
C05796,Medium,2,Bahraini
C05797,Medium,7,Expats-Asia
C05798,High,2,Expats-Asia
C05799,Medium,2,Expats-Other
C05800,Low,6,Expats-GCC
C05801,High,2,Expats-Asia
C05802,Low,1,Bahraini
