post_id,platform,sentiment,topic,date
S5942,Instagram,Positive,Customer Service,2025-03-15
S5943,Facebook,Neutral,Customer Service,2024-09-13
S5944,Instagram,Neutral,Event,2025-07-28
S5945,Twitter,Neutral,Network,2025-02-14
S5946,Facebook,Neutral,Event,2025-01-28
S5947,Twitter,Negative,Network,2025-04-23
S5948,Instagram,Positive,Event,2025-04-25
S5949,Twitter,Neutral,Event,2024-09-28
S5950,Instagram,Negative,Offer,2025-06-05
S5951,Twitter,Neutral,Network,2024-09-29
S5952,Instagram,Neutral,Customer Service,2025-06-23
S5953,Facebook,Positive,Customer Service,2025-05-22
S5954,Facebook,Neutral,Event,2025-02-08
S5955,Twitter,Negative,Event,2024-09-14
S5956,Twitter,Positive,Event,2025-08-26
S5957,Twitter,Positive,Customer Service,2025-02-01
S5958,Instagram,Negative,Event,2025-03-16
S5959,Twitter,Neutral,Offer,2025-06-25
S5960,Twitter,Neutral,Event,2025-07-12
S5961,Instagram,Negative,Event,2025-03-15
S5962,Twitter,Neutral,Customer Service,2024-09-23
S5963,Facebook,Positive,Offer,2024-12-29
S5964,Facebook,Positive,Network,2025-02-11
S5965,Facebook,Negative,Offer,2025-06-18
S5966,Twitter,Positive,Network,2025-01-10
S5967,Twitter,Negative,Customer Service,2025-07-23
S5968,Twitter,Positive,Network,2025-04-30
S5969,Instagram,Positive,Customer Service,2024-11-10
S5970,Instagram,Neutral,Network,2025-05-04
S5971,Facebook,Negative,Network,2024-11-08
S5972,Facebook,Neutral,Customer Service,2025-01-12
S5973,Instagram,Neutral,Offer,2024-10-22
S5974,Twitter,Neutral,Network,2025-06-19
S5975,Instagram,Neutral,Customer Service,2025-07-06
S5976,Instagram,Positive,Offer,2025-04-05
S5977,Instagram,Positive,Event,2024-11-14
S5978,Twitter,Neutral,Event,2025-07-08
S5979,Facebook,Neutral,Network,2025-06-03
S5980,Instagram,Neutral,Offer,2024-12-18
S5981,Twitter,Negative,Offer,2025-07-09
S5982,Twitter,Neutral,Network,2025-09-05
S5983,Instagram,Negative,Offer,2025-07-30
S5984,Instagram,Neutral,Network,2024-10-31
S5985,Instagram,Neutral,Network,2025-03-11
S5986,Twitter,Neutral,Offer,2024-12-10
S5987,Facebook,Neutral,Offer,2025-08-28
S5988,Facebook,Neutral,Event,2024-10-17
S5989,Instagram,Positive,Offer,2025-07-27
S5990,Facebook,Negative,Event,2025-03-18
S5991,Instagram,Neutral,Event,2024-12-17
S5992,Twitter,Negative,Offer,2025-07-21
S5993,Facebook,Neutral,Event,2025-04-30
S5994,Instagram,Positive,Network,2025-01-05
S5995,Instagram,Negative,Network,2024-10-17
S5996,Facebook,Neutral,Offer,2025-05-16
S5997,Twitter,Negative,Event,2025-08-24
S5998,Facebook,Negative,Offer,2024-12-21
S5999,Instagram,Positive,Customer Service,2025-06-14
S6000,Facebook,Neutral,Network,2025-04-05
S6001,Twitter,Neutral,Offer,2024-12-08
S6002,Instagram,Positive,Offer,2025-09-07
S6003,Twitter,Positive,Offer,2025-01-04
S6004,Facebook,Positive,Event,2025-08-06
S6005,Facebook,Positive,Event,2025-09-09
S6006,Facebook,Positive,Offer,2024-12-04
S6007,Twitter,Neutral,Network,2025-03-14
S6008,Twitter,Negative,Customer Service,2025-05-11
S6009,Twitter,Neutral,Customer Service,2025-04-08
S6010,Facebook,Negative,Event,2025-04-29
S6011,Instagram,Neutral,Offer,2025-04-20
S6012,Facebook,Negative,Customer Service,2025-04-24
S6013,Twitter,Negative,Customer Service,2025-06-14
S6014,Twitter,Neutral,Customer Service,2025-02-17
S6015,Instagram,Positive,Customer Service,2025-01-17
S6016,Twitter,Negative,Offer,2025-08-23
S6017,Facebook,Negative,Offer,2025-08-15
S6018,Facebook,Positive,Network,2025-05-06
S6019,Facebook,Neutral,Network,2025-04-19
S6020,Instagram,Neutral,Offer,2025-01-14
S6021,Facebook,Neutral,Network,2024-10-30
S6022,Twitter,Neutral,Offer,2025-05-31
S6023,Twitter,Negative,Event,2025-05-08
S6024,Instagram,Positive,Customer Service,2025-01-07
S6025,Twitter,Neutral,Offer,2024-10-29
S6026,Twitter,Positive,Offer,2024-09-14
S6027,Twitter,Positive,Customer Service,2025-05-23
S6028,Twitter,Positive,Customer Service,2024-10-06
S6029,Twitter,Positive,Customer Service,2024-10-14
S6030,Instagram,Positive,Customer Service,2025-05-14
S6031,Instagram,Neutral,Event,2025-06-14
S6032,Twitter,Neutral,Offer,2025-02-26
S6033,Instagram,Positive,Customer Service,2025-06-19
S6034,Twitter,Positive,Offer,2024-10-26
S6035,Twitter,Negative,Customer Service,2024-12-26
S6036,Twitter,Neutral,Offer,2025-04-22
S6037,Facebook,Negative,Customer Service,2024-12-08
S6038,Instagram,Neutral,Offer,2025-02-14
S6039,Twitter,Negative,Customer Service,2024-09-21
S6040,Facebook,Neutral,Customer Service,2025-03-29
S6041,Twitter,Positive,Customer Service,2025-06-01
S6042,Facebook,Negative,Network,2025-08-18
S6043,Twitter,Negative,Event,2024-10-01
S6044,Facebook,Positive,Network,2025-05-15
S6045,Twitter,Positive,Event,2024-12-24
S6046,Facebook,Neutral,Event,2025-09-11
S6047,Facebook,Neutral,Customer Service,2025-01-07
S6048,Instagram,Positive,Event,2025-06-14
S6049,Facebook,Positive,Offer,2025-05-02
S6050,Facebook,Neutral,Customer Service,2024-10-19
S6051,Twitter,Positive,Event,2025-05-09
S6052,Facebook,Neutral,Network,2025-08-07
S6053,Instagram,Positive,Event,2025-08-30
S6054,Twitter,Negative,Event,2024-10-04
S6055,Instagram,Positive,Network,2025-07-18
S6056,Twitter,Positive,Customer Service,2025-01-22
S6057,Twitter,Positive,Offer,2025-03-10
S6058,Instagram,Negative,Offer,2025-06-23
S6059,Facebook,Positive,Network,2024-11-27
S6060,Twitter,Neutral,Event,2025-08-11
S6061,Twitter,Neutral,Customer Service,2025-09-10
S6062,Instagram,Neutral,Offer,2025-01-20
S6063,Twitter,Positive,Customer Service,2025-06-08
S6064,Twitter,Neutral,Customer Service,2024-11-12
S6065,Facebook,Positive,Offer,2024-09-18
S6066,Facebook,Neutral,Offer,2024-12-30
S6067,Twitter,Negative,Event,2024-09-18
S6068,Facebook,Neutral,Customer Service,2025-03-17
S6069,Instagram,Negative,Offer,2024-12-28
S6070,Facebook,Neutral,Customer Service,2024-10-14
S6071,Instagram,Negative,Customer Service,2025-03-19
S6072,Instagram,Neutral,Offer,2025-03-30
S6073,Twitter,Neutral,Event,2025-08-16
S6074,Twitter,Negative,Event,2025-02-07
S6075,Twitter,Neutral,Offer,2024-12-20
S6076,Instagram,Neutral,Customer Service,2024-09-25
S6077,Facebook,Negative,Event,2025-03-01
S6078,Instagram,Neutral,Network,2025-02-21
S6079,Instagram,Positive,Event,2025-01-08
S6080,Instagram,Neutral,Customer Service,2024-09-24
S6081,Facebook,Negative,Event,2025-01-26
S6082,Twitter,Positive,Offer,2024-10-25
S6083,Instagram,Neutral,Customer Service,2025-09-10
S6084,Instagram,Negative,Customer Service,2024-10-26
S6085,Facebook,Negative,Customer Service,2024-09-29
S6086,Instagram,Neutral,Event,2024-11-26
S6087,Facebook,Positive,Network,2025-01-25
S6088,Twitter,Neutral,Event,2025-02-22
S6089,Instagram,Positive,Customer Service,2025-03-01
S6090,Instagram,Positive,Network,2024-09-12
S6091,Facebook,Positive,Customer Service,2025-07-15
S6092,Instagram,Positive,Event,2025-02-21
S6093,Facebook,Neutral,Event,2025-06-25
S6094,Facebook,Positive,Network,2025-09-11
S6095,Facebook,Neutral,Event,2025-05-10
S6096,Twitter,Neutral,Offer,2024-09-22
S6097,Instagram,Negative,Customer Service,2025-07-22
S6098,Twitter,Negative,Offer,2025-02-06
S6099,Instagram,Neutral,Network,2025-08-10
S6100,Twitter,Positive,Offer,2025-02-14
S6101,Twitter,Negative,Offer,2024-12-21
S6102,Facebook,Positive,Event,2024-11-28
S6103,Instagram,Positive,Network,2025-01-23
S6104,Twitter,Positive,Network,2024-10-18
S6105,Facebook,Neutral,Network,2025-07-08
S6106,Instagram,Negative,Customer Service,2024-12-17
S6107,Twitter,Positive,Customer Service,2025-07-24
S6108,Facebook,Neutral,Network,2024-11-26
S6109,Instagram,Neutral,Network,2025-07-19
S6110,Instagram,Negative,Network,2025-01-04
S6111,Twitter,Neutral,Network,2025-06-23
S6112,Twitter,Negative,Network,2025-01-21
S6113,Facebook,Neutral,Event,2025-07-12
S6114,Instagram,Neutral,Customer Service,2025-03-27
S6115,Instagram,Negative,Event,2024-11-09
S6116,Facebook,Positive,Offer,2025-02-28
S6117,Twitter,Neutral,Network,2024-10-04
S6118,Facebook,Positive,Network,2025-02-08
S6119,Facebook,Negative,Offer,2025-04-26
S6120,Facebook,Negative,Event,2024-10-30
S6121,Facebook,Negative,Network,2024-10-31
S6122,Twitter,Neutral,Network,2025-04-19
S6123,Facebook,Negative,Network,2025-05-10
S6124,Facebook,Negative,Customer Service,2025-07-09
S6125,Instagram,Positive,Event,2025-02-01
S6126,Twitter,Negative,Offer,2025-05-16
S6127,Twitter,Positive,Event,2025-08-04
S6128,Facebook,Neutral,Offer,2025-04-18
S6129,Instagram,Positive,Network,2025-02-18
S6130,Instagram,Positive,Network,2024-09-19
S6131,Twitter,Positive,Offer,2025-03-22
S6132,Instagram,Neutral,Network,2024-11-16
S6133,Twitter,Neutral,Event,2025-02-14
S6134,Twitter,Positive,Network,2024-09-19
S6135,Facebook,Positive,Event,2024-11-13
S6136,Instagram,Positive,Offer,2024-12-03
S6137,Instagram,Positive,Offer,2025-07-07
S6138,Instagram,Positive,Event,2025-05-10
S6139,Instagram,Neutral,Offer,2024-09-21
S6140,Instagram,Negative,Customer Service,2025-04-28
S6141,Facebook,Positive,Network,2025-07-26
S6142,Twitter,Neutral,Customer Service,2025-01-23
S6143,Facebook,Negative,Network,2025-04-14
S6144,Instagram,Positive,Network,2025-06-23
S6145,Twitter,Negative,Customer Service,2025-04-13
S6146,Instagram,Neutral,Network,2025-01-12
S6147,Instagram,Positive,Customer Service,2025-06-24
S6148,Facebook,Negative,Event,2024-11-26
S6149,Facebook,Neutral,Offer,2024-12-16
S6150,Twitter,Positive,Customer Service,2024-12-16
S6151,Facebook,Negative,Network,2024-11-22
S6152,Facebook,Negative,Event,2025-01-16
S6153,Facebook,Positive,Offer,2025-05-02
S6154,Twitter,Positive,Network,2025-02-13
S6155,Instagram,Neutral,Customer Service,2024-11-25
S6156,Twitter,Neutral,Event,2025-01-21
S6157,Facebook,Negative,Customer Service,2025-07-26
S6158,Instagram,Positive,Event,2025-05-24
S6159,Instagram,Positive,Customer Service,2024-12-19
S6160,Instagram,Neutral,Customer Service,2025-05-23
S6161,Instagram,Positive,Customer Service,2024-12-09
S6162,Facebook,Positive,Event,2025-03-28
S6163,Twitter,Negative,Event,2025-03-04
S6164,Instagram,Positive,Event,2025-05-28
S6165,Facebook,Neutral,Customer Service,2025-03-13
S6166,Instagram,Negative,Network,2024-09-12
S6167,Instagram,Negative,Event,2025-04-05
S6168,Facebook,Positive,Network,2024-10-14
S6169,Twitter,Positive,Event,2025-06-25
S6170,Facebook,Negative,Offer,2025-05-21
S6171,Facebook,Negative,Customer Service,2025-05-28
S6172,Facebook,Positive,Customer Service,2024-10-13
S6173,Twitter,Neutral,Customer Service,2025-06-02
S6174,Instagram,Negative,Customer Service,2024-12-06
S6175,Instagram,Positive,Network,2025-03-04
S6176,Facebook,Negative,Event,2025-01-09
S6177,Instagram,Positive,Network,2025-05-14
S6178,Twitter,Positive,Event,2024-11-09
S6179,Facebook,Neutral,Customer Service,2024-11-24
S6180,Facebook,Positive,Customer Service,2024-12-18
S6181,Instagram,Positive,Event,2024-11-11
S6182,Twitter,Neutral,Customer Service,2024-10-11
S6183,Twitter,Negative,Customer Service,2025-08-09
S6184,Twitter,Negative,Network,2024-09-16
S6185,Facebook,Negative,Customer Service,2025-03-01
S6186,Instagram,Neutral,Offer,2025-06-16
S6187,Twitter,Neutral,Network,2024-10-17
S6188,Twitter,Positive,Event,2025-03-10
S6189,Instagram,Positive,Network,2025-03-08
S6190,Facebook,Neutral,Network,2025-04-20
S6191,Twitter,Positive,Offer,2024-12-08
S6192,Instagram,Negative,Event,2025-06-11
S6193,Instagram,Neutral,Customer Service,2025-03-08
S6194,Twitter,Neutral,Network,2025-07-06
S6195,Twitter,Neutral,Event,2025-05-06
S6196,Facebook,Positive,Network,2025-07-17
S6197,Facebook,Neutral,Event,2025-06-04
S6198,Instagram,Negative,Network,2024-11-21
S6199,Twitter,Negative,Customer Service,2025-08-24
S6200,Twitter,Neutral,Customer Service,2024-11-14
S6201,Facebook,Neutral,Customer Service,2024-09-30
S6202,Instagram,Negative,Offer,2025-03-16
S6203,Instagram,Negative,Network,2024-11-02
S6204,Facebook,Neutral,Network,2025-07-30
S6205,Instagram,Negative,Customer Service,2025-01-01
S6206,Facebook,Neutral,Network,2025-03-20
S6207,Instagram,Neutral,Event,2025-05-11
S6208,Facebook,Negative,Offer,2025-06-01
S6209,Facebook,Negative,Network,2025-07-24
S6210,Instagram,Negative,Event,2024-10-23
S6211,Facebook,Negative,Customer Service,2025-03-10
S6212,Instagram,Negative,Network,2025-06-23
S6213,Twitter,Positive,Network,2025-06-23
S6214,Twitter,Positive,Event,2024-10-17
S6215,Twitter,Positive,Network,2025-07-31
S6216,Facebook,Neutral,Network,2025-04-14
S6217,Twitter,Positive,Customer Service,2025-03-05
S6218,Instagram,Negative,Event,2025-07-02
S6219,Facebook,Neutral,Network,2024-09-24
S6220,Twitter,Neutral,Offer,2024-12-27
S6221,Twitter,Neutral,Network,2024-11-02
S6222,Facebook,Neutral,Event,2025-07-27
S6223,Facebook,Neutral,Customer Service,2025-09-09
S6224,Twitter,Neutral,Network,2025-04-16
S6225,Twitter,Positive,Offer,2024-09-17
S6226,Twitter,Neutral,Network,2025-06-25
S6227,Twitter,Positive,Customer Service,2025-05-01
S6228,Instagram,Negative,Customer Service,2025-03-18
S6229,Twitter,Positive,Event,2024-11-11
S6230,Facebook,Positive,Network,2024-12-21
S6231,Instagram,Negative,Customer Service,2024-10-17
S6232,Instagram,Negative,Network,2024-09-27
S6233,Facebook,Neutral,Customer Service,2024-10-27
S6234,Instagram,Neutral,Customer Service,2025-07-02
S6235,Instagram,Neutral,Customer Service,2025-05-09
S6236,Instagram,Negative,Customer Service,2025-08-24
S6237,Instagram,Positive,Customer Service,2024-12-02
S6238,Twitter,Neutral,Offer,2025-04-29
S6239,Facebook,Positive,Event,2024-10-17
S6240,Twitter,Neutral,Customer Service,2025-03-11
S6241,Facebook,Negative,Customer Service,2025-05-17
S6242,Instagram,Negative,Offer,2024-11-27
S6243,Twitter,Positive,Network,2024-09-24
S6244,Instagram,Neutral,Event,2025-09-08
S6245,Twitter,Neutral,Event,2025-08-10
S6246,Instagram,Negative,Offer,2025-07-16
S6247,Facebook,Positive,Customer Service,2025-06-09
S6248,Twitter,Positive,Offer,2025-03-04
S6249,Twitter,Negative,Offer,2024-11-13
S6250,Facebook,Positive,Offer,2025-05-28
S6251,Twitter,Neutral,Offer,2025-05-03
S6252,Twitter,Negative,Event,2025-03-13
S6253,Twitter,Positive,Offer,2024-12-02
S6254,Instagram,Neutral,Offer,2025-08-15
S6255,Facebook,Neutral,Event,2025-03-21
S6256,Instagram,Positive,Customer Service,2024-12-06
S6257,Twitter,Neutral,Customer Service,2025-03-14
S6258,Twitter,Negative,Offer,2025-06-17
S6259,Facebook,Negative,Offer,2024-09-29
S6260,Facebook,Negative,Network,2025-04-29
S6261,Instagram,Negative,Event,2025-01-12
S6262,Facebook,Negative,Offer,2024-11-08
S6263,Twitter,Positive,Customer Service,2025-08-27
S6264,Facebook,Positive,Offer,2025-05-22
S6265,Facebook,Negative,Offer,2025-04-25
S6266,Facebook,Negative,Event,2025-04-02
S6267,Instagram,Positive,Network,2025-09-12
S6268,Instagram,Positive,Network,2025-02-06
S6269,Instagram,Negative,Network,2024-10-11
S6270,Instagram,Neutral,Customer Service,2025-01-31
S6271,Instagram,Positive,Network,2025-02-24
S6272,Facebook,Neutral,Offer,2025-05-01
S6273,Facebook,Neutral,Customer Service,2025-02-11
S6274,Facebook,Neutral,Network,2024-09-27
S6275,Twitter,Neutral,Customer Service,2024-11-01
S6276,Facebook,Negative,Customer Service,2024-10-20
S6277,Twitter,Neutral,Event,2024-10-30
S6278,Instagram,Negative,Network,2024-09-15
S6279,Twitter,Neutral,Event,2025-07-16
S6280,Twitter,Positive,Event,2025-05-10
S6281,Facebook,Negative,Event,2025-02-17
S6282,Twitter,Positive,Offer,2025-06-02
S6283,Facebook,Negative,Customer Service,2025-05-02
S6284,Twitter,Neutral,Offer,2025-05-14
S6285,Facebook,Positive,Offer,2024-11-28
S6286,Twitter,Positive,Customer Service,2024-11-06
S6287,Instagram,Positive,Customer Service,2025-04-10
S6288,Twitter,Negative,Network,2024-10-24
S6289,Twitter,Negative,Network,2025-05-24
S6290,Instagram,Neutral,Event,2025-08-03
S6291,Instagram,Positive,Offer,2025-01-11
S6292,Facebook,Negative,Event,2025-05-01
S6293,Instagram,Positive,Offer,2024-10-18
S6294,Instagram,Negative,Network,2024-12-08
S6295,Instagram,Neutral,Customer Service,2024-12-14
S6296,Instagram,Neutral,Offer,2025-04-21
S6297,Instagram,Positive,Offer,2025-03-29
S6298,Instagram,Positive,Network,2025-05-22
S6299,Facebook,Positive,Event,2025-09-07
S6300,Instagram,Positive,Network,2025-07-09
S6301,Facebook,Neutral,Network,2025-01-09
S6302,Instagram,Neutral,Offer,2025-04-15
S6303,Instagram,Positive,Network,2025-07-09
S6304,Instagram,Neutral,Event,2024-10-12
S6305,Twitter,Positive,Network,2025-07-11
S6306,Twitter,Negative,Customer Service,2024-12-25
S6307,Twitter,Negative,Event,2025-08-22
S6308,Twitter,Negative,Event,2025-08-18
S6309,Facebook,Negative,Event,2024-12-14
S6310,Twitter,Positive,Event,2024-12-20
S6311,Twitter,Neutral,Event,2025-08-11
S6312,Facebook,Negative,Offer,2025-04-13
S6313,Twitter,Negative,Customer Service,2025-06-08
S6314,Facebook,Positive,Offer,2025-02-19
S6315,Twitter,Neutral,Offer,2025-01-18
S6316,Instagram,Neutral,Offer,2025-03-01
S6317,Twitter,Neutral,Network,2024-11-04
S6318,Facebook,Neutral,Event,2025-08-07
S6319,Twitter,Negative,Offer,2024-10-02
S6320,Facebook,Positive,Offer,2025-03-10
S6321,Instagram,Neutral,Network,2025-06-26
S6322,Twitter,Negative,Event,2025-01-02
S6323,Facebook,Neutral,Event,2024-10-27
S6324,Instagram,Positive,Network,2024-10-21
S6325,Instagram,Negative,Network,2025-07-15
S6326,Instagram,Negative,Customer Service,2025-02-09
S6327,Instagram,Positive,Offer,2025-04-08
S6328,Instagram,Negative,Event,2025-04-14
S6329,Instagram,Positive,Network,2025-08-22
S6330,Twitter,Positive,Offer,2025-07-06
S6331,Twitter,Negative,Event,2025-01-09
S6332,Facebook,Positive,Offer,2025-07-28
S6333,Instagram,Neutral,Offer,2024-12-31
S6334,Facebook,Negative,Event,2025-01-01
S6335,Facebook,Neutral,Customer Service,2025-05-23
S6336,Instagram,Negative,Network,2025-01-22
S6337,Twitter,Positive,Network,2025-01-03
S6338,Instagram,Negative,Offer,2024-10-06
S6339,Facebook,Neutral,Offer,2024-12-28
S6340,Instagram,Negative,Network,2025-01-06
S6341,Facebook,Neutral,Offer,2025-01-06
S6342,Facebook,Neutral,Event,2025-05-27
S6343,Twitter,Positive,Event,2025-03-18
S6344,Instagram,Neutral,Event,2025-03-17
S6345,Twitter,Positive,Customer Service,2025-05-13
S6346,Facebook,Neutral,Offer,2025-02-03
S6347,Twitter,Neutral,Network,2025-01-28
S6348,Twitter,Positive,Customer Service,2025-07-25
S6349,Facebook,Neutral,Customer Service,2025-08-01
S6350,Facebook,Neutral,Offer,2025-04-23
S6351,Twitter,Neutral,Customer Service,2025-08-05
S6352,Facebook,Positive,Event,2024-12-12
S6353,Twitter,Negative,Offer,2025-09-06
S6354,Instagram,Positive,Network,2025-03-05
S6355,Facebook,Positive,Offer,2025-04-04
S6356,Twitter,Negative,Offer,2024-11-07
S6357,Facebook,Positive,Network,2024-12-07
S6358,Twitter,Negative,Event,2025-04-18
S6359,Twitter,Neutral,Event,2024-12-02
S6360,Facebook,Neutral,Offer,2025-02-18
S6361,Instagram,Negative,Offer,2025-04-23
S6362,Twitter,Negative,Customer Service,2025-08-25
S6363,Twitter,Positive,Offer,2025-01-14
S6364,Facebook,Positive,Network,2025-03-23
S6365,Facebook,Neutral,Network,2025-04-25
S6366,Twitter,Negative,Network,2025-03-09
S6367,Instagram,Positive,Customer Service,2025-03-08
S6368,Twitter,Positive,Customer Service,2025-09-12
S6369,Twitter,Neutral,Network,2025-06-12
S6370,Instagram,Negative,Event,2025-09-11
S6371,Twitter,Positive,Network,2025-06-09
S6372,Facebook,Negative,Event,2025-09-12
S6373,Twitter,Negative,Customer Service,2024-12-12
S6374,Twitter,Positive,Offer,2024-11-06
S6375,Instagram,Neutral,Network,2024-12-15
S6376,Facebook,Positive,Customer Service,2024-11-11
S6377,Twitter,Negative,Event,2025-01-06
S6378,Twitter,Neutral,Offer,2025-06-18
S6379,Twitter,Negative,Network,2025-06-30
S6380,Twitter,Negative,Customer Service,2025-06-01
S6381,Instagram,Positive,Event,2025-07-20
S6382,Instagram,Positive,Event,2025-05-17
S6383,Twitter,Neutral,Network,2024-12-21
S6384,Facebook,Neutral,Network,2024-10-17
S6385,Facebook,Positive,Offer,2024-12-26
S6386,Twitter,Negative,Offer,2024-11-01
S6387,Instagram,Negative,Offer,2024-12-05
S6388,Facebook,Negative,Customer Service,2025-07-25
S6389,Twitter,Positive,Event,2025-02-25
S6390,Facebook,Positive,Offer,2024-11-04
S6391,Instagram,Negative,Network,2025-02-21
S6392,Twitter,Negative,Event,2025-08-12
S6393,Facebook,Neutral,Event,2025-04-19
S6394,Twitter,Positive,Offer,2025-01-16
S6395,Facebook,Negative,Network,2025-07-10
S6396,Instagram,Negative,Event,2024-09-30
S6397,Instagram,Neutral,Network,2025-05-16
S6398,Instagram,Positive,Offer,2025-07-22
S6399,Instagram,Negative,Network,2024-12-07
S6400,Twitter,Negative,Offer,2024-12-06
S6401,Facebook,Neutral,Customer Service,2025-08-13
S6402,Twitter,Positive,Event,2025-04-21
S6403,Facebook,Negative,Event,2025-05-13
S6404,Instagram,Negative,Customer Service,2025-04-03
S6405,Facebook,Negative,Customer Service,2025-03-10
S6406,Twitter,Neutral,Network,2025-02-25
S6407,Facebook,Neutral,Network,2024-12-03
S6408,Facebook,Positive,Customer Service,2025-01-26
S6409,Facebook,Negative,Network,2024-10-17
S6410,Instagram,Negative,Customer Service,2024-09-12
S6411,Facebook,Negative,Network,2025-01-14
S6412,Twitter,Neutral,Offer,2025-03-24
S6413,Facebook,Neutral,Network,2025-09-01
S6414,Facebook,Neutral,Offer,2025-02-27
S6415,Twitter,Negative,Offer,2025-01-20
S6416,Twitter,Neutral,Network,2025-08-17
S6417,Instagram,Negative,Event,2025-08-04
S6418,Facebook,Neutral,Event,2025-06-26
S6419,Instagram,Positive,Network,2025-09-01
S6420,Facebook,Positive,Customer Service,2025-08-23
S6421,Facebook,Negative,Event,2024-11-09
S6422,Facebook,Positive,Offer,2024-10-14
S6423,Twitter,Positive,Customer Service,2025-04-20
S6424,Facebook,Negative,Offer,2025-07-01
S6425,Instagram,Negative,Customer Service,2025-06-21
S6426,Facebook,Neutral,Offer,2025-01-25
S6427,Instagram,Positive,Offer,2024-10-18
S6428,Facebook,Neutral,Network,2024-10-04
S6429,Twitter,Positive,Offer,2025-03-22
S6430,Facebook,Positive,Offer,2025-06-19
S6431,Twitter,Positive,Customer Service,2025-04-06
S6432,Facebook,Positive,Customer Service,2025-05-22
S6433,Twitter,Neutral,Network,2025-03-19
S6434,Facebook,Neutral,Customer Service,2025-05-29
S6435,Instagram,Negative,Customer Service,2024-10-16
S6436,Instagram,Neutral,Network,2024-10-26
S6437,Instagram,Neutral,Customer Service,2024-10-18
S6438,Instagram,Positive,Customer Service,2025-08-27
S6439,Facebook,Neutral,Network,2025-04-27
S6440,Facebook,Neutral,Customer Service,2024-11-17
S6441,Instagram,Positive,Event,2024-10-25
S6442,Twitter,Positive,Customer Service,2025-07-08
S6443,Instagram,Positive,Network,2025-05-30
S6444,Instagram,Positive,Event,2024-12-07
S6445,Facebook,Positive,Offer,2024-10-31
S6446,Twitter,Neutral,Network,2025-05-05
S6447,Facebook,Neutral,Network,2025-02-09
S6448,Facebook,Positive,Network,2024-11-20
S6449,Facebook,Negative,Customer Service,2025-05-10
S6450,Facebook,Neutral,Event,2025-04-15
S6451,Twitter,Positive,Network,2025-05-10
S6452,Facebook,Positive,Offer,2025-09-06
S6453,Facebook,Neutral,Network,2025-01-14
S6454,Facebook,Negative,Offer,2025-07-05
S6455,Facebook,Positive,Customer Service,2024-11-22
S6456,Facebook,Positive,Event,2024-12-24
S6457,Instagram,Negative,Event,2025-05-17
S6458,Facebook,Positive,Event,2025-05-30
S6459,Facebook,Positive,Customer Service,2025-06-20
S6460,Facebook,Positive,Offer,2025-02-21
S6461,Facebook,Positive,Network,2025-04-28
S6462,Facebook,Positive,Customer Service,2024-12-19
S6463,Twitter,Negative,Event,2025-07-12
S6464,Instagram,Negative,Network,2025-07-28
S6465,Twitter,Neutral,Customer Service,2025-05-17
S6466,Twitter,Positive,Network,2024-11-29
S6467,Twitter,Neutral,Network,2024-12-27
S6468,Twitter,Negative,Offer,2024-12-22
S6469,Facebook,Negative,Customer Service,2024-11-22
S6470,Facebook,Neutral,Customer Service,2025-04-29
S6471,Facebook,Neutral,Customer Service,2025-06-21
S6472,Instagram,Negative,Network,2025-07-19
S6473,Twitter,Negative,Network,2025-07-25
S6474,Twitter,Neutral,Customer Service,2025-04-24
S6475,Instagram,Negative,Offer,2024-10-11
S6476,Instagram,Neutral,Customer Service,2025-06-10
S6477,Facebook,Negative,Network,2025-06-18
S6478,Twitter,Positive,Offer,2024-12-03
S6479,Twitter,Negative,Network,2025-01-27
S6480,Twitter,Neutral,Offer,2024-12-02
S6481,Facebook,Neutral,Customer Service,2024-12-28
S6482,Instagram,Neutral,Event,2024-12-04
S6483,Twitter,Neutral,Offer,2025-05-10
S6484,Facebook,Negative,Customer Service,2025-05-09
S6485,Facebook,Positive,Event,2025-05-13
S6486,Facebook,Neutral,Event,2025-06-18
S6487,Facebook,Positive,Event,2024-11-13
S6488,Twitter,Neutral,Network,2024-12-14
S6489,Instagram,Neutral,Offer,2025-03-14
S6490,Instagram,Neutral,Offer,2025-07-16
S6491,Facebook,Negative,Offer,2025-06-08
S6492,Instagram,Neutral,Network,2025-08-15
S6493,Facebook,Neutral,Offer,2024-10-25
S6494,Instagram,Neutral,Offer,2024-10-31
S6495,Instagram,Positive,Customer Service,2025-08-11
S6496,Facebook,Positive,Customer Service,2024-11-12
S6497,Facebook,Negative,Customer Service,2025-03-12
S6498,Twitter,Positive,Customer Service,2025-07-05
S6499,Facebook,Negative,Event,2025-08-22
S6500,Twitter,Negative,Customer Service,2025-02-16
S6501,Facebook,Neutral,Offer,2025-04-19
S6502,Instagram,Negative,Customer Service,2024-10-10
S6503,Twitter,Neutral,Network,2024-11-04
S6504,Instagram,Neutral,Offer,2025-07-20
S6505,Facebook,Positive,Event,2025-04-08
S6506,Instagram,Neutral,Network,2025-03-15
S6507,Twitter,Negative,Customer Service,2025-07-07
S6508,Facebook,Neutral,Event,2024-11-16
S6509,Instagram,Positive,Network,2025-06-19
S6510,Instagram,Neutral,Customer Service,2025-09-11
S6511,Twitter,Neutral,Offer,2024-12-27
S6512,Twitter,Negative,Event,2025-04-28
S6513,Facebook,Positive,Event,2024-11-15
S6514,Instagram,Negative,Network,2024-09-25
