ticket_id,customer_id,issue_category,priority,date_opened,status
T5845,C094,Service,Low,2025-09-12,Pending
T5846,C081,Service,Medium,2025-09-12,Resolved
T5847,C088,Billing,High,2025-09-12,Pending
T5848,C100,Technical,High,2025-09-12,Resolved
T5849,C055,Service,Medium,2025-09-12,Pending
T5850,C050,Network,Medium,2025-09-12,Open
T5851,C012,Technical,Low,2025-09-12,Open
T5852,C100,Network,Low,2025-09-12,Pending
T5853,C025,Technical,Low,2025-09-12,Pending
T5854,C059,Service,Medium,2025-09-12,Resolved
T5855,C054,Network,Medium,2025-09-12,Pending
T5856,C073,Service,Low,2025-09-12,Pending
T5857,C046,Service,High,2025-09-12,Resolved
T5858,C069,Billing,Low,2025-09-12,Resolved
T5859,C085,Network,Medium,2025-09-12,Resolved
T5860,C072,Service,Medium,2025-09-12,Open
T5861,C071,Service,Medium,2025-09-12,Open
T5862,C100,Billing,Medium,2025-09-12,Open
T5863,C087,Service,Medium,2025-09-12,Open
T5864,C027,Billing,Medium,2025-09-12,Open
T5865,C048,Service,High,2025-09-12,Open
T5866,C056,Technical,Medium,2025-09-12,Pending
T5867,C037,Service,Low,2025-09-12,Pending
T5868,C012,Service,High,2025-09-12,Pending
T5869,C044,Service,High,2025-09-12,Resolved
T5870,C035,Billing,High,2025-09-12,Open
T5871,C003,Network,Medium,2025-09-12,Open
T5872,C013,Billing,Low,2025-09-12,Resolved
T5873,C043,Billing,Medium,2025-09-12,Open
T5874,C046,Network,Medium,2025-09-12,Resolved
T5875,C053,Service,High,2025-09-12,Open
T5876,C010,Billing,Low,2025-09-12,Pending
T5877,C034,Network,High,2025-09-12,Open
T5878,C040,Service,High,2025-09-12,Resolved
T5879,C080,Network,High,2025-09-12,Resolved
T5880,C089,Service,High,2025-09-12,Pending
T5881,C027,Technical,Low,2025-09-12,Open
T5882,C086,Technical,Medium,2025-09-12,Pending
T5883,C067,Billing,Medium,2025-09-12,Resolved
T5884,C023,Service,Medium,2025-09-12,Open
T5885,C048,Network,High,2025-09-12,Open
T5886,C017,Technical,High,2025-09-12,Pending
T5887,C036,Service,High,2025-09-12,Resolved
T5888,C100,Technical,Low,2025-09-12,Open
T5889,C020,Network,High,2025-09-12,Open
T5890,C065,Network,Medium,2025-09-12,Open
T5891,C087,Billing,Low,2025-09-12,Open
T5892,C090,Network,Medium,2025-09-12,Resolved
T5893,C014,Technical,High,2025-09-12,Pending
T5894,C086,Network,Low,2025-09-12,Open
T5895,C002,Technical,Low,2025-09-12,Open
T5896,C021,Billing,High,2025-09-12,Open
T5897,C096,Billing,Medium,2025-09-12,Open
T5898,C066,Service,Low,2025-09-12,Resolved
T5899,C085,Technical,Low,2025-09-12,Open
T5900,C098,Network,High,2025-09-12,Open
T5901,C082,Network,Low,2025-09-12,Resolved
T5902,C021,Technical,High,2025-09-12,Pending
T5903,C011,Technical,Low,2025-09-12,Open
T5904,C092,Technical,Low,2025-09-12,Resolved
T5905,C069,Technical,Low,2025-09-12,Pending
T5906,C011,Technical,High,2025-09-12,Pending
T5907,C050,Technical,High,2025-09-12,Pending
T5908,C065,Billing,High,2025-09-12,Pending
T5909,C023,Service,Low,2025-09-12,Pending
T5910,C021,Network,High,2025-09-12,Pending
T5911,C095,Service,Low,2025-09-12,Resolved
T5912,C099,Network,Medium,2025-09-12,Pending
T5913,C008,Network,Medium,2025-09-12,Resolved
T5914,C044,Technical,High,2025-09-12,Resolved
T5915,C072,Network,High,2025-09-12,Open
T5916,C047,Billing,Medium,2025-09-12,Open
T5917,C085,Billing,High,2025-09-12,Open
T5918,C067,Service,Low,2025-09-12,Resolved
T5919,C047,Service,Low,2025-09-12,Resolved
T5920,C088,Service,High,2025-09-12,Open
T5921,C017,Service,Low,2025-09-12,Pending
T5922,C098,Technical,Medium,2025-09-12,Pending
T5923,C023,Network,High,2025-09-12,Open
T5924,C091,Technical,Medium,2025-09-12,Pending
T5925,C027,Network,High,2025-09-12,Open
T5926,C028,Service,Low,2025-09-12,Resolved
T5927,C012,Service,Medium,2025-09-12,Pending
T5928,C044,Network,Low,2025-09-12,Pending
T5929,C004,Billing,Medium,2025-09-12,Resolved
T5930,C069,Billing,Low,2025-09-12,Pending
T5931,C030,Technical,Medium,2025-09-12,Open
T5932,C055,Network,Medium,2025-09-12,Resolved
T5933,C083,Network,Low,2025-09-12,Resolved
T5934,C037,Technical,Low,2025-09-12,Resolved
T5935,C010,Technical,Low,2025-09-12,Open
T5936,C066,Network,High,2025-09-12,Resolved
T5937,C072,Technical,Low,2025-09-12,Pending
T5938,C066,Technical,Low,2025-09-12,Open
T5939,C081,Billing,High,2025-09-12,Pending
T5940,C069,Network,High,2025-09-12,Resolved
T5941,C065,Network,High,2025-09-12,Resolved
T5942,C079,Technical,Medium,2025-09-12,Pending
T5943,C079,Network,High,2025-09-12,Open
T5944,C089,Technical,High,2025-09-12,Resolved
T5945,C095,Billing,High,2025-09-12,Resolved
T5946,C036,Service,Low,2025-09-12,Open
T5947,C088,Billing,Low,2025-09-12,Open
T5948,C074,Technical,Medium,2025-09-12,Open
T5949,C075,Billing,Medium,2025-09-12,Open
T5950,C069,Technical,Low,2025-09-12,Resolved
T5951,C099,Service,Low,2025-09-12,Pending
T5952,C099,Network,High,2025-09-12,Resolved
T5953,C009,Technical,Medium,2025-09-12,Resolved
T5954,C059,Network,Medium,2025-09-12,Open
T5955,C023,Network,Medium,2025-09-12,Open
T5956,C027,Billing,High,2025-09-12,Resolved
T5957,C008,Service,Low,2025-09-12,Open
T5958,C099,Billing,High,2025-09-12,Pending
T5959,C061,Network,Low,2025-09-12,Pending
T5960,C042,Network,High,2025-09-12,Resolved
T5961,C043,Service,Medium,2025-09-12,Resolved
T5962,C086,Technical,Medium,2025-09-12,Resolved
T5963,C051,Service,Medium,2025-09-12,Resolved
T5964,C007,Billing,High,2025-09-12,Pending
T5965,C002,Service,High,2025-09-12,Pending
T5966,C019,Billing,Medium,2025-09-12,Resolved
T5967,C062,Network,High,2025-09-12,Resolved
T5968,C061,Technical,Medium,2025-09-12,Open
T5969,C093,Technical,High,2025-09-12,Pending
T5970,C057,Network,High,2025-09-12,Pending
T5971,C090,Service,Low,2025-09-12,Resolved
T5972,C003,Service,Low,2025-09-12,Resolved
T5973,C040,Billing,Low,2025-09-12,Open
T5974,C086,Service,High,2025-09-12,Pending
T5975,C056,Network,Low,2025-09-12,Pending
T5976,C045,Service,Low,2025-09-12,Open
T5977,C083,Service,Low,2025-09-12,Resolved
T5978,C013,Network,High,2025-09-12,Resolved
T5979,C034,Network,Medium,2025-09-12,Open
T5980,C067,Billing,Low,2025-09-12,Open
T5981,C036,Technical,Low,2025-09-12,Pending
T5982,C042,Billing,High,2025-09-12,Pending
T5983,C043,Network,High,2025-09-12,Resolved
T5984,C012,Technical,Medium,2025-09-12,Open
T5985,C049,Service,Low,2025-09-12,Open
T5986,C066,Billing,Low,2025-09-12,Resolved
T5987,C082,Network,Low,2025-09-12,Resolved
T5988,C099,Service,Low,2025-09-12,Open
T5989,C060,Technical,Medium,2025-09-12,Pending
T5990,C023,Technical,High,2025-09-12,Pending
T5991,C099,Billing,Medium,2025-09-12,Pending
T5992,C044,Billing,Low,2025-09-12,Open
T5993,C032,Network,Low,2025-09-12,Pending
T5994,C027,Network,Low,2025-09-12,Open
T5995,C039,Network,Medium,2025-09-12,Pending
T5996,C033,Network,High,2025-09-12,Resolved
T5997,C057,Network,Low,2025-09-12,Pending
T5998,C080,Service,Low,2025-09-12,Resolved
T5999,C061,Service,High,2025-09-12,Pending
T6000,C076,Technical,Medium,2025-09-12,Open
T6001,C027,Network,Low,2025-09-12,Resolved
T6002,C036,Service,High,2025-09-12,Open
T6003,C097,Network,High,2025-09-12,Pending
T6004,C094,Service,Low,2025-09-12,Pending
T6005,C045,Network,Low,2025-09-12,Pending
T6006,C079,Network,Medium,2025-09-12,Resolved
T6007,C089,Network,Medium,2025-09-12,Pending
T6008,C052,Billing,High,2025-09-12,Open
T6009,C039,Service,High,2025-09-12,Resolved
T6010,C029,Service,High,2025-09-12,Resolved
T6011,C015,Service,Medium,2025-09-12,Resolved
T6012,C090,Billing,High,2025-09-12,Pending
T6013,C007,Service,Low,2025-09-12,Pending
T6014,C062,Service,High,2025-09-12,Open
T6015,C084,Billing,High,2025-09-12,Pending
T6016,C094,Network,High,2025-09-12,Pending
T6017,C083,Network,High,2025-09-12,Pending
T6018,C041,Billing,Medium,2025-09-12,Open
T6019,C006,Service,Low,2025-09-12,Pending
T6020,C037,Technical,Low,2025-09-12,Open
T6021,C019,Billing,Low,2025-09-12,Resolved
T6022,C025,Technical,High,2025-09-12,Open
T6023,C063,Technical,High,2025-09-12,Open
T6024,C089,Technical,Medium,2025-09-12,Pending
T6025,C093,Network,Low,2025-09-12,Pending
T6026,C027,Technical,Low,2025-09-12,Pending
T6027,C055,Network,Medium,2025-09-12,Pending
T6028,C080,Billing,High,2025-09-12,Pending
T6029,C073,Service,Medium,2025-09-12,Pending
T6030,C004,Billing,High,2025-09-12,Open
T6031,C034,Technical,Medium,2025-09-12,Resolved
T6032,C057,Service,Low,2025-09-12,Resolved
T6033,C058,Billing,Low,2025-09-12,Open
T6034,C004,Technical,Low,2025-09-12,Resolved
T6035,C025,Network,High,2025-09-12,Open
T6036,C045,Service,High,2025-09-12,Resolved
T6037,C100,Service,Low,2025-09-12,Open
T6038,C048,Network,High,2025-09-12,Open
T6039,C024,Service,High,2025-09-12,Resolved
T6040,C032,Service,Low,2025-09-12,Open
T6041,C069,Billing,Low,2025-09-12,Resolved
T6042,C100,Service,High,2025-09-12,Open
T6043,C051,Service,Medium,2025-09-12,Open
T6044,C005,Service,Medium,2025-09-12,Resolved
T6045,C050,Service,High,2025-09-12,Pending
T6046,C029,Billing,High,2025-09-12,Resolved
T6047,C073,Network,High,2025-09-12,Resolved
T6048,C082,Technical,Low,2025-09-12,Pending
T6049,C059,Service,Medium,2025-09-12,Open
T6050,C058,Network,Low,2025-09-12,Resolved
T6051,C081,Billing,High,2025-09-12,Resolved
T6052,C063,Network,Medium,2025-09-12,Open
T6053,C079,Technical,Medium,2025-09-12,Resolved
T6054,C046,Billing,Medium,2025-09-12,Resolved
T6055,C056,Technical,High,2025-09-12,Pending
T6056,C080,Service,Medium,2025-09-12,Open
T6057,C099,Technical,High,2025-09-12,Resolved
T6058,C048,Billing,High,2025-09-12,Open
T6059,C084,Service,Medium,2025-09-12,Open
T6060,C004,Network,Low,2025-09-12,Open
T6061,C066,Technical,Low,2025-09-12,Pending
T6062,C005,Network,Medium,2025-09-12,Open
T6063,C094,Technical,High,2025-09-12,Resolved
T6064,C041,Billing,High,2025-09-12,Open
T6065,C096,Network,Low,2025-09-12,Resolved
T6066,C044,Network,High,2025-09-12,Pending
T6067,C026,Network,High,2025-09-12,Open
T6068,C068,Service,High,2025-09-12,Pending
T6069,C075,Network,High,2025-09-12,Resolved
T6070,C018,Service,Medium,2025-09-12,Open
T6071,C035,Billing,Low,2025-09-12,Open
T6072,C051,Technical,Low,2025-09-12,Open
T6073,C049,Technical,Medium,2025-09-12,Open
T6074,C045,Billing,Low,2025-09-12,Resolved
T6075,C096,Billing,Low,2025-09-12,Pending
T6076,C042,Billing,Medium,2025-09-12,Resolved
T6077,C085,Network,Medium,2025-09-12,Resolved
T6078,C097,Technical,High,2025-09-12,Resolved
T6079,C083,Network,High,2025-09-12,Pending
T6080,C076,Service,Medium,2025-09-12,Pending
T6081,C058,Network,Low,2025-09-12,Resolved
T6082,C031,Billing,High,2025-09-12,Open
T6083,C084,Billing,High,2025-09-12,Resolved
T6084,C008,Network,Low,2025-09-12,Open
T6085,C075,Service,Medium,2025-09-12,Resolved
T6086,C096,Technical,Low,2025-09-12,Open
T6087,C077,Billing,Medium,2025-09-12,Pending
T6088,C093,Technical,Medium,2025-09-12,Open
T6089,C009,Network,Medium,2025-09-12,Resolved
T6090,C097,Billing,High,2025-09-12,Pending
T6091,C047,Service,Medium,2025-09-12,Open
T6092,C070,Service,Low,2025-09-12,Pending
T6093,C050,Technical,Low,2025-09-12,Pending
T6094,C100,Billing,High,2025-09-12,Resolved
T6095,C054,Network,Medium,2025-09-12,Resolved
T6096,C061,Network,High,2025-09-12,Open
T6097,C077,Service,Medium,2025-09-12,Resolved
T6098,C017,Billing,Low,2025-09-12,Pending
T6099,C011,Billing,Low,2025-09-12,Open
T6100,C066,Billing,Low,2025-09-12,Pending
T6101,C052,Technical,High,2025-09-12,Open
T6102,C058,Network,Low,2025-09-12,Pending
T6103,C070,Network,High,2025-09-12,Pending
T6104,C081,Billing,Low,2025-09-12,Open
T6105,C034,Technical,High,2025-09-12,Open
T6106,C048,Billing,High,2025-09-12,Resolved
T6107,C068,Service,Low,2025-09-12,Open
T6108,C002,Service,Medium,2025-09-12,Resolved
T6109,C048,Network,Medium,2025-09-12,Open
T6110,C099,Billing,Low,2025-09-12,Pending
T6111,C018,Technical,Low,2025-09-12,Open
T6112,C014,Service,Medium,2025-09-12,Pending
T6113,C077,Technical,Low,2025-09-12,Open
T6114,C029,Service,High,2025-09-12,Resolved
T6115,C020,Technical,Medium,2025-09-12,Open
T6116,C087,Technical,Low,2025-09-12,Open
T6117,C040,Billing,Medium,2025-09-12,Resolved
T6118,C089,Billing,High,2025-09-12,Open
T6119,C019,Service,High,2025-09-12,Open
T6120,C011,Network,Low,2025-09-12,Pending
T6121,C089,Billing,Low,2025-09-12,Open
T6122,C036,Network,Low,2025-09-12,Pending
T6123,C046,Network,Low,2025-09-12,Open
T6124,C080,Service,High,2025-09-12,Open
T6125,C070,Billing,High,2025-09-12,Open
T6126,C086,Technical,Low,2025-09-12,Resolved
T6127,C009,Service,High,2025-09-12,Open
T6128,C028,Network,Low,2025-09-12,Open
T6129,C015,Billing,Medium,2025-09-12,Open
T6130,C070,Network,Medium,2025-09-12,Open
T6131,C021,Billing,Low,2025-09-12,Resolved
T6132,C069,Service,Low,2025-09-12,Open
T6133,C089,Billing,Low,2025-09-12,Pending
T6134,C022,Service,High,2025-09-12,Pending
T6135,C030,Service,Low,2025-09-12,Pending
T6136,C041,Billing,Low,2025-09-12,Open
T6137,C072,Network,Medium,2025-09-12,Pending
T6138,C084,Technical,Medium,2025-09-12,Open
T6139,C055,Billing,Medium,2025-09-12,Resolved
T6140,C098,Service,Medium,2025-09-12,Pending
T6141,C033,Technical,Low,2025-09-12,Pending
T6142,C009,Service,High,2025-09-12,Resolved
T6143,C092,Network,High,2025-09-12,Resolved
T6144,C071,Network,Low,2025-09-12,Pending
T6145,C010,Network,Low,2025-09-12,Pending
T6146,C074,Technical,Low,2025-09-12,Open
T6147,C071,Technical,Low,2025-09-12,Resolved
T6148,C079,Network,Low,2025-09-12,Open
T6149,C024,Network,High,2025-09-12,Pending
T6150,C074,Network,High,2025-09-12,Pending
T6151,C037,Billing,Medium,2025-09-12,Open
T6152,C002,Billing,Medium,2025-09-12,Resolved
T6153,C032,Network,High,2025-09-12,Pending
T6154,C046,Service,High,2025-09-12,Open
T6155,C029,Network,Low,2025-09-12,Open
T6156,C021,Service,High,2025-09-12,Pending
T6157,C020,Technical,High,2025-09-12,Open
T6158,C068,Service,Medium,2025-09-12,Pending
T6159,C026,Billing,High,2025-09-12,Open
T6160,C009,Technical,Medium,2025-09-12,Resolved
T6161,C046,Network,Medium,2025-09-12,Resolved
T6162,C049,Technical,High,2025-09-12,Resolved
T6163,C040,Technical,Medium,2025-09-12,Open
T6164,C045,Service,High,2025-09-12,Resolved
T6165,C040,Technical,Medium,2025-09-12,Resolved
T6166,C078,Service,Low,2025-09-12,Open
T6167,C019,Technical,Medium,2025-09-12,Resolved
T6168,C077,Network,High,2025-09-12,Open
T6169,C061,Billing,Medium,2025-09-12,Open
T6170,C024,Billing,Low,2025-09-12,Open
T6171,C041,Billing,High,2025-09-12,Open
T6172,C006,Service,High,2025-09-12,Open
T6173,C002,Billing,Low,2025-09-12,Resolved
T6174,C054,Technical,Low,2025-09-12,Resolved
T6175,C074,Network,Medium,2025-09-12,Pending
T6176,C090,Technical,Medium,2025-09-12,Open
T6177,C065,Billing,Medium,2025-09-12,Open
T6178,C023,Billing,High,2025-09-12,Open
T6179,C037,Network,Medium,2025-09-12,Pending
T6180,C096,Technical,Medium,2025-09-12,Resolved
T6181,C069,Technical,High,2025-09-12,Resolved
T6182,C037,Technical,High,2025-09-12,Resolved
T6183,C025,Network,Medium,2025-09-12,Open
T6184,C069,Billing,Low,2025-09-12,Open
T6185,C093,Network,High,2025-09-12,Pending
T6186,C089,Network,High,2025-09-12,Pending
T6187,C070,Service,Medium,2025-09-12,Pending
T6188,C027,Network,High,2025-09-12,Resolved
T6189,C014,Service,High,2025-09-12,Resolved
T6190,C070,Network,High,2025-09-12,Open
T6191,C005,Technical,Medium,2025-09-12,Pending
T6192,C057,Service,Medium,2025-09-12,Pending
T6193,C088,Technical,Medium,2025-09-12,Open
T6194,C091,Service,Medium,2025-09-12,Pending
T6195,C061,Billing,Medium,2025-09-12,Pending
T6196,C070,Service,High,2025-09-12,Pending
T6197,C025,Network,Medium,2025-09-12,Pending
T6198,C073,Technical,Medium,2025-09-12,Resolved
T6199,C078,Billing,Medium,2025-09-12,Resolved
T6200,C035,Technical,Medium,2025-09-12,Resolved
T6201,C052,Network,High,2025-09-12,Open
T6202,C065,Service,Medium,2025-09-12,Open
T6203,C011,Network,Medium,2025-09-12,Open
T6204,C098,Technical,High,2025-09-12,Pending
T6205,C052,Service,High,2025-09-12,Resolved
T6206,C044,Technical,Low,2025-09-12,Open
T6207,C037,Billing,High,2025-09-12,Pending
T6208,C080,Billing,High,2025-09-12,Pending
T6209,C059,Service,Medium,2025-09-12,Resolved
T6210,C040,Technical,Low,2025-09-12,Pending
T6211,C090,Billing,High,2025-09-12,Resolved
T6212,C090,Billing,High,2025-09-12,Open
T6213,C052,Technical,High,2025-09-12,Resolved
T6214,C022,Network,Medium,2025-09-12,Open
T6215,C091,Network,Low,2025-09-12,Pending
T6216,C081,Technical,Medium,2025-09-12,Pending
T6217,C086,Service,High,2025-09-12,Pending
T6218,C020,Service,High,2025-09-12,Pending
T6219,C093,Billing,High,2025-09-12,Open
T6220,C035,Billing,Low,2025-09-12,Open
T6221,C016,Technical,Medium,2025-09-12,Resolved
T6222,C039,Network,Medium,2025-09-12,Resolved
T6223,C031,Billing,High,2025-09-12,Resolved
T6224,C013,Service,Low,2025-09-12,Pending
T6225,C040,Billing,Medium,2025-09-12,Open
T6226,C007,Billing,Low,2025-09-12,Resolved
T6227,C029,Network,Medium,2025-09-12,Open
T6228,C028,Network,High,2025-09-12,Open
T6229,C043,Service,Medium,2025-09-12,Pending
T6230,C030,Technical,Medium,2025-09-12,Resolved
T6231,C081,Service,Medium,2025-09-12,Resolved
T6232,C007,Service,Low,2025-09-12,Pending
T6233,C068,Service,Medium,2025-09-12,Pending
T6234,C099,Technical,Medium,2025-09-12,Open
T6235,C066,Network,Medium,2025-09-12,Resolved
T6236,C039,Technical,High,2025-09-12,Resolved
T6237,C064,Technical,Medium,2025-09-12,Open
T6238,C027,Service,Medium,2025-09-12,Resolved
T6239,C016,Technical,Medium,2025-09-12,Resolved
T6240,C059,Billing,Low,2025-09-12,Resolved
T6241,C091,Network,High,2025-09-12,Resolved
T6242,C005,Service,Medium,2025-09-12,Pending
T6243,C042,Technical,Medium,2025-09-12,Open
T6244,C062,Network,High,2025-09-12,Resolved
T6245,C028,Service,Medium,2025-09-12,Resolved
T6246,C088,Billing,High,2025-09-12,Pending
T6247,C020,Service,Medium,2025-09-12,Pending
T6248,C064,Network,Medium,2025-09-12,Pending
T6249,C074,Network,Medium,2025-09-12,Resolved
T6250,C074,Technical,High,2025-09-12,Open
T6251,C022,Billing,High,2025-09-12,Pending
T6252,C011,Network,Medium,2025-09-12,Resolved
T6253,C033,Technical,High,2025-09-12,Pending
T6254,C082,Service,Medium,2025-09-12,Open
T6255,C068,Service,Medium,2025-09-12,Pending
T6256,C009,Technical,Low,2025-09-12,Pending
T6257,C012,Technical,Low,2025-09-12,Pending
T6258,C012,Technical,Low,2025-09-12,Pending
T6259,C048,Billing,Low,2025-09-12,Resolved
T6260,C009,Service,Medium,2025-09-12,Open
T6261,C036,Billing,High,2025-09-12,Pending
T6262,C034,Service,Low,2025-09-12,Open
T6263,C084,Billing,Medium,2025-09-12,Open
T6264,C036,Network,Low,2025-09-12,Pending
T6265,C069,Billing,Medium,2025-09-12,Open
T6266,C069,Network,Low,2025-09-12,Resolved
T6267,C061,Technical,Low,2025-09-12,Open
T6268,C041,Billing,Low,2025-09-12,Pending
T6269,C083,Billing,High,2025-09-12,Open
T6270,C083,Service,Low,2025-09-12,Resolved
T6271,C030,Network,Medium,2025-09-12,Pending
T6272,C076,Billing,High,2025-09-12,Pending
T6273,C046,Billing,Medium,2025-09-12,Resolved
T6274,C035,Network,Low,2025-09-12,Open
T6275,C059,Network,Medium,2025-09-12,Open
T6276,C091,Network,High,2025-09-12,Pending
T6277,C063,Technical,High,2025-09-12,Resolved
T6278,C021,Billing,Low,2025-09-12,Open
T6279,C038,Technical,Low,2025-09-12,Resolved
T6280,C085,Technical,High,2025-09-12,Resolved
T6281,C074,Billing,Low,2025-09-12,Resolved
T6282,C078,Billing,Low,2025-09-12,Open
T6283,C028,Service,Medium,2025-09-12,Open
T6284,C022,Billing,High,2025-09-12,Pending
T6285,C095,Billing,Low,2025-09-12,Pending
T6286,C060,Network,Low,2025-09-12,Resolved
T6287,C096,Technical,Low,2025-09-12,Resolved
T6288,C069,Technical,Low,2025-09-12,Open
T6289,C013,Service,High,2025-09-12,Pending
T6290,C072,Network,Medium,2025-09-12,Open
T6291,C082,Billing,Medium,2025-09-12,Resolved
T6292,C029,Billing,Medium,2025-09-12,Open
T6293,C004,Network,Medium,2025-09-12,Resolved
T6294,C011,Billing,Low,2025-09-12,Resolved
T6295,C036,Technical,High,2025-09-12,Open
T6296,C036,Billing,Medium,2025-09-12,Resolved
T6297,C052,Technical,Low,2025-09-12,Open
T6298,C024,Network,Medium,2025-09-12,Open
T6299,C025,Technical,Medium,2025-09-12,Pending
T6300,C018,Network,Low,2025-09-12,Pending
T6301,C069,Network,Low,2025-09-12,Pending
T6302,C039,Network,Medium,2025-09-12,Pending
T6303,C022,Technical,Medium,2025-09-12,Pending
T6304,C082,Billing,Low,2025-09-12,Resolved
T6305,C051,Network,Low,2025-09-12,Resolved
T6306,C004,Network,Medium,2025-09-12,Open
T6307,C072,Technical,Medium,2025-09-12,Resolved
T6308,C021,Billing,High,2025-09-12,Resolved
T6309,C019,Billing,Medium,2025-09-12,Pending
T6310,C026,Service,Medium,2025-09-12,Open
T6311,C038,Network,High,2025-09-12,Open
T6312,C038,Billing,Low,2025-09-12,Open
T6313,C008,Service,Medium,2025-09-12,Resolved
T6314,C026,Billing,High,2025-09-12,Open
T6315,C068,Technical,High,2025-09-12,Pending
T6316,C075,Network,Low,2025-09-12,Resolved
T6317,C023,Technical,Low,2025-09-12,Resolved
T6318,C065,Billing,Low,2025-09-12,Resolved
T6319,C061,Network,Medium,2025-09-12,Pending
T6320,C097,Technical,Medium,2025-09-12,Pending
T6321,C023,Network,High,2025-09-12,Open
T6322,C098,Service,Medium,2025-09-12,Pending
T6323,C045,Billing,Medium,2025-09-12,Open
T6324,C080,Service,High,2025-09-12,Open
T6325,C001,Billing,Low,2025-09-12,Resolved
T6326,C030,Technical,Medium,2025-09-12,Resolved
T6327,C062,Service,Medium,2025-09-12,Pending
T6328,C077,Network,Low,2025-09-12,Pending
T6329,C088,Service,Medium,2025-09-12,Resolved
T6330,C042,Technical,High,2025-09-12,Pending
T6331,C061,Network,Medium,2025-09-12,Pending
T6332,C033,Technical,High,2025-09-12,Open
T6333,C013,Network,Medium,2025-09-12,Open
T6334,C057,Billing,Medium,2025-09-12,Pending
T6335,C029,Service,Medium,2025-09-12,Open
T6336,C018,Billing,Low,2025-09-12,Resolved
T6337,C076,Service,Low,2025-09-12,Open
T6338,C007,Service,High,2025-09-12,Resolved
T6339,C052,Technical,Low,2025-09-12,Pending
T6340,C023,Technical,Medium,2025-09-12,Open
T6341,C088,Billing,High,2025-09-12,Resolved
T6342,C045,Technical,High,2025-09-12,Open
T6343,C014,Billing,High,2025-09-12,Pending
T6344,C024,Billing,Low,2025-09-12,Resolved
T6345,C006,Billing,High,2025-09-12,Open
T6346,C005,Technical,Medium,2025-09-12,Pending
T6347,C051,Network,High,2025-09-12,Resolved
T6348,C092,Technical,Low,2025-09-12,Resolved
T6349,C086,Network,High,2025-09-12,Resolved
T6350,C097,Network,Low,2025-09-12,Resolved
T6351,C074,Technical,Low,2025-09-12,Resolved
T6352,C067,Technical,High,2025-09-12,Open
T6353,C005,Billing,Low,2025-09-12,Resolved
T6354,C001,Technical,High,2025-09-12,Open
T6355,C018,Billing,High,2025-09-12,Resolved
T6356,C062,Network,Medium,2025-09-12,Open
T6357,C004,Network,Low,2025-09-12,Pending
T6358,C100,Network,Low,2025-09-12,Open
T6359,C093,Billing,Low,2025-09-12,Resolved
T6360,C044,Service,Low,2025-09-12,Open
T6361,C087,Network,Low,2025-09-12,Open
T6362,C062,Network,Medium,2025-09-12,Resolved
T6363,C094,Technical,Medium,2025-09-12,Resolved
T6364,C066,Billing,Medium,2025-09-12,Pending
T6365,C020,Billing,Low,2025-09-12,Resolved
T6366,C081,Billing,Medium,2025-09-12,Pending
T6367,C022,Technical,Low,2025-09-12,Open
T6368,C047,Network,High,2025-09-12,Resolved
T6369,C048,Technical,High,2025-09-12,Open
T6370,C001,Technical,Low,2025-09-12,Open
T6371,C046,Billing,Low,2025-09-12,Open
T6372,C013,Network,High,2025-09-12,Resolved
T6373,C080,Billing,High,2025-09-12,Resolved
T6374,C036,Network,Medium,2025-09-12,Open
T6375,C047,Billing,Medium,2025-09-12,Resolved
T6376,C039,Service,Medium,2025-09-12,Open
T6377,C052,Technical,High,2025-09-12,Resolved
T6378,C093,Technical,Low,2025-09-12,Pending
T6379,C006,Service,Low,2025-09-12,Open
T6380,C097,Technical,Medium,2025-09-12,Pending
T6381,C096,Technical,Medium,2025-09-12,Pending
T6382,C015,Service,Low,2025-09-12,Open
T6383,C077,Network,Low,2025-09-12,Pending
T6384,C015,Technical,Low,2025-09-12,Open
T6385,C023,Technical,Medium,2025-09-12,Pending
T6386,C042,Network,High,2025-09-12,Open
T6387,C043,Billing,Low,2025-09-12,Pending
T6388,C098,Billing,Medium,2025-09-12,Pending
T6389,C052,Technical,Low,2025-09-12,Pending
T6390,C003,Service,High,2025-09-12,Resolved
T6391,C002,Service,High,2025-09-12,Open
T6392,C051,Technical,Medium,2025-09-12,Open
T6393,C044,Billing,Medium,2025-09-12,Open
T6394,C082,Billing,High,2025-09-12,Resolved
T6395,C099,Technical,Medium,2025-09-12,Open
T6396,C030,Network,Low,2025-09-12,Pending
T6397,C002,Service,High,2025-09-12,Resolved
T6398,C014,Network,High,2025-09-12,Open
T6399,C023,Service,Medium,2025-09-12,Resolved
T6400,C025,Billing,High,2025-09-12,Pending
T6401,C038,Billing,High,2025-09-12,Resolved
T6402,C062,Network,Low,2025-09-12,Pending
T6403,C010,Billing,Medium,2025-09-12,Pending
T6404,C058,Billing,High,2025-09-12,Pending
T6405,C004,Billing,High,2025-09-12,Open
T6406,C100,Network,High,2025-09-12,Resolved
T6407,C058,Technical,Low,2025-09-12,Resolved
T6408,C024,Billing,Low,2025-09-12,Pending
T6409,C047,Technical,High,2025-09-12,Open
T6410,C075,Network,High,2025-09-12,Open
T6411,C002,Billing,Medium,2025-09-12,Open
T6412,C048,Billing,Medium,2025-09-12,Pending
T6413,C065,Billing,Low,2025-09-12,Pending
T6414,C032,Billing,Low,2025-09-12,Open
T6415,C004,Service,Medium,2025-09-12,Pending
