transaction_id,customer_id,amount,method,date,status
TX04523,C00019,24.56,Add-on,2022-01-04,Failed
TX04524,C00093,155.33,Bill Payment,2021-07-02,Success
TX04525,C00210,163.6,Add-on,2021-06-13,Pending
TX04526,C00472,80.36,Top-up,2025-05-31,Success
TX04527,C00358,149.01,Top-up,2020-03-24,Success
TX04528,C00272,91.86,Bill Payment,2021-07-21,Success
TX04529,C00273,119.2,Bill Payment,2025-06-09,Failed
TX04530,C00301,79.84,Bill Payment,2022-02-08,Pending
TX04531,C00241,193.51,Top-up,2022-09-13,Failed
TX04532,C00075,199.34,Top-up,2021-11-02,Success
TX04533,C00001,99.97,Roaming,2024-12-29,Pending
TX04534,C00274,34.58,Roaming,2022-08-25,Failed
TX04535,C00048,184.22,Top-up,2024-02-26,Success
TX04536,C00080,70.25,Bill Payment,2025-01-22,Success
TX04537,C00198,29.2,Add-on,2021-11-03,Failed
TX04538,C00405,193.87,Add-on,2022-04-06,Failed
TX04539,C00467,9.03,Add-on,2021-12-27,Failed
TX04540,C00119,8.23,Bill Payment,2021-04-15,Failed
TX04541,C00152,163.49,Roaming,2025-05-31,Success
TX04542,C00074,94.97,Roaming,2025-03-03,Success
TX04543,C00457,26.37,Roaming,2021-01-09,Pending
TX04544,C00171,94.87,Bill Payment,2020-03-14,Success
TX04545,C00081,117.35,Top-up,2024-05-13,Success
TX04546,C00299,16.75,Add-on,2020-12-07,Failed
TX04547,C00351,169.59,Top-up,2020-08-12,Failed
TX04548,C00493,185.91,Bill Payment,2020-04-08,Failed
TX04549,C00320,92.91,Roaming,2020-06-09,Success
TX04550,C00450,183.42,Bill Payment,2025-03-09,Success
TX04551,C00197,86.83,Bill Payment,2023-03-14,Failed
TX04552,C00201,185.35,Bill Payment,2021-10-18,Failed
TX04553,C00278,122.76,Top-up,2025-08-16,Success
TX04554,C00003,36.88,Roaming,2022-03-15,Pending
TX04555,C00213,176.69,Bill Payment,2021-12-19,Failed
TX04556,C00111,147.38,Add-on,2020-04-30,Pending
TX04557,C00500,182.98,Roaming,2021-10-13,Success
TX04558,C00360,108.3,Add-on,2020-12-18,Pending
TX04559,C00480,87.44,Bill Payment,2024-05-03,Pending
TX04560,C00217,54.89,Bill Payment,2021-02-12,Pending
TX04561,C00215,179.88,Top-up,2023-01-31,Pending
TX04562,C00413,72.43,Add-on,2023-02-03,Pending
TX04563,C00361,11.84,Bill Payment,2024-08-04,Failed
TX04564,C00258,27.31,Add-on,2020-10-05,Pending
TX04565,C00161,122.3,Top-up,2022-06-01,Failed
TX04566,C00356,144.48,Roaming,2020-01-28,Success
TX04567,C00043,41.07,Bill Payment,2024-03-19,Failed
TX04568,C00412,164.73,Add-on,2021-10-27,Failed
TX04569,C00280,39.12,Roaming,2021-09-01,Success
TX04570,C00064,119.74,Bill Payment,2024-01-05,Pending
TX04571,C00122,160.34,Bill Payment,2022-08-31,Failed
TX04572,C00370,146.63,Roaming,2023-12-04,Failed
TX04573,C00272,113.32,Bill Payment,2022-12-15,Pending
TX04574,C00120,97.02,Add-on,2021-06-06,Failed
TX04575,C00015,157.58,Add-on,2023-03-26,Pending
TX04576,C00465,38.43,Bill Payment,2023-10-03,Failed
TX04577,C00361,156.14,Roaming,2021-06-03,Pending
TX04578,C00220,23.5,Top-up,2020-03-11,Failed
TX04579,C00218,135.45,Add-on,2022-07-05,Pending
TX04580,C00253,123.54,Bill Payment,2023-03-01,Success
TX04581,C00399,26.01,Top-up,2020-02-22,Failed
TX04582,C00152,125.21,Bill Payment,2022-04-07,Pending
TX04583,C00412,92.98,Roaming,2020-11-10,Success
TX04584,C00039,47.85,Add-on,2020-08-02,Failed
TX04585,C00015,164.3,Bill Payment,2023-09-03,Pending
TX04586,C00096,71.14,Add-on,2024-10-04,Failed
TX04587,C00177,77.06,Add-on,2024-08-26,Pending
TX04588,C00343,7.9,Add-on,2020-03-27,Success
TX04589,C00061,154.35,Top-up,2020-05-10,Pending
TX04590,C00329,164.18,Add-on,2020-07-31,Failed
TX04591,C00190,189.33,Top-up,2021-11-24,Success
TX04592,C00264,59.52,Roaming,2021-11-28,Failed
TX04593,C00314,144.09,Roaming,2025-03-10,Success
TX04594,C00103,44.57,Bill Payment,2025-09-27,Success
TX04595,C00124,151.14,Add-on,2022-02-15,Pending
TX04596,C00315,31.83,Add-on,2023-06-19,Failed
TX04597,C00378,124.71,Top-up,2025-08-30,Failed
TX04598,C00415,13.35,Roaming,2020-10-08,Failed
TX04599,C00208,3.56,Top-up,2021-01-24,Success
TX04600,C00248,136.73,Bill Payment,2024-08-14,Success
TX04601,C00033,171.44,Top-up,2024-02-25,Failed
TX04602,C00435,74.95,Add-on,2024-09-11,Failed
TX04603,C00065,38.1,Top-up,2022-02-28,Failed
TX04604,C00401,131.38,Roaming,2025-06-02,Pending
TX04605,C00319,46.9,Top-up,2023-03-03,Pending
TX04606,C00486,103.47,Bill Payment,2022-05-25,Failed
TX04607,C00273,77.26,Bill Payment,2025-07-01,Pending
TX04608,C00270,137.25,Bill Payment,2025-04-22,Pending
TX04609,C00450,88.43,Top-up,2025-07-13,Pending
TX04610,C00450,81.92,Top-up,2022-10-18,Pending
TX04611,C00098,7.87,Top-up,2023-07-09,Success
TX04612,C00188,196.68,Roaming,2024-03-21,Success
TX04613,C00149,156.93,Roaming,2020-01-23,Success
TX04614,C00244,19.2,Roaming,2021-12-10,Pending
TX04615,C00122,161.77,Bill Payment,2025-08-13,Failed
TX04616,C00241,68.88,Add-on,2020-01-07,Failed
TX04617,C00357,102.99,Bill Payment,2020-07-18,Success
TX04618,C00142,197.38,Top-up,2020-07-20,Failed
TX04619,C00431,57.91,Roaming,2022-07-08,Pending
TX04620,C00084,49.98,Bill Payment,2023-04-19,Failed
TX04621,C00032,100.14,Roaming,2020-12-13,Pending
TX04622,C00397,13.68,Add-on,2022-07-12,Success
TX04623,C00348,27.83,Top-up,2021-11-08,Pending
TX04624,C00042,55.35,Top-up,2025-07-29,Failed
TX04625,C00370,164.79,Top-up,2024-02-15,Pending
TX04626,C00008,111.28,Top-up,2025-07-06,Success
TX04627,C00004,194.37,Add-on,2024-05-12,Failed
TX04628,C00194,6.06,Add-on,2024-02-28,Failed
TX04629,C00318,167.22,Add-on,2024-05-07,Failed
TX04630,C00273,196.36,Bill Payment,2020-12-06,Success
TX04631,C00239,60.69,Bill Payment,2025-03-24,Success
TX04632,C00344,160.44,Roaming,2023-08-02,Failed
TX04633,C00108,159.81,Roaming,2022-03-28,Pending
TX04634,C00318,61.33,Bill Payment,2022-11-23,Failed
TX04635,C00486,159.55,Bill Payment,2024-08-10,Success
TX04636,C00247,16.77,Roaming,2022-08-29,Success
TX04637,C00375,166.8,Top-up,2024-11-06,Success
TX04638,C00222,75.92,Bill Payment,2024-04-03,Pending
TX04639,C00169,188.67,Add-on,2023-09-11,Success
TX04640,C00358,82.66,Roaming,2021-10-07,Failed
TX04641,C00324,42.03,Roaming,2020-06-05,Pending
TX04642,C00444,181.16,Roaming,2021-05-07,Success
TX04643,C00500,168.34,Top-up,2021-02-12,Pending
TX04644,C00348,194.22,Roaming,2025-06-17,Failed
TX04645,C00250,60.18,Roaming,2022-02-14,Pending
TX04646,C00046,117.46,Roaming,2021-12-03,Success
TX04647,C00065,189.3,Add-on,2020-02-05,Pending
TX04648,C00388,15.22,Bill Payment,2021-11-28,Failed
TX04649,C00396,11.16,Bill Payment,2023-10-19,Pending
TX04650,C00273,121.08,Bill Payment,2022-05-05,Failed
TX04651,C00232,185.88,Roaming,2021-07-08,Failed
TX04652,C00323,129.36,Bill Payment,2024-05-28,Failed
TX04653,C00208,42.07,Bill Payment,2023-03-13,Failed
TX04654,C00054,99.08,Top-up,2025-08-15,Success
TX04655,C00495,188.95,Add-on,2020-01-22,Pending
TX04656,C00013,191.14,Bill Payment,2021-05-27,Pending
TX04657,C00164,62.5,Bill Payment,2020-01-19,Failed
TX04658,C00144,47.16,Add-on,2024-12-31,Pending
TX04659,C00342,10.65,Bill Payment,2025-09-14,Success
TX04660,C00437,189.07,Add-on,2025-08-19,Failed
TX04661,C00454,189.74,Roaming,2022-07-14,Pending
TX04662,C00094,101.35,Top-up,2021-08-30,Failed
TX04663,C00094,90.34,Bill Payment,2025-07-16,Pending
TX04664,C00124,76.83,Add-on,2020-07-30,Success
TX04665,C00353,44.62,Add-on,2025-03-21,Pending
TX04666,C00485,83.4,Add-on,2025-07-17,Failed
TX04667,C00398,26.49,Bill Payment,2021-06-09,Pending
TX04668,C00076,143.79,Bill Payment,2022-07-16,Failed
TX04669,C00263,27.05,Top-up,2024-01-07,Pending
TX04670,C00291,117.85,Roaming,2020-06-06,Pending
TX04671,C00462,17.34,Roaming,2025-06-25,Success
TX04672,C00053,104.54,Bill Payment,2022-11-16,Pending
TX04673,C00142,52.2,Bill Payment,2020-02-26,Success
TX04674,C00441,187.54,Add-on,2024-04-18,Success
TX04675,C00114,130.28,Bill Payment,2023-06-22,Failed
TX04676,C00269,69.84,Add-on,2023-09-21,Success
TX04677,C00026,150.02,Top-up,2023-01-01,Pending
TX04678,C00327,97.15,Top-up,2025-03-20,Pending
TX04679,C00161,47.27,Roaming,2025-04-20,Pending
TX04680,C00047,1.79,Bill Payment,2024-11-14,Success
TX04681,C00215,34.89,Top-up,2025-01-22,Success
TX04682,C00085,16.44,Bill Payment,2022-05-07,Pending
TX04683,C00425,112.88,Top-up,2022-05-22,Failed
TX04684,C00203,180.64,Roaming,2021-04-11,Pending
TX04685,C00074,24.34,Roaming,2024-12-22,Failed
TX04686,C00321,112.9,Top-up,2022-01-16,Pending
TX04687,C00486,104.34,Top-up,2023-09-17,Success
TX04688,C00199,191.22,Roaming,2020-05-04,Success
TX04689,C00377,168.95,Roaming,2022-11-27,Success
TX04690,C00496,160.24,Roaming,2024-02-11,Failed
TX04691,C00150,12.89,Roaming,2022-05-12,Success
TX04692,C00483,184.12,Add-on,2020-04-04,Pending
TX04693,C00183,73.37,Top-up,2024-02-29,Success
TX04694,C00064,151.73,Bill Payment,2025-08-14,Failed
TX04695,C00486,17.57,Add-on,2024-06-12,Success
TX04696,C00331,165.64,Roaming,2021-12-30,Pending
TX04697,C00220,46.96,Bill Payment,2020-09-24,Success
TX04698,C00025,29.39,Add-on,2023-05-07,Pending
TX04699,C00360,58.8,Top-up,2025-04-26,Success
TX04700,C00126,36.54,Add-on,2020-03-05,Success
TX04701,C00430,97.93,Bill Payment,2024-09-30,Failed
TX04702,C00251,94.5,Top-up,2025-08-14,Failed
TX04703,C00215,25.05,Bill Payment,2024-12-16,Pending
TX04704,C00286,176.55,Add-on,2020-12-06,Success
TX04705,C00377,30.2,Top-up,2025-06-22,Success
TX04706,C00165,184.97,Top-up,2022-06-12,Pending
TX04707,C00417,33.46,Top-up,2023-04-27,Pending
TX04708,C00222,93.27,Roaming,2025-01-08,Success
TX04709,C00416,42.65,Top-up,2021-06-06,Pending
TX04710,C00162,189.51,Add-on,2022-05-26,Pending
TX04711,C00155,145.36,Bill Payment,2025-09-02,Success
TX04712,C00373,17.39,Roaming,2022-12-01,Failed
TX04713,C00032,76.09,Top-up,2022-07-14,Failed
TX04714,C00489,96.18,Add-on,2025-03-09,Pending
TX04715,C00017,174.51,Roaming,2022-06-05,Pending
TX04716,C00346,11.73,Add-on,2023-09-09,Pending
TX04717,C00086,121.79,Top-up,2023-03-09,Failed
TX04718,C00377,8.1,Bill Payment,2022-08-29,Success
TX04719,C00229,66.28,Top-up,2020-05-09,Success
TX04720,C00092,23.49,Bill Payment,2024-02-26,Pending
TX04721,C00407,93.6,Bill Payment,2020-10-30,Failed
TX04722,C00377,110.09,Add-on,2020-05-28,Failed
TX04723,C00106,118.74,Add-on,2022-11-26,Failed
TX04724,C00384,15.69,Top-up,2022-04-25,Pending
TX04725,C00101,111.51,Roaming,2025-01-24,Success
TX04726,C00043,82.16,Top-up,2024-03-06,Failed
TX04727,C00313,119.73,Roaming,2025-04-28,Failed
TX04728,C00236,76.06,Bill Payment,2020-02-02,Pending
TX04729,C00263,149.18,Add-on,2022-05-21,Pending
TX04730,C00458,132.27,Add-on,2023-10-08,Success
TX04731,C00086,176.58,Add-on,2020-02-09,Pending
TX04732,C00353,142.34,Roaming,2024-02-06,Success
TX04733,C00368,38.89,Roaming,2022-06-20,Success
TX04734,C00020,14.51,Bill Payment,2022-06-30,Failed
TX04735,C00251,102.63,Top-up,2025-01-06,Failed
TX04736,C00086,36.0,Bill Payment,2024-06-30,Pending
TX04737,C00126,40.4,Bill Payment,2021-02-01,Failed
TX04738,C00012,94.3,Top-up,2022-06-15,Success
TX04739,C00254,128.95,Bill Payment,2022-10-02,Failed
TX04740,C00053,111.12,Roaming,2023-05-06,Pending
TX04741,C00016,12.99,Roaming,2024-02-25,Failed
TX04742,C00297,150.46,Top-up,2023-04-20,Success
TX04743,C00255,107.22,Roaming,2020-06-14,Pending
TX04744,C00425,175.13,Top-up,2020-09-23,Success
TX04745,C00336,183.78,Top-up,2024-03-22,Pending
TX04746,C00385,147.65,Add-on,2024-07-20,Success
TX04747,C00228,101.97,Bill Payment,2023-01-25,Pending
TX04748,C00141,66.9,Top-up,2024-10-09,Failed
TX04749,C00155,81.96,Roaming,2023-04-07,Success
TX04750,C00083,3.6,Top-up,2020-10-24,Success
TX04751,C00105,103.56,Add-on,2020-05-17,Failed
TX04752,C00244,92.52,Top-up,2021-05-24,Failed
TX04753,C00171,64.86,Top-up,2020-12-05,Failed
TX04754,C00099,186.37,Roaming,2025-09-20,Failed
TX04755,C00169,162.0,Add-on,2023-02-04,Failed
TX04756,C00040,66.45,Top-up,2025-04-01,Failed
TX04757,C00352,181.09,Bill Payment,2023-02-27,Pending
TX04758,C00231,191.01,Roaming,2021-12-30,Success
TX04759,C00371,138.37,Roaming,2024-06-12,Success
TX04760,C00282,86.64,Top-up,2021-04-03,Failed
TX04761,C00426,137.33,Top-up,2022-05-04,Success
TX04762,C00327,188.73,Add-on,2021-03-11,Pending
TX04763,C00233,72.35,Top-up,2023-12-20,Success
TX04764,C00476,55.94,Top-up,2021-02-19,Failed
TX04765,C00271,135.17,Roaming,2021-12-28,Success
TX04766,C00436,81.25,Roaming,2021-08-01,Success
TX04767,C00220,167.34,Add-on,2022-05-19,Success
TX04768,C00293,121.14,Bill Payment,2024-03-02,Pending
TX04769,C00418,121.14,Add-on,2022-01-17,Success
TX04770,C00263,78.28,Roaming,2022-11-01,Failed
TX04771,C00044,87.2,Top-up,2025-01-16,Success
TX04772,C00268,195.52,Add-on,2024-10-24,Failed
TX04773,C00255,63.01,Top-up,2025-04-09,Failed
TX04774,C00027,142.58,Roaming,2024-11-10,Failed
TX04775,C00224,28.54,Top-up,2023-11-18,Pending
TX04776,C00427,43.24,Add-on,2020-10-18,Success
TX04777,C00487,20.1,Top-up,2022-12-31,Failed
TX04778,C00390,180.63,Top-up,2021-11-15,Failed
TX04779,C00231,104.81,Bill Payment,2025-03-25,Pending
TX04780,C00095,52.07,Add-on,2024-08-17,Pending
TX04781,C00389,3.74,Top-up,2023-08-02,Success
TX04782,C00142,10.81,Bill Payment,2021-06-02,Failed
TX04783,C00340,54.13,Roaming,2024-07-12,Failed
TX04784,C00293,15.51,Bill Payment,2022-09-10,Failed
TX04785,C00285,151.36,Roaming,2022-01-26,Success
TX04786,C00046,77.15,Roaming,2025-09-05,Pending
TX04787,C00391,103.21,Roaming,2024-05-29,Failed
TX04788,C00044,147.83,Top-up,2023-09-15,Success
TX04789,C00278,120.17,Bill Payment,2020-10-24,Pending
TX04790,C00384,172.47,Bill Payment,2024-07-10,Failed
TX04791,C00211,32.41,Top-up,2022-02-19,Pending
TX04792,C00273,43.79,Roaming,2023-04-16,Success
TX04793,C00483,30.73,Bill Payment,2022-01-04,Failed
TX04794,C00124,122.45,Bill Payment,2021-11-24,Success
TX04795,C00464,11.07,Add-on,2023-10-01,Success
TX04796,C00409,100.27,Top-up,2023-05-02,Pending
TX04797,C00019,117.32,Top-up,2021-11-08,Success
TX04798,C00330,119.12,Roaming,2024-11-11,Pending
TX04799,C00313,170.8,Top-up,2020-04-08,Pending
TX04800,C00004,187.93,Top-up,2025-07-25,Success
TX04801,C00142,81.79,Add-on,2023-06-03,Failed
TX04802,C00477,37.01,Roaming,2021-05-21,Failed
TX04803,C00413,109.38,Roaming,2021-04-13,Success
TX04804,C00472,31.31,Add-on,2020-12-19,Failed
TX04805,C00164,44.83,Top-up,2024-07-04,Pending
TX04806,C00489,75.16,Roaming,2023-10-23,Failed
TX04807,C00045,139.75,Top-up,2020-11-04,Success
TX04808,C00432,11.33,Top-up,2020-03-29,Success
TX04809,C00045,199.37,Top-up,2025-04-04,Failed
TX04810,C00192,118.94,Bill Payment,2021-09-14,Pending
TX04811,C00434,101.18,Bill Payment,2023-07-29,Pending
TX04812,C00058,119.52,Bill Payment,2024-06-01,Pending
TX04813,C00202,31.0,Add-on,2023-07-05,Failed
TX04814,C00029,117.69,Bill Payment,2022-08-18,Success
TX04815,C00259,54.11,Add-on,2025-03-27,Success
TX04816,C00146,68.44,Bill Payment,2024-11-17,Pending
TX04817,C00071,90.57,Roaming,2021-04-07,Failed
TX04818,C00414,78.79,Bill Payment,2023-02-08,Pending
TX04819,C00140,145.24,Top-up,2023-10-22,Failed
TX04820,C00061,164.17,Top-up,2024-11-23,Pending
TX04821,C00173,90.49,Add-on,2025-02-07,Pending
TX04822,C00203,107.45,Bill Payment,2023-07-19,Success
TX04823,C00060,132.59,Roaming,2023-09-26,Success
TX04824,C00246,23.99,Add-on,2023-12-29,Pending
TX04825,C00251,174.55,Roaming,2020-04-21,Failed
TX04826,C00208,82.65,Add-on,2023-08-14,Pending
TX04827,C00162,78.13,Add-on,2020-04-20,Pending
TX04828,C00499,188.84,Bill Payment,2024-05-22,Success
TX04829,C00427,178.09,Add-on,2022-03-18,Pending
TX04830,C00355,93.1,Roaming,2021-06-12,Success
TX04831,C00027,31.8,Top-up,2021-11-17,Success
TX04832,C00200,61.05,Top-up,2023-09-18,Pending
TX04833,C00397,95.23,Add-on,2021-10-10,Success
TX04834,C00145,161.55,Bill Payment,2022-02-14,Success
TX04835,C00163,149.79,Add-on,2025-06-27,Failed
TX04836,C00350,189.59,Bill Payment,2023-03-13,Success
TX04837,C00437,77.4,Bill Payment,2021-05-03,Pending
TX04838,C00463,112.32,Roaming,2024-02-28,Pending
TX04839,C00148,51.18,Roaming,2021-03-11,Pending
TX04840,C00291,81.83,Top-up,2023-04-02,Success
TX04841,C00187,95.0,Roaming,2025-02-04,Failed
TX04842,C00036,174.8,Roaming,2023-04-04,Failed
TX04843,C00060,74.87,Bill Payment,2025-09-22,Success
TX04844,C00052,68.69,Top-up,2024-01-09,Failed
TX04845,C00326,91.32,Roaming,2020-12-31,Failed
TX04846,C00196,39.25,Roaming,2021-01-24,Success
TX04847,C00405,149.53,Bill Payment,2021-11-01,Pending
TX04848,C00300,36.4,Add-on,2023-05-22,Pending
TX04849,C00300,156.64,Bill Payment,2020-01-12,Success
TX04850,C00304,163.39,Roaming,2021-10-22,Failed
TX04851,C00022,127.68,Bill Payment,2020-02-03,Failed
TX04852,C00435,151.27,Top-up,2022-03-14,Pending
TX04853,C00115,168.51,Roaming,2025-04-26,Pending
TX04854,C00138,4.0,Add-on,2024-09-10,Pending
TX04855,C00263,95.42,Top-up,2021-02-09,Pending
TX04856,C00200,131.77,Add-on,2023-01-24,Failed
TX04857,C00500,29.65,Roaming,2021-02-14,Pending
TX04858,C00130,150.66,Bill Payment,2025-09-14,Failed
TX04859,C00321,29.51,Roaming,2021-01-27,Pending
TX04860,C00105,98.18,Top-up,2022-03-21,Pending
TX04861,C00486,137.26,Roaming,2021-07-20,Failed
TX04862,C00344,172.85,Roaming,2024-09-10,Pending
TX04863,C00162,132.25,Add-on,2021-07-30,Success
TX04864,C00320,153.12,Roaming,2021-11-05,Pending
TX04865,C00031,42.81,Add-on,2020-07-15,Success
TX04866,C00343,28.3,Bill Payment,2020-11-06,Success
TX04867,C00477,53.73,Top-up,2024-03-22,Failed
TX04868,C00191,198.44,Top-up,2022-10-05,Pending
TX04869,C00446,15.74,Add-on,2021-11-28,Success
TX04870,C00215,86.87,Add-on,2021-05-02,Pending
TX04871,C00215,106.99,Top-up,2021-05-17,Pending
TX04872,C00237,119.37,Add-on,2025-05-25,Success
TX04873,C00032,85.26,Add-on,2022-05-30,Pending
TX04874,C00293,164.07,Roaming,2024-07-01,Success
TX04875,C00363,187.06,Add-on,2024-06-16,Failed
TX04876,C00114,149.59,Roaming,2024-10-29,Failed
TX04877,C00335,160.28,Bill Payment,2023-12-12,Failed
TX04878,C00268,87.91,Top-up,2024-02-23,Success
TX04879,C00159,69.27,Bill Payment,2023-02-18,Failed
TX04880,C00459,4.85,Roaming,2023-02-10,Success
TX04881,C00419,91.64,Roaming,2025-05-16,Pending
TX04882,C00150,47.69,Top-up,2022-01-21,Failed
TX04883,C00221,145.49,Roaming,2022-12-10,Success
TX04884,C00224,80.94,Add-on,2020-09-29,Failed
TX04885,C00087,168.47,Bill Payment,2022-01-31,Failed
TX04886,C00271,42.81,Roaming,2021-10-11,Pending
TX04887,C00045,119.43,Add-on,2021-07-02,Pending
TX04888,C00264,165.36,Bill Payment,2024-02-24,Pending
TX04889,C00244,5.79,Roaming,2024-09-07,Success
TX04890,C00201,126.7,Roaming,2024-08-17,Failed
TX04891,C00418,144.55,Roaming,2024-04-07,Pending
TX04892,C00080,174.56,Top-up,2020-03-23,Failed
TX04893,C00313,177.53,Top-up,2021-08-10,Failed
TX04894,C00036,10.56,Bill Payment,2020-08-08,Failed
TX04895,C00197,50.59,Add-on,2022-08-20,Failed
TX04896,C00468,131.31,Add-on,2021-09-11,Pending
TX04897,C00119,48.34,Top-up,2025-07-03,Pending
TX04898,C00280,199.13,Bill Payment,2022-05-01,Failed
TX04899,C00181,61.21,Bill Payment,2022-06-08,Pending
TX04900,C00482,55.4,Top-up,2025-08-11,Failed
TX04901,C00331,195.72,Roaming,2021-02-12,Pending
TX04902,C00282,126.11,Roaming,2023-04-06,Failed
TX04903,C00152,64.06,Roaming,2021-04-23,Success
TX04904,C00297,115.75,Top-up,2025-09-01,Success
TX04905,C00147,132.12,Roaming,2020-10-24,Success
TX04906,C00375,172.21,Roaming,2021-06-18,Failed
TX04907,C00334,110.83,Roaming,2022-08-08,Failed
TX04908,C00058,114.22,Add-on,2020-07-07,Success
TX04909,C00165,116.42,Bill Payment,2021-11-05,Success
TX04910,C00237,151.07,Roaming,2021-12-11,Failed
TX04911,C00499,181.67,Roaming,2021-05-01,Success
TX04912,C00432,10.45,Bill Payment,2023-08-11,Pending
TX04913,C00295,6.56,Bill Payment,2025-05-26,Success
TX04914,C00037,50.29,Top-up,2023-08-02,Failed
TX04915,C00441,132.62,Top-up,2024-06-24,Failed
TX04916,C00388,72.75,Roaming,2022-08-17,Success
TX04917,C00270,123.98,Add-on,2020-05-25,Pending
TX04918,C00429,184.0,Roaming,2025-02-12,Pending
TX04919,C00315,49.27,Bill Payment,2020-06-12,Pending
TX04920,C00236,58.78,Top-up,2021-09-16,Success
TX04921,C00274,53.55,Add-on,2020-11-20,Pending
TX04922,C00166,190.81,Add-on,2024-08-18,Pending
TX04923,C00271,178.8,Roaming,2021-10-30,Success
TX04924,C00346,62.88,Roaming,2024-02-16,Success
TX04925,C00209,132.24,Add-on,2025-03-17,Pending
TX04926,C00179,5.63,Add-on,2023-05-05,Failed
TX04927,C00364,122.76,Add-on,2023-08-01,Failed
TX04928,C00077,58.01,Top-up,2022-11-07,Failed
TX04929,C00405,53.4,Add-on,2021-06-26,Success
TX04930,C00030,79.16,Roaming,2025-05-16,Pending
TX04931,C00274,162.21,Bill Payment,2021-08-03,Success
TX04932,C00039,47.43,Roaming,2023-05-04,Success
TX04933,C00191,167.09,Bill Payment,2022-03-30,Failed
TX04934,C00453,127.91,Bill Payment,2022-09-01,Success
TX04935,C00108,57.61,Add-on,2023-05-10,Success
TX04936,C00296,108.01,Add-on,2022-01-02,Success
TX04937,C00248,55.34,Roaming,2022-02-25,Pending
TX04938,C00369,23.89,Roaming,2023-07-06,Pending
TX04939,C00270,47.41,Top-up,2025-01-14,Success
TX04940,C00472,59.26,Bill Payment,2023-08-14,Pending
TX04941,C00409,95.17,Add-on,2023-04-12,Success
TX04942,C00335,11.85,Bill Payment,2022-01-04,Success
TX04943,C00007,85.45,Add-on,2023-01-04,Success
TX04944,C00062,44.8,Bill Payment,2022-06-24,Failed
TX04945,C00051,21.23,Add-on,2020-01-20,Failed
TX04946,C00297,71.07,Add-on,2024-05-17,Pending
TX04947,C00051,98.93,Roaming,2020-07-08,Pending
TX04948,C00111,87.75,Roaming,2025-04-09,Pending
TX04949,C00101,61.9,Roaming,2020-08-18,Pending
TX04950,C00011,196.23,Bill Payment,2024-11-06,Pending
TX04951,C00233,29.09,Top-up,2022-02-25,Failed
TX04952,C00401,42.77,Add-on,2021-01-30,Success
TX04953,C00449,25.15,Roaming,2023-12-29,Failed
TX04954,C00180,145.6,Top-up,2022-10-09,Success
TX04955,C00199,49.03,Bill Payment,2022-04-10,Pending
TX04956,C00068,132.0,Top-up,2024-02-26,Pending
TX04957,C00461,7.52,Bill Payment,2025-01-13,Pending
TX04958,C00199,41.33,Bill Payment,2020-02-13,Pending
TX04959,C00032,52.23,Roaming,2022-09-22,Pending
TX04960,C00401,182.45,Add-on,2021-02-10,Pending
TX04961,C00231,177.0,Add-on,2022-02-23,Pending
TX04962,C00224,145.57,Top-up,2023-11-26,Pending
TX04963,C00411,172.67,Roaming,2025-01-14,Success
TX04964,C00009,113.39,Add-on,2025-03-15,Success
TX04965,C00307,83.09,Bill Payment,2024-04-03,Success
TX04966,C00177,70.73,Bill Payment,2022-03-06,Success
TX04967,C00290,143.55,Roaming,2023-06-13,Failed
TX04968,C00363,63.92,Bill Payment,2021-04-29,Success
TX04969,C00260,119.59,Bill Payment,2024-06-02,Pending
TX04970,C00017,40.42,Add-on,2020-12-18,Success
TX04971,C00321,10.04,Add-on,2024-04-25,Pending
TX04972,C00204,23.13,Bill Payment,2022-12-18,Success
TX04973,C00163,142.64,Roaming,2022-08-23,Pending
TX04974,C00228,53.51,Bill Payment,2025-06-27,Failed
TX04975,C00262,178.83,Add-on,2020-06-03,Failed
TX04976,C00088,3.18,Top-up,2021-05-20,Success
TX04977,C00460,52.99,Add-on,2020-05-22,Pending
TX04978,C00084,183.25,Roaming,2020-01-06,Pending
TX04979,C00195,7.71,Top-up,2021-06-02,Failed
TX04980,C00422,125.66,Bill Payment,2022-02-17,Failed
TX04981,C00085,14.13,Roaming,2025-08-06,Failed
TX04982,C00260,9.86,Add-on,2022-10-23,Pending
TX04983,C00046,169.95,Bill Payment,2023-09-21,Failed
TX04984,C00311,62.59,Add-on,2024-09-07,Success
TX04985,C00103,49.75,Bill Payment,2023-02-06,Success
TX04986,C00256,56.92,Roaming,2023-06-03,Success
TX04987,C00338,162.47,Add-on,2024-05-11,Success
TX04988,C00244,128.41,Roaming,2023-01-07,Success
TX04989,C00194,155.55,Top-up,2025-04-18,Pending
TX04990,C00380,166.35,Bill Payment,2021-01-11,Pending
TX04991,C00069,130.62,Top-up,2022-04-22,Failed
TX04992,C00457,182.3,Add-on,2020-02-18,Pending
TX04993,C00089,147.83,Roaming,2025-06-14,Failed
TX04994,C00142,172.86,Bill Payment,2025-08-26,Pending
TX04995,C00153,191.03,Roaming,2020-05-18,Pending
TX04996,C00475,12.2,Roaming,2024-07-17,Pending
TX04997,C00359,149.41,Top-up,2025-09-04,Pending
TX04998,C00230,154.2,Top-up,2025-02-27,Pending
TX04999,C00394,48.88,Add-on,2025-05-18,Failed
TX05000,C00357,72.66,Add-on,2022-02-23,Pending
