call_id,customer_id,call_type,duration_min,date
CL4375,C015,SMS,57.87,2024-11-03
CL4376,C013,SMS,14.64,2024-12-18
CL4377,C087,SMS,58.36,2025-01-25
CL4378,C014,voice,20.67,2024-12-14
CL4379,C081,SMS,2.23,2024-10-18
CL4380,C088,voice,12.21,2025-07-24
CL4381,C044,data,57.02,2025-03-20
CL4382,C075,voice,4.11,2025-01-03
CL4383,C059,voice,20.04,2025-02-06
CL4384,C027,voice,37.41,2024-10-05
CL4385,C018,data,29.75,2025-08-28
CL4386,C011,data,25.45,2024-10-21
CL4387,C067,SMS,32.38,2025-08-06
CL4388,C026,voice,7.12,2024-12-13
CL4389,C064,SMS,11.01,2024-12-10
CL4390,C007,data,40.54,2025-08-28
CL4391,C094,data,9.17,2025-08-18
CL4392,C092,SMS,40.84,2025-07-22
CL4393,C048,voice,28.46,2025-04-10
CL4394,C048,data,24.39,2025-08-16
CL4395,C054,data,10.34,2025-08-15
CL4396,C089,voice,42.67,2025-04-29
CL4397,C078,voice,33.86,2025-09-04
CL4398,C099,voice,18.76,2024-09-13
CL4399,C058,data,37.93,2025-08-28
CL4400,C072,data,40.53,2025-01-09
CL4401,C028,voice,14.61,2025-05-22
CL4402,C044,voice,2.12,2025-04-02
CL4403,C028,SMS,23.36,2025-04-07
CL4404,C006,voice,11.19,2024-09-12
CL4405,C067,SMS,20.0,2024-11-21
CL4406,C027,data,52.41,2024-10-21
CL4407,C036,data,26.62,2025-01-02
CL4408,C011,voice,58.58,2025-06-18
CL4409,C067,data,49.77,2024-12-12
CL4410,C080,SMS,12.01,2025-07-03
CL4411,C010,SMS,15.23,2025-04-14
CL4412,C058,voice,15.32,2025-04-30
CL4413,C011,voice,55.83,2025-05-15
CL4414,C016,data,2.31,2025-08-29
CL4415,C038,SMS,50.2,2025-04-06
CL4416,C074,SMS,21.62,2025-01-20
CL4417,C014,voice,2.32,2025-01-29
CL4418,C022,voice,50.62,2025-04-28
CL4419,C029,voice,50.35,2025-08-03
CL4420,C010,SMS,12.41,2025-01-08
CL4421,C037,data,7.31,2025-07-22
CL4422,C003,SMS,1.71,2025-01-20
CL4423,C099,SMS,46.02,2025-06-16
CL4424,C043,data,26.58,2025-03-25
CL4425,C059,voice,26.29,2025-03-11
CL4426,C078,SMS,32.13,2025-02-16
CL4427,C040,voice,54.29,2025-04-05
CL4428,C015,data,10.16,2025-05-22
CL4429,C064,voice,54.2,2024-10-19
CL4430,C072,SMS,48.05,2025-08-05
CL4431,C085,voice,17.76,2024-12-05
CL4432,C039,data,52.29,2025-07-26
CL4433,C019,data,55.18,2024-11-26
CL4434,C001,data,20.25,2025-02-09
CL4435,C049,voice,39.87,2025-09-11
CL4436,C028,SMS,10.66,2024-10-08
CL4437,C074,voice,24.89,2025-05-19
CL4438,C014,voice,59.99,2025-09-04
CL4439,C044,voice,9.0,2025-02-20
CL4440,C069,data,43.78,2024-10-31
CL4441,C044,SMS,47.04,2025-06-09
CL4442,C023,SMS,59.22,2024-11-30
CL4443,C066,SMS,56.39,2024-10-17
CL4444,C081,voice,31.76,2024-12-14
CL4445,C006,SMS,41.91,2025-08-14
CL4446,C027,SMS,51.28,2025-02-08
CL4447,C062,voice,47.88,2025-09-09
CL4448,C065,data,36.07,2025-05-05
CL4449,C019,voice,47.78,2025-08-03
CL4450,C040,voice,14.74,2025-08-04
CL4451,C095,voice,59.63,2024-10-16
CL4452,C023,data,6.24,2025-08-16
CL4453,C057,voice,24.27,2025-04-23
CL4454,C037,voice,7.08,2024-10-16
CL4455,C052,data,20.39,2024-12-12
CL4456,C083,data,55.67,2025-04-18
CL4457,C008,SMS,31.58,2025-06-12
CL4458,C010,data,5.04,2025-08-21
CL4459,C055,voice,52.44,2024-12-09
CL4460,C081,voice,51.8,2025-03-05
CL4461,C096,voice,10.55,2024-12-22
CL4462,C014,voice,21.64,2024-11-12
CL4463,C040,SMS,46.16,2025-06-16
CL4464,C031,data,27.92,2025-06-05
CL4465,C040,data,51.87,2025-08-16
CL4466,C037,data,34.47,2025-03-10
CL4467,C089,voice,45.83,2025-09-10
CL4468,C053,data,55.33,2025-06-30
CL4469,C002,data,8.14,2025-08-02
CL4470,C044,voice,33.97,2024-10-18
CL4471,C028,SMS,39.82,2025-03-15
CL4472,C094,SMS,42.52,2024-12-04
CL4473,C072,voice,13.31,2025-04-10
CL4474,C090,SMS,11.31,2024-09-12
CL4475,C014,SMS,47.36,2025-05-24
CL4476,C041,SMS,1.85,2025-08-20
CL4477,C078,SMS,8.38,2025-06-14
CL4478,C016,voice,45.5,2025-04-03
CL4479,C052,voice,20.92,2024-11-11
CL4480,C069,data,34.18,2025-06-09
CL4481,C052,voice,7.07,2025-09-05
CL4482,C087,SMS,49.89,2025-04-09
CL4483,C094,SMS,44.77,2025-05-14
CL4484,C053,data,42.18,2024-11-21
CL4485,C014,data,48.89,2025-07-09
CL4486,C074,SMS,12.38,2024-12-06
CL4487,C002,SMS,4.21,2024-09-28
CL4488,C030,SMS,55.94,2024-11-16
CL4489,C013,data,18.7,2025-07-11
CL4490,C087,data,22.56,2024-11-23
CL4491,C041,SMS,42.33,2024-12-28
CL4492,C047,voice,13.59,2024-10-04
CL4493,C048,data,36.31,2025-02-23
CL4494,C017,data,48.59,2025-04-26
CL4495,C047,voice,21.35,2024-09-23
CL4496,C047,voice,17.18,2025-06-04
CL4497,C013,voice,31.41,2025-06-04
CL4498,C083,voice,19.8,2025-01-24
CL4499,C002,data,34.06,2025-06-15
CL4500,C023,data,55.96,2025-06-17
CL4501,C087,voice,17.72,2025-07-14
CL4502,C052,voice,36.01,2025-02-17
CL4503,C021,SMS,43.31,2025-05-21
CL4504,C038,data,13.82,2025-07-14
CL4505,C036,SMS,43.11,2024-11-09
CL4506,C076,SMS,27.53,2025-01-28
CL4507,C056,voice,18.39,2024-11-13
CL4508,C096,SMS,48.82,2024-09-24
CL4509,C043,data,0.97,2024-11-15
CL4510,C020,voice,41.2,2025-07-17
CL4511,C004,data,43.68,2025-02-12
CL4512,C060,voice,35.91,2024-10-13
CL4513,C049,data,27.69,2024-11-08
CL4514,C069,voice,32.74,2024-10-08
CL4515,C049,voice,34.58,2025-02-10
CL4516,C018,data,19.99,2025-02-18
CL4517,C004,SMS,2.96,2025-05-26
CL4518,C017,voice,34.37,2024-11-11
CL4519,C040,voice,48.0,2025-05-31
CL4520,C015,voice,54.89,2025-05-31
CL4521,C030,data,56.04,2025-08-01
CL4522,C003,voice,47.11,2025-03-25
CL4523,C026,voice,44.65,2025-08-07
CL4524,C009,voice,8.75,2025-04-16
CL4525,C031,voice,36.06,2025-08-30
CL4526,C071,SMS,31.14,2025-04-14
CL4527,C076,SMS,25.85,2025-01-10
CL4528,C068,SMS,29.21,2025-02-24
CL4529,C036,data,30.97,2025-07-12
CL4530,C046,data,14.76,2025-04-17
CL4531,C074,voice,11.38,2025-05-11
CL4532,C011,data,1.35,2024-11-29
CL4533,C025,data,54.78,2025-02-23
CL4534,C085,SMS,2.43,2024-11-14
CL4535,C041,SMS,34.48,2025-07-15
CL4536,C035,voice,25.07,2025-02-21
CL4537,C090,SMS,42.08,2025-01-05
CL4538,C033,SMS,43.6,2025-04-21
CL4539,C085,SMS,45.3,2025-08-16
CL4540,C034,SMS,8.69,2025-07-01
CL4541,C009,data,5.03,2025-07-14
CL4542,C053,SMS,1.35,2024-11-22
CL4543,C079,data,3.16,2024-12-29
CL4544,C047,voice,38.18,2025-06-21
CL4545,C005,voice,10.68,2025-03-01
CL4546,C100,data,5.83,2024-10-15
CL4547,C044,voice,38.12,2025-04-12
CL4548,C072,SMS,6.6,2025-06-30
CL4549,C033,voice,40.75,2024-10-28
CL4550,C040,SMS,55.83,2024-10-01
CL4551,C034,SMS,14.12,2025-06-08
CL4552,C074,data,34.98,2025-03-26
CL4553,C019,data,18.86,2025-07-22
CL4554,C009,SMS,43.83,2025-04-04
CL4555,C095,data,37.16,2025-02-03
CL4556,C063,data,3.22,2025-05-07
CL4557,C083,data,20.65,2025-05-30
CL4558,C064,data,13.55,2025-07-07
CL4559,C065,voice,20.27,2024-10-01
CL4560,C035,voice,26.16,2024-11-16
CL4561,C014,data,36.33,2025-07-29
CL4562,C021,SMS,55.48,2025-07-01
CL4563,C005,voice,25.1,2024-12-09
CL4564,C087,data,50.52,2024-09-30
CL4565,C021,voice,20.42,2025-07-23
CL4566,C079,data,1.97,2025-03-29
CL4567,C002,SMS,55.2,2024-10-09
CL4568,C091,SMS,57.9,2025-03-28
CL4569,C062,data,42.61,2024-10-12
CL4570,C037,data,55.61,2025-03-23
CL4571,C081,voice,46.58,2024-10-16
CL4572,C058,data,50.41,2024-12-16
CL4573,C069,data,34.29,2025-03-31
CL4574,C026,data,38.07,2025-07-12
CL4575,C005,voice,52.97,2024-09-28
CL4576,C031,SMS,21.78,2025-03-10
CL4577,C083,data,49.8,2025-07-15
CL4578,C066,voice,46.67,2024-11-02
CL4579,C090,voice,41.57,2025-06-28
CL4580,C018,voice,27.83,2025-05-25
CL4581,C079,data,42.41,2024-10-14
CL4582,C037,data,19.73,2024-11-05
CL4583,C060,voice,32.57,2025-02-20
CL4584,C027,SMS,7.29,2025-02-13
CL4585,C024,data,2.11,2025-05-01
CL4586,C016,SMS,34.25,2024-10-11
CL4587,C091,data,45.97,2025-06-17
CL4588,C043,voice,25.24,2025-02-27
CL4589,C010,voice,25.15,2025-05-19
CL4590,C004,SMS,58.77,2025-09-10
CL4591,C076,SMS,29.12,2025-01-13
CL4592,C001,voice,19.8,2024-09-24
CL4593,C068,data,7.81,2024-09-16
CL4594,C017,SMS,48.46,2024-09-21
CL4595,C061,SMS,14.94,2025-05-13
CL4596,C021,SMS,32.57,2024-09-20
CL4597,C042,data,57.15,2025-07-05
CL4598,C083,SMS,32.29,2024-09-23
CL4599,C010,voice,47.26,2025-01-08
CL4600,C095,voice,30.4,2025-06-16
CL4601,C038,voice,24.86,2025-07-04
CL4602,C085,data,33.32,2025-04-14
CL4603,C055,voice,4.88,2024-10-12
CL4604,C065,SMS,22.6,2024-11-20
CL4605,C085,SMS,25.2,2025-08-26
CL4606,C049,data,29.33,2024-10-17
CL4607,C057,data,39.78,2025-06-25
CL4608,C001,SMS,54.06,2025-03-28
CL4609,C039,voice,54.67,2025-01-25
CL4610,C055,data,45.06,2025-06-27
CL4611,C049,data,53.82,2025-06-12
CL4612,C012,SMS,12.84,2025-04-21
CL4613,C003,data,58.76,2025-06-02
CL4614,C041,voice,46.16,2025-09-08
CL4615,C018,SMS,57.7,2025-01-04
CL4616,C078,data,24.99,2025-05-16
CL4617,C075,SMS,34.42,2025-06-29
CL4618,C058,SMS,31.22,2025-03-15
CL4619,C079,data,49.04,2024-12-27
CL4620,C007,SMS,33.68,2024-12-27
CL4621,C065,voice,24.32,2024-11-09
CL4622,C002,SMS,7.31,2025-03-30
CL4623,C032,SMS,35.62,2024-11-05
CL4624,C091,data,25.73,2025-05-14
CL4625,C086,voice,17.76,2025-03-28
CL4626,C073,SMS,3.04,2024-12-26
CL4627,C071,voice,18.65,2025-03-22
CL4628,C001,voice,4.68,2025-06-20
CL4629,C013,voice,22.49,2024-11-06
CL4630,C063,data,51.83,2025-07-10
CL4631,C007,voice,32.55,2024-12-26
CL4632,C002,data,39.67,2025-04-27
CL4633,C065,SMS,36.94,2024-09-27
CL4634,C003,data,11.26,2025-01-28
CL4635,C033,SMS,22.93,2024-09-26
CL4636,C088,data,37.45,2025-02-18
CL4637,C030,voice,1.96,2024-09-21
CL4638,C026,voice,9.49,2025-04-19
CL4639,C017,voice,34.42,2024-09-13
CL4640,C082,voice,39.15,2024-12-16
CL4641,C035,voice,15.17,2024-12-10
CL4642,C058,voice,14.37,2025-01-16
CL4643,C026,data,16.0,2025-01-14
CL4644,C033,SMS,10.04,2025-01-22
CL4645,C060,data,4.87,2025-03-19
CL4646,C015,data,23.7,2025-03-24
CL4647,C084,data,49.58,2025-02-07
CL4648,C082,data,29.08,2025-04-06
CL4649,C048,voice,19.66,2024-12-07
CL4650,C037,data,23.11,2024-11-05
CL4651,C087,SMS,26.29,2024-12-19
CL4652,C058,data,59.48,2024-12-04
CL4653,C053,SMS,29.35,2025-01-07
CL4654,C019,SMS,12.95,2025-05-12
CL4655,C094,data,24.59,2025-01-24
CL4656,C072,voice,16.12,2025-07-09
CL4657,C042,SMS,35.77,2025-06-26
CL4658,C044,voice,41.32,2025-01-27
CL4659,C063,data,31.64,2024-09-27
CL4660,C006,voice,19.16,2025-05-31
CL4661,C066,voice,9.3,2025-04-28
CL4662,C083,data,28.54,2024-10-01
CL4663,C031,SMS,3.64,2024-11-27
CL4664,C030,data,54.11,2025-02-09
CL4665,C010,SMS,50.29,2025-07-22
CL4666,C078,data,38.08,2025-04-04
CL4667,C092,voice,45.07,2025-04-26
CL4668,C079,SMS,37.62,2025-06-26
CL4669,C064,data,57.98,2024-09-18
CL4670,C092,data,55.24,2025-04-28
CL4671,C023,data,20.27,2025-05-02
CL4672,C093,data,22.83,2025-08-21
CL4673,C072,voice,53.66,2025-08-16
CL4674,C041,voice,5.0,2024-11-18
CL4675,C090,voice,41.93,2024-10-05
CL4676,C050,SMS,5.95,2024-12-19
CL4677,C084,voice,13.39,2024-09-29
CL4678,C020,voice,10.31,2024-10-26
CL4679,C020,data,46.36,2025-02-02
CL4680,C049,SMS,30.9,2025-07-14
CL4681,C030,SMS,43.31,2024-10-27
CL4682,C079,data,23.5,2025-04-03
CL4683,C007,SMS,9.44,2025-03-24
CL4684,C005,data,54.85,2024-09-13
CL4685,C070,data,8.93,2025-04-28
CL4686,C041,voice,23.11,2024-12-15
CL4687,C087,SMS,41.05,2025-07-22
CL4688,C010,data,11.97,2024-11-15
CL4689,C065,data,22.76,2025-08-25
CL4690,C046,data,24.37,2025-03-13
CL4691,C037,voice,36.97,2025-08-18
CL4692,C066,SMS,53.09,2025-03-19
CL4693,C068,data,48.1,2025-01-28
CL4694,C077,data,5.31,2025-06-18
CL4695,C060,data,0.85,2025-03-24
CL4696,C099,SMS,53.45,2024-10-05
CL4697,C054,voice,55.66,2024-12-19
CL4698,C033,SMS,42.37,2024-11-07
CL4699,C095,voice,59.12,2024-10-05
CL4700,C081,SMS,6.77,2025-05-24
CL4701,C067,SMS,3.63,2025-04-26
CL4702,C011,voice,25.09,2024-12-29
CL4703,C009,voice,11.49,2024-11-13
CL4704,C009,SMS,12.53,2025-04-09
CL4705,C058,SMS,36.38,2025-05-15
CL4706,C031,SMS,18.92,2025-06-06
CL4707,C058,voice,51.23,2025-02-08
CL4708,C043,data,33.1,2024-11-09
CL4709,C046,SMS,32.85,2024-12-09
CL4710,C023,voice,43.26,2025-02-12
CL4711,C017,data,54.09,2025-06-01
CL4712,C078,data,19.36,2025-01-24
CL4713,C099,SMS,49.05,2025-06-04
CL4714,C014,SMS,15.07,2025-03-24
CL4715,C013,data,55.15,2024-11-29
CL4716,C074,SMS,11.13,2025-01-03
CL4717,C060,voice,24.27,2025-06-23
CL4718,C020,SMS,53.95,2024-10-12
CL4719,C014,SMS,14.67,2025-07-28
CL4720,C006,data,16.14,2025-07-09
CL4721,C029,voice,32.76,2024-12-27
CL4722,C038,SMS,13.68,2025-09-06
CL4723,C005,voice,10.65,2025-02-01
CL4724,C079,voice,18.05,2025-01-19
CL4725,C048,SMS,42.17,2025-06-13
CL4726,C062,SMS,36.04,2025-06-16
CL4727,C060,voice,57.22,2025-07-26
CL4728,C045,data,19.64,2024-09-27
CL4729,C083,data,58.22,2025-02-06
CL4730,C053,data,41.82,2024-12-04
CL4731,C061,voice,30.76,2025-05-17
CL4732,C061,voice,9.06,2025-01-14
CL4733,C015,data,57.48,2025-05-20
CL4734,C020,SMS,10.68,2024-12-28
CL4735,C039,voice,36.49,2025-08-29
CL4736,C070,data,29.46,2025-08-11
CL4737,C026,voice,14.42,2024-09-20
CL4738,C008,SMS,22.16,2024-10-12
CL4739,C085,data,55.38,2025-01-28
CL4740,C058,SMS,4.63,2025-02-09
CL4741,C046,SMS,8.29,2024-12-23
CL4742,C018,voice,42.03,2024-12-27
CL4743,C020,voice,55.25,2025-04-10
CL4744,C057,data,26.34,2025-07-07
CL4745,C085,SMS,27.69,2025-03-15
CL4746,C086,voice,2.52,2025-08-14
CL4747,C023,data,3.23,2025-06-21
CL4748,C045,data,49.33,2025-06-06
CL4749,C044,data,4.54,2025-01-24
CL4750,C024,data,35.65,2025-04-03
CL4751,C070,data,42.83,2025-03-14
CL4752,C071,voice,13.69,2024-11-16
CL4753,C090,voice,5.96,2025-09-06
CL4754,C066,data,26.24,2025-01-11
CL4755,C032,SMS,18.49,2025-09-02
CL4756,C048,voice,40.81,2025-03-01
CL4757,C083,SMS,47.27,2025-07-13
CL4758,C003,data,52.95,2024-10-04
CL4759,C004,data,20.82,2025-05-21
CL4760,C040,voice,54.72,2024-09-25
CL4761,C078,voice,3.44,2025-05-21
CL4762,C071,data,20.54,2024-10-03
CL4763,C002,data,4.61,2025-07-21
CL4764,C064,data,11.13,2024-12-08
CL4765,C042,voice,46.03,2025-08-13
CL4766,C056,data,15.23,2024-11-27
CL4767,C086,SMS,10.63,2025-06-19
CL4768,C078,data,54.14,2025-01-19
CL4769,C099,voice,20.06,2025-07-12
CL4770,C045,voice,30.79,2024-12-15
CL4771,C041,voice,6.06,2025-01-05
CL4772,C026,SMS,33.79,2025-05-29
CL4773,C067,data,16.3,2025-02-03
CL4774,C008,data,16.26,2024-12-02
CL4775,C068,SMS,18.08,2024-11-02
CL4776,C056,data,45.51,2024-10-19
CL4777,C100,voice,16.43,2024-10-16
CL4778,C024,SMS,20.55,2025-04-19
CL4779,C094,SMS,38.3,2025-03-23
CL4780,C075,SMS,11.61,2025-06-02
CL4781,C025,voice,48.01,2025-06-27
CL4782,C086,data,56.91,2025-03-30
CL4783,C091,voice,6.91,2025-04-21
CL4784,C066,voice,30.85,2024-11-23
CL4785,C100,data,45.87,2025-04-17
CL4786,C021,data,35.67,2025-04-30
CL4787,C070,voice,27.74,2024-11-23
CL4788,C028,data,54.98,2024-11-30
CL4789,C099,data,27.77,2025-02-07
CL4790,C023,data,3.18,2025-01-08
CL4791,C018,voice,39.7,2024-12-03
CL4792,C043,voice,56.84,2025-07-31
CL4793,C041,SMS,25.91,2025-07-21
CL4794,C059,voice,44.54,2025-06-03
CL4795,C057,SMS,4.84,2025-08-27
CL4796,C059,voice,47.59,2025-08-14
CL4797,C060,data,43.98,2025-04-23
CL4798,C092,data,29.34,2025-03-15
CL4799,C054,data,20.12,2025-06-16
CL4800,C083,data,36.57,2025-01-09
CL4801,C063,voice,9.53,2025-02-01
CL4802,C054,voice,22.39,2025-02-27
CL4803,C061,voice,21.3,2025-03-14
CL4804,C018,data,5.88,2025-02-08
CL4805,C077,voice,20.19,2025-04-02
CL4806,C093,SMS,30.91,2025-07-25
CL4807,C085,voice,24.08,2025-08-04
CL4808,C067,voice,20.09,2024-09-15
CL4809,C009,SMS,46.32,2024-11-18
CL4810,C082,voice,17.14,2025-07-09
CL4811,C084,SMS,39.53,2025-09-11
CL4812,C048,data,50.39,2024-09-22
CL4813,C019,SMS,53.1,2024-10-21
CL4814,C033,SMS,34.27,2025-06-23
CL4815,C031,SMS,59.52,2024-10-22
CL4816,C025,voice,45.58,2024-10-28
CL4817,C021,data,11.92,2025-04-18
CL4818,C022,voice,55.8,2025-08-16
CL4819,C002,voice,40.52,2024-12-10
CL4820,C027,voice,7.97,2025-01-28
CL4821,C004,SMS,18.52,2025-03-03
CL4822,C037,voice,38.73,2025-05-27
CL4823,C002,SMS,21.64,2024-12-17
CL4824,C039,SMS,16.82,2024-12-24
CL4825,C024,voice,30.25,2025-09-05
CL4826,C093,data,50.69,2024-10-25
CL4827,C065,voice,29.86,2025-06-04
CL4828,C062,voice,16.92,2025-02-11
CL4829,C032,voice,16.11,2024-09-13
CL4830,C058,voice,41.14,2025-04-27
CL4831,C034,data,47.67,2024-11-29
CL4832,C034,SMS,14.76,2025-01-24
CL4833,C063,SMS,54.63,2025-06-28
CL4834,C019,data,33.38,2024-10-31
CL4835,C020,SMS,40.88,2024-10-03
CL4836,C074,data,18.79,2025-01-03
CL4837,C072,SMS,33.75,2024-10-07
CL4838,C096,SMS,21.29,2024-10-27
CL4839,C050,SMS,22.42,2025-03-23
CL4840,C071,SMS,26.3,2025-06-21
CL4841,C081,data,56.39,2024-12-25
CL4842,C087,data,15.39,2025-03-28
CL4843,C014,voice,56.21,2024-12-03
CL4844,C001,data,48.14,2025-02-04
CL4845,C088,SMS,6.05,2025-03-05
CL4846,C055,voice,13.58,2025-07-15
CL4847,C099,data,39.05,2025-04-14
CL4848,C051,data,13.17,2025-06-15
CL4849,C014,data,11.44,2025-02-08
CL4850,C034,data,51.23,2024-11-13
CL4851,C036,SMS,40.58,2025-06-03
CL4852,C075,SMS,50.71,2025-08-22
CL4853,C052,data,23.31,2025-04-22
CL4854,C085,SMS,24.42,2025-03-16
CL4855,C054,voice,11.45,2024-10-08
CL4856,C004,SMS,25.87,2025-02-24
CL4857,C019,SMS,48.04,2025-01-12
CL4858,C041,voice,59.73,2025-02-12
CL4859,C031,data,4.05,2024-10-15
CL4860,C053,voice,51.2,2025-08-19
CL4861,C019,SMS,44.08,2025-05-24
CL4862,C038,data,31.54,2025-07-22
CL4863,C043,SMS,48.42,2024-12-28
CL4864,C099,data,18.9,2025-03-21
CL4865,C080,SMS,4.95,2025-02-08
CL4866,C072,SMS,41.46,2025-06-12
CL4867,C022,SMS,19.56,2025-07-12
CL4868,C036,data,38.41,2025-04-30
CL4869,C029,SMS,56.1,2025-06-23
CL4870,C048,SMS,52.72,2025-01-13
CL4871,C045,SMS,37.31,2025-03-11
CL4872,C011,SMS,30.98,2025-02-03
CL4873,C040,SMS,35.98,2025-02-18
CL4874,C044,data,1.2,2025-06-28
CL4875,C019,voice,43.97,2024-09-28
CL4876,C043,voice,44.55,2025-05-23
CL4877,C095,SMS,39.9,2024-10-24
CL4878,C072,data,26.6,2024-10-29
CL4879,C049,data,5.58,2025-06-24
CL4880,C049,data,19.27,2024-09-18
CL4881,C001,data,31.56,2024-09-27
CL4882,C015,SMS,35.93,2024-11-21
CL4883,C068,SMS,25.61,2025-09-09
CL4884,C073,voice,48.76,2025-03-21
CL4885,C060,SMS,33.49,2024-11-25
CL4886,C004,voice,18.48,2025-02-01
CL4887,C065,data,58.58,2025-08-01
CL4888,C099,data,3.11,2024-10-14
CL4889,C085,voice,51.96,2025-07-27
CL4890,C020,SMS,49.23,2024-09-21
CL4891,C094,data,9.07,2024-11-07
CL4892,C033,data,1.43,2025-02-25
CL4893,C078,voice,18.96,2025-01-07
CL4894,C100,SMS,16.51,2025-06-11
CL4895,C078,SMS,58.69,2024-10-18
CL4896,C038,SMS,19.6,2024-11-15
CL4897,C022,data,47.49,2024-12-01
CL4898,C048,SMS,5.11,2025-08-06
CL4899,C052,voice,50.18,2025-01-20
CL4900,C039,data,37.16,2025-07-08
CL4901,C095,SMS,8.81,2025-03-17
CL4902,C077,SMS,48.3,2024-11-18
CL4903,C093,data,50.5,2025-04-09
CL4904,C090,voice,2.55,2025-03-08
CL4905,C027,voice,6.15,2025-07-19
CL4906,C008,SMS,8.78,2025-02-14
CL4907,C054,voice,45.04,2025-04-05
CL4908,C064,SMS,37.63,2025-08-08
CL4909,C082,data,29.04,2025-04-27
CL4910,C095,voice,58.49,2025-09-07
CL4911,C065,SMS,23.73,2025-07-13
CL4912,C067,SMS,30.77,2024-12-27
CL4913,C044,SMS,24.94,2025-08-30
CL4914,C004,SMS,1.53,2024-10-24
CL4915,C042,SMS,22.13,2025-01-01
CL4916,C098,data,28.55,2025-04-02
CL4917,C092,voice,44.26,2025-06-29
CL4918,C021,data,40.65,2025-09-07
CL4919,C011,data,31.94,2025-06-24
CL4920,C081,data,40.03,2025-01-15
CL4921,C080,SMS,2.93,2024-12-07
CL4922,C036,data,59.33,2025-07-24
CL4923,C033,SMS,43.7,2025-08-12
CL4924,C023,data,55.59,2025-06-08
CL4925,C090,data,35.32,2025-03-24
CL4926,C025,SMS,31.58,2025-02-08
CL4927,C047,data,53.99,2024-11-28
CL4928,C007,SMS,23.43,2025-05-06
CL4929,C070,voice,40.86,2025-04-24
CL4930,C001,SMS,15.44,2024-10-27
CL4931,C018,SMS,1.91,2024-10-19
CL4932,C097,SMS,16.9,2025-01-25
CL4933,C091,voice,6.04,2025-05-22
CL4934,C092,voice,45.16,2024-09-18
CL4935,C065,SMS,37.06,2025-07-09
CL4936,C020,data,27.31,2025-03-16
CL4937,C032,data,48.14,2025-09-10
CL4938,C053,data,56.73,2025-04-12
CL4939,C093,SMS,32.73,2024-10-05
CL4940,C005,SMS,1.82,2024-12-26
CL4941,C031,data,18.49,2025-04-10
CL4942,C023,voice,19.8,2025-08-20
CL4943,C041,data,1.9,2025-05-31
CL4944,C040,data,44.62,2025-02-24
CL4945,C048,SMS,43.43,2024-12-14
CL4946,C015,voice,49.55,2025-07-04
CL4947,C085,SMS,8.19,2025-02-06
CL4948,C066,data,2.46,2025-04-18
CL4949,C001,voice,39.16,2025-04-09
CL4950,C007,SMS,5.75,2025-08-22
CL4951,C047,data,56.6,2025-02-12
CL4952,C065,SMS,41.46,2025-04-28
CL4953,C038,data,39.48,2025-07-04
CL4954,C001,voice,38.73,2025-07-27
CL4955,C041,voice,37.5,2025-05-10
CL4956,C088,voice,7.89,2025-07-12
CL4957,C079,data,30.37,2025-05-04
CL4958,C044,voice,23.99,2025-06-16
CL4959,C063,voice,31.22,2025-06-12
CL4960,C089,voice,29.63,2025-05-17
CL4961,C017,data,22.92,2025-06-17
CL4962,C016,voice,22.74,2025-07-21
CL4963,C017,SMS,35.04,2024-10-14
CL4964,C052,voice,15.45,2025-03-22
CL4965,C024,SMS,7.03,2024-11-04
CL4966,C089,voice,46.84,2025-06-25
CL4967,C015,voice,3.45,2025-04-12
CL4968,C086,SMS,58.79,2025-05-03
CL4969,C045,voice,20.86,2025-04-08
CL4970,C034,voice,51.85,2024-11-04
CL4971,C096,data,13.07,2025-04-06
CL4972,C086,voice,46.37,2024-12-28
CL4973,C094,data,30.83,2025-06-21
CL4974,C100,data,13.11,2025-08-02
CL4975,C096,SMS,29.82,2025-04-08
CL4976,C037,data,18.29,2025-06-28
CL4977,C065,data,35.66,2025-07-22
CL4978,C059,data,9.72,2025-08-26
CL4979,C090,data,43.86,2025-08-03
CL4980,C081,voice,5.46,2024-10-21
CL4981,C084,data,44.01,2025-07-16
CL4982,C053,data,40.16,2025-07-04
CL4983,C050,SMS,23.88,2024-12-02
CL4984,C081,voice,11.46,2025-06-24
CL4985,C056,voice,40.17,2025-06-23
CL4986,C095,voice,31.02,2025-02-16
CL4987,C018,data,57.92,2025-04-06
CL4988,C065,data,51.72,2025-08-29
CL4989,C059,SMS,32.81,2024-10-02
CL4990,C020,SMS,22.54,2025-04-27
CL4991,C082,SMS,30.63,2024-09-20
CL4992,C041,voice,23.94,2025-04-04
CL4993,C024,SMS,13.76,2024-11-07
CL4994,C057,SMS,18.13,2025-05-04
CL4995,C066,SMS,20.14,2025-02-26
CL4996,C039,voice,49.69,2025-02-11
CL4997,C035,voice,25.08,2025-08-04
CL4998,C069,voice,46.47,2025-05-04
CL4999,C016,SMS,11.08,2024-11-14
CL5000,C086,data,46.27,2024-11-30
CL5001,C060,voice,39.54,2025-04-05
CL5002,C067,voice,52.01,2025-09-11
CL5003,C021,SMS,3.44,2024-12-04
CL5004,C042,SMS,18.28,2025-04-22
CL5005,C002,voice,29.33,2025-01-09
CL5006,C038,voice,54.4,2025-05-12
CL5007,C098,voice,15.38,2025-08-10
CL5008,C020,voice,57.52,2025-05-07
CL5009,C095,SMS,31.95,2025-08-06
