request_id,department,vendor,amount_bhd,status,date
PR3997,IT,VendorA,2503.11,Rejected,2023-11-03
PR3998,Finance,VendorC,4716.24,Pending,2025-03-11
PR3999,HR,VendorC,2566.65,Pending,2024-04-19
PR4000,Marketing,VendorB,935.99,Rejected,2022-05-29
PR4001,Marketing,VendorC,2864.25,Pending,2023-09-11
PR4002,HR,VendorB,4047.42,Approved,2023-05-07
PR4003,Marketing,VendorB,1396.87,Rejected,2021-04-10
PR4004,Marketing,VendorC,4159.56,Approved,2025-09-29
PR4005,Marketing,VendorA,2242.55,Rejected,2021-03-22
PR4006,Marketing,VendorB,2849.57,Pending,2025-08-28
PR4007,IT,VendorC,2246.61,Rejected,2020-09-21
PR4008,Marketing,VendorB,2693.09,Approved,2023-01-24
PR4009,IT,VendorC,2959.96,Pending,2023-08-31
PR4010,HR,VendorA,4650.42,Pending,2025-03-17
PR4011,Finance,VendorB,670.26,Rejected,2023-02-01
PR4012,Finance,VendorC,4872.24,Rejected,2023-04-12
PR4013,Finance,VendorC,2686.77,Rejected,2023-05-29
PR4014,Marketing,VendorB,130.41,Pending,2023-08-12
PR4015,Finance,VendorC,1248.15,Rejected,2021-07-27
PR4016,IT,VendorB,608.46,Approved,2020-07-17
PR4017,IT,VendorA,2842.37,Pending,2024-04-01
PR4018,Finance,VendorB,1960.18,Approved,2020-10-15
PR4019,Finance,VendorB,3366.89,Rejected,2025-09-05
PR4020,Finance,VendorB,4702.95,Approved,2022-02-13
PR4021,IT,VendorB,3934.65,Approved,2022-11-17
PR4022,Finance,VendorB,2201.38,Pending,2021-10-27
PR4023,HR,VendorB,1960.42,Approved,2022-04-25
PR4024,HR,VendorB,2453.74,Pending,2022-05-07
PR4025,IT,VendorB,2819.67,Rejected,2024-06-01
PR4026,Marketing,VendorA,2094.49,Rejected,2024-04-25
PR4027,IT,VendorA,4467.02,Approved,2021-01-06
PR4028,Marketing,VendorB,4415.7,Pending,2022-11-15
PR4029,Marketing,VendorA,4163.57,Pending,2022-09-03
PR4030,Marketing,VendorB,540.92,Rejected,2023-11-29
PR4031,Finance,VendorA,181.57,Rejected,2020-10-31
PR4032,Finance,VendorC,4657.49,Rejected,2020-03-17
PR4033,Marketing,VendorB,793.28,Rejected,2021-03-11
PR4034,Marketing,VendorA,365.76,Approved,2020-02-02
PR4035,Marketing,VendorB,2113.61,Rejected,2022-06-08
PR4036,Finance,VendorB,2923.83,Rejected,2020-01-07
PR4037,Finance,VendorA,4625.35,Rejected,2021-03-09
PR4038,HR,VendorC,4103.32,Rejected,2021-06-04
PR4039,IT,VendorC,4405.18,Approved,2020-07-29
PR4040,Finance,VendorA,3225.88,Approved,2025-02-03
PR4041,HR,VendorB,4662.0,Rejected,2022-09-12
PR4042,HR,VendorA,2162.06,Pending,2023-03-06
PR4043,Marketing,VendorC,3518.72,Approved,2024-01-02
PR4044,IT,VendorB,2369.97,Rejected,2024-06-08
PR4045,IT,VendorA,1300.06,Approved,2021-02-26
PR4046,Marketing,VendorA,4948.82,Approved,2024-10-16
PR4047,Marketing,VendorC,819.41,Rejected,2020-09-09
PR4048,HR,VendorC,3453.54,Pending,2024-09-09
PR4049,IT,VendorB,4724.09,Rejected,2023-12-09
PR4050,Marketing,VendorA,2685.58,Approved,2020-07-03
PR4051,IT,VendorB,412.39,Rejected,2021-11-03
PR4052,IT,VendorC,3209.63,Pending,2023-02-17
PR4053,Finance,VendorC,4072.11,Pending,2020-10-24
PR4054,IT,VendorB,2291.15,Approved,2024-06-05
PR4055,IT,VendorC,839.32,Approved,2025-03-19
PR4056,Marketing,VendorA,3202.91,Rejected,2021-06-14
PR4057,Marketing,VendorA,3853.54,Rejected,2025-06-08
PR4058,Marketing,VendorC,1768.01,Approved,2025-07-25
PR4059,IT,VendorB,4130.76,Pending,2024-01-15
PR4060,IT,VendorB,3998.83,Approved,2020-10-23
PR4061,HR,VendorB,706.99,Pending,2021-12-09
PR4062,Finance,VendorA,4743.93,Rejected,2020-03-29
PR4063,Marketing,VendorC,1212.14,Pending,2020-08-11
PR4064,Marketing,VendorC,1914.13,Rejected,2021-03-13
PR4065,Marketing,VendorC,1063.39,Approved,2023-07-06
PR4066,IT,VendorC,946.83,Rejected,2023-11-09
PR4067,HR,VendorC,829.77,Approved,2024-03-13
PR4068,Marketing,VendorC,2352.45,Pending,2021-01-03
PR4069,IT,VendorC,4645.71,Approved,2021-04-06
PR4070,Finance,VendorB,1206.76,Rejected,2022-07-03
PR4071,HR,VendorB,3491.0,Approved,2022-11-05
PR4072,Finance,VendorB,4489.93,Rejected,2020-04-07
PR4073,HR,VendorA,383.55,Pending,2023-07-22
PR4074,Marketing,VendorB,4488.99,Rejected,2020-09-18
PR4075,HR,VendorB,1422.39,Rejected,2023-04-26
PR4076,Marketing,VendorA,2236.68,Pending,2021-01-09
PR4077,Finance,VendorB,151.07,Approved,2023-01-23
PR4078,HR,VendorC,3930.45,Rejected,2024-09-19
PR4079,Marketing,VendorC,1291.63,Rejected,2023-12-31
PR4080,IT,VendorB,4591.71,Rejected,2020-07-07
PR4081,Marketing,VendorB,3228.29,Pending,2024-01-09
PR4082,IT,VendorB,4190.88,Approved,2023-12-01
PR4083,IT,VendorB,1033.67,Rejected,2023-03-30
PR4084,IT,VendorA,4767.13,Rejected,2020-11-15
PR4085,Marketing,VendorB,2642.56,Rejected,2022-12-16
PR4086,Marketing,VendorB,1780.86,Pending,2022-05-21
PR4087,Marketing,VendorB,577.87,Rejected,2023-02-04
PR4088,Finance,VendorA,3787.68,Approved,2020-07-19
PR4089,Marketing,VendorB,1708.88,Approved,2020-04-05
PR4090,HR,VendorC,4727.74,Pending,2022-07-20
PR4091,IT,VendorA,388.66,Approved,2022-03-25
PR4092,IT,VendorC,1145.69,Approved,2022-04-28
PR4093,Finance,VendorB,206.65,Pending,2023-03-19
PR4094,Finance,VendorC,113.5,Approved,2020-08-06
PR4095,IT,VendorA,3919.13,Rejected,2023-10-19
PR4096,HR,VendorA,3260.34,Approved,2020-04-11
PR4097,HR,VendorC,2653.83,Approved,2021-04-08
PR4098,IT,VendorA,4546.4,Rejected,2020-10-17
PR4099,HR,VendorA,2473.11,Rejected,2023-01-17
PR4100,IT,VendorC,4146.09,Pending,2025-01-29
PR4101,IT,VendorB,2204.19,Approved,2021-11-30
PR4102,Marketing,VendorA,960.66,Approved,2024-11-13
PR4103,Marketing,VendorC,3045.99,Rejected,2024-11-04
PR4104,IT,VendorB,815.75,Approved,2022-01-24
PR4105,HR,VendorC,3299.49,Approved,2021-04-02
PR4106,IT,VendorC,1121.32,Pending,2021-04-30
PR4107,Marketing,VendorB,4617.47,Rejected,2025-09-15
PR4108,Finance,VendorC,208.46,Pending,2021-08-08
PR4109,IT,VendorB,4310.47,Approved,2022-12-14
PR4110,HR,VendorA,3565.56,Pending,2024-10-24
PR4111,HR,VendorB,3083.63,Approved,2024-01-27
PR4112,HR,VendorB,2392.21,Pending,2022-10-24
PR4113,IT,VendorC,1634.14,Rejected,2021-10-01
PR4114,Finance,VendorA,4210.18,Rejected,2023-06-07
PR4115,Finance,VendorC,526.66,Approved,2025-01-31
PR4116,HR,VendorA,2438.54,Pending,2025-07-20
PR4117,IT,VendorC,2497.21,Approved,2025-07-17
PR4118,IT,VendorC,3338.28,Pending,2022-08-03
PR4119,Finance,VendorC,4073.73,Pending,2022-07-26
PR4120,HR,VendorA,4559.55,Pending,2025-09-07
PR4121,Marketing,VendorC,576.2,Pending,2023-09-07
PR4122,Marketing,VendorA,3070.11,Pending,2023-06-05
PR4123,HR,VendorC,2130.58,Rejected,2020-06-23
PR4124,IT,VendorB,1475.76,Pending,2022-01-26
PR4125,Finance,VendorC,616.69,Pending,2022-04-28
PR4126,Marketing,VendorA,3792.53,Approved,2025-06-09
PR4127,Finance,VendorB,3469.43,Pending,2020-07-28
PR4128,Marketing,VendorA,3910.89,Approved,2022-02-01
PR4129,IT,VendorA,3100.3,Rejected,2020-02-10
PR4130,HR,VendorC,1727.45,Approved,2024-10-19
PR4131,IT,VendorC,1701.39,Rejected,2025-03-05
PR4132,Marketing,VendorB,907.78,Rejected,2021-09-16
PR4133,IT,VendorA,2159.79,Rejected,2021-08-21
PR4134,HR,VendorA,4534.07,Rejected,2024-05-17
PR4135,HR,VendorC,435.66,Approved,2023-06-16
PR4136,Marketing,VendorA,2583.79,Approved,2025-07-18
PR4137,Marketing,VendorC,1631.51,Approved,2021-06-26
PR4138,Finance,VendorC,2091.61,Approved,2021-05-31
PR4139,HR,VendorB,4480.54,Approved,2023-01-03
PR4140,IT,VendorC,3295.47,Rejected,2025-07-25
PR4141,Finance,VendorC,1313.41,Rejected,2025-07-03
PR4142,IT,VendorC,715.68,Rejected,2024-12-18
PR4143,Marketing,VendorB,1187.11,Rejected,2021-01-14
PR4144,Finance,VendorC,4189.57,Rejected,2023-02-27
PR4145,Marketing,VendorA,633.88,Pending,2022-04-20
PR4146,Marketing,VendorA,4537.08,Pending,2024-02-07
PR4147,Finance,VendorC,2086.82,Rejected,2025-07-05
PR4148,Marketing,VendorB,4824.35,Approved,2022-12-02
PR4149,IT,VendorA,1472.32,Pending,2022-12-01
PR4150,Finance,VendorA,3379.89,Rejected,2021-10-16
PR4151,IT,VendorC,1700.41,Pending,2021-06-16
PR4152,HR,VendorA,3432.71,Pending,2024-12-30
PR4153,Marketing,VendorC,4104.66,Approved,2020-05-06
PR4154,IT,VendorC,2611.05,Rejected,2024-03-27
PR4155,HR,VendorA,3724.32,Pending,2023-10-12
PR4156,Marketing,VendorC,4274.16,Pending,2023-12-20
PR4157,IT,VendorA,4155.65,Rejected,2020-06-15
PR4158,Finance,VendorA,522.72,Approved,2024-05-24
PR4159,HR,VendorA,2412.06,Rejected,2021-04-18
PR4160,HR,VendorC,2366.74,Pending,2021-04-05
PR4161,HR,VendorA,3719.59,Approved,2021-05-21
PR4162,Marketing,VendorA,3558.33,Rejected,2023-10-06
PR4163,Marketing,VendorB,2939.75,Approved,2023-09-12
PR4164,IT,VendorB,3920.11,Approved,2021-05-22
PR4165,HR,VendorA,1640.73,Approved,2023-04-18
PR4166,Finance,VendorB,638.13,Rejected,2020-06-19
PR4167,Marketing,VendorA,4244.2,Rejected,2021-12-23
PR4168,HR,VendorA,3813.23,Rejected,2023-09-03
PR4169,IT,VendorB,3093.45,Rejected,2023-06-20
PR4170,IT,VendorA,1583.21,Rejected,2021-04-23
PR4171,HR,VendorB,4571.44,Approved,2024-03-08
PR4172,Finance,VendorB,4549.61,Pending,2023-01-28
PR4173,IT,VendorB,3077.86,Pending,2024-02-11
PR4174,Marketing,VendorA,3158.33,Rejected,2022-07-05
PR4175,HR,VendorB,844.15,Rejected,2021-01-24
PR4176,Marketing,VendorB,3362.15,Approved,2024-12-05
PR4177,Finance,VendorA,1522.47,Pending,2021-11-25
PR4178,IT,VendorA,4956.15,Approved,2021-02-10
PR4179,Finance,VendorA,4317.18,Approved,2022-02-05
PR4180,Finance,VendorC,3378.54,Rejected,2022-06-10
PR4181,Marketing,VendorC,1600.09,Pending,2020-10-07
PR4182,Marketing,VendorB,1827.91,Approved,2023-09-19
PR4183,Marketing,VendorB,4037.9,Rejected,2025-06-19
PR4184,IT,VendorA,3720.45,Rejected,2022-07-21
PR4185,IT,VendorC,2620.81,Approved,2022-10-26
PR4186,HR,VendorA,1208.93,Pending,2023-02-12
PR4187,Marketing,VendorC,1657.35,Approved,2021-02-19
PR4188,HR,VendorC,3446.0,Approved,2021-10-03
PR4189,IT,VendorB,4496.19,Pending,2025-03-26
PR4190,IT,VendorB,2085.03,Rejected,2022-12-17
PR4191,Marketing,VendorC,4896.25,Pending,2025-04-08
PR4192,HR,VendorB,2714.19,Pending,2022-03-02
PR4193,Finance,VendorB,140.13,Approved,2023-11-17
PR4194,Finance,VendorA,707.59,Rejected,2025-01-27
PR4195,Marketing,VendorC,4466.19,Pending,2020-01-21
PR4196,IT,VendorB,1271.45,Pending,2023-06-18
PR4197,Finance,VendorA,564.12,Approved,2023-01-10
PR4198,IT,VendorC,3587.5,Pending,2022-09-28
PR4199,Marketing,VendorB,2725.56,Approved,2025-05-05
PR4200,Marketing,VendorB,2790.85,Approved,2022-10-15
PR4201,IT,VendorA,1890.52,Approved,2022-05-24
PR4202,HR,VendorC,4381.85,Approved,2025-05-06
PR4203,Finance,VendorA,4683.52,Pending,2025-05-01
PR4204,IT,VendorA,4014.06,Pending,2020-08-14
PR4205,HR,VendorA,487.29,Approved,2023-02-12
PR4206,HR,VendorC,2762.24,Rejected,2023-06-07
PR4207,IT,VendorC,1555.58,Approved,2023-02-15
PR4208,IT,VendorC,2541.99,Pending,2021-04-14
PR4209,IT,VendorA,3223.68,Approved,2021-06-30
PR4210,HR,VendorC,4081.01,Pending,2020-07-08
PR4211,HR,VendorB,4929.81,Pending,2022-08-31
PR4212,HR,VendorB,2772.41,Pending,2020-07-10
PR4213,HR,VendorA,2624.76,Rejected,2024-08-12
PR4214,Marketing,VendorB,2606.86,Pending,2022-09-25
PR4215,Finance,VendorC,2590.62,Approved,2023-03-11
PR4216,IT,VendorA,3622.21,Pending,2020-05-21
PR4217,HR,VendorC,4576.45,Approved,2023-12-07
PR4218,Finance,VendorA,3870.28,Approved,2024-10-19
PR4219,IT,VendorC,120.5,Pending,2020-04-06
PR4220,IT,VendorC,373.16,Rejected,2021-06-27
PR4221,Finance,VendorA,263.88,Pending,2022-02-27
PR4222,HR,VendorA,3189.04,Approved,2023-12-27
PR4223,IT,VendorB,2700.07,Pending,2024-07-22
PR4224,HR,VendorB,4849.17,Approved,2022-10-13
PR4225,Finance,VendorB,4490.42,Pending,2025-05-11
PR4226,HR,VendorA,3388.33,Rejected,2024-04-10
PR4227,IT,VendorC,1841.64,Approved,2021-09-20
PR4228,HR,VendorB,4021.25,Rejected,2024-06-16
PR4229,HR,VendorA,3170.72,Pending,2024-02-22
PR4230,HR,VendorC,2718.23,Pending,2020-03-12
PR4231,HR,VendorB,3950.18,Pending,2024-04-26
PR4232,HR,VendorA,125.73,Approved,2021-03-04
PR4233,Finance,VendorB,4807.85,Pending,2021-01-08
PR4234,Finance,VendorB,313.89,Pending,2020-06-22
PR4235,HR,VendorB,1158.69,Rejected,2020-07-31
PR4236,Marketing,VendorB,1284.25,Pending,2020-08-13
PR4237,Finance,VendorC,4643.47,Approved,2022-10-04
PR4238,HR,VendorC,3098.33,Pending,2024-10-22
PR4239,IT,VendorB,4984.6,Rejected,2021-06-06
PR4240,IT,VendorB,1566.38,Approved,2023-09-23
PR4241,Marketing,VendorA,2759.42,Approved,2023-08-21
PR4242,IT,VendorB,1220.06,Approved,2023-04-10
PR4243,Marketing,VendorB,3784.87,Pending,2024-01-31
PR4244,Finance,VendorB,1790.94,Approved,2025-08-10
PR4245,HR,VendorB,1420.33,Rejected,2025-07-01
PR4246,Marketing,VendorA,1935.29,Pending,2022-04-19
PR4247,Marketing,VendorA,2714.02,Approved,2020-11-16
PR4248,HR,VendorC,2754.42,Rejected,2023-01-24
PR4249,Marketing,VendorA,3396.42,Rejected,2022-02-25
PR4250,HR,VendorA,1064.15,Approved,2024-11-29
PR4251,HR,VendorC,4367.47,Approved,2025-09-25
PR4252,Marketing,VendorA,3832.34,Rejected,2024-06-29
PR4253,HR,VendorB,4419.28,Rejected,2020-06-20
PR4254,IT,VendorB,2149.34,Approved,2022-12-09
PR4255,HR,VendorC,2979.48,Rejected,2022-03-08
PR4256,Finance,VendorB,2871.11,Rejected,2023-08-06
PR4257,IT,VendorC,2147.77,Rejected,2024-04-19
PR4258,Marketing,VendorA,1972.04,Rejected,2020-08-22
PR4259,HR,VendorA,3702.83,Rejected,2023-02-22
PR4260,HR,VendorB,4859.13,Rejected,2024-08-09
PR4261,Finance,VendorB,4042.76,Rejected,2024-05-21
PR4262,Finance,VendorA,3884.95,Rejected,2025-08-27
PR4263,IT,VendorA,1795.67,Rejected,2022-12-30
PR4264,HR,VendorB,4593.96,Rejected,2023-03-11
PR4265,Marketing,VendorA,262.47,Pending,2025-08-02
PR4266,IT,VendorA,3708.81,Pending,2024-12-24
PR4267,IT,VendorC,227.04,Approved,2024-04-30
PR4268,HR,VendorA,2212.96,Approved,2020-11-14
PR4269,HR,VendorB,4498.13,Approved,2022-02-05
PR4270,Marketing,VendorC,4168.08,Rejected,2020-01-25
PR4271,HR,VendorA,3422.75,Approved,2024-12-18
PR4272,Finance,VendorB,3641.43,Pending,2023-08-15
PR4273,Marketing,VendorC,1385.56,Rejected,2022-05-02
PR4274,IT,VendorA,4473.12,Rejected,2023-04-23
PR4275,Marketing,VendorB,1213.17,Approved,2021-04-05
PR4276,Marketing,VendorA,598.6,Approved,2023-04-14
PR4277,HR,VendorB,2889.48,Rejected,2022-04-08
PR4278,Finance,VendorC,3954.98,Rejected,2020-11-24
PR4279,IT,VendorB,3836.7,Rejected,2021-06-16
PR4280,Marketing,VendorA,1601.64,Rejected,2022-11-27
PR4281,IT,VendorA,1482.21,Approved,2025-03-08
PR4282,Marketing,VendorC,2496.54,Pending,2021-07-04
PR4283,HR,VendorC,953.67,Rejected,2020-01-29
PR4284,Marketing,VendorC,4656.17,Pending,2023-12-12
PR4285,HR,VendorC,4580.73,Pending,2023-08-14
PR4286,Finance,VendorB,2170.64,Approved,2023-03-20
PR4287,IT,VendorB,2958.9,Rejected,2024-12-03
PR4288,Marketing,VendorA,4016.33,Rejected,2022-01-24
PR4289,Marketing,VendorC,2897.19,Pending,2021-01-11
PR4290,IT,VendorB,3860.89,Rejected,2021-04-19
PR4291,Finance,VendorA,2439.66,Pending,2022-02-08
PR4292,Finance,VendorB,4942.01,Pending,2025-04-04
PR4293,IT,VendorC,839.21,Pending,2025-01-04
PR4294,Marketing,VendorA,2903.94,Pending,2020-10-26
PR4295,Finance,VendorA,1190.53,Pending,2021-11-04
PR4296,Finance,VendorA,2244.19,Approved,2025-01-01
PR4297,HR,VendorB,3439.72,Pending,2025-06-16
PR4298,Finance,VendorC,125.16,Approved,2022-08-06
PR4299,Finance,VendorA,1098.02,Pending,2020-05-30
PR4300,HR,VendorC,581.7,Pending,2022-10-10
PR4301,Finance,VendorB,2326.99,Approved,2021-04-20
PR4302,Marketing,VendorC,947.54,Pending,2020-09-14
PR4303,IT,VendorA,1949.67,Pending,2020-09-06
PR4304,Finance,VendorC,2832.23,Rejected,2021-09-14
PR4305,Finance,VendorC,2796.55,Pending,2020-11-29
PR4306,HR,VendorB,1913.25,Pending,2022-01-15
PR4307,IT,VendorB,4758.09,Approved,2024-06-28
PR4308,Marketing,VendorC,1098.6,Pending,2020-04-16
PR4309,Marketing,VendorB,833.32,Approved,2020-03-26
PR4310,Finance,VendorB,1420.68,Rejected,2021-09-19
PR4311,HR,VendorB,3813.14,Rejected,2025-08-04
PR4312,Marketing,VendorC,3658.35,Pending,2025-09-07
PR4313,Finance,VendorA,4354.84,Rejected,2025-05-31
PR4314,HR,VendorC,139.01,Approved,2020-09-04
PR4315,IT,VendorA,1177.25,Rejected,2020-12-05
PR4316,Marketing,VendorB,2014.5,Pending,2024-01-03
PR4317,HR,VendorC,4236.99,Pending,2020-04-14
PR4318,IT,VendorA,1077.96,Approved,2020-07-19
PR4319,Finance,VendorC,4264.95,Approved,2025-04-14
PR4320,Marketing,VendorB,4265.58,Approved,2021-08-13
PR4321,IT,VendorC,2313.37,Rejected,2025-05-18
PR4322,IT,VendorA,4992.55,Pending,2022-08-04
PR4323,Finance,VendorA,2541.3,Rejected,2021-02-25
PR4324,Marketing,VendorB,2734.92,Approved,2024-09-10
PR4325,Marketing,VendorC,4580.78,Rejected,2021-02-16
PR4326,Marketing,VendorC,3634.8,Pending,2021-01-13
PR4327,IT,VendorC,2228.04,Pending,2024-03-21
PR4328,HR,VendorB,3168.52,Pending,2025-07-29
PR4329,Marketing,VendorB,2271.87,Rejected,2021-07-06
PR4330,Marketing,VendorC,3668.33,Pending,2022-08-02
PR4331,Marketing,VendorC,603.53,Rejected,2023-01-06
PR4332,IT,VendorA,823.14,Rejected,2025-01-09
PR4333,HR,VendorB,459.64,Approved,2022-02-20
PR4334,Finance,VendorA,530.67,Rejected,2020-11-03
PR4335,HR,VendorB,4346.53,Approved,2020-08-17
PR4336,HR,VendorB,2208.89,Rejected,2022-09-16
PR4337,Marketing,VendorA,1748.7,Approved,2023-04-23
PR4338,Finance,VendorB,2655.87,Approved,2023-02-12
PR4339,Finance,VendorC,458.3,Pending,2025-06-17
PR4340,HR,VendorA,4316.82,Rejected,2023-07-19
PR4341,Finance,VendorC,205.37,Approved,2020-06-26
PR4342,IT,VendorA,164.82,Approved,2020-01-30
PR4343,Finance,VendorC,3280.62,Approved,2021-01-10
PR4344,Finance,VendorA,1586.55,Pending,2021-01-08
PR4345,HR,VendorC,4676.33,Approved,2022-11-16
PR4346,IT,VendorC,4083.04,Approved,2025-07-12
PR4347,Marketing,VendorB,3707.33,Approved,2020-08-17
PR4348,HR,VendorC,3149.77,Approved,2023-11-21
PR4349,Marketing,VendorB,4369.82,Approved,2021-12-05
PR4350,IT,VendorB,3429.31,Approved,2024-02-19
PR4351,HR,VendorB,3726.02,Pending,2020-09-29
PR4352,IT,VendorB,3123.61,Rejected,2025-07-03
PR4353,IT,VendorB,2342.01,Rejected,2020-12-15
PR4354,Marketing,VendorB,1199.57,Pending,2021-03-05
PR4355,Finance,VendorB,759.76,Approved,2025-07-03
PR4356,Marketing,VendorB,4012.72,Rejected,2020-12-04
PR4357,Finance,VendorB,1661.35,Pending,2024-05-11
PR4358,IT,VendorA,889.97,Rejected,2023-10-20
PR4359,HR,VendorA,2996.43,Rejected,2024-08-16
PR4360,Finance,VendorC,2880.41,Pending,2023-10-04
PR4361,HR,VendorB,3900.56,Rejected,2024-07-28
PR4362,Finance,VendorB,1506.11,Approved,2022-10-25
PR4363,Finance,VendorA,2382.81,Rejected,2023-04-10
PR4364,Marketing,VendorC,3683.74,Pending,2022-04-07
PR4365,IT,VendorA,690.96,Pending,2022-04-21
PR4366,IT,VendorB,2249.99,Approved,2022-09-30
PR4367,IT,VendorC,2077.57,Rejected,2024-11-06
PR4368,HR,VendorA,2714.15,Pending,2025-03-12
PR4369,HR,VendorC,1018.85,Approved,2025-06-18
PR4370,Marketing,VendorC,1501.78,Approved,2020-01-08
PR4371,Finance,VendorA,624.94,Rejected,2023-03-17
PR4372,Marketing,VendorB,4324.99,Rejected,2022-04-01
PR4373,HR,VendorA,451.06,Pending,2024-04-10
PR4374,HR,VendorA,4956.12,Approved,2021-10-26
PR4375,HR,VendorC,1412.84,Rejected,2023-10-02
PR4376,HR,VendorB,3920.95,Pending,2022-02-18
PR4377,Finance,VendorC,3751.39,Pending,2024-08-05
PR4378,Finance,VendorB,456.14,Approved,2021-06-22
PR4379,IT,VendorC,724.6,Pending,2025-03-29
PR4380,HR,VendorB,1973.24,Approved,2023-05-12
PR4381,Finance,VendorC,4562.0,Rejected,2023-03-04
PR4382,Finance,VendorB,2345.86,Approved,2024-05-30
PR4383,HR,VendorA,1797.12,Pending,2022-10-03
PR4384,Marketing,VendorA,3224.5,Rejected,2024-11-30
PR4385,IT,VendorA,4614.88,Approved,2023-10-07
PR4386,IT,VendorC,3835.06,Pending,2022-04-02
PR4387,Marketing,VendorC,4207.62,Rejected,2024-09-22
PR4388,IT,VendorA,3545.38,Pending,2023-10-24
PR4389,HR,VendorB,4726.42,Approved,2023-06-13
PR4390,Marketing,VendorC,2043.61,Rejected,2023-08-12
PR4391,IT,VendorC,235.07,Rejected,2023-03-15
PR4392,Marketing,VendorC,1572.64,Rejected,2024-04-08
PR4393,IT,VendorA,2222.55,Rejected,2023-12-08
PR4394,IT,VendorA,1767.56,Rejected,2025-09-13
PR4395,HR,VendorC,4181.04,Approved,2020-03-27
PR4396,Marketing,VendorB,1362.0,Approved,2021-04-27
PR4397,HR,VendorC,3680.16,Pending,2024-10-18
PR4398,IT,VendorC,1040.73,Pending,2021-01-23
PR4399,HR,VendorC,3337.82,Pending,2023-10-20
PR4400,IT,VendorA,1874.73,Rejected,2024-02-14
PR4401,Marketing,VendorA,3493.35,Pending,2024-04-22
PR4402,Marketing,VendorB,3602.89,Approved,2025-05-15
PR4403,Finance,VendorC,4372.63,Approved,2021-06-20
PR4404,Finance,VendorB,3764.47,Pending,2022-02-23
PR4405,Marketing,VendorC,1642.67,Pending,2020-01-15
PR4406,Finance,VendorC,1040.8,Rejected,2022-01-02
PR4407,HR,VendorC,1535.35,Approved,2023-10-23
PR4408,IT,VendorC,2332.18,Rejected,2020-10-25
PR4409,IT,VendorA,3370.84,Pending,2025-03-18
PR4410,Finance,VendorB,347.91,Pending,2022-01-29
PR4411,Finance,VendorB,4662.66,Approved,2023-10-31
PR4412,Finance,VendorC,2531.34,Approved,2022-05-04
PR4413,HR,VendorA,2859.04,Rejected,2020-05-19
PR4414,HR,VendorC,872.21,Pending,2025-03-04
PR4415,Finance,VendorB,4442.32,Approved,2021-07-14
PR4416,IT,VendorC,2676.27,Approved,2020-09-29
PR4417,IT,VendorB,4894.98,Approved,2021-01-03
PR4418,HR,VendorB,2161.9,Rejected,2025-07-27
PR4419,HR,VendorB,2189.48,Rejected,2023-10-01
PR4420,Marketing,VendorA,909.03,Approved,2020-03-30
PR4421,Marketing,VendorC,1917.02,Pending,2025-05-28
PR4422,Finance,VendorB,1323.65,Rejected,2023-02-07
PR4423,IT,VendorB,3640.88,Approved,2022-12-26
PR4424,HR,VendorB,3135.52,Approved,2022-01-17
PR4425,IT,VendorA,3071.85,Approved,2024-11-24
PR4426,Finance,VendorC,190.91,Rejected,2024-02-16
PR4427,Marketing,VendorA,300.64,Rejected,2021-11-05
PR4428,Finance,VendorB,2221.34,Rejected,2024-11-12
PR4429,Finance,VendorA,2823.01,Rejected,2020-05-16
PR4430,IT,VendorB,1573.12,Approved,2023-03-18
PR4431,Finance,VendorC,3825.51,Rejected,2020-06-22
PR4432,Finance,VendorA,3371.41,Rejected,2025-07-07
PR4433,IT,VendorC,4803.96,Pending,2021-06-25
PR4434,Finance,VendorB,382.95,Pending,2021-05-27
PR4435,IT,VendorC,3604.94,Approved,2024-02-10
PR4436,Finance,VendorA,2906.2,Pending,2021-02-25
PR4437,Marketing,VendorA,1386.49,Approved,2025-03-29
PR4438,Marketing,VendorC,170.37,Pending,2025-01-18
PR4439,IT,VendorA,1753.1,Approved,2024-12-28
PR4440,IT,VendorC,4164.74,Approved,2021-04-13
PR4441,IT,VendorA,2276.75,Rejected,2021-07-28
PR4442,Finance,VendorA,4931.61,Approved,2025-06-17
PR4443,HR,VendorA,1438.56,Approved,2022-06-01
PR4444,HR,VendorA,3123.89,Rejected,2020-04-30
PR4445,IT,VendorB,501.83,Approved,2022-01-13
PR4446,IT,VendorA,703.39,Pending,2021-03-26
PR4447,IT,VendorB,2374.5,Pending,2022-08-04
PR4448,Marketing,VendorC,2803.46,Pending,2020-10-27
PR4449,IT,VendorC,982.3,Approved,2023-06-05
PR4450,IT,VendorC,777.1,Pending,2023-01-08
PR4451,Finance,VendorA,3573.06,Approved,2025-03-25
PR4452,IT,VendorB,4620.74,Approved,2022-11-09
PR4453,Finance,VendorA,657.05,Rejected,2025-06-30
PR4454,Finance,VendorA,4603.09,Pending,2025-05-31
PR4455,HR,VendorC,1888.88,Rejected,2021-01-18
PR4456,HR,VendorB,1073.32,Approved,2024-01-11
PR4457,Marketing,VendorB,3140.18,Approved,2021-02-22
PR4458,Marketing,VendorB,2491.66,Rejected,2022-04-17
PR4459,IT,VendorC,973.36,Approved,2022-01-26
PR4460,Marketing,VendorA,710.19,Rejected,2020-01-03
PR4461,Marketing,VendorC,3764.23,Rejected,2020-08-06
PR4462,IT,VendorA,3006.22,Pending,2021-01-14
PR4463,Finance,VendorC,2788.56,Approved,2020-08-04
