request_id,department,type,amount,status,date_submitted
F5792,HR,Invoice,1254.49,Pending,2025-09-12
F5793,Operations,Reimbursement,4304.91,Approved,2025-09-12
F5794,IT,Invoice,2867.09,Pending,2025-09-12
F5795,HR,Purchase,782.8,Rejected,2025-09-12
F5796,Finance,Invoice,4672.61,Rejected,2025-09-12
F5797,IT,Purchase,1189.05,Approved,2025-09-12
F5798,Finance,Software License,4571.6,Rejected,2025-09-12
F5799,IT,Reimbursement,1561.12,Rejected,2025-09-12
F5800,Marketing,Reimbursement,4812.23,Rejected,2025-09-12
F5801,Finance,Software License,3143.85,Approved,2025-09-12
F5802,IT,Software License,4725.25,Pending,2025-09-12
F5803,Operations,Purchase,954.82,Rejected,2025-09-12
F5804,Marketing,Reimbursement,440.37,Rejected,2025-09-12
F5805,Operations,Invoice,1687.63,Rejected,2025-09-12
F5806,Marketing,Reimbursement,653.28,Rejected,2025-09-12
F5807,Operations,Reimbursement,134.92,Rejected,2025-09-12
F5808,Operations,Purchase,1170.23,Pending,2025-09-12
F5809,HR,Invoice,2412.95,Pending,2025-09-12
F5810,Marketing,Reimbursement,3827.76,Approved,2025-09-12
F5811,Operations,Purchase,1446.17,Rejected,2025-09-12
F5812,IT,Invoice,3992.95,Rejected,2025-09-12
F5813,HR,Reimbursement,2297.83,Rejected,2025-09-12
F5814,Marketing,Invoice,1123.67,Pending,2025-09-12
F5815,IT,Purchase,1128.13,Approved,2025-09-12
F5816,IT,Purchase,1527.58,Rejected,2025-09-12
F5817,Marketing,Invoice,2089.48,Rejected,2025-09-12
F5818,IT,Software License,3209.86,Approved,2025-09-12
F5819,HR,Invoice,475.34,Approved,2025-09-12
F5820,Finance,Software License,3960.76,Pending,2025-09-12
F5821,Marketing,Purchase,1096.36,Pending,2025-09-12
F5822,Marketing,Software License,4923.2,Approved,2025-09-12
F5823,Marketing,Reimbursement,711.0,Rejected,2025-09-12
F5824,Finance,Purchase,759.49,Pending,2025-09-12
F5825,Marketing,Reimbursement,4536.37,Pending,2025-09-12
F5826,Finance,Purchase,3118.09,Pending,2025-09-12
F5827,IT,Purchase,4404.02,Rejected,2025-09-12
F5828,Operations,Purchase,1312.06,Pending,2025-09-12
F5829,IT,Reimbursement,718.17,Approved,2025-09-12
F5830,HR,Invoice,481.44,Rejected,2025-09-12
F5831,Marketing,Software License,396.85,Rejected,2025-09-12
F5832,Operations,Reimbursement,3930.35,Rejected,2025-09-12
F5833,Marketing,Software License,1091.95,Rejected,2025-09-12
F5834,HR,Software License,3348.11,Pending,2025-09-12
F5835,Marketing,Reimbursement,1973.39,Approved,2025-09-12
F5836,Operations,Purchase,3371.79,Approved,2025-09-12
F5837,Marketing,Invoice,4913.1,Rejected,2025-09-12
F5838,Finance,Software License,664.58,Approved,2025-09-12
F5839,Finance,Purchase,4876.9,Approved,2025-09-12
F5840,Operations,Invoice,4858.9,Approved,2025-09-12
F5841,Operations,Purchase,1110.0,Rejected,2025-09-12
F5842,Marketing,Invoice,1662.05,Approved,2025-09-12
F5843,Operations,Software License,2724.08,Pending,2025-09-12
F5844,HR,Reimbursement,501.58,Approved,2025-09-12
F5845,Finance,Reimbursement,100.78,Rejected,2025-09-12
F5846,Operations,Software License,4206.26,Rejected,2025-09-12
F5847,IT,Software License,559.82,Pending,2025-09-12
F5848,IT,Reimbursement,2167.73,Pending,2025-09-12
F5849,HR,Software License,4171.55,Approved,2025-09-12
F5850,Marketing,Reimbursement,1360.15,Approved,2025-09-12
F5851,HR,Reimbursement,622.52,Pending,2025-09-12
F5852,Marketing,Invoice,4089.99,Rejected,2025-09-12
F5853,Operations,Purchase,3019.65,Approved,2025-09-12
F5854,IT,Software License,425.79,Approved,2025-09-12
F5855,Marketing,Reimbursement,1974.51,Pending,2025-09-12
F5856,Marketing,Invoice,1015.8,Approved,2025-09-12
F5857,HR,Software License,2421.99,Pending,2025-09-12
F5858,HR,Purchase,1928.93,Pending,2025-09-12
F5859,IT,Purchase,4473.08,Rejected,2025-09-12
F5860,HR,Software License,4069.63,Pending,2025-09-12
F5861,IT,Software License,1095.09,Rejected,2025-09-12
F5862,IT,Invoice,4847.59,Approved,2025-09-12
F5863,HR,Purchase,3211.24,Approved,2025-09-12
F5864,IT,Software License,4023.09,Pending,2025-09-12
F5865,HR,Reimbursement,4310.06,Pending,2025-09-12
F5866,Marketing,Purchase,4174.99,Rejected,2025-09-12
F5867,Finance,Software License,2757.2,Pending,2025-09-12
F5868,Marketing,Software License,1097.02,Rejected,2025-09-12
F5869,Operations,Software License,2938.79,Approved,2025-09-12
F5870,Operations,Invoice,4235.29,Pending,2025-09-12
F5871,Marketing,Invoice,2903.97,Rejected,2025-09-12
F5872,Operations,Purchase,1590.9,Approved,2025-09-12
F5873,Finance,Purchase,542.16,Approved,2025-09-12
F5874,Operations,Invoice,3213.44,Approved,2025-09-12
F5875,Marketing,Invoice,3890.98,Pending,2025-09-12
F5876,Operations,Software License,4952.22,Approved,2025-09-12
F5877,Marketing,Reimbursement,1559.48,Rejected,2025-09-12
F5878,Operations,Invoice,824.76,Pending,2025-09-12
F5879,Finance,Purchase,3117.67,Approved,2025-09-12
F5880,IT,Reimbursement,3706.65,Rejected,2025-09-12
F5881,Marketing,Purchase,1580.55,Rejected,2025-09-12
F5882,Marketing,Purchase,1117.63,Rejected,2025-09-12
F5883,HR,Reimbursement,3301.27,Approved,2025-09-12
F5884,IT,Invoice,3790.78,Approved,2025-09-12
F5885,HR,Purchase,4645.5,Pending,2025-09-12
F5886,Marketing,Reimbursement,2022.81,Rejected,2025-09-12
F5887,Operations,Invoice,131.87,Approved,2025-09-12
F5888,IT,Software License,4019.36,Pending,2025-09-12
F5889,Operations,Software License,4103.71,Approved,2025-09-12
F5890,Operations,Invoice,4109.76,Approved,2025-09-12
F5891,HR,Software License,744.3,Rejected,2025-09-12
F5892,Marketing,Purchase,1641.11,Approved,2025-09-12
F5893,IT,Reimbursement,2017.05,Pending,2025-09-12
F5894,Operations,Reimbursement,326.08,Pending,2025-09-12
F5895,HR,Software License,2102.57,Rejected,2025-09-12
F5896,HR,Invoice,4586.82,Pending,2025-09-12
F5897,Marketing,Invoice,2368.86,Approved,2025-09-12
F5898,Marketing,Reimbursement,1808.42,Pending,2025-09-12
F5899,IT,Purchase,3870.68,Pending,2025-09-12
F5900,Operations,Invoice,2674.47,Approved,2025-09-12
F5901,HR,Invoice,1031.27,Approved,2025-09-12
F5902,Marketing,Purchase,4032.56,Approved,2025-09-12
F5903,Marketing,Invoice,4356.01,Approved,2025-09-12
F5904,IT,Invoice,2247.27,Rejected,2025-09-12
F5905,HR,Software License,2842.18,Approved,2025-09-12
F5906,IT,Invoice,4317.9,Rejected,2025-09-12
F5907,Finance,Invoice,4955.11,Approved,2025-09-12
F5908,Operations,Purchase,1887.68,Pending,2025-09-12
F5909,IT,Reimbursement,2391.4,Pending,2025-09-12
F5910,IT,Software License,1095.52,Approved,2025-09-12
F5911,Marketing,Invoice,1614.5,Pending,2025-09-12
F5912,IT,Reimbursement,180.77,Approved,2025-09-12
F5913,Operations,Invoice,4787.38,Approved,2025-09-12
F5914,Operations,Purchase,1214.56,Approved,2025-09-12
F5915,IT,Purchase,749.43,Pending,2025-09-12
F5916,Finance,Software License,4690.63,Approved,2025-09-12
F5917,Marketing,Software License,3571.22,Pending,2025-09-12
F5918,IT,Software License,4371.27,Pending,2025-09-12
F5919,IT,Purchase,1989.03,Pending,2025-09-12
F5920,Operations,Reimbursement,2726.6,Pending,2025-09-12
F5921,Marketing,Reimbursement,3993.92,Rejected,2025-09-12
F5922,Operations,Purchase,3194.99,Rejected,2025-09-12
F5923,HR,Software License,3506.37,Pending,2025-09-12
F5924,Operations,Purchase,609.57,Approved,2025-09-12
F5925,IT,Reimbursement,4222.84,Approved,2025-09-12
F5926,HR,Software License,480.64,Pending,2025-09-12
F5927,Finance,Invoice,2687.02,Pending,2025-09-12
F5928,HR,Purchase,4929.08,Pending,2025-09-12
F5929,Operations,Invoice,4275.84,Rejected,2025-09-12
F5930,IT,Reimbursement,1819.68,Approved,2025-09-12
F5931,Finance,Purchase,1633.58,Approved,2025-09-12
F5932,IT,Purchase,1583.58,Pending,2025-09-12
F5933,IT,Purchase,1255.07,Approved,2025-09-12
F5934,Finance,Purchase,1702.19,Rejected,2025-09-12
F5935,Finance,Invoice,477.35,Pending,2025-09-12
F5936,Operations,Invoice,4872.85,Pending,2025-09-12
F5937,IT,Invoice,716.54,Pending,2025-09-12
F5938,IT,Reimbursement,1760.62,Approved,2025-09-12
F5939,Marketing,Reimbursement,4435.21,Approved,2025-09-12
F5940,Operations,Reimbursement,3638.89,Pending,2025-09-12
F5941,HR,Software License,388.76,Rejected,2025-09-12
F5942,Marketing,Software License,4059.26,Rejected,2025-09-12
F5943,Operations,Purchase,3342.41,Rejected,2025-09-12
F5944,Finance,Invoice,1638.73,Rejected,2025-09-12
F5945,Marketing,Reimbursement,4202.61,Approved,2025-09-12
F5946,HR,Purchase,1236.04,Approved,2025-09-12
F5947,Operations,Invoice,2987.71,Pending,2025-09-12
F5948,Operations,Invoice,4581.77,Approved,2025-09-12
F5949,Operations,Invoice,4185.93,Rejected,2025-09-12
F5950,HR,Invoice,2798.69,Approved,2025-09-12
F5951,IT,Purchase,3386.53,Approved,2025-09-12
F5952,Operations,Reimbursement,3594.9,Rejected,2025-09-12
F5953,IT,Purchase,3182.98,Rejected,2025-09-12
F5954,HR,Purchase,589.17,Pending,2025-09-12
F5955,Marketing,Invoice,1698.4,Pending,2025-09-12
F5956,HR,Invoice,1488.54,Rejected,2025-09-12
F5957,Finance,Reimbursement,1196.41,Pending,2025-09-12
F5958,HR,Reimbursement,1087.56,Rejected,2025-09-12
F5959,Operations,Software License,2786.01,Rejected,2025-09-12
F5960,Marketing,Invoice,1417.77,Approved,2025-09-12
F5961,Marketing,Software License,2017.7,Rejected,2025-09-12
F5962,IT,Invoice,819.84,Approved,2025-09-12
F5963,Operations,Reimbursement,4077.35,Approved,2025-09-12
F5964,Marketing,Purchase,2106.78,Pending,2025-09-12
F5965,IT,Purchase,1218.3,Approved,2025-09-12
F5966,Marketing,Reimbursement,2253.39,Rejected,2025-09-12
F5967,Finance,Purchase,3627.98,Pending,2025-09-12
F5968,Finance,Reimbursement,1686.17,Pending,2025-09-12
F5969,Operations,Invoice,1641.55,Pending,2025-09-12
F5970,Finance,Purchase,1633.2,Pending,2025-09-12
F5971,HR,Purchase,3410.78,Rejected,2025-09-12
F5972,Marketing,Reimbursement,3924.83,Pending,2025-09-12
F5973,Operations,Reimbursement,4012.46,Pending,2025-09-12
F5974,Finance,Software License,2734.5,Rejected,2025-09-12
F5975,Operations,Invoice,506.22,Pending,2025-09-12
F5976,Marketing,Invoice,1713.78,Pending,2025-09-12
F5977,IT,Invoice,3621.79,Pending,2025-09-12
F5978,Finance,Invoice,111.98,Rejected,2025-09-12
F5979,Finance,Invoice,1559.58,Rejected,2025-09-12
F5980,Finance,Reimbursement,3229.66,Approved,2025-09-12
F5981,Finance,Reimbursement,750.75,Pending,2025-09-12
F5982,Finance,Software License,2706.63,Approved,2025-09-12
F5983,IT,Invoice,3993.7,Rejected,2025-09-12
F5984,IT,Reimbursement,4013.39,Rejected,2025-09-12
F5985,Operations,Purchase,4606.89,Pending,2025-09-12
F5986,Operations,Software License,1845.31,Pending,2025-09-12
F5987,HR,Purchase,2673.67,Approved,2025-09-12
F5988,Finance,Software License,1374.08,Rejected,2025-09-12
F5989,Operations,Software License,1314.08,Pending,2025-09-12
F5990,Marketing,Software License,1098.71,Rejected,2025-09-12
F5991,Operations,Reimbursement,3261.31,Pending,2025-09-12
F5992,HR,Purchase,1270.81,Approved,2025-09-12
F5993,Marketing,Purchase,4471.49,Rejected,2025-09-12
F5994,HR,Reimbursement,1298.43,Rejected,2025-09-12
F5995,Operations,Reimbursement,1985.82,Pending,2025-09-12
F5996,Operations,Software License,3441.91,Approved,2025-09-12
F5997,Marketing,Software License,814.92,Pending,2025-09-12
F5998,IT,Invoice,2903.45,Approved,2025-09-12
F5999,IT,Purchase,2423.21,Approved,2025-09-12
F6000,Operations,Invoice,1904.45,Pending,2025-09-12
F6001,Operations,Purchase,4716.42,Approved,2025-09-12
F6002,IT,Invoice,1359.71,Rejected,2025-09-12
F6003,IT,Reimbursement,2798.2,Rejected,2025-09-12
F6004,HR,Purchase,2808.66,Rejected,2025-09-12
F6005,HR,Reimbursement,4327.34,Approved,2025-09-12
F6006,HR,Software License,1776.35,Approved,2025-09-12
F6007,Marketing,Invoice,1951.06,Pending,2025-09-12
F6008,Operations,Reimbursement,513.77,Pending,2025-09-12
F6009,Marketing,Purchase,3424.17,Approved,2025-09-12
F6010,Finance,Software License,3799.89,Rejected,2025-09-12
F6011,Operations,Purchase,1485.41,Pending,2025-09-12
F6012,Operations,Reimbursement,2508.21,Approved,2025-09-12
F6013,Marketing,Invoice,3343.23,Approved,2025-09-12
F6014,Operations,Purchase,1011.1,Pending,2025-09-12
F6015,IT,Software License,1758.38,Rejected,2025-09-12
F6016,Operations,Purchase,4238.71,Rejected,2025-09-12
F6017,HR,Reimbursement,2281.9,Pending,2025-09-12
F6018,Marketing,Invoice,2845.27,Rejected,2025-09-12
F6019,Finance,Software License,1903.75,Pending,2025-09-12
F6020,HR,Invoice,4652.75,Approved,2025-09-12
F6021,Marketing,Software License,3880.01,Rejected,2025-09-12
F6022,IT,Invoice,3096.3,Approved,2025-09-12
F6023,IT,Software License,579.07,Approved,2025-09-12
F6024,IT,Reimbursement,4225.32,Approved,2025-09-12
F6025,IT,Reimbursement,1436.5,Approved,2025-09-12
F6026,Finance,Invoice,562.94,Pending,2025-09-12
F6027,Operations,Invoice,3494.57,Rejected,2025-09-12
F6028,IT,Invoice,4817.59,Pending,2025-09-12
F6029,Operations,Invoice,1686.92,Pending,2025-09-12
F6030,Operations,Software License,3507.58,Approved,2025-09-12
F6031,HR,Reimbursement,4828.8,Approved,2025-09-12
F6032,Marketing,Purchase,597.24,Rejected,2025-09-12
F6033,Marketing,Invoice,1675.68,Approved,2025-09-12
F6034,IT,Software License,948.01,Rejected,2025-09-12
F6035,Marketing,Invoice,4676.7,Pending,2025-09-12
F6036,HR,Reimbursement,3821.71,Approved,2025-09-12
F6037,Operations,Invoice,4762.47,Rejected,2025-09-12
F6038,HR,Invoice,3814.82,Rejected,2025-09-12
F6039,Finance,Reimbursement,1485.01,Rejected,2025-09-12
F6040,Marketing,Reimbursement,3343.12,Pending,2025-09-12
F6041,Operations,Reimbursement,2343.22,Approved,2025-09-12
F6042,Finance,Software License,2752.99,Approved,2025-09-12
F6043,HR,Reimbursement,942.24,Pending,2025-09-12
F6044,Operations,Invoice,3491.41,Pending,2025-09-12
F6045,HR,Purchase,1436.78,Rejected,2025-09-12
F6046,Operations,Purchase,980.16,Pending,2025-09-12
F6047,Finance,Purchase,1526.51,Approved,2025-09-12
F6048,Operations,Software License,4398.78,Pending,2025-09-12
F6049,IT,Reimbursement,1016.22,Approved,2025-09-12
F6050,Finance,Reimbursement,429.96,Approved,2025-09-12
F6051,IT,Purchase,2529.8,Approved,2025-09-12
F6052,IT,Reimbursement,1799.86,Pending,2025-09-12
F6053,Operations,Software License,711.28,Rejected,2025-09-12
F6054,IT,Invoice,899.42,Rejected,2025-09-12
F6055,Marketing,Purchase,3642.74,Approved,2025-09-12
F6056,Marketing,Purchase,2216.51,Pending,2025-09-12
F6057,HR,Invoice,2414.8,Approved,2025-09-12
F6058,Marketing,Invoice,3218.21,Rejected,2025-09-12
F6059,IT,Reimbursement,1003.34,Pending,2025-09-12
F6060,Marketing,Reimbursement,4404.36,Pending,2025-09-12
F6061,Marketing,Purchase,4404.62,Rejected,2025-09-12
F6062,IT,Reimbursement,3521.81,Pending,2025-09-12
F6063,Finance,Reimbursement,3995.66,Rejected,2025-09-12
F6064,IT,Purchase,4378.89,Pending,2025-09-12
F6065,Finance,Reimbursement,2138.52,Approved,2025-09-12
F6066,Finance,Invoice,352.08,Rejected,2025-09-12
F6067,Operations,Invoice,2408.4,Rejected,2025-09-12
F6068,Finance,Reimbursement,611.74,Pending,2025-09-12
F6069,IT,Purchase,3280.24,Pending,2025-09-12
F6070,HR,Reimbursement,2179.36,Rejected,2025-09-12
F6071,Finance,Software License,3559.73,Approved,2025-09-12
F6072,HR,Invoice,4773.32,Pending,2025-09-12
F6073,Operations,Purchase,3443.29,Rejected,2025-09-12
F6074,IT,Purchase,1745.31,Approved,2025-09-12
F6075,HR,Invoice,3205.68,Approved,2025-09-12
F6076,Marketing,Purchase,87.39,Rejected,2025-09-12
F6077,Finance,Invoice,1211.74,Rejected,2025-09-12
F6078,Operations,Purchase,3361.12,Rejected,2025-09-12
F6079,Operations,Invoice,3258.41,Approved,2025-09-12
F6080,Operations,Purchase,1360.75,Rejected,2025-09-12
F6081,Marketing,Purchase,247.03,Approved,2025-09-12
F6082,HR,Software License,1348.45,Rejected,2025-09-12
F6083,HR,Invoice,1968.33,Pending,2025-09-12
F6084,Finance,Reimbursement,1411.57,Approved,2025-09-12
F6085,IT,Invoice,2569.2,Rejected,2025-09-12
F6086,Marketing,Purchase,4889.8,Rejected,2025-09-12
F6087,Finance,Invoice,4234.67,Rejected,2025-09-12
F6088,Finance,Invoice,4599.54,Pending,2025-09-12
F6089,Marketing,Software License,2293.0,Pending,2025-09-12
F6090,HR,Invoice,3826.47,Approved,2025-09-12
F6091,HR,Purchase,930.99,Pending,2025-09-12
F6092,Finance,Invoice,1391.25,Pending,2025-09-12
F6093,Operations,Purchase,961.36,Approved,2025-09-12
F6094,Operations,Reimbursement,4596.49,Rejected,2025-09-12
F6095,Marketing,Invoice,2832.3,Pending,2025-09-12
F6096,Operations,Software License,2148.17,Approved,2025-09-12
F6097,IT,Purchase,2569.72,Pending,2025-09-12
F6098,Operations,Purchase,515.98,Approved,2025-09-12
F6099,Marketing,Invoice,2702.53,Rejected,2025-09-12
F6100,Operations,Reimbursement,1777.32,Pending,2025-09-12
F6101,IT,Reimbursement,1979.84,Rejected,2025-09-12
F6102,Operations,Invoice,2439.21,Approved,2025-09-12
F6103,HR,Invoice,391.51,Pending,2025-09-12
F6104,Operations,Reimbursement,3365.11,Approved,2025-09-12
F6105,Marketing,Invoice,3642.21,Approved,2025-09-12
F6106,Operations,Invoice,4673.61,Approved,2025-09-12
F6107,IT,Reimbursement,3414.68,Rejected,2025-09-12
F6108,Finance,Reimbursement,2142.35,Pending,2025-09-12
F6109,Finance,Reimbursement,269.86,Rejected,2025-09-12
F6110,Operations,Invoice,3568.21,Approved,2025-09-12
F6111,HR,Purchase,1691.25,Approved,2025-09-12
F6112,Marketing,Software License,2017.42,Approved,2025-09-12
F6113,Marketing,Purchase,822.15,Rejected,2025-09-12
F6114,IT,Invoice,3008.26,Rejected,2025-09-12
F6115,Operations,Purchase,4104.86,Approved,2025-09-12
F6116,Finance,Software License,1273.32,Rejected,2025-09-12
F6117,Operations,Invoice,2747.14,Rejected,2025-09-12
F6118,Marketing,Reimbursement,2816.57,Pending,2025-09-12
F6119,HR,Software License,1518.08,Pending,2025-09-12
F6120,IT,Invoice,1880.03,Pending,2025-09-12
F6121,HR,Software License,4326.2,Rejected,2025-09-12
F6122,HR,Invoice,3411.46,Pending,2025-09-12
F6123,IT,Software License,4839.44,Approved,2025-09-12
F6124,IT,Software License,2182.05,Pending,2025-09-12
F6125,IT,Purchase,1045.28,Approved,2025-09-12
F6126,Operations,Software License,3302.82,Pending,2025-09-12
F6127,HR,Invoice,3988.71,Rejected,2025-09-12
F6128,Finance,Invoice,392.91,Rejected,2025-09-12
F6129,Marketing,Reimbursement,661.68,Approved,2025-09-12
F6130,Finance,Purchase,4104.5,Rejected,2025-09-12
F6131,HR,Software License,1314.4,Approved,2025-09-12
F6132,Operations,Purchase,2114.09,Pending,2025-09-12
F6133,Marketing,Invoice,825.19,Pending,2025-09-12
F6134,HR,Purchase,2520.8,Pending,2025-09-12
F6135,IT,Software License,4055.28,Rejected,2025-09-12
F6136,Operations,Software License,2608.39,Rejected,2025-09-12
F6137,Operations,Reimbursement,3592.34,Pending,2025-09-12
F6138,IT,Invoice,113.01,Approved,2025-09-12
F6139,Finance,Purchase,2503.22,Pending,2025-09-12
F6140,Finance,Software License,4524.9,Approved,2025-09-12
F6141,Finance,Purchase,2232.31,Rejected,2025-09-12
F6142,Finance,Software License,113.14,Pending,2025-09-12
F6143,Marketing,Software License,528.18,Pending,2025-09-12
F6144,IT,Reimbursement,671.72,Pending,2025-09-12
F6145,IT,Purchase,2249.48,Pending,2025-09-12
F6146,Operations,Reimbursement,2602.53,Rejected,2025-09-12
F6147,IT,Invoice,3813.39,Approved,2025-09-12
F6148,IT,Reimbursement,664.68,Pending,2025-09-12
F6149,Operations,Purchase,1953.55,Pending,2025-09-12
F6150,IT,Purchase,2070.98,Approved,2025-09-12
F6151,Marketing,Purchase,891.85,Rejected,2025-09-12
F6152,Finance,Invoice,2258.83,Approved,2025-09-12
F6153,Operations,Purchase,75.68,Approved,2025-09-12
F6154,Marketing,Reimbursement,2366.18,Approved,2025-09-12
F6155,HR,Purchase,4925.17,Pending,2025-09-12
F6156,Finance,Software License,2583.11,Pending,2025-09-12
F6157,IT,Invoice,3144.83,Approved,2025-09-12
F6158,Finance,Invoice,3196.97,Pending,2025-09-12
F6159,HR,Purchase,2463.54,Approved,2025-09-12
F6160,IT,Invoice,1645.31,Pending,2025-09-12
F6161,HR,Purchase,4637.76,Rejected,2025-09-12
F6162,HR,Software License,821.99,Pending,2025-09-12
F6163,Finance,Purchase,2066.67,Approved,2025-09-12
F6164,HR,Software License,4537.79,Rejected,2025-09-12
F6165,Marketing,Invoice,4123.53,Pending,2025-09-12
F6166,IT,Invoice,3011.76,Approved,2025-09-12
F6167,HR,Reimbursement,2805.0,Pending,2025-09-12
F6168,Operations,Purchase,1279.37,Approved,2025-09-12
F6169,Operations,Purchase,4839.37,Rejected,2025-09-12
F6170,HR,Reimbursement,1506.11,Rejected,2025-09-12
F6171,IT,Reimbursement,1296.47,Rejected,2025-09-12
F6172,Finance,Invoice,975.15,Pending,2025-09-12
F6173,Marketing,Purchase,2194.24,Pending,2025-09-12
F6174,IT,Software License,2242.97,Rejected,2025-09-12
F6175,IT,Software License,419.31,Rejected,2025-09-12
F6176,Operations,Reimbursement,1213.83,Approved,2025-09-12
F6177,HR,Software License,2964.79,Rejected,2025-09-12
F6178,Operations,Invoice,3560.38,Pending,2025-09-12
F6179,IT,Software License,3356.67,Rejected,2025-09-12
F6180,IT,Invoice,2056.35,Rejected,2025-09-12
F6181,HR,Software License,1128.94,Pending,2025-09-12
F6182,Marketing,Reimbursement,1547.57,Pending,2025-09-12
F6183,Marketing,Purchase,1594.6,Pending,2025-09-12
F6184,IT,Software License,4671.23,Pending,2025-09-12
F6185,Finance,Purchase,2254.33,Pending,2025-09-12
F6186,IT,Reimbursement,3182.5,Approved,2025-09-12
F6187,HR,Purchase,1329.16,Pending,2025-09-12
F6188,IT,Software License,4252.99,Pending,2025-09-12
F6189,Operations,Reimbursement,3036.53,Approved,2025-09-12
F6190,Finance,Purchase,2574.67,Approved,2025-09-12
F6191,Operations,Purchase,2075.84,Approved,2025-09-12
F6192,Marketing,Purchase,1388.65,Pending,2025-09-12
F6193,HR,Software License,4637.13,Approved,2025-09-12
F6194,IT,Invoice,180.38,Rejected,2025-09-12
F6195,Operations,Software License,172.7,Pending,2025-09-12
F6196,Finance,Invoice,807.72,Pending,2025-09-12
F6197,HR,Purchase,3849.02,Rejected,2025-09-12
F6198,Operations,Software License,2675.53,Approved,2025-09-12
F6199,Marketing,Reimbursement,1257.79,Pending,2025-09-12
F6200,Marketing,Invoice,586.07,Approved,2025-09-12
F6201,Marketing,Reimbursement,1143.1,Pending,2025-09-12
F6202,Finance,Purchase,4697.07,Pending,2025-09-12
F6203,Finance,Invoice,1471.82,Rejected,2025-09-12
F6204,Marketing,Reimbursement,3583.85,Approved,2025-09-12
F6205,IT,Reimbursement,2856.67,Approved,2025-09-12
F6206,IT,Invoice,1745.45,Pending,2025-09-12
F6207,Operations,Purchase,3168.5,Approved,2025-09-12
F6208,Finance,Invoice,4438.39,Rejected,2025-09-12
F6209,Finance,Invoice,3614.12,Pending,2025-09-12
F6210,Marketing,Invoice,3442.46,Approved,2025-09-12
F6211,Finance,Software License,2342.77,Approved,2025-09-12
F6212,IT,Reimbursement,3824.16,Rejected,2025-09-12
F6213,Marketing,Purchase,4240.25,Rejected,2025-09-12
F6214,HR,Invoice,4456.93,Approved,2025-09-12
F6215,HR,Software License,947.37,Approved,2025-09-12
F6216,Marketing,Purchase,370.21,Pending,2025-09-12
F6217,HR,Invoice,571.82,Approved,2025-09-12
F6218,Marketing,Purchase,2444.6,Rejected,2025-09-12
F6219,IT,Software License,2836.66,Approved,2025-09-12
F6220,Marketing,Reimbursement,90.23,Approved,2025-09-12
F6221,HR,Software License,4609.83,Rejected,2025-09-12
F6222,Finance,Purchase,144.4,Pending,2025-09-12
F6223,Marketing,Invoice,4027.29,Approved,2025-09-12
F6224,Marketing,Purchase,4622.14,Approved,2025-09-12
F6225,Finance,Purchase,2173.88,Rejected,2025-09-12
F6226,IT,Reimbursement,524.12,Pending,2025-09-12
F6227,Marketing,Software License,2386.76,Pending,2025-09-12
F6228,Operations,Software License,1113.72,Approved,2025-09-12
F6229,HR,Purchase,3489.55,Rejected,2025-09-12
F6230,Finance,Software License,3183.32,Pending,2025-09-12
F6231,Finance,Purchase,3351.95,Rejected,2025-09-12
F6232,HR,Invoice,3307.18,Rejected,2025-09-12
F6233,Finance,Invoice,3611.65,Approved,2025-09-12
F6234,HR,Reimbursement,631.9,Approved,2025-09-12
F6235,HR,Purchase,1562.06,Rejected,2025-09-12
F6236,IT,Reimbursement,4657.76,Rejected,2025-09-12
F6237,Marketing,Invoice,3475.44,Pending,2025-09-12
F6238,HR,Software License,3714.38,Rejected,2025-09-12
F6239,Marketing,Purchase,592.04,Approved,2025-09-12
F6240,Marketing,Software License,4262.48,Rejected,2025-09-12
F6241,Marketing,Reimbursement,3005.59,Pending,2025-09-12
F6242,Finance,Purchase,3454.06,Pending,2025-09-12
F6243,IT,Software License,1971.39,Approved,2025-09-12
F6244,Finance,Reimbursement,184.16,Approved,2025-09-12
F6245,Operations,Purchase,2434.02,Approved,2025-09-12
F6246,Marketing,Invoice,295.39,Rejected,2025-09-12
F6247,Finance,Software License,930.71,Rejected,2025-09-12
F6248,HR,Reimbursement,94.1,Pending,2025-09-12
F6249,Finance,Invoice,4496.71,Approved,2025-09-12
F6250,Marketing,Software License,3642.76,Approved,2025-09-12
F6251,Operations,Reimbursement,2334.57,Rejected,2025-09-12
F6252,HR,Software License,3839.03,Pending,2025-09-12
F6253,Operations,Purchase,2797.31,Pending,2025-09-12
F6254,Operations,Reimbursement,2512.63,Rejected,2025-09-12
F6255,Operations,Software License,3764.45,Approved,2025-09-12
F6256,Operations,Software License,4332.07,Approved,2025-09-12
F6257,Operations,Reimbursement,2017.72,Approved,2025-09-12
F6258,HR,Purchase,951.55,Pending,2025-09-12
F6259,HR,Reimbursement,848.06,Pending,2025-09-12
F6260,IT,Invoice,2488.75,Pending,2025-09-12
F6261,Marketing,Software License,3788.66,Pending,2025-09-12
F6262,Operations,Invoice,1809.36,Pending,2025-09-12
F6263,Marketing,Software License,116.34,Rejected,2025-09-12
F6264,IT,Reimbursement,539.74,Rejected,2025-09-12
F6265,HR,Purchase,76.16,Approved,2025-09-12
F6266,IT,Purchase,1450.76,Pending,2025-09-12
F6267,IT,Software License,2667.08,Rejected,2025-09-12
F6268,Finance,Software License,1210.56,Approved,2025-09-12
F6269,HR,Reimbursement,2606.56,Approved,2025-09-12
